Judul,Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
2.05 . 2.05.01 . 16.06 . 5.2.1.01 ,Honorarium PNS ,11500000,11500000,0,0,
2.05 . 2.05.01 . 16.06 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,11500000,11500000,0,0,"honorarium panitia pelaksana kegiatanKetua10 ob x 160.000,00 = 1.600.000,00
Sekretaris10 ob x 150.000,00 = 1.500.000,00
Anggota60 ob x 140.000,00 = 8.400.000,00"
2.05 . 2.05.01 . 16.06 . 5.2.2 ,Belanja Barang dan Jasa ,7500000,7500000,0,0,
2.05 . 2.05.01 . 16.06 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,445000,445000,0,0,
2.05 . 2.05.01 . 16.06 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,445000,445000,0,0,"ATK1 paket x 445.000,00 = 445.000,00"
2.05 . 2.05.01 . 16.06 . 5.2.2.02 ,Belanja Bahan/Material ,3750000,3750000,0,0,
2.05 . 2.05.01 . 16.06 . 5.2.2.02.12 ,Belanja alat-alat/perlengkapan ,3750000,3750000,0,0,"Belanja perlengkapanAtribut pengawas PU15 paket x 250.000,00 = 3.750.000,00"
2.05 . 2.05.01 . 16.06 . 5.2.2.03 ,Belanja Jasa Kantor ,450000,450000,0,0,
2.05 . 2.05.01 . 16.06 . 5.2.2.03.13 ,Belanja Dokumentasi ,450000,450000,0,0,"Dokumentasi kegiatan1 paket x 450.000,00 = 450.000,00"
2.05 . 2.05.01 . 16.06 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,225000,225000,0,0,
2.05 . 2.05.01 . 16.06 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,225000,225000,0,0,"belanja penggandaan
penggandaan1 LS x 125.000,00 = 125.000,00
jilid laporan4 eks x 25.000,00 = 100.000,00"
2.05 . 2.05.01 . 16.06 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2630000,2630000,0,0,
2.05 . 2.05.01 . 16.06 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,350000,350000,0,0,"Makan dan minum koordinasi20 om x 17.500,00 = 350.000,00"
2.05 . 2.05.01 . 16.06 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,2280000,2280000,0,0,"snack, makan, dan minum kegiatan80 om x 28.500,00 = 2.280.000,00"
2.05 . 2.05.01 . 16.07 ,Sosialisasi Pelestarian Sumber Daya Ikan ,45000000,45000000,0,0,Sumber Dana : Dana Alokasi Umum (D A U)
2.05 . 2.05.01 . 16.07 . 5.2.1 ,Belanja Pegawai ,3100000,3100000,0,0,
2.05 . 2.05.01 . 16.07 . 5.2.1.01 ,Honorarium PNS ,3100000,3100000,0,0,
2.05 . 2.05.01 . 16.07 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,3100000,3100000,0,0,"Honorarium panitia pelaksana kegiatanKetua10 ok x 90.000,00 = 900.000,00
Sekretaris10 ok x 80.000,00 = 800.000,00
Anggota20 ok x 70.000,00 = 1.400.000,00"
2.05 . 2.05.01 . 16.07 . 5.2.2 ,Belanja Barang dan Jasa ,41900000,41900000,0,0,
2.05 . 2.05.01 . 16.07 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,5250000,5250000,0,0,
2.05 . 2.05.01 . 16.07 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,5250000,5250000,0,0,"ATKATK panitia1 paket x 250.000,00 = 250.000,00
ATK Peserta250 paket x 20.000,00 = 5.000.000,00"
2.05 . 2.05.01 . 16.07 . 5.2.2.03 ,Belanja Jasa Kantor ,7750000,7750000,0,0,
2.05 . 2.05.01 . 16.07 . 5.2.2.03.15 ,Belanja Publikasi ,7750000,7750000,0,0,"Belanja publikasiSpanduk1 paket x 250.000,00 = 250.000,00
Papan himbauan pelestarian sumber daya ikan1 paket x 7.500.000,00 = 7.500.000,00"
2.05 . 2.05.01 . 16.07 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,3325000,3325000,0,0,
2.05 . 2.05.01 . 16.07 . 5.2.2.06.01 ,Belanja Cetak ,3100000,3100000,0,0,"Belanja cetakCetak poster1 paket x 1.000.000,00 = 1.000.000,00
Cetak stiker1 paket x 600.000,00 = 600.000,00
reproduksi buku UU perikanan1 paket x 1.500.000,00 = 1.500.000,00"
2.05 . 2.05.01 . 16.07 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,225000,225000,0,0,"Penggandaan1 LS x 125.000,00 = 125.000,00
Laporan4 eks x 25.000,00 = 100.000,00"
2.05 . 2.05.01 . 16.07 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,800000,800000,0,0,
2.05 . 2.05.01 . 16.07 . 5.2.2.07.03 ,Belanja Sewa Ruang Rapat/Pertemuan ,800000,800000,0,0,"Belanja sewa gedung/tempat pertemuan
Sewa tempat pertemuan2 hari x 400.000,00 = 800.000,00"
2.05 . 2.05.01 . 16.07 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,10675000,10675000,0,0,
2.05 . 2.05.01 . 16.07 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,700000,700000,0,0,"Belanja makanan dan minuman rapat
makan dan minum rapat koordinasi40 om x 17.500,00 = 700.000,00"
2.05 . 2.05.01 . 16.07 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,9975000,9975000,0,0,"Konsumsi kegiatanSnack, makan, dan minum kegiatan350 om x 28.500,00 = 9.975.000,00"
2.05 . 2.05.01 . 16.07 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,14100000,14100000,0,0,
2.05 . 2.05.01 . 16.07 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,6600000,6600000,0,0,"Honorarium narasumber dan moderator
Narasumber sosialisasi44 jpl x 150.000,00 = 6.600.000,00"
2.05 . 2.05.01 . 16.07 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,7500000,7500000,0,0,"Honorarium peserta sosialisasi
Uang saku peserta sosialisasi250 oh x 30.000,00 = 7.500.000,00"
2.05 . 2.05.01 . 16.09 ,Pengelolaan dan Konservasi Wilayah Pesisir dan Laut ,85000000,84380000,-620000,-0.73,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul"
2.05 . 2.05.01 . 16.09 . 5.2.1 ,Belanja Pegawai ,12000000,12000000,0,0,
2.05 . 2.05.01 . 16.09 . 5.2.1.01 ,Honorarium PNS ,12000000,12000000,0,0,
2.05 . 2.05.01 . 16.09 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,12000000,12000000,0,0,"Honorarium Tim PengarahPembina10 ob x 200.000,00 = 2.000.000,00
Wakil Pembina10 ob x 190.000,00 = 1.900.000,00
Pengarah10 ob x 180.000,00 = 1.800.000,00
Honorarium Tim Pelaksana TeknisKetua10 ob x 170.000,00 = 1.700.000,00
Sekretaris10 ob x 160.000,00 = 1.600.000,00
Anggota20 ob x 150.000,00 = 3.000.000,00"
2.05 . 2.05.01 . 16.09 . 5.2.2 ,Belanja Barang dan Jasa ,61180000,60560000,-620000,-1.01,
2.05 . 2.05.01 . 16.09 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1100000,1100000,0,0,
2.05 . 2.05.01 . 16.09 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1100000,1100000,0,0,"Belanja ATK
ATK dan komputer supplai1 paket x 500.000,00 = 500.000,00
ATK peserta pelatihan30 paket x 20.000,00 = 600.000,00"
2.05 . 2.05.01 . 16.09 . 5.2.2.02 ,Belanja Bahan/Material ,30000000,30000000,0,0,
2.05 . 2.05.01 . 16.09 . 5.2.2.02.02 ,Belanja Bahan/Bibit Tanaman ,30000000,30000000,0,0,"Belanja bibit tanaman mangrove1 paket x 30.000.000,00 = 30.000.000,00"
2.05 . 2.05.01 . 16.09 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,270000,270000,0,0,
2.05 . 2.05.01 . 16.09 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,270000,270000,0,0,"Belanja penggandaanFotokopi1 LS x 195.000,00 = 195.000,00
Laporan kegiatan3 eksemplar x 25.000,00 = 75.000,00"
2.05 . 2.05.01 . 16.09 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,700000,700000,0,0,
2.05 . 2.05.01 . 16.09 . 5.2.2.07.03 ,Belanja Sewa Ruang Rapat/Pertemuan ,700000,700000,0,0,"Sewa ruang pelatihan2 hari x 350.000,00 = 700.000,00"
2.05 . 2.05.01 . 16.09 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,1300000,1300000,0,0,
2.05 . 2.05.01 . 16.09 . 5.2.2.10.01 ,Belanja Sewa Meja Kursi ,200000,200000,0,0,"Sewa meja kursi
Sewa meja/kursi kegiatan penanaman mangrove1 paket x 200.000,00 = 200.000,00"
2.05 . 2.05.01 . 16.09 . 5.2.2.10.05 ,Belanja Sewa Tenda/panggung/tikar/taman ,600000,600000,0,0,"Sewa tendaSewa tenda kegiatan penanaman mangrove1 paket x 600.000,00 = 600.000,00"
2.05 . 2.05.01 . 16.09 . 5.2.2.10.07 ,Belanja Sewa Sound System ,500000,500000,0,0,"Sewa sound system
Sewa sound system kegiatan penanaman mangrove1 paket x 500.000,00 = 500.000,00"
2.05 . 2.05.01 . 16.09 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,5830000,5830000,0,0,
2.05 . 2.05.01 . 16.09 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,700000,700000,0,0,"Konsumsi rapat
Makan minum rapat40 om x 17.500,00 = 700.000,00"
2.05 . 2.05.01 . 16.09 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,5130000,5130000,0,0,"Konsumsi pelaksanaan kegiatan
Konsumsi kegiatan pelatihan80 om x 28.500,00 = 2.280.000,00
Konsumsi kegiatan penanaman mangrove100 om x 28.500,00 = 2.850.000,00"
2.05 . 2.05.01 . 16.09 . 5.2.2.15 ,Belanja Perjalanan Dinas ,15780000,15160000,-620000,-3.93,
2.05 . 2.05.01 . 16.09 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1780000,1160000,-620000,-34.83,"Dalam rangka konsultasi/koordinasi ke DIYGolongan IV3 op x 70.000,00 = 210.000,00
Golongan III5 op x 60.000,00 = 300.000,00
Dalam rangka sosialisasi dan pembinaan kelompokGolongan IV4 op x 50.000,00 = 200.000,00
Golongan III6 op x 40.000,00 = 240.000,00
Golongan II7 op x 30.000,00 = 210.000,00"
2.05 . 2.05.01 . 16.09 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,14000000,14000000,0,0,"Dalam rangka studi banding konservasi mangroveGolongan IV/III/II1 LS x 14.000.000,00 = 14.000.000,00"
2.05 . 2.05.01 . 16.09 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,6200000,6200000,0,0,
2.05 . 2.05.01 . 16.09 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,3200000,3200000,0,0,"Honor narasumber pelatihan
Honor narasumber PNS8 jpl x 150.000,00 = 1.200.000,00
Honor narasumber Non PNS8 jpl x 250.000,00 = 2.000.000,00"
2.05 . 2.05.01 . 16.09 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,1800000,1800000,0,0,"Honor peserta pelatihan
Uang saku peserta pelatihan60 oh x 30.000,00 = 1.800.000,00"
2.05 . 2.05.01 . 16.09 . 5.2.2.34.06 ,Honorarium Tenaga Harian Lepas ,1200000,1200000,0,0,"Honor harian lepas
Honor harian tenaga penyiapan lahan penanaman mangrove30 oh x 40.000,00 = 1.200.000,00"
2.05 . 2.05.01 . 16.09 . 5.2.3 ,Belanja Modal ,11820000,11820000,0,0,
2.05 . 2.05.01 . 16.09 . 5.2.3.11 ,Belanja Modal Pengadaan Perlengkapan Kantor ,11820000,11820000,0,0,
2.05 . 2.05.01 . 16.09 . 5.2.3.11.36 ,Belanja modal pengadan papan nama instansi ,11820000,11820000,0,0,"Belanja modal papan konservasi1 paket x 11.345.000,00 = 11.345.000,00
Honor Pejabat Pengadaan Barang untuk kegiatan Pengelolaan dan Konservasi Wilayah dan Laut
Honor pejabat pengadaan1 o/p x 275.000,00 = 275.000,00
Honor Penerima/Pemeriksa Barang1 o/p x 200.000,00 = 200.000,00"
2.05 . 2.05.01 . 18 ,Program Peningkatan Mitigasi Bencana Alam Laut dan Prakiraan Iklim Laut,42000000,71390000,29390000,69.98,
2.05 . 2.05.01 . 18.02 ,Pelatihan Mitigasi Bencana Alam Laut dan Prakiraan Iklim Laut Menuju Desa Pesisir Tangguh,42000000,71390000,29390000,69.98,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Pesisir Selatan Kabupaten Bantul"
2.05 . 2.05.01 . 18.02 . 5.2.1 ,Belanja Pegawai ,8400000,8400000,0,0,
2.05 . 2.05.01 . 18.02 . 5.2.1.01 ,Honorarium PNS ,8400000,8400000,0,0,
2.05 . 2.05.01 . 18.02 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,8400000,8400000,0,0,"Honor Tim PengarahPembina7 ob x 200.000,00 = 1.400.000,00
Wakil Pembina7 ob x 190.000,00 = 1.330.000,00
Honor Tim Pelaksana TeknisPengarah7 ob x 180.000,00 = 1.260.000,00
Ketua7 ob x 170.000,00 = 1.190.000,00
Sekretaris7 ob x 160.000,00 = 1.120.000,00
Anggota14 ob x 150.000,00 = 2.100.000,00"
2.05 . 2.05.01 . 18.02 . 5.2.2 ,Belanja Barang dan Jasa ,13725000,13915000,190000,1.38,
2.05 . 2.05.01 . 18.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1075000,1075000,0,0,
2.05 . 2.05.01 . 18.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1075000,1075000,0,0,"Belanja ATK
ATK penyelenggara kegiatan1 paket x 475.000,00 = 475.000,00
ATK peserta pelatihan30 paket x 20.000,00 = 600.000,00"
2.05 . 2.05.01 . 18.02 . 5.2.2.03 ,Belanja Jasa Kantor ,1700000,2500000,800000,47.06,
2.05 . 2.05.01 . 18.02 . 5.2.2.03.20 ,Belanja Sewa Frekuensi dan Pajak Radio ,1700000,2500000,800000,47.06,"Belanja sewa frekuensi radio mitigasi bencana pesisir1 paket x 2.500.000,00 = 2.500.000,00"
2.05 . 2.05.01 . 18.02 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,282500,282500,0,0,
2.05 . 2.05.01 . 18.02 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,282500,282500,0,0,"PenggandaanFotokopi1 LS x 207.500,00 = 207.500,00
Laporan kegiatan3 eksemplar x 25.000,00 = 75.000,00"
2.05 . 2.05.01 . 18.02 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,700000,700000,0,0,
2.05 . 2.05.01 . 18.02 . 5.2.2.07.03 ,Belanja Sewa Ruang Rapat/Pertemuan ,700000,700000,0,0,"Belanja sewa ruang pertemuan
Sewa ruang pelatihan2 hari x 350.000,00 = 700.000,00"
2.05 . 2.05.01 . 18.02 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2717500,2717500,0,0,
2.05 . 2.05.01 . 18.02 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,437500,437500,0,0,"Konsumsi rapatMakan minum rapat25 om x 17.500,00 = 437.500,00"
2.05 . 2.05.01 . 18.02 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,2280000,2280000,0,0,"Konsumsi pelaksanaan kegiatanSnack, 
Makan dan minum pelatihan80 om x 28.500,00 = 2.280.000,00"
2.05 . 2.05.01 . 18.02 . 5.2.2.15 ,Belanja Perjalanan Dinas ,2250000,1640000,-610000,-27.11,
2.05 . 2.05.01 . 18.02 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,2250000,1640000,-610000,-27.11,"Dalam rangka konsultasi/koordinasi ke DIYGolongan IV4 op x 70.000,00 = 280.000,00
Golongan III8 op x 60.000,00 = 480.000,00
Dalam rangka pembinaan kelompokGolongan IV5 op x 50.000,00 = 250.000,00
Golongan III12 op x 40.000,00 = 480.000,00
Golongan II5 op x 30.000,00 = 150.000,00"
2.05 . 2.05.01 . 18.02 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,5000000,5000000,0,0,
2.05 . 2.05.01 . 18.02 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,3200000,3200000,0,0,"Honor narasumber PNS
Honor narasumber pelatihan8 jpl x 150.000,00 = 1.200.000,00
Honor narasumber Non PNS
Honor narasumber pelatihan8 jpl x 250.000,00 = 2.000.000,00"
2.05 . 2.05.01 . 18.02 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,1800000,1800000,0,0,"Honor peserta pelatihan
Honor harian peserta pelatihan60 oh x 30.000,00 = 1.800.000,00"
2.05 . 2.05.01 . 18.02 . 5.2.3 ,Belanja Modal ,19875000,49075000,29200000,146.92,
2.05 . 2.05.01 . 18.02 . 5.2.3.17 ,Belanja Modal Pengadaan Alat-Alat Komunikasi ,19875000,49075000,29200000,146.92,
2.05 . 2.05.01 . 18.02 . 5.2.3.17.05 ,Belanja Modal Pengadaan Radio VHF (Handy Talkie),6000000,9000000,3000000,50,"Belanja modal pengadaan HT1 paket x 9.000.000,00 = 9.000.000,00"
2.05 . 2.05.01 . 18.02 . 5.2.3.17.14 ,Belanja Modal Pengadaan RIG ,13875000,40075000,26200000,188.83,"Belanja modal pengadaan RIG1 paket x 39.700.000,00 = 39.700.000,00
Honor pejabat pengadaan1 o/p x 200.000,00 = 200.000,00
Honor Pejabat Penerima/Pemeriksa1 o/p x 175.000,00 = 175.000,00"
2.05 . 2.05.01 . 19 ,Program Peningkatan Kegiatan Budaya Kelautan dan Wawasan Maritim Kepada Masyarakat,0,55000000,55000000,0,
2.05 . 2.05.01 . 19.02 ,Penumbuhan dan Peningkatan Kapasitas Organisasi Saka Bahari ,0,55000000,55000000,0,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kab. Bantul"
2.05 . 2.05.01 . 19.02 . 5.2.2 ,Belanja Barang dan Jasa ,0,55000000,55000000,0,
2.05 . 2.05.01 . 19.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,0,10500000,10500000,0,
2.05 . 2.05.01 . 19.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,0,10500000,10500000,0,"ATKATK dan sarana komputer1 paket x 2.500.000,00 = 2.500.000,00
ATK Peserta Pelatihan400 paket x 20.000,00 = 8.000.000,00"
2.05 . 2.05.01 . 19.02 . 5.2.2.02 ,Belanja Bahan/Material ,0,22000000,22000000,0,
2.05 . 2.05.01 . 19.02 . 5.2.2.02.12 ,Belanja alat-alat/perlengkapan ,0,22000000,22000000,0,"Belanja atribut pesertaAtribut peserta pelatihan400 paket x 55.000,00 = 22.000.000,00"
2.05 . 2.05.01 . 19.02 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,0,1140000,1140000,0,
2.05 . 2.05.01 . 19.02 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,0,1140000,1140000,0,"Penggandaan/FotokopiFotokopi1 LS x 1.000.000,00 = 1.000.000,00
Penggandaan laporan kegiatan5 eksemplar x 28.000,00 = 140.000,00"
2.05 . 2.05.01 . 19.02 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,0,10600000,10600000,0,
2.05 . 2.05.01 . 19.02 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,0,700000,700000,0,"Konsumsi RapatMakan dan Minum Rapat40 om x 17.500,00 = 700.000,00"
2.05 . 2.05.01 . 19.02 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,0,9900000,9900000,0,"Konsumsi PelatihanSnack, Makan dan MInum440 om x 22.500,00 = 9.900.000,00"
2.05 . 2.05.01 . 19.02 . 5.2.2.15 ,Belanja Perjalanan Dinas ,0,1240000,1240000,0,
2.05 . 2.05.01 . 19.02 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,0,1240000,1240000,0,"Dalam Rangka Konsultasi dan Koordinasi Ke Provinsi
Golongan IV4 op x 70.000,00 = 280.000,00
Golongan III16 op x 60.000,00 = 960.000,00"
2.05 . 2.05.01 . 19.02 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,0,9520000,9520000,0,
2.05 . 2.05.01 . 19.02 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,0,8000000,8000000,0,"Honor Narasumber
Narasumber pelatihan32 jpl x 250.000,00 = 8.000.000,00"
2.05 . 2.05.01 . 19.02 . 5.2.2.34.10 ,Honorarium Penyelenggaraan Kegiatan ,0,1520000,1520000,0,"Honor panitia penyelenggaraKetua4 oh x 90.000,00 = 360.000,00
Sekretaris4 oh x 80.000,00 = 320.000,00
Anggota12 oh x 70.000,00 = 840.000,00"
2.05 . 2.05.01 . 20 ,Program Pengembangan Budidaya Perikanan ,1218300000,1520466080,302166080,24.8,
2.05 . 2.05.01 . 20.01 ,Pengembangan Bibit Ikan Unggul ,300500000,297892700,-2607300,-0.87,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : BBI"
2.05 . 2.05.01 . 20.01 . 5.2.1 ,Belanja Pegawai ,12200000,12200000,0,0,
2.05 . 2.05.01 . 20.01 . 5.2.1.01 ,Honorarium PNS ,7700000,7700000,0,0,
2.05 . 2.05.01 . 20.01 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,7700000,7700000,0,0,"Tim Penerapan CPIBKetua10 ob x 150.000,00 = 1.500.000,00
Sekretaris10 ob x 140.000,00 = 1.400.000,00
Anggota40 ob x 120.000,00 = 4.800.000,00"
2.05 . 2.05.01 . 20.01 . 5.2.1.03 ,Uang Lembur ,4500000,4500000,0,0,
2.05 . 2.05.01 . 20.01 . 5.2.1.03.01 ,Uang Lembur PNS ,4500000,4500000,0,0,"Uang Lembur300 ol x 15.000,00 = 4.500.000,00"
2.05 . 2.05.01 . 20.01 . 5.2.2 ,Belanja Barang dan Jasa ,288300000,285692700,-2607300,-0.9,
2.05 . 2.05.01 . 20.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,7250000,7250000,0,0,
2.05 . 2.05.01 . 20.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,3150000,3150000,0,0,"ATKKertas, Alat Tulis, Refil Tinta, dll1 LS x 3.150.000,00 = 3.150.000,00"
2.05 . 2.05.01 . 20.01 . 5.2.2.01.06 ,Belanja Bahan Bakar Minyak/Gas (Non Kendaraan) ,2000000,2000000,0,0,"BBM Operasional BBIBensin/Solar1 LS x 2.000.000,00 = 2.000.000,00"
2.05 . 2.05.01 . 20.01 . 5.2.2.01.08 ,Belanja Pengisian Tabung Gas ,2100000,2100000,0,0,"Belanja Pengisian Tabung OksigenOksigen1 LS x 2.100.000,00 = 2.100.000,00"
2.05 . 2.05.01 . 20.01 . 5.2.2.02 ,Belanja Bahan/Material ,146500000,146500000,0,0,
2.05 . 2.05.01 . 20.01 . 5.2.2.02.09 ,Belanja Bahan Non Kimia/Organik ,21500000,21500000,0,0,"Bahan Pemeliharaan IkanPupuk Kandang1 LS x 14.000.000,00 = 14.000.000,00
Kapur Tohor1 LS x 7.500.000,00 = 7.500.000,00"
2.05 . 2.05.01 . 20.01 . 5.2.2.02.10 ,Belanja Bahan Pakan ,110000000,110000000,0,0,"Pakan Ikan1 LS x 110.000.000,00 = 110.000.000,00"
2.05 . 2.05.01 . 20.01 . 5.2.2.02.12 ,Belanja alat-alat/perlengkapan ,15000000,15000000,0,0,"Perlengkapan BBIPlastik Packing1 LS x 8.000.000,00 = 8.000.000,00
Perlengkapan Pendukung1 LS x 7.000.000,00 = 7.000.000,00"
2.05 . 2.05.01 . 20.01 . 5.2.2.03 ,Belanja Jasa Kantor ,760000,760000,0,0,
2.05 . 2.05.01 . 20.01 . 5.2.2.03.13 ,Belanja Dokumentasi ,760000,760000,0,0,"Dokumentasi
Dokumentasi Kegiatan1 Paket x 760.000,00 = 760.000,00"
2.05 . 2.05.01 . 20.01 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1910000,1910000,0,0,
2.05 . 2.05.01 . 20.01 . 5.2.2.06.01 ,Belanja Cetak ,660000,660000,0,0,"Cetak NotaNota Penjualan, dll1 Paket x 660.000,00 = 660.000,00"
2.05 . 2.05.01 . 20.01 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1250000,1250000,0,0,"Penggandaan dan Jilid1 LS x 1.250.000,00 = 1.250.000,00"
2.05 . 2.05.01 . 20.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,10530000,10530000,0,0,
2.05 . 2.05.01 . 20.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,5280000,5280000,0,0,"Konsumsi Rapat/Pertemuan240 om x 22.000,00 = 5.280.000,00"
2.05 . 2.05.01 . 20.01 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,5250000,5250000,0,0,"Konsumsi LemburKonsumsi300 om x 17.500,00 = 5.250.000,00"
2.05 . 2.05.01 . 20.01 . 5.2.2.15 ,Belanja Perjalanan Dinas ,39500000,36892700,-2607300,-6.6,
2.05 . 2.05.01 . 20.01 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,3500000,3500000,0,0,"Dalam Rangka Monev, Koordinasi, dll
Golongan IV20 op x 50.000,00 = 1.000.000,00
Golongan III25 op x 40.000,00 = 1.000.000,00
Dalam Rangka Koordinasi dan Konsultasi ke Pemda DIY
Golongan IV12 op x 70.000,00 = 840.000,00
Golongan III11 op x 60.000,00 = 660.000,00"
2.05 . 2.05.01 . 20.01 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,36000000,33392700,-2607300,-7.24,"Dalam  Rangka Studi BandingStudi Banding1 LS x 24.392.700,00 = 24.392.700,00
Dalam Rangka Survei, Konsultasi, Evaluasi, dll
Perjalanan Dinas3 op x 3.000.000,00 = 9.000.000,00"
2.05 . 2.05.01 . 20.01 . 5.2.2.21 ,Belanja Jasa Konsultansi ,81850000,81850000,0,0,
2.05 . 2.05.01 . 20.01 . 5.2.2.21.02 ,Belanja Jasa Konsultansi Perencanaan ,81850000,81850000,0,0,"Belanja Konsultansi Studi Kelayakan
Studi Kelayakan dan Master Plan0 Paket x 50.000.000,00 = 0,00
Penyusunan UKL-UPL0 Paket x 30.000.000,00 = 0,00
Honor PPKPPK2 o/p x 200.000,00 = 400.000,00
Honor Pejabat PengadaanPejabat Pengadaan2 o/p x 200.000,00 = 400.000,00
Honor Tim Pemeriksa dan Penerima 
Hasil PekerjaanKetua2 o/p x 200.000,00 = 400.000,00
Sekretaris2 o/p x 175.000,00 = 350.000,00
Anggota2 o/p x 150.000,00 = 300.000,00
Study Kelayakan Balai Benih Ikan
Studi Kelayakan Balai Benih Ikan1 pkt x 45.000.000,00 = 45.000.000,00
Master Plan Balai Benih Ikan1 pkt x 35.000.000,00 = 35.000.000,00"
2.05 . 2.05.01 . 20.08 ,Evaluasi Pokdakan dan UPR ,59200000,48000000,-11200000,-18.92,"Sumber Dana : Dana Alokasi Umum (D A U)
Lokasi Kegiatan : Kabupaten Bantul"
