Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,5710000,"   Blj ATK
Belanja ATK Keg Buletin Sejada4 ls x 815.000,00 = 3.260.000,00
Belanja  ATK Keg. BE 20151 ls x 2.450.000,00 = 2.450.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 02,Belanja Bahan/Material,10750000,
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 02 . 01,Belanja Bahan Baku Bangunan,10000000,"   Belanja Pembuatan Gapuro BE1 ls x 10.000.000,00 = 10.000.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 02 . 04,Belanja Bahan Obat-Obatan,750000,"   Belanja bahan obat-obatan
Belanja bahan obat-obatan Keg BE1 ls x 750.000,00 = 750.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,1247800000,
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 03 . 03,Belanja Listrik,42500000,"   Belanja pemasangan instalasi listrik BE1 ls x 42.500.000,00 = 42.500.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 03 . 13,Belanja Dokumentasi,3600000,"   Belanja dokumentasi keg penyebar luasan
Dok  Vidio BE2 keping x 300.000,00 = 600.000,00
Dok foto vidio siaran Pers12 bl x 250.000,00 = 3.000.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 03 . 15,Belanja Publikasi,1201700000,"   Belanja Publikasi
Pembuatan dan pemasangan Spanduk BE 201512 bh x 200.000,00 = 2.400.000,00
Pengiriman berita ke TV Siaran Pers5 siaran x 500.000,00 = 2.500.000,00
Sosialisasi Cukai Lewat Televisi4 Sta. Tv x 40.000.000,00 = 160.000.000,00
Pembuatan Materi Iklan Sos Cukai Lewat Tv1 paket x 25.000.000,00 = 25.000.000,00
Biaya siaran Publikasi BE di Radio1 ls x 1.500.000,00 = 1.500.000,00
Biaya Iklan Siaran Pers1 thn x 15.000.000,00 = 15.000.000,00
Sosialisasi Cukai lewat Radio4 Sta. Radio x 21.250.000,00 = 85.000.000,00
Pembuatan Baliho BE3 unit x 4.000.000,00 = 12.000.000,00
""Pentas kesenian tradisionaln 6 pertunjukan""6 pertunjuka x 10.000.000,00 = 60.000.000,00
Maskot BE1 LS x 40.000.000,00 = 40.000.000,00
Biaya siaran dialog interaktif di Radio RPB24 Siaran x 700.000,00 = 16.800.000,00
Biaya siaran dialog interaktif di Bantul Radio24 siaran x 700.000,00 = 16.800.000,00
Pariwara perda di media massa3 media x 31.500.000,00 = 94.500.000,00
Biaya Siaran Taman Gabusan di dalam studio48 siaran x 12.500.000,00 = 600.000.000,00
Biaya Siaran Taman Gabusan diluar `studio2 siaran x 26.000.000,00 = 52.000.000,00
Biaya siaran dialog interaktif di Radio RRI26 siaran x 700.000,00 = 18.200.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,111126842,
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 06 . 01,Belanja Cetak,105695000,"   Belanja cetak
Blj Cetak Kertas Dan Amplop BE200 Eksp x 3.000,00 = 600.000,00
Biaya dok foto BE3 LS x 250.000,00 = 750.000,00
Biaya dok foto siaran pers12 bln x 250.000,00 = 3.000.000,00
Cetak Buku kenangan BE500 bk x 8.000,00 = 4.000.000,00
Cetak Undangan pemb dan penutupan BE 2015500 lmb x 5.700,00 = 2.850.000,00
Cetak Balngko pendaftaran BE1,990 LBR x 500,00 = 995.000,00
Blj Cetak leaflet BE400 Eksp x 5.000,00 = 2.000.000,00
Cetak Buletin sejada7,000 eks/edisi x 13.000,00 = 91.000.000,00
Cetak ID Card100 bh x 5.000,00 = 500.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,5431842,"   Belanja Pengandaan
FC Sekertariat BE5,000 lmbr x 150,00 = 750.000,00
FC keg Siaran Taman Gabusan15,340 lmbr x 150,00 = 2.301.000,00
Belanja Penggandaan  sos cukai1 ls x 415.842,00 = 415.842,00
FC keg Dinamika Pemb5,100 lmbr x 150,00 = 765.000,00
FC keg  Pers rilis4,000 lmbr x 150,00 = 600.000,00
FC keg Jumpa Pers4,000 lmbr x 150,00 = 600.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 10,Belanja Sewa Perlengkapan dan Peralatan Kantor,72400000,
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 10 . 01,Belanja Sewa Meja Kursi,2000000,"   Belanja sewa meja kursi
Belanja sewa meja kursi pemb dan penutupan BE800 Unit x 2.500,00 = 2.000.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 10 . 05,Belanja Sewa Tenda,42900000,"   Belanja sewa tenda
Belanja sewa tenda pemb dan penutupan BE660 unit/hr x 65.000,00 = 42.900.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 10 . 07,Belanja Sewa Sound System,27500000,"   Blj sewa panggung dan sound BE11 hr x 2.500.000,00 = 27.500.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,22825000,
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 11 . 01,Belanja Makanan Dan Minuman Harian Pegawai,2200000,"   Blj mamin pegawai
biaya mamin harian piket BE11 hr x 200.000,00 = 2.200.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,4750000,"   biaya mamin rapat
mamin rapat BE200 ok x 7.500,00 = 1.500.000,00
mamin pembubaran panitia BE70 ok x 25.000,00 = 1.750.000,00
mamin siaran Taman Gabusan150 ok x 10.000,00 = 1.500.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 11 . 03,Belanja Makanan Dan Minuman Tamu,10875000,"   Belanja mamin Tamu
Mamin Pemb dan Penutupan BE1,000 ok x 10.000,00 = 10.000.000,00
Jamuan Mamin Peresmian Bantul Ekspo25 ok x 35.000,00 = 875.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,5000000,"   Mamin pelaksana kegiatan
Mamin peliputan dinamika pemb200 org/kali x 7.500,00 = 1.500.000,00
Mamin Jumpa pers200 kali/org x 17.500,00 = 3.500.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 13,Belanja Pakaian Kerja,15000000,
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 13 . 01,Belanja Pakaian Kerja Lapangan,15000000,"   Belanja Pakaian Lapangan
Belanja seragam BE100 bh x 150.000,00 = 15.000.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,4630000,
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 15 . 01,Belanja Perjalanan Dinas Dalam Daerah,4630000,"   Blj perjalanan dinas dalam daerah
Gol III88 ok x 40.000,00 = 3.520.000,00
Gol II37 ok x 30.000,00 = 1.110.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 23,Belanja Barang Untuk Diserahkan kepada Masyarakat/Pihak Ketiga,22250000,
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 23 . 01,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat,22250000,"   Belanja bibit ternak dan Tropy hadiah stand BE
Belanja  1 Ekor Sapi Hadiah juara 1 lomba Stand BE 20151 ekor x 12.500.000,00 = 12.500.000,00
Belanja  3 Ekor Kambing Hadiah juara 2 lomba Stand BE 20153 ekor x 1.500.000,00 = 4.500.000,00
Belanja  2 Ekor Kambing Hadiah juara 3 lomba Stand BE 20152 ekor x 1.500.000,00 = 3.000.000,00
Belanja Tropy juara 1,2, & 3 untuk stand Kecamatan3 bh x 250.000,00 = 750.000,00
Belanja Tropy juara 1,2, & 3 untuk stand Dinas3 bh x 250.000,00 = 750.000,00
Belanja Tropy juara 1,2, & 3 untuk stand umum3 bh x 250.000,00 = 750.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,63835000,
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,6400000,"   hr nara sumber jumpa pers32 org/kali x 200.000,00 = 6.400.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 35 . 02,Jasa Yuri Perlombaan/Pelatih,900000,"   hr penyelenggara kegiatan
hr tim yuri lomba pameran BE3 OK x 300.000,00 = 900.000,00"
1.25 . 1.20.03 . 18 . 01 . 5 . 2 . 2 . 35 . 09,Jasa Petugas Lapangan,56535000,"   HR Petugas Lapangan BE
HR Petugas Keamanan BE960 ORG/hr x 40.000,00 = 38.400.000,00
HR Petugas P3K66 ORG/Hr x 30.000,00 = 1.980.000,00
HR Piket Harian BE260 ORG/HR x 30.000,00 = 7.800.000,00
HR Petugas Acara Pembukaan dan Penutupan BE8 ORG/HR x 150.000,00 = 1.200.000,00
HR Petugas Kebersihan tempat BE108 org/hr x 25.000,00 = 2.700.000,00
HR Petugas Menara Siar BE99 org/hr x 25.000,00 = 2.475.000,0
0Hr Pemandu  Acara BE66 org/hr x 30.000,00 = 1.980.000,00"
1.06 . 1.20.03 . 21,Program perencanaan pembangunan daerah,5000000,
1.06 . 1.20.03 . 21 . 36,Penyusunan RPJMD,5000000,"Sumber Dana : APBD
Lokasi Kegiatan : Bantul
Keluaran :  pembuatan rencana kegiatan
Target     :  100 %"
1.06 . 1.20.03 . 21 . 36 . 5 . 2 . 1,Belanja Pegawai,4200000,
1.06 . 1.20.03 . 21 . 36 . 5 . 2 . 1 . 01,Honorarium PNS,4200000,
1.06 . 1.20.03 . 21 . 36 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,4200000,"APBD   
Hr tim penyusun renja6 org x 700.000,00 = 4.200.000,00"
1.06 . 1.20.03 . 21 . 36 . 5 . 2 . 2,Belanja Barang dan Jasa,800000,
1.06 . 1.20.03 . 21 . 36 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,300000,
1.06 . 1.20.03 . 21 . 36 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,300000,"   belanja ATK1 ls x 300.000,00 = 300.000,00"
1.06 . 1.20.03 . 21 . 36 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,150000,
1.06 . 1.20.03 . 21 . 36 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,150000,"   Belanja pengganadaan
Belanja pengandaan1,000 lmbr x 150,00 = 150.000,00"
1.06 . 1.20.03 . 21 . 36 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,350000,
1.06 . 1.20.03 . 21 . 36 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,350000,"   Belanja mamin rapat penyusun renja
biaya mamin menyusun renja20 org x 17.500,00 = 350.000,00"
,SURPLUS / (DEFISIT),-2289854492,
