Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.2.06.001. ,Belanja Cetak ,55000000, Belanja cetak 55000000.00 Belanja cetak bahan publikasi pertanian 30000000.00 Belanja cetak bahan pameran pembangunan 25000000.00,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,5500000, Belanja fotocopy 5500000.00 Belanja fotocopy 1000000.00 Belanja fotocopy untuk petugas pengumpul data 4500000.00,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.2.11. ,Belanja Makanan dan Minuman ,7600000,,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,7600000, Belanja makan minum rapat 7600000.00 Makan minum rapat (6 kali) 4800000.00 Minum snack rapat (6 kali) 1800000.00 Makan. minum pameran hari jadi Gunungkidul 1000000.00,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.2.15. ,Belanja Perjalanan Dinas ,36740000,,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,8690000, Perjalanan dinas dalam daerah 8690000.00 Golongan IV 2880000.00 Golongan III 4850000.00 Golongan II 960000.00,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.2.15.002. ,Belanja perjalanan dinas luar daerah ,28050000, Perjalanan dinas luar daerah orientasi pengelolaan data dan sistem informasi 28050000.00 pertanian Golongan IV 6600000.00 Penginapan 2400000.00 Uang harian 3180000.00 Uang taxi 1020000.00 Golongan III 15000000.00 Penginapan 4500000.00 Uang harian 7950000.00 Uang taxi 2550000.00 Tiket 6450000.00,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.2.19. ,Belanja Jasa Konsultan ,50600000,,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.2.19.001. ,Belanja Jasa Konsultan Perencana ,50600000, Belanja jasa konsultan perencana 50600000.00 Jasa konsultan perencana profil potensi pertanian kabupaten gunungkidul 50000000.00 Honorarium pejabat pengadaan 300000.00 Honorarium pejabat penerima 300000.00,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.2.23. ,Belanja Jasa Narasumber/Tenaga Ahli ,18000000,,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.2.23.002. ,Belanja jasa tenaga ahli ,18000000, Honorarium asisten ahli 18000000.00,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.3. ,BELANJA  MODAL ,57000000,,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.3.12. ,Belanja Modal Pengadaan Komputer ,45000000,,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.3.12.004. ,Belanja modal pengadaan notebook/laptop ,45000000, Pengadaan notebook untuk pengembangan sistem keinformasian 45000000.00,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.3.16. ,Belanja Modal Pengadaan Alat-alat Studio ,12000000,,,,,,,,,,,,,,,
2.01.2.01.01.06.01.5.2.3.16.001. ,Belanja modal pengadaan kamera ,12000000, Pengadaan kamera digital untuk pengembangan sistem keinformasian 12000000.00,,,,,,,,,,,,,,
2.01.2.01.01.06.02. ,PENYUSUNAN INDEKS KEPUASAN MASYARAKAT ,1000000,Lokasi Kegiatan: - (IKM) SKPD,,,,,,,,,,,,,,
2.01.2.01.01.06.02.5.2.2. ,BELANJA BARANG DAN JASA ,1000000,,,,,,,,,,,,,,,
2.01.2.01.01.06.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,500000,,,,,,,,,,,,,,,
2.01.2.01.01.06.02.5.2.2.01.001. ,Belanja alat tulis kantor ,500000, Belanja alat tulis kantor (kertas. tinta. map kertas. clip file. spring file. stapler. dll) 500000.00,,,,,,,,,,,,,,
2.01.2.01.01.06.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,300000,,,,,,,,,,,,,,,
2.01.2.01.01.06.02.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,300000, Belanja fotocopy 300000.00,,,,,,,,,,,,,,
2.01.2.01.01.06.02.5.2.2.11. ,Belanja Makanan dan Minuman ,200000,,,,,,,,,,,,,,,
2.01.2.01.01.06.02.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,200000, Makan minum rapat 200000.00,,,,,,,,,,,,,,
2.01.2.01.01.07. ,PROGRAM PENINGKATAN KUALITAS PERENCANAAN ,112280000,,,,,,,,,,,,,,,
2.01.2.01.01.07.01. ,PENYUSUNAN DAN EVALUASI RENCANA STRATEGIS ,14000000,Lokasi Kegiatan: - SKPD,,,,,,,,,,,,,,
2.01.2.01.01.07.01.5.2.1. ,BELANJA PEGAWAI ,6675000,,,,,,,,,,,,,,,
2.01.2.01.01.07.01.5.2.1.01. ,Honorarium PNS ,6675000,,,,,,,,,,,,,,,
2.01.2.01.01.07.01.5.2.1.01.001. ,Honorarium Tim Pelaksana Kegiatan ,6675000, Honorarium tim  pelaksana kegiatan 6675000.00 Penanggungjawab (Kepala Dinas) 900000.00 Ketua (Sekretaris) 825000.00 Sekretaris (Kasubag Perencanaan) 750000.00 Anggota (Kabid (4). UPT (1). Staf Sekretariat (2)) 4200000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.01.5.2.2. ,BELANJA BARANG DAN JASA ,7325000,,,,,,,,,,,,,,,
2.01.2.01.01.07.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,750000,,,,,,,,,,,,,,,
2.01.2.01.01.07.01.5.2.2.01.001. ,Belanja alat tulis kantor ,750000, Belanja alat tulis kantor (kertas. tinta. map kertas. clip file. spring file. stapler. dll) 750000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,600000,,,,,,,,,,,,,,,
2.01.2.01.01.07.01.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,600000, Belanja fotocopy 600000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.01.5.2.2.11. ,Belanja Makanan dan Minuman ,1375000,,,,,,,,,,,,,,,
2.01.2.01.01.07.01.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,1375000, Belanja makanan dan minuman rapat 1375000.00 Belanja makan minum rapat 1000000.00 Belanja minum snack 375000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.01.5.2.2.15. ,Belanja Perjalanan Dinas ,4600000,,,,,,,,,,,,,,,
2.01.2.01.01.07.01.5.2.2.15.002. ,Belanja perjalanan dinas luar daerah ,4600000, Perjalanan dinas luar daerah 4600000.00 Golongan IV 3300000.00 Penginapan 1200000.00 Uang harian 1590000.00 Uang taxi 510000.00 Tiket 1300000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.02. ,PENYUSUNAN DAN EVALUASI RENCANA KERJA ,38525000,Lokasi Kegiatan: - SKPD,,,,,,,,,,,,,,
2.01.2.01.01.07.02.5.2.1. ,BELANJA PEGAWAI ,4000000,,,,,,,,,,,,,,,
2.01.2.01.01.07.02.5.2.1.06. ,Honorarium Pengelola SIPKD ,4000000,,,,,,,,,,,,,,,
2.01.2.01.01.07.02.5.2.1.06.002. ,Honorarium Operator SIPKD ,4000000, Honorarium operator SIPKD 4000000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.02.5.2.2. ,BELANJA BARANG DAN JASA ,34525000,,,,,,,,,,,,,,,
2.01.2.01.01.07.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,1000000,,,,,,,,,,,,,,,
2.01.2.01.01.07.02.5.2.2.01.001. ,Belanja alat tulis kantor ,1000000, Belanja alat tulis kantor (kertas. tinta. map kertas. clip file. spring file. stapler. dll) 1000000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,1000000,,,,,,,,,,,,,,,
2.01.2.01.01.07.02.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,1000000, Belanja fotocopy 1000000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.02.5.2.2.11. ,Belanja Makanan dan Minuman ,1375000,,,,,,,,,,,,,,,
2.01.2.01.01.07.02.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,1375000, Belanja makanan dan minuman rapat 1375000.00 Makan minum rapat 1000000.00 Minum snack rapat 375000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.02.5.2.2.15. ,Belanja Perjalanan Dinas ,31150000,,,,,,,,,,,,,,,
2.01.2.01.01.07.02.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,4650000, Perjalanan dinas dalam daerah 3000000.00 Golongan IV 1200000.00 Golongan III 1800000.00 Perjalanan dinas ke Provinsi DIY 1650000.00 Golongan IV 1050000.00 Golongan III 600000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.02.5.2.2.15.002. ,Belanja perjalanan dinas luar daerah ,26500000, Perjalanan dinas luar daerah 26500000.00 Golongan IV 9900000.00 Penginapan 3600000.00 Uang harian 4770000.00 Uang taxi 1530000.00 Golongan III 6000000.00 Penginapan 1800000.00 Uang harian 3180000.00 Uang taxi 1020000.00 Tiket 10600000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.03. ,PENYELENGGARAAN FORUM SKPD/FORUM ,11900000,Lokasi Kegiatan: - GABUNGAN SKPD,,,,,,,,,,,,,,
2.01.2.01.01.07.03.5.2.1. ,BELANJA PEGAWAI ,710000,,,,,,,,,,,,,,,
2.01.2.01.01.07.03.5.2.1.01. ,Honorarium PNS ,710000,,,,,,,,,,,,,,,
2.01.2.01.01.07.03.5.2.1.01.001. ,Honorarium Tim Pelaksana Kegiatan ,310000, Honorarium panitia pelaksana forum SKPD 310000.00 Ketua 85000.00 Sekretaris 75000.00 Anggota 150000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.03.5.2.1.01.004. ,Honorarium Moderator ,400000, Honorarium moderator forum SKPD 400000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.03.5.2.2. ,BELANJA BARANG DAN JASA ,11190000,,,,,,,,,,,,,,,
2.01.2.01.01.07.03.5.2.2.01. ,Belanja Bahan Pakai Habis ,840000,,,,,,,,,,,,,,,
2.01.2.01.01.07.03.5.2.2.01.001. ,Belanja alat tulis kantor ,840000, Belanja alat tulis kantor 840000.00 Belanja alat tulis kantor 840000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.03.5.2.2.02. ,Belanja Bahan/Material ,5000000,,,,,,,,,,,,,,,
2.01.2.01.01.07.03.5.2.2.02.007. ,Belanja bahan sosiliasasi^diklat^seminar ,5000000, Perlengkapan peserta forum SKPD 5000000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.03.5.2.2.06. ,Belanja Cetak dan Penggandaan ,1000000,,,,,,,,,,,,,,,
2.01.2.01.01.07.03.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,1000000, Belanja fotocopy 1000000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.03.5.2.2.11. ,Belanja Makanan dan Minuman ,2750000,,,,,,,,,,,,,,,
2.01.2.01.01.07.03.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,2750000, Belanja makanan dan minuman rapat 2750000.00 Makan minum rapat 2000000.00 Minum snack rapat 750000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.03.5.2.2.23. ,Belanja Jasa Narasumber/Tenaga Ahli ,1600000,,,,,,,,,,,,,,,
2.01.2.01.01.07.03.5.2.2.23.001. ,Belanja jasa narasumber ,1600000, Honorarium narasumber forum SKPD 1600000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.04. ,MONITORING^ EVALUASI^ DAN PENGENDALIAN ,47855000,Lokasi Kegiatan: - PROGRAM KEGIATAN SKPD,,,,,,,,,,,,,,
2.01.2.01.01.07.04.5.2.1. ,BELANJA PEGAWAI ,6675000,,,,,,,,,,,,,,,
2.01.2.01.01.07.04.5.2.1.01. ,Honorarium PNS ,6675000,,,,,,,,,,,,,,,
2.01.2.01.01.07.04.5.2.1.01.001. ,Honorarium Tim Pelaksana Kegiatan ,6675000, Honorarium tim pelaksana kegiatan 6675000.00 Penanggungjawab 900000.00 Ketua 825000.00 Sekretaris 750000.00 Anggota (7 orang) 4200000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.04.5.2.2. ,BELANJA BARANG DAN JASA ,41180000,,,,,,,,,,,,,,,
2.01.2.01.01.07.04.5.2.2.01. ,Belanja Bahan Pakai Habis ,1000000,,,,,,,,,,,,,,,
2.01.2.01.01.07.04.5.2.2.01.001. ,Belanja alat tulis kantor ,1000000, Belanja alat tulis kantor (kertas. tinta. map kertas. clip file. spring file. stapler. dll) 1000000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.04.5.2.2.06. ,Belanja Cetak dan Penggandaan ,1000000,,,,,,,,,,,,,,,
2.01.2.01.01.07.04.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,1000000, Belanja fotocopy 1000000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.04.5.2.2.11. ,Belanja Makanan dan Minuman ,11000000,,,,,,,,,,,,,,,
2.01.2.01.01.07.04.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,11000000, Belanja makanan dan minuman rapat 11000000.00 Makan minum rapat 8000000.00 Minum snack rapat 3000000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.04.5.2.2.15. ,Belanja Perjalanan Dinas ,28180000,,,,,,,,,,,,,,,
2.01.2.01.01.07.04.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,6650000, Perjalanan dinas dalam daerah 6650000.00 Golongan IV 2400000.00 Golongan III 4250000.00,,,,,,,,,,,,,,
2.01.2.01.01.07.04.5.2.2.15.002. ,Belanja perjalanan dinas luar daerah ,21530000, Belanja perjalanan dinas luar daerah 21530000.00 Golongan IV 6600000.00 Penginapan 2400000.00 Uang harian 3180000.00 Uang taxi 1020000.00 Golongan III 6000000.00 Penginapan 1800000.00 Uang harian 3180000.00 Uang taxi 1020000.00 Tiket 8930000.00,,,,,,,,,,,,,,
2.01.2.01.01.15. ,PROGRAM PENINGKATAN PRODUKSI TANAMAN ,4821010000, PANGAN DAN HORTIKULTURA,,,,,,,,,,,,,,
2.01.2.01.01.15.01. ,PENYUSUNAN DATA BASE POTENSI PRODUKSI ,39285000,Lokasi Kegiatan: - TANAMAN PANGAN DAN HORTIKULTURA,,,,,,,,,,,,,,
2.01.2.01.01.15.01.5.2.1. ,BELANJA PEGAWAI ,23950000,,,,,,,,,,,,,,,
2.01.2.01.01.15.01.5.2.1.01. ,Honorarium PNS ,23950000,,,,,,,,,,,,,,,
2.01.2.01.01.15.01.5.2.1.01.001. ,Honorarium Tim Pelaksana Kegiatan ,23950000, Honorarium tim pelaksana kegiatan 23950000.00 Honorarium penyusunan angka ramalan produksi tanaman pangan 3950000.00 Ketua 500000.00 Sekretaris 450000.00 Anggota 3000000.00 Honorarium petugas pencacah ubinan 12000000.00 Honorarium pemeriksa ubinan 8000000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.01.5.2.2. ,BELANJA BARANG DAN JASA ,15335000,,,,,,,,,,,,,,,
2.01.2.01.01.15.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,1000000,,,,,,,,,,,,,,,
2.01.2.01.01.15.01.5.2.2.01.001. ,Belanja alat tulis kantor ,1000000, Belanja alat tulis kantor 1000000.00 ATK dan bahan komputer 1000000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,3250000,,,,,,,,,,,,,,,
2.01.2.01.01.15.01.5.2.2.06.001. ,Belanja Cetak ,1500000, Belanja cetak 1500000.00 Cetak blangko jadwal dan keterangan hasil ubinan 800000.00 Cetak register SP Kabupaten 400000.00 Cetak buku data Kabupaten 300000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.01.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,1750000, Belanja penggandaan/fotocopy 1750000.00 Fotocopy 750000.00 Fotocopy blangko laporan UPSUS pajale (padi. jagung. kedelai) 1000000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.01.5.2.2.11. ,Belanja Makanan dan Minuman ,2325000,,,,,,,,,,,,,,,
2.01.2.01.01.15.01.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,2325000, Belanja makanan dan minuman rapat 2325000.00 Minum. snack validasi data padi palawija 750000.00 Minum. snack validasi data hortikultura 750000.00 Minum. snack pembahasan angka sementara dan angka tetap 2015 dan sasaran 225000.00 produksi 2017 Makan. minum pembahasan angka sementara dan angka tetap 2015 dan sasaran 600000.00 produksi 2017,,,,,,,,,,,,,,
2.01.2.01.01.15.01.5.2.2.15. ,Belanja Perjalanan Dinas ,8760000,,,,,,,,,,,,,,,
2.01.2.01.01.15.01.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,8760000, Perjalanan dinas dalam Kabupaten 4360000.00 Golongan IV 960000.00 Golongan III 3000000.00 Golongan II 400000.00 Perjalanan dinas dalam Provinsi DIY 4400000.00 Golongan IV 1400000.00 Golongan III 3000000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.02. ,PENGENDALIAN ORGANISME PENGGANGGU ,77000000,Lokasi Kegiatan: - TANAMAN PANGAN DAN HORTIKULTURA,,,,,,,,,,,,,,
2.01.2.01.01.15.02.5.2.1. ,BELANJA PEGAWAI ,385000,,,,,,,,,,,,,,,
2.01.2.01.01.15.02.5.2.1.01. ,Honorarium PNS ,385000,,,,,,,,,,,,,,,
2.01.2.01.01.15.02.5.2.1.01.001. ,Honorarium Tim Pelaksana Kegiatan ,385000, Honorarium panitia sekolah lapang pengendalian hama terpadu (Pendampingan 385000.00 WISMP) Ketua 75000.00 Sekretaris 60000.00 Anggota 250000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.02.5.2.2. ,BELANJA BARANG DAN JASA ,76615000,,,,,,,,,,,,,,,
2.01.2.01.01.15.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,2565000,,,,,,,,,,,,,,,
2.01.2.01.01.15.02.5.2.2.01.001. ,Belanja alat tulis kantor ,2565000, Belanja alat tulis kantor 2565000.00 ATK penyelenggaraan sekolah lapang pengendalian hama terpadu (kertas plano. 800000.00 spidol. spidol warna. pensil dll) ATK penyelenggaraan pelatihan agensia hayati (kertas plano. spidol. HVS. pensil. 600000.00 dll) ATK penyelenggaraan IPPHTI (kertas plano. spidol. HVS) 200000.00 ATK kegiatan (HVS. map. ordner. refill tinta dll) 965000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.02.5.2.2.02. ,Belanja Bahan/Material ,23150000,,,,,,,,,,,,,,,
2.01.2.01.01.15.02.5.2.2.02.002. ,Belanja bahan/bibit tanaman ,20000000, Belanja benih padi untuk tanggap darurat bencana 20000000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.02.5.2.2.02.006. ,Belanja bahan praktek KBM ,1750000, Belanja bahan praktek 1750000.00 Bahan praktek SLPHT (sekolah lapang pengendalian hama terpadu) 1000000.00 Bahan praktek pelatihan agensia hayati 750000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.02.5.2.2.02.007. ,Belanja bahan sosiliasasi^diklat^seminar ,1400000, Belanja bahan sosialisasi. diklat. seminar 1400000.00 ATK peserta SLPHT (buku tulis. ballpoint. pensil. penggaris. map) 800000.00 ATK peserta pelatihan agensia hayati (buku tulis. ballpoint. pensil. penggaris. 600000.00 map),,,,,,,,,,,,,,
2.01.2.01.01.15.02.5.2.2.03. ,Belanja Jasa Kantor ,15500000,,,,,,,,,,,,,,,
2.01.2.01.01.15.02.5.2.2.03.020. ,Transport peserta penyuluhan/pembinaan/pelatihan ,15500000, Transport peserta penyuluhan/pembinaan/pelatihan 15500000.00 Transport peserta pelatihan SLPHT (20 org x 4 klp x 6 pertemuan) 9600000.00 Transport peserta gerakan pengendalian OPT (15 org x 11 klp) 3300000.00 Transport peserta pelatihan agensia hayati (15 org x 3 klp x 2 hari) 1800000.00 Transport peserta IPPHTI (20 org x 2 klp) 800000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,300000,,,,,,,,,,,,,,,
2.01.2.01.01.15.02.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,300000, Belanja penggandaan/fotocopy 300000.00 Ketua 325.000^00  Sekretaris    Honorarium tim teknis tingkat desa (2 org x 10 desa x 3) 6000000.00,,, Anggota (5 orang) ,1.375.000^00, Honorarium tim teknis penanganan lahan kritis (Kab & Kec) ,15.750.000^00, Ketua ,975.000^00, Sekretaris ,900.000^00, Anggota (15 orang) ,12.375.000^00, Staf sekretariat (2 orang) ,1.500.000^00
2.01.2.01.01.15.03.5.2.1.01.002. ,Honorarium Panitia Pengadaan Barang dan Jasa ,3600000, Honorarium panitia pengadaan (Pendampingan PLKSDA-BM) 1200000.00 Ketua 500000.00 Sekretaris 400000.00 Anggota 300000.00 Honorarium panitia penerima (Pendampingan PLKSDA-BM) 1200000.00 Ketua 500000.00 Sekretaris 400000.00 Anggota 300000.00 Honorarium pejabat dan penerima pengadaan 1200000.00 Honorarium pejabat pengadaan (Pendampingan APBN) 600000.00 Honorarium pejabat penerima (Pendampingan APBN) 600000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2. ,BELANJA BARANG DAN JASA ,270760000,,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2.01. ,Belanja Bahan Pakai Habis ,7075000,,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2.01.001. ,Belanja alat tulis kantor ,7075000, Belanja alat tulis kantor 7075000.00 Belanja ATK dan bahan komputer untuk PLKSDA (HVS. map. refill tinta. pensil. 725000.00 ballpoint. trigonal clip. dll) Belanja ATK dan suply komputer kegiatan Hortikultura (HVS. refill tinta. map. 725000.00 trigonal clip.dll) ATK dan sarana penunjang peserta kunjungan lapang 5625000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2.02. ,Belanja Bahan/Material ,64000000,,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2.02.006. ,Belanja bahan praktek KBM ,64000000, Belanja bahan praktek dan alat peraga 64000000.00 Bahan praktek dan alat peraga SL SOP/GAP buah 20000000.00 Bahan praktek dan alat peraga SL SOP/GAP sayuran 29000000.00 Bahan praktek dan alat peraga SL budidaya biofarmaka 15000000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2.03. ,Belanja Jasa Kantor ,28900000,,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2.03.020. ,Transport peserta penyuluhan/pembinaan/pelatihan ,28900000, Transport peserta pertemuan PLKSDA-BM 5400000.00 Transport peserta pertemuan kelompok PLKSDA-BM (30 x 9 klp) 5400000.00 Transport peserta sekolah lapang/pelatihan 23500000.00 Transport peserta SL SOP/GAP buah (25 org x 7 x 2 klp) 7000000.00 Transport peserta SL SOP/GAP sayuran (25 org x 7 x 2klp) 7000000.00 Transport peserta SL budidaya biofarmaka (25 org x 7 x 1 klp) 3500000.00 Transport peserta kunjungan lapang (30 org x 2 hari) 6000000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2.06. ,Belanja Cetak dan Penggandaan ,3200000,,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2.06.001. ,Belanja Cetak ,1250000, Belanja cetak 1250000.00 Belanja cetak sertifikat SL SOP/GAP buah (25 x 2 klp) 500000.00 Belanja cetak sertifikat peserta SL SOP/GAP sayuran (25 x 2 klp) 500000.00 Belanja cetak sertifikat peserta SL budidaya biofarmaka 250000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,1950000, Belanja penggandaan/fotocopy 1950000.00 Belanja penggandaan dan fotocopy untuk PLKSDA-BM 500000.00 Penggandaan dan penjilidan laporan kegiatan hortikultura 500000.00 Fotocopy bahan SL SOP/GAP (200 lbr x 2 klp) 80000.00 Penjilidan dan pelaporan SL SOP/GAP (3 buku x 2 klp) 180000.00 Fotocopy bahan SL SOP/GAP sayuran (200 lbr x 2 klp) 80000.00 Penjilidan dan pelaporan SL SOP/GAP sayuran (3 buku x 2 klp) 180000.00 Fotocopy bahan SL budidaya biofarmaka 40000.00 Penjilidan dan pelaporan SL budidaya biofarmaka 90000.00 Penjilidan dan pelaporan laporan kunjungan lapang 300000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2.08. ,Belanja Sewa Sarana Mobilitas ,11000000,,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2.08.001. ,Belanja Sewa Sarana Mobilitas Darat ,11000000, Sewa kendaraan untuk kunjungan lapangan (1 unit x 2 hari) 11000000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2.11. ,Belanja Makanan dan Minuman ,57575000,,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,57575000, Belanja makanan dan minuman rapat 57575000.00 Minum. snack rapat koordinasi 1500000.00 Makan. minum rapat koordinasi 2000000.00 Makan. minum pertemuan kelompok PLKSDA-BM (30 org x 9 klp) 5400000.00 Makan. minum. snack koordinasi tingkat Kabupaten (30 org x 5 kali) 4125000.00 Makan. minum. snack sosialisasi pelatihan/SL (30 org x 5 kali) 4125000.00 Makan. minum. snack pelatihan/SL SOP GAP (30 org x 7 x 5 kali) 28875000.00 makan. minum. snack pembinaan kelompok (1 kali x 30 org x 5 klp) 4125000.00 Makan. minum. snack kunjungan lapang hortikultura (45 org x3 x 2 hari) 7425000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2.15. ,Belanja Perjalanan Dinas ,90510000,,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,21790000, Perjalanan dinas dalam Kabupaten (PLKSDA-BM) 3400000.00 Golongan IV 1500000.00 Golongan III 1900000.00 Perjalanan dinas ke Provinsi (PLKSDA-BM) 4150000.00 Golongan IV 1750000.00 Golongan III 2400000.00 Perjalanan dinas dalam Kabupaten (monev dan pembinaan hortikultura) 3690000.00 Golongan IV 1800000.00 Golongan III 1250000.00 Golongan II 640000.00 Perjalanan dinas ke Provinsi 3030000.00 Golongan IV 1330000.00 Golongan III 1200000.00 Golongan II 500000.00 Perjalanan dinas dalam Kabupaten untuk mantri tani/PPL dalam rangka 7520000.00 pendampingan pelatihan/sekolah lapang Golongan IV 2160000.00 Golongan III 4000000.00 Golongan II 1360000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2.15.002. ,Belanja perjalanan dinas luar daerah ,68720000, Perjalanan ke DKI Jakarta (PLKSDA-BM) 12800000.00 Golongan IV 8800000.00 Penginapan 3200000.00 Uang harian 4240000.00 Uang taxi 1360000.00 Golongan III 4000000.00 Penginapan 1200000.00 Uang harian 2120000.00 Uang taxi 680000.00 Perjalanan di dalam pulau Jawa (PLKSDA-BM) 8340000.00 Golongan IV 5760000.00 Penginapan 2400000.00 Uang harian 2580000.00 Uang taxi 780000.00 Golongan III 2580000.00 Penginapan 900000.00 Uang harian 1290000.00 Uang taxi 390000.00 Perjalanan ke luar pulau Jawa (PLKSDA-BM) 6780000.00 Golongan IV 3540000.00 Penginapan 1200000.00 Uang harian 1440000.00 Uang taxi 900000.00 Golongan III 3240000.00 Penginapan 900000.00 Uang harian 1440000.00 Uang taxi 900000.00 Tiket 15000000.00 Perjalanan dalam rangka kunjungan lapang 25800000.00 Penginapan 9000000.00 Uang harian 12900000.00 Uang taxi 3900000.00,,,,,,,,,,,,,,
2.01.2.01.01.15.03.5.2.2.23. ,Belanja Jasa Narasumber/Tenaga Ahli ,8500000,,,,,,,,,,,,,,,
