Judul,Penjabaran Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.15 . 1.15.01 . 22.01 . 5.2.2.03.14 ,Belanja Dekorasi ,100000.00,100000.00,0.00,0.00,
1.15 . 1.15.01 . 22.01 . 5.2.2.03.21 ,Belanja Pengurusan Hak Kekayaan Intelektual ,18650000.00,20750000.00,2100000.00,11.26,
1.15 . 1.15.01 . 22.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,600000.00,600000.00,0.00,0.00,
1.15 . 1.15.01 . 22.01 . 5.2.2.06.02 ,Belanja Penggandaan ,600000.00,600000.00,0.00,0.00,
1.15 . 1.15.01 . 22.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1632000.00,1632000.00,0.00,0.00,
1.15 . 1.15.01 . 22.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,480000.00,480000.00,0.00,0.00,
1.15 . 1.15.01 . 22.01 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",1152000.00,1152000.00,0.00,0.00,
1.15 . 1.15.01 . 22.01 . 5.2.2.15 ,Belanja Perjalanan Dinas ,6340000.00,6340000.00,0.00,0.00,
1.15 . 1.15.01 . 22.01 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1000000.00,1000000.00,0.00,0.00,
1.15 . 1.15.01 . 22.01 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,5340000.00,5340000.00,0.00,0.00,
1.15 . 1.15.01 . 22.01 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,1050000.00,1050000.00,0.00,0.00,
1.15 . 1.15.01 . 22.01 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,1050000.00,1050000.00,0.00,0.00,
1.15 . 1.15.01 . 22.02 ,Pengembangan Usaha KUMKM ,0.00,50746750.00,50746750.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kab. Kulon Progo"
1.15 . 1.15.01 . 22.02 . 5.2.1 ,Belanja Pegawai ,0.00,3255000.00,3255000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.1.01 ,Honorarium PNS ,0.00,1255000.00,1255000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,0.00,1255000.00,1255000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.1.02 ,Honorarium Non PNS ,0.00,2000000.00,2000000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.1.02.03 ,Honorarium Harian ,0.00,2000000.00,2000000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2 ,Belanja Barang dan Jasa ,0.00,47491750.00,47491750.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,0.00,210000.00,210000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,0.00,210000.00,210000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.02 ,Belanja Bahan/Material ,0.00,3000000.00,3000000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.02.08 ,Belanja Bahan Peralatan Diklat/Kursus ,0.00,3000000.00,3000000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.03 ,Belanja Jasa Kantor ,0.00,100000.00,100000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.03.14 ,Belanja Dekorasi ,0.00,100000.00,100000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,0.00,228750.00,228750.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.06.01 ,Belanja Cetak ,0.00,60000.00,60000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.06.02 ,Belanja Penggandaan ,0.00,168750.00,168750.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,0.00,5000000.00,5000000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,0.00,5000000.00,5000000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,0.00,2500000.00,2500000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,0.00,2500000.00,2500000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,0.00,7308000.00,7308000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,0.00,288000.00,288000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",0.00,7020000.00,7020000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.15 ,Belanja Perjalanan Dinas ,0.00,6720000.00,6720000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,0.00,240000.00,240000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,0.00,6480000.00,6480000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.23 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat/Pihak Ketiga,0.00,16425000.00,16425000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.23.01 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat,0.00,16425000.00,16425000.00,0.00,"Peralatan Tenun kepada Koperasi Tenun   Mumbul, Boro, Banjarsari, Kalibawang  Alat Tenun Bukan Mesin  3 unit x 5.000.000,00 = 15.000.000,00  Alat Pintal Benang  1 unit x 1.000.000,00 = 1.000.000,00  Administrasi pengadaan  Pejabat pengadaan  1 orang x 250.000,00 = 250.000,00  Pejabat penerima  1 orang x 175.000,00 = 175.000,00  "
1.15 . 1.15.01 . 22.02 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,0.00,6000000.00,6000000.00,0.00,
1.15 . 1.15.01 . 22.02 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,0.00,6000000.00,6000000.00,0.00,
1.15 . 1.15.01 . 23 ,Program Pengembangan Sistem Pendukung Usaha bagi KUMKM,179662300.00,179662300.00,0.00,0.00,
1.15 . 1.15.01 . 23.01 ,Pemantauan Pengelolaan Penggunaan Dana Pemerintah bagi KUMKM,9635350.00,9635350.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 23.01 . 5.2.1 ,Belanja Pegawai ,4290000.00,4290000.00,0.00,0.00,
1.15 . 1.15.01 . 23.01 . 5.2.1.01 ,Honorarium PNS ,4290000.00,4290000.00,0.00,0.00,
1.15 . 1.15.01 . 23.01 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,4290000.00,4290000.00,0.00,0.00,
1.15 . 1.15.01 . 23.01 . 5.2.2 ,Belanja Barang dan Jasa ,5345350.00,5345350.00,0.00,0.00,
1.15 . 1.15.01 . 23.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,515050.00,515050.00,0.00,0.00,
1.15 . 1.15.01 . 23.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,515050.00,515050.00,0.00,0.00,
1.15 . 1.15.01 . 23.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,687300.00,687300.00,0.00,0.00,
1.15 . 1.15.01 . 23.01 . 5.2.2.06.02 ,Belanja Penggandaan ,687300.00,687300.00,0.00,0.00,
1.15 . 1.15.01 . 23.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,768000.00,768000.00,0.00,0.00,
1.15 . 1.15.01 . 23.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,768000.00,768000.00,0.00,0.00,
1.15 . 1.15.01 . 23.01 . 5.2.2.15 ,Belanja Perjalanan Dinas ,3375000.00,3375000.00,0.00,0.00,
1.15 . 1.15.01 . 23.01 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,3375000.00,3375000.00,0.00,0.00,
1.15 . 1.15.01 . 23.02 ,Peningkatan dan Pengembangan Jaringan Kerjasama Usaha bagi KUMKM,15026950.00,15026950.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabuapaten Kulon Progo"
1.15 . 1.15.01 . 23.02 . 5.2.1 ,Belanja Pegawai ,6990000.00,6990000.00,0.00,0.00,
1.15 . 1.15.01 . 23.02 . 5.2.1.01 ,Honorarium PNS ,4740000.00,4740000.00,0.00,0.00,
1.15 . 1.15.01 . 23.02 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,4740000.00,4740000.00,0.00,0.00,
1.15 . 1.15.01 . 23.02 . 5.2.1.02 ,Honorarium Non PNS ,2250000.00,2250000.00,0.00,0.00,
1.15 . 1.15.01 . 23.02 . 5.2.1.02.03 ,Honorarium Harian ,2250000.00,2250000.00,0.00,0.00,transport peserta
1.15 . 1.15.01 . 23.02 . 5.2.2 ,Belanja Barang dan Jasa ,8036950.00,8036950.00,0.00,0.00,
1.15 . 1.15.01 . 23.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,391950.00,391950.00,0.00,0.00,
1.15 . 1.15.01 . 23.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,391950.00,391950.00,0.00,0.00,
1.15 . 1.15.01 . 23.02 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,750000.00,750000.00,0.00,0.00,
1.15 . 1.15.01 . 23.02 . 5.2.2.06.02 ,Belanja Penggandaan ,750000.00,750000.00,0.00,0.00,
1.15 . 1.15.01 . 23.02 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,4740000.00,4740000.00,0.00,0.00,
1.15 . 1.15.01 . 23.02 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,960000.00,960000.00,0.00,0.00,
1.15 . 1.15.01 . 23.02 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",3780000.00,3780000.00,0.00,0.00,
1.15 . 1.15.01 . 23.02 . 5.2.2.15 ,Belanja Perjalanan Dinas ,955000.00,955000.00,0.00,0.00,
1.15 . 1.15.01 . 23.02 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,955000.00,955000.00,0.00,0.00,
1.15 . 1.15.01 . 23.02 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,1200000.00,1200000.00,0.00,0.00,
1.15 . 1.15.01 . 23.02 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,1200000.00,1200000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 ,Penguatan Ekonomi KUMKM di Lingkungan Industri Hasil Tembakau,155000000.00,155000000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 23.04 . 5.2.1 ,Belanja Pegawai ,9650000.00,9650000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.1.01 ,Honorarium PNS ,7150000.00,7150000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,7150000.00,7150000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.1.02 ,Honorarium Non PNS ,2500000.00,2500000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.1.02.03 ,Honorarium Harian ,2500000.00,2500000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.2 ,Belanja Barang dan Jasa ,145350000.00,145350000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1719000.00,1719000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1719000.00,1719000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.2.03 ,Belanja Jasa Kantor ,200000.00,200000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.2.03.14 ,Belanja Dekorasi ,200000.00,200000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,750000.00,750000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.2.06.02 ,Belanja Penggandaan ,750000.00,750000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,4896000.00,4896000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,576000.00,576000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",4320000.00,4320000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.2.15 ,Belanja Perjalanan Dinas ,2135000.00,2135000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1240000.00,1240000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,895000.00,895000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.2.23 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat/Pihak Ketiga,132500000.00,132500000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.2.23.01 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat,132500000.00,132500000.00,0.00,0.00,"Bantuan peralatan sarana prasarana KUMKM  KSU Mandiri, kalibiru, Hargowilis, Kokap (PKL)  1 paket x 20.000.000,00 = 20.000.000,00  KSU Al Amin, Jetis, Gerbosari, Samigaluh (PKL)  1 paket x 20.000.000,00 = 20.000.000,00  Kelompok Usaha Maju, Duwet, Banjarharjo, Kalibawang (Slondok)  1 paket x 20.000.000,00 = 20.000.000,00  kelompok Kobarsari, Jangkang Lor, Sentolo (tukang kayu)  1 paket x 20.000.000,00 = 20.000.000,00  klpk Ngudi Lestari , balong, kaligintung, Temon (makanan olahan)  1 paket x 15.000.000,00 = 15.000.000,00  Kelompok Permata, Kopat, Karangsari, Pengasih (kelompok perbengkelan)  1 paket x 20.000.000,00 = 20.000.000,00  Kelompok Mekarsari, banyunganti, jatimulyo, Girimulyo (alat produksi Gula Semut dan Cetak)  1 paket x 17.000.000,00 = 17.000.000,00  Administrasi pengadaan  Pejabat Pengadaan  1 orang/bulan x 250.000,00 = 250.000,00  Pejabat pemeriksa/penerima  1 orang/bulan x 250.000,00 = 250.000,00  "
1.15 . 1.15.01 . 23.04 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,3150000.00,3150000.00,0.00,0.00,
1.15 . 1.15.01 . 23.04 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,3150000.00,3150000.00,0.00,0.00,
1.15 . 1.15.01 . 24 ,Program Peningkatan Kualitas Kelembagaan KUMKM,132883450.00,132883450.00,0.00,0.00,
1.15 . 1.15.01 . 24.01 ,Revitalisasi/pendataan KUMKM ,12954400.00,12954400.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 24.01 . 5.2.1 ,Belanja Pegawai ,3840000.00,3840000.00,0.00,0.00,
1.15 . 1.15.01 . 24.01 . 5.2.1.01 ,Honorarium PNS ,3840000.00,3840000.00,0.00,0.00,
1.15 . 1.15.01 . 24.01 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,3840000.00,3840000.00,0.00,0.00,
1.15 . 1.15.01 . 24.01 . 5.2.2 ,Belanja Barang dan Jasa ,9114400.00,9114400.00,0.00,0.00,
1.15 . 1.15.01 . 24.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,598400.00,598400.00,0.00,0.00,
1.15 . 1.15.01 . 24.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,598400.00,598400.00,0.00,0.00,
1.15 . 1.15.01 . 24.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,600000.00,600000.00,0.00,0.00,
1.15 . 1.15.01 . 24.01 . 5.2.2.06.02 ,Belanja Penggandaan ,600000.00,600000.00,0.00,0.00,
1.15 . 1.15.01 . 24.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1296000.00,1296000.00,0.00,0.00,
1.15 . 1.15.01 . 24.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1296000.00,1296000.00,0.00,0.00,
1.15 . 1.15.01 . 24.01 . 5.2.2.15 ,Belanja Perjalanan Dinas ,6620000.00,6620000.00,0.00,0.00,
1.15 . 1.15.01 . 24.01 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,5200000.00,5200000.00,0.00,0.00,
1.15 . 1.15.01 . 24.01 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,1420000.00,1420000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 ,Sosialisasi Prinsip-Prinsip Pemahaman Perkoperasian,44145250.00,44145250.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 24.02 . 5.2.1 ,Belanja Pegawai ,8785000.00,8785000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.1.01 ,Honorarium PNS ,5620000.00,5620000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,5620000.00,5620000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.1.02 ,Honorarium Non PNS ,3165000.00,3165000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.1.02.03 ,Honorarium Harian ,3000000.00,3000000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.1.02.04 ,Honorarium Tim ,165000.00,165000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2 ,Belanja Barang dan Jasa ,35360250.00,35360250.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2800250.00,2800250.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2800250.00,2800250.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.03 ,Belanja Jasa Kantor ,600000.00,600000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.03.14 ,Belanja Dekorasi ,400000.00,400000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.03.15 ,Belanja Publikasi ,200000.00,200000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,1740000.00,1740000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.06.02 ,Belanja Penggandaan ,1740000.00,1740000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,1500000.00,1500000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,1500000.00,1500000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,300000.00,300000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.10.07 ,Belanja Sewa Perlengkapan dan Peralatan Kantor lain,300000.00,300000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,15840000.00,15840000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,3840000.00,3840000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",12000000.00,12000000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.15 ,Belanja Perjalanan Dinas ,3455000.00,3455000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,2000000.00,2000000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,1455000.00,1455000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,4625000.00,4625000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,4625000.00,4625000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.28 ,Belanja Hadiah atas Prestasi dan Penghargaan ,4500000.00,4500000.00,0.00,0.00,
1.15 . 1.15.01 . 24.02 . 5.2.2.28.01 ,Belanja Hadiah atas Prestasi ,4500000.00,4500000.00,0.00,0.00,
1.15 . 1.15.01 . 24.04 ,Penilaian Kesehatan KSP/USP Koperasi ,30178700.00,30178700.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 24.04 . 5.2.1 ,Belanja Pegawai ,9920000.00,9920000.00,0.00,0.00,
1.15 . 1.15.01 . 24.04 . 5.2.1.01 ,Honorarium PNS ,9920000.00,9920000.00,0.00,0.00,
1.15 . 1.15.01 . 24.04 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,9920000.00,9920000.00,0.00,0.00,
1.15 . 1.15.01 . 24.04 . 5.2.2 ,Belanja Barang dan Jasa ,20258700.00,20258700.00,0.00,0.00,
1.15 . 1.15.01 . 24.04 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1568200.00,1568200.00,0.00,0.00,
1.15 . 1.15.01 . 24.04 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1568200.00,1568200.00,0.00,0.00,
1.15 . 1.15.01 . 24.04 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,2714500.00,2714500.00,0.00,0.00,
1.15 . 1.15.01 . 24.04 . 5.2.2.06.01 ,Belanja Cetak ,1000000.00,1000000.00,0.00,0.00,
1.15 . 1.15.01 . 24.04 . 5.2.2.06.02 ,Belanja Penggandaan ,1714500.00,1714500.00,0.00,0.00,
1.15 . 1.15.01 . 24.04 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2136000.00,2136000.00,0.00,0.00,
1.15 . 1.15.01 . 24.04 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,2136000.00,2136000.00,0.00,0.00,
1.15 . 1.15.01 . 24.04 . 5.2.2.15 ,Belanja Perjalanan Dinas ,13840000.00,13840000.00,0.00,0.00,
1.15 . 1.15.01 . 24.04 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,13840000.00,13840000.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 ,"Diklat Organisasi, Manajemen, Usaha dan Keuangan Koperasi",30285700.00,30285700.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 24.05 . 5.2.1 ,Belanja Pegawai ,9160000.00,9160000.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.1.01 ,Honorarium PNS ,2910000.00,2910000.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,2910000.00,2910000.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.1.02 ,Honorarium Non PNS ,6250000.00,6250000.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.1.02.03 ,Honorarium Harian ,6250000.00,6250000.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.2 ,Belanja Barang dan Jasa ,21125700.00,21125700.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,732600.00,732600.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,732600.00,732600.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.2.03 ,Belanja Jasa Kantor ,200000.00,200000.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.2.03.14 ,Belanja Dekorasi ,200000.00,200000.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,273100.00,273100.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.2.06.01 ,Belanja Cetak ,250000.00,250000.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.2.06.02 ,Belanja Penggandaan ,23100.00,23100.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,3000000.00,3000000.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,3000000.00,3000000.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,9720000.00,9720000.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,720000.00,720000.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",9000000.00,9000000.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.2.15 ,Belanja Perjalanan Dinas ,600000.00,600000.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,600000.00,600000.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,6600000.00,6600000.00,0.00,0.00,
1.15 . 1.15.01 . 24.05 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,6600000.00,6600000.00,0.00,0.00,
1.15 . 1.15.01 . 24.06 ,"Penyuluhan, Pelayanan Perijinan Akta Pendirian, Perubahan AD dan Pembubaran Koperasi",15319400.00,15319400.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.15 . 1.15.01 . 24.06 . 5.2.1 ,Belanja Pegawai ,8430000.00,8430000.00,0.00,0.00,
1.15 . 1.15.01 . 24.06 . 5.2.1.01 ,Honorarium PNS ,8430000.00,8430000.00,0.00,0.00,
1.15 . 1.15.01 . 24.06 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,8430000.00,8430000.00,0.00,0.00,
1.15 . 1.15.01 . 24.06 . 5.2.2 ,Belanja Barang dan Jasa ,6889400.00,6889400.00,0.00,0.00,
