Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,5460000,"   Belanja Alat Tulis Kantor
ATK kegiatan Hari Jadi ke 184 Bantul1 ls x 1.800.000,00 = 1.800.000,00
ATK kegiatan HUT RI ke 701 ls x 1.200.000,00 = 1.200.000,00
ATK Upacara Hardiknas & Harkitnas1 ls x 460.000,00 = 460.000,00
ATK Hari Sumpah pemuda1 ls x 250.000,00 = 250.000,00
ATK kegiatan pawai, drumband & karnaval1 ls x 1.000.000,00 = 1.000.000,00
ATK Hari Otonomi Daerah1 ls x 250.000,00 = 250.000,00
ATK Hari Kesaktian Pancasila1 ls x 250.000,00 = 250.000,00
ATK syawalan gubernur1 ls x 250.000,00 = 250.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 01 . 09,Belanja pembelian bendera^papan nama,17550000,"   Belanja bendera, papan nama dan bunga
Belanja bunga meja syawalan gubernur7 bh x 100.000,00 = 700.000,00
Belanja bunga meja open house1 ls x 1.500.000,00 = 1.500.000,00
Belanja bunga tabur dan bukhet1 ls x 650.000,00 = 650.000,00
Belanja papan nama kec utk Hari Jadi ke 18417 buah x 100.000,00 = 1.700.000,00
Belanja bunga  untuk kegiatan hari Jadi ke 184 ( bunga meja, bunga tabur, buntal melati )1 ls x 8.000.000,00 = 8.000.000,00
Belanja bunga meja, bukhet dan tabur HUT RI1 ls x 5.000.000,00 = 5.000.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 02,Belanja Bahan/Material,28250000,
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 02 . 07,Belanja Cindera Mata,20000000,"   Belanja cindera mata/ piala kejuaran
Belanja cinderamata/ pila kejuaraan untuk Hari Jadi ke 184 dan HUT RI ke 701 bjj x 20.000.000,00 = 20.000.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 02 . 08,Belanja Bahan Makanan,8250000,"   Belanja bahan makanan untuk kegiatan Hari Jadi ke 184 Kab. Bantul
Untuk kegiatan sie silaturohmi1 ls x 5.000.000,00 = 5.000.000,00
Untuk kegiatan sie bhakti sosial1 ls x 2.500.000,00 = 2.500.000,00
Untuk kegiatan sie olahraga1 ls x 750.000,00 = 750.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,17800000,
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 03 . 14,Belanja Dekorasi,17000000,"   Belanja dekorasi kegiatan
Kegiatan  Hari Jadi Kab. Bantul ( baliho)1 ls x 9.500.000,00 = 9.500.000,00
Kegiatan sarasehan Hari jadi1 ls x 1.000.000,00 = 1.000.000,00
Kegiatan HUT RI ( baliho)1 ls x 5.000.000,00 = 5.000.000,00
Kegiatan syawalan gubernur1 ls x 1.500.000,00 = 1.500.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 03 . 15,Belanja Publikasi,800000,"   Belanja publikasi/ siaran radio
Belanja siaran kegiatan Hari jadi1 kali x 400.000,00 = 400.000,00
Belanja siaran kegiatan HUt RI1 kali x 400.000,00 = 400.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,27900000,
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 06 . 01,Belanja Cetak,18850000,"   Belanja cetak kegiatan
Cetak protap Hari jadi100 bk x 7.500,00 = 750.000,00
Cetak protap HUT RI100 bk x 10.000,00 = 1.000.000,00
Cetak undangan Hari Jadi & stiker1,000 lbr x 4.500,00 = 4.500.000,00
Cetak undangan HUT RI4,500 lbr x 1.000,00 = 4.500.000,00
Cetak undangan syawalan gubernur3,000 lbr x 2.200,00 = 6.600.000,00
Cetak piagam, nomer, id card1 ls x 1.500.000,00 = 1.500.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,9050000,"   Belanja penggandaan
Penggandaan HariJadi16,000 lb x 125,00 = 2.000.000,00
Penggandaan HUT RI16,000 lb x 125,00 = 2.000.000,00
Penggandaan Hari kesaktian Pancasila2,000 lb x 125,00 = 250.000,0
0Penggandaan Hari sumpah Pemuda2,000 lb x 125,00 = 250.000,00
Penggandaan Hari Pahlawan3,200 lb x 125,00 = 400.000,00
Penggandaan Hardiknas6,000 lbr x 125,00 = 750.000,00
Penggandaan Harkitnas5,200 lb x 125,00 = 650.000,00
Penggandaan Otonomi Daerah2,000 lb x 125,00 = 250.000,00
Penggandaan Syawalan Gubernur4,000 lb x 125,00 = 500.000,00
Penggandaan pawai, drumband & karnaval16,000 lb x 125,00 = 2.000.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 08,Belanja Sewa Sarana Mobilitas,1500000,
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 08 . 01,Belanja Sewa Sarana Mobilitas Darat,1500000,"   Belanja sewa sarana mobilitas darat
Belanja sewa sarana mobilitas darat untuk anggota korsik1 ls x 1.500.000,00 = 1.500.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 10,Belanja Sewa Perlengkapan dan Peralatan Kantor,32200000,
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 10 . 06,Belanja Sewa Pakaian Adat/Tradisional,30700000,"   Belanja sewa pakaian  adat/ tradisional Hari Jadi
untuk bregodo kecamatan17 kec x 1.000.000,00 = 17.000.000,00
untuk pembawa jodang26 org x 100.000,00 = 2.600.000,00
untuk pemandu acara18 org x 200.000,00 = 3.600.000,00
untuk petugas upacara30 org x 100.000,00 = 3.000.000,00
untuk penerima tamu30 org x 150.000,00 = 4.500.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 10 . 13,Belanja sewa peralatan dan perlengkapan kegiatan,1500000,"   Belanja sewa peralatan  dan perlengkapan kegiatan
Kegiatan hari HUT RI1 ls x 750.000,00 = 750.000,00
Kegiatan Hari Pahlawan1 keg x 750.000,00 = 750.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,27815000,
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,3315000,"   Belanja makan dan minuman rapat
Belanja makan & minum  rapat 13 x 30org x 8.500390 or x 8.500,00 = 3.315.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 11 . 04,Belanja makanan dan minuman Lembur,15750000,"   Belanja makanan dan minuman lembur kegiatan
Belanja makanan & minuman lembur kegiatan900 ol x 17.500,00 = 15.750.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,8750000,"   Belanja makanan & minuman kegiatan pawai, drumband & karnaval
""Baelanja makanan & minuman kegiatan pawai, drumband & karnaval  2 hari x 250org x Rp. 17.500""500 ok x 17.500,00 = 8.750.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 14,Belanja Pakaian khusus dan hari-hari tertentu,15000000,
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 14 . 04,Belanja Pakaian Olahraga,15000000,"   Belanja pakaian olahraga untuk kegiatan pawai, drumband & karnaval
Belanja pakaian olahraga untuk petugas & yuri200 ptng x 75.000,00 = 15.000.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,10660000,
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,6160000,"   Honorarium narasumber
Narasumber sarasehan Hari jadi4 jpl x 750.000,00 = 3.000.000,00
Honorarium qori sarasehan2 org/keg x 100.000,00 = 200.000,00
Honorarium petugas doa HUT RI10 org/keg x 100.000,00 = 1.000.000,00
Honorarium qori  & doa2 org/keg x 150.000,00 = 300.000,00
Moderator sarasehan2 jpl x 250.000,00 = 500.000,00
Narasumber siaran2 kali x 80.000,00 = 160.000,00
Honorarium pemandu upacara Hari Jadi4 jpl x 250.000,00 = 1.000.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 35 . 02,Jasa Yuri Perlombaan/Pelatih,4500000,"   Honorarium yuri perlombaan
Yuri perlombaan dalam rangka Hari jadi10 ok x 100.000,00 = 1.000.000,00
Yuri perlombaan HUT RI35 ok x 100.000,00 = 3.500.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 37,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,94500000,
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 37 . 01,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,94500000,"   Hadiah Lomba kejuaraan Pawai
Hadiah juara 1 Lomba pawai6 katgri x 1.250.000,00 = 7.500.000,00
Hadiah juara Harapan 2 Lomba pawai6 ktgri x 400.000,00 = 2.400.000,00
Hadiah juara Harapan 3 Lomba pawai6 ktgri x 250.000,00 = 1.500.000,00
Hadiah juara 2 Lomba pawai6 ktgri x 1.000.000,00 = 6.000.000,00
Hadiah juara 3 Lomba pawai6 ktgri x 750.000,00 = 4.500.000,00
Hadiah juara harapan I Lomba pawai6 ktgri x 500.000,00 = 3.000.000,00
Hadiah Lomba kejuaraan Drumband
Juara Harapan 2 Lomba Drumband3 ktgri x 1.000.000,00 = 3.000.000,00
Juara Harapan 3 Lomba Drumband3 ktgri x 500.000,00 = 1.500.000,00
Juara 2 Lomba Drumband3 ktgri x 2.000.000,00 = 6.000.000,00
Juara 3 Lomba Drumband3 ktgri x 1.750.000,00 = 5.250.000,00
Juara Harapan 1 Lomba Drumband3 ktgri x 1.250.000,00 = 3.750.000,00
Juara 1 Lomba Drumband3 ktgri x 2.500.000,00 = 7.500.000,00
Hadiah Mayoret TerbaikHadiah Mayoret Terbaik 23 ktgri x 300.000,00 = 900.000,00
Hadiah Mayoret Terbaik 33 ktgri x 250.000,00 = 750.000,00
Hadiah Mayoret Terbaik 13 ktgri x 400.000,00 = 1.200.000,00
Hadiah Lomba Karnaval
Hadiah Juara Harapan 2 Lomba karnaval2 ktgri x 1.000.000,00 = 2.000.000,00
Hadiah Juara Harapan 3  Lomba karnaval2 ktgri x 750.000,00 = 1.500.000,00
Hadiah Juara 2 Lomba karnaval2 ktgri x 2.500.000,00 = 5.000.000,00
Hadiah Juara 3 Lomba karnaval2 ktgri x 2.000.000,00 = 4.000.000,00
Hadiah Juara Harapan 1 Lomba karnaval2 ktgri x 1.500.000,00 = 3.000.000,00
Hadiah Juara 1 Lomba karnaval2  ktgri x 3.000.000,00 = 6.000.000,00
Hadiah Lomba BregodoJuara 2 Lomba bregodo1 ktgri x 2.000.000,00 = 2.000.000,00
Juara 3 Lomba bregodo1 ktgri x 1.750.000,00 = 1.750.000,00
Juara 1 Lomba bregodo1 ktgri x 2.500.000,00 = 2.500.000,00
Hadiah Lomba Mobil hias
Juara Harapan  2 Lomba Mobil hias1 ktgri x 1.500.000,00 = 1.500.000,00
Juara Harapan  3 Lomba Mobil hias1 ktgri x 1.250.000,00 = 1.250.000,00
Juara 2 Lomba Mobil hias1 ktgri x 2.500.000,00 = 2.500.000,00
Juara 3 Lomba Mobil hias1 ktgri x 2.000.000,00 = 2.000.000,00
Juara Harapan  1 Lomba Mobil hias1  ktgri x 1.750.000,00 = 1.750.000,00
Juara 1 Lomba Mobil hias1 ktgri x 3.000.000,00 = 3.000.000,00"
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 38,Belanja Jasa Pentas/Pertunjukan,22550000,
1.19 . 1.20.03 . 17 . 11 . 5 . 2 . 2 . 38 . 01,Belanja Jasa Pentas/Pertunjukan,22550000,"   Belanja jasa pentas kegiatanJasa pentas kerawitan untuk Hari Jadi1 ls x 2.500.000,00 = 2.500.000,00
Jasa pentas group paduan suara upacara HUT RI di lap. Paseban1 ls x 1.250.000,00 = 1.250.000,00
Jasa pentas group paduan suara upacara HUT RI di Lap. Trirenggo1 ls x 4.500.000,00 = 4.500.000,00
Belanja jasa pentas group paduan suara upacara Hari Sumpah Pemuda1 ls x 900.000,00 = 900.000,00
Jasa pentas group paduan suara upacara Hari Otonomi Daerah1 ls x 900.000,00 = 900.000,00
Jasa pentas paduan suara upacara Hardiknas1 ls x 1.200.000,00 = 1.200.000,00
Jasa pentas paduan suara upacara Harkitnas1 ls x 900.000,00 = 900.000,00
Jasa pentas grup kerawaitan Sarasehan Hari Jadi1 ls x 1.500.000,00 = 1.500.000,00
Jasa pentas grup kerawitan syawalan Gubernur1 ls x 2.000.000,00 = 2.000.000,00
Jasa pentas grup kerawitan Open House3 ls x 2.000.000,00 = 6.000.000,00
Jasa pentas group paduan suara upacara Hari pahlawan1 ls x 900.000,00 = 900.000,00"
1.06 . 1.20.03 . 21,Program perencanaan pembangunan daerah,4000000,
1.06 . 1.20.03 . 21 . 33,Penyusunan Rencana Kerja (Renja) SKPD,4000000,"Sumber Dana :
 Lokasi Kegiatan : Kec. Bantul
Keluaran :  Tesusunya kebijakan & perencanaan kerja 1 tahun
Target     :  1 kali"
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 1,Belanja Pegawai,1740000,
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 1 . 01,Honorarium PNS,1740000,
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,1740000,"   Honorarium panitia penyusun renstra
Ketua Tim /panitia2 ol x 90.000,00 = 180.000,00
Sekretaris Tim / Panitia2 ol x 80.000,00 = 160.000,00
Anggota tim/ panitia20 ob x 70.000,00 = 1.400.000,00"
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 2,Belanja Barang dan Jasa,2260000,
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,570000,
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,570000,"   Belanja Alat Tulis Kantor1 ls x 570.000,00 = 570.000,00"
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,840000,
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,840000,"   Belanja penggandaan6,720 lbr x 125,00 = 840.000,00"
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,850000,
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,850000,"   Belanja makanan dan minuman rapat penyusunan renstra
Belanja makanan dan minuman rapat100 or x 8.500,00 = 850.000,00"
1.20 . 1.20.03 . 28,Program Peningkatan Kapasitas Kinerja Aparatur Pemerintahan,38490000,
1.20 . 1.20.03 . 28 . 09,Peningkatan keterampilan korsik,38490000,"Sumber Dana :
 Lokasi Kegiatan : Kec. Bantul
Keluaran :  Kesiapan petugas korsik pemda dalam pelaksanaan kegiatan
Target     :  22 kegiatan"
1.20 . 1.20.03 . 28 . 09 . 5 . 2 . 1,Belanja Pegawai,28160000,
1.20 . 1.20.03 . 28 . 09 . 5 . 2 . 1 . 01,Honorarium PNS,28160000,
1.20 . 1.20.03 . 28 . 09 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,28160000,"   Honorarium panitia pelaksana kegiatan korsik
Honor kondukter 2 org x 11 bln22 ob x 50.000,00 = 1.100.000,00
Honor pelatih korsik 3 org x 11 bln33 ob x 200.000,00 = 6.600.000,00
Honor pembina 3 org x 11 bln33 ob x 80.000,00 = 2.640.000,00
Honor peniup terompet 7 org x 11 bln77 ob x 60.000,00 = 4.620.000,00
Honor penabuh perkusi 24 org x 11 bln264 ob x 50.000,00 = 13.200.000,00"
1.20 . 1.20.03 . 28 . 09 . 5 . 2 . 2,Belanja Barang dan Jasa,10330000,
1.20 . 1.20.03 . 28 . 09 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,1230000,
1.20 . 1.20.03 . 28 . 09 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,1230000,"   Belanja penggandaan
Belanja penggandaan kegiatan korsik9,840 lbr x 125,00 = 1.230.000,00"
1.20 . 1.20.03 . 28 . 09 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,9100000,
1.20 . 1.20.03 . 28 . 09 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,9100000,"   Belanja makanan dan minuman pelaksanaan kegiatan gladi & upacara
Belanja makanan dan minuman pelaksanaan keg. gladi & upacara 40 org x 13 x Rp. 17.500,00520 ok x 17.500,00 = 9.100.000,00"
,SURPLUS / (DEFISIT),-672838275,
