Judul,Penjabaran APBD,,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,2400000,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 1 . 03 ,Uang Lembur ,16400000,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,16400000,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,63489700,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,847150,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,847150,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,800000,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 2 . 03 . 13 ,Belanja Dokumentasi ,800000,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,2052550,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,900000,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,1152550,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,15210000,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,7560000,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,7650000,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,44580000,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,32580000,,,
1.19 . 1.19.02 . 15 . 22 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,12000000,,,
,SURPLUS / (DEFISIT) ,-5429811290,,,
