Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 02 . 04 ,Belanja Bahan Obat-Obatan ,800000,"Belanja bahan obat-obatan kegiatan (GSBY, GKLD 1, GSBB)
Belanja bahan obat-obatan kegiatan (GSBY, GSBB)1 ls x 800.000,00 = 800.000,00"
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 02 . 07 ,Belanja Cindera Mata ,25000000,"Belanja cindera mata
Belanja Souvenir100 buah x 250.000,00 = 25.000.000,00"
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,12000000,
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 03 . 15 ,Belanja Publikasi ,12000000,"Belanja Publikasi
Belanja Publikasi kegiatan (GSBY,GSBB, pentas seni dan wayang kulit)1 ls x 12.000.000,00 = 12.000.000,00"
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,1284000,
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,1284000,"Belanja Penggandaan/Fotocopy
Belanja Penggandaan6,420 lbr x 200,00 = 1.284.000,00"
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,50000000,
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 07 . 05 ,Belanja Sewa Kamar Hotel/Penginapan ,50000000,"Sewa Kamar Penginapan (GSBY, GSBB)1 ls x 50.000.000,00 = 50.000.000,00"
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 08 ,Belanja Sewa Sarana Mobilitas ,45000000,
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 08 . 01 ,Belanja Sewa Sarana Mobilitas Darat ,45000000,"Belanja Sewa Sarana Mobilitas Darat
Sewa Bus (GSBY, GSBB)1 ls x 45.000.000,00 = 45.000.000,00"
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,33941000,
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,4091000,"Belanja Makanan dan Minuman Rapat100 porsi x 20.000,00 = 2.000.000,00
Belanja Snack dan Minum Rapat246 doz x 8.500,00 = 2.091.000,00"
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,29850000,"Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Belanja Snack Minum Pelaksanaan GSBY50 doz x 8.500,00 = 425.000,00
Belanja Makan Minum Pelaksanaan GSBY450 porsi x 35.000,00 = 15.750.000,00
Belanja Snack Minum Pelaksanaan GSBB50 doz x 8.500,00 = 425.000,00
Belanja Makan Minum Pelaksanaan GSBB450 porsi x 25.000,00 = 11.250.000,00
Belanja Makan Minum Gladibersih Fest Sendratari50 porsi x 20.000,00 = 1.000.000,00
Belanja Makan Minum Blocking Fest Sendratari50 porsi x 20.000,00 = 1.000.000,00"
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 14 ,Belanja Pakaian khusus dan hari-hari tertentu ,20000000,
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 14 . 03 ,Belanja Pakaian Batik Tradisional ,12500000,"Belanja Pakaian Batik Tradisional
Belanja Pakaian Batik Tradisional (GSBY)40 buah x 132.500,00 = 5.300.000,00
Belanja Pakaian Batik Tradisional (GSBB)48 buah x 150.000,00 = 7.200.000,00"
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 14 . 11 ,Belanja Pakaian Kaos/Training ,7500000,"Belanja pakaian duta seni
Belanja pakaian duta seni Fest Sendratari50 buah x 150.000,00 = 7.500.000,00"
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,49725000,
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,9700000,"Belanja Perjalanan Dinas Dalam Daera
Perjalanan Dinas Gol. IV40 ok x 75.000,00 = 3.000.000,00
Perjalanan Dinas Gol. III90 ok x 50.000,00 = 4.500.000,00
Perjalanan Dinas Gol. II55 ok x 40.000,00 = 2.200.000,00"
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,40025000,"Belanja Perjalanan Dinas Luar DaerahTiket1 ls x 8.000.000,00 = 8.000.000,00
Lumpsum1 ls x 7.025.000,00 = 7.025.000,00
Uang Saku1 ls x 25.000.000,00 = 25.000.000,00"
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 38 ,Belanja Jasa Pentas/Pertunjukan ,2925000000,
1.17 . 1.17.01 . 15 . 01 . 5 . 2 . 2 . 38 . 01 ,Belanja Jasa Pentas/Pertunjukan ,2925000000,"Belanja Jasa Pentas/Pertunjukan
Belanja Jasa Pentas GSBY1 ls x 34.000.000,00 = 34.000.000,00
Belanja Jasa Pentas GSBB1 ls x 36.000.000,00 = 36.000.000,00
Belanja Jasa Pentas Fest Sendratari1 ls x 35.000.000,00 = 35.000.000,00
Belanja Jasa Festival Kotagede1 kali x 60.000.000,00 = 60.000.000,00
Belanja Jasa Pentas Hari Jadi Kab. Bantul1 kali x 50.000.000,00 = 50.000.000,00
Belanja jasa pentas-pentas wayang kulit58 kali/bjj x 35.000.000,00 = 2.030.000.000,00
Belanja jasa pentas gelar budaya6 kali/bjj x 57.500.000,00 = 345.000.000,00
Belanja jasa pentas-pentas Jatilan4 kali/bjj x 10.000.000,00 = 40.000.000,00
Belanja jasa pentas wayang orang1 kali x 25.000.000,00 = 25.000.000,00
Belanja jasa pentas ketoprak10 kali/bjj x 20.000.000,00 = 200.000.000,00
Belanja jasa pentas-pentas seni budaya1 ls x 50.000.000,00 = 50.000.000,00
Belanja jasa pentas peringatan kemerdekaan RI1 kali x 20.000.000,00 = 20.000.000,00"
2.04 . 1.17.01 . 15 ,Program pengembangan pemasaran pariwisata ,976000000,
2.04 . 1.17.01 . 15 . 02 ,Peningkatan pemanfaatan teknologi informasi dalam pemasaran pariwisata,353000000,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul, DIY
Keluaran :  Terlaksananya kegiatan publikasi melalui pemanfaatan teknologi informasi
Target:  3 kegiatan publikasi"
2.04 . 1.17.01 . 15 . 02 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,163000000,
2.04 . 1.17.01 . 15 . 02 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,800000,
2.04 . 1.17.01 . 15 . 02 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,800000,"Belanja Alat Tulis Kantor
Belanja ATK1 ls x 800.000,00 = 800.000,00"
2.04 . 1.17.01 . 15 . 02 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,45000000,
2.04 . 1.17.01 . 15 . 02 . 5 . 2 . 2 . 03 . 15 ,Belanja Publikasi ,45000000,"Belanja Publikasi Melalui Media
Belanja Publikasi Pariwisata Melalui Media1 ls x 45.000.000,00 = 45.000.000,00"
2.04 . 1.17.01 . 15 . 02 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,490000,
2.04 . 1.17.01 . 15 . 02 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,490000,"Belanja penggandaan / fotokopi
Belanja fotokopi1 ls x 490.000,00 = 490.000,00"
2.04 . 1.17.01 . 15 . 02 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,1710000,
2.04 . 1.17.01 . 15 . 02 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,1710000,"Belanja makan minum rapat60 oh x 28.500,00 = 1.710.000,00"
2.04 . 1.17.01 . 15 . 02 . 5 . 2 . 2 . 45 ,Belanja Jasa Pengadaan Aplikasi ,115000000,
2.04 . 1.17.01 . 15 . 02 . 5 . 2 . 2 . 45 . 01 ,Belanja Jasa Pengadaan Aplikasi ,115000000,"Belanja Pengadaan Server Web
Belanja pengadaan server web pariwisata1 ls x 20.000.000,00 = 20.000.000,00
Belanja Pengadaan Digitalisasi Peta Wisata1 ls x 91.650.000,00 = 91.650.000,00
Biaya perencanaan1 keg x 2.225.000,00 = 2.225.000,00
Honor pejabat pengadaan1 ok x 250.000,00 = 250.000,00
Honor panitia penerima5 ok/bjj x 175.000,00 = 875.000,00"
2.04 . 1.17.01 . 15 . 02 . 5 . 2 . 3 ,Belanja Modal ,190000000,
2.04 . 1.17.01 . 15 . 02 . 5 . 2 . 3 . 53 ,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Tugu Peringatan,190000000,
2.04 . 1.17.01 . 15 . 02 . 5 . 2 . 3 . 53 . 03 ,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Tugu Peringatan Lainnya,190000000,"Media Reklame
Belanja pengadaan baliho pariwisata1 ls x 182.000.000,00 = 182.000.000,00
Honor pejabat pengadaan1 ok x 300.000,00 = 300.000,00
Honor panitia pengawas lapangan5 ok/bjj x 255.000,00 = 1.275.000,00
Honor panitia penerima5 bjj x 175.000,00 = 875.000,00
Belanja ATK1 ls x 890.000,00 = 890.000,00
Belanja makan minum rapat60 oh x 28.500,00 = 1.710.000,00
Belanja perjalanan dinas dalam daerah50 oh x 50.000,00 = 2.500.000,00
Belanja penggandaan / fotokopi1 ls x 450.000,00 = 450.000,00"
2.04 . 1.17.01 . 15 . 03 ,Pengembangan jaringan kerja sama promosi pariwisata ,91500000,"Sumber Dana :
 Lokasi Kegiatan : Bantul, DIY
Keluaran :  Pameran Gelar Potensi dan lomba kreasi batik
Target : 1 Kegiatan "
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,91500000,
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,2000000,
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,2000000,"Belanja Alat Tulis Kantor
Belanja ATK kegiatan1 ls x 2.000.000,00 = 2.000.000,00"
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,2200000,
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 02 . 07 ,Belanja Cindera Mata ,2200000,"Belanja piala penghargaan
Belanja piala lomba kratifitas seni batik1 ls x 1.200.000,00 = 1.200.000,00
Belanja cinderamata1 ls x 1.000.000,00 = 1.000.000,00"
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,5000000,
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 03 . 15 ,Belanja Publikasi ,5000000,"Belanja publikasi kegiatan1 ls x 5.000.000,00 = 5.000.000,00"
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,700000,
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,700000,"Belanja penggandaan / fotokopi
Belanja fotokopi kegiatan1 ls x 700.000,00 = 700.000,00"
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,30000000,
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 07 . 02 ,Belanja Sewa Gedung/Kantor/Tempat ,30000000,"Belanja sewa gedung / tempat kegiatan
Belanja sewa tempat pelaksanaan kegiatan1 ls/keg x 30.000.000,00 = 30.000.000,00"
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,9000000,
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 10 . 05 ,Belanja Sewa Tenda ,4000000,"Belanja sewa tenda / panggung
Belanja sewa panggung / tenda pelaksanaan kegiatan1 ls x 4.000.000,00 = 4.000.000,00"
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 10 . 07 ,Belanja Sewa Sound System ,5000000,"Belanja sewa sound system
Belanja sewa sound system & lighting pelaksanaan kegiatan1 ls/pkt x 5.000.000,00 = 5.000.000,00"
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,10500000,
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,2500000,"Belanja makan minum rapat
Belanja snack makan minum rapat1 ls x 2.500.000,00 = 2.500.000,00"
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,8000000,"Belanja makan minum pelaksanaan kegiatan
Belanja snack makan minum pelaksanaan kegiatan1 ls x 8.000.000,00 = 8.000.000,00"
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 14 ,Belanja Pakaian khusus dan hari-hari tertentu ,2000000,
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 14 . 03 ,Belanja Pakaian Batik Tradisional ,2000000,"Belanja pakaian batik
Belanja bahan batik1 ls x 2.000.000,00 = 2.000.000,00"
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,3750000,
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,3750000,"Belanja perjalanan dinas dalam daerah1 ls x 3.750.000,00 = 3.750.000,00"
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 35 ,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",14350000,
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,2000000,"Honor narasumber / moderator / tenaga ahli
Honor narasumber workshop1 ls x 2.000.000,00 = 2.000.000,00"
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 35 . 02 ,Jasa Yuri Perlombaan/Pelatih ,5000000,"Honor yuri perlombaan
Honor yuri lomba cipta kreasi batik1 ls x 5.000.000,00 = 5.000.000,00"
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 35 . 06 ,Jasa Tenaga Harian Lepas ,7350000,"Honor tenaga harian lepas
Honor tenaga keamanan kegiatan1 ls x 2.000.000,00 = 2.000.000,00Honor tenaga peraga busana1 ls x 5.350.000,00 = 5.350.000,00"
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 37 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,12000000,
2.04 . 1.17.01 . 15 . 03 . 5 . 2 . 2 . 37 . 01 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,12000000,"Hadiah juara lomba
Hadiah uang pembinaan juara lomba cipta kreasi batik1 ls/bjj x 12.000.000,00 = 12.000.000,00"
2.04 . 1.17.01 . 15 . 05 ,Pelaksanaan promosi pariwisata nusantara di dalam dan di luar negeri ,531500000,"Sumber Dana : 
Lokasi Kegiatan : Dalam Negeri dan Luar Negeri
Keluaran :  Terlaksananya promosi pariwisata Kab. Bantul melalui berbagai media
Target:  80 kegiatan promosi pariwisata"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,531500000,
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,4200000,
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,3750000,"Belanja Alat Tulis Kantor
Belanja ATK kegiatan rutin1 ls x 2.750.000,00 = 2.750.000,00
Belanja ATK pemilihan duta wisata / dimas diajeng1 ls x 1.000.000,00 = 1.000.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 01 . 04 ,"Belanja Perangko, Materai Dan Benda Pos ",450000,"Belanja Meterai1 ls x 450.000,00 = 450.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,34500000,
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 02 . 07 ,Belanja Cindera Mata ,2400000,"Belanja cinderamata piala penghargaan
Belanja piala penghargaan juara pemilihan duta wisata / dimas diajeng1 ls x 2.400.000,00 = 2.400.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 02 . 18 ,Belanja Bahan Percontohan ,32100000,"Belanja bahan percontohan
Bahan percontohan promosi pariwisata dalam dan luar daerah1 ls/kl x 14.760.000,00 = 14.760.000,00
Bahan percontohan Bantul Ekspo1 ls x 6.340.000,00 = 6.340.000,00
Bahan percontohan kegiatan duta wisata / dimas diajeng1 ls/keg x 11.000.000,00 = 11.000.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,122300000,
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 03 . 14 ,Belanja Dekorasi ,12500000,"Belanja dekorasi
Belanja pembuatan stand pameran1 ls x 12.500.000,00 = 12.500.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 03 . 15 ,Belanja Publikasi ,34800000,"Belanja publikasi kegiatan PPPNDLN
Publikasi dan promosi melalui media massa1 ls/th x 20.000.000,00 = 20.000.000,00
Publikasi / sosialisasi program kerja SKPD1 ls/th x 4.800.000,00 = 4.800.000,00
Publikasi kegiatan pemilihan duta wisata / dimas diajeng bantul 20161 ls x 9.000.000,00 = 9.000.000,00
Publikasi kegiatan pemberdayaan dimas diajeng bantul1 ls x 1.000.000,00 = 1.000.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 03 . 29 ,Belanja Iuran ,75000000,"Belanja IuranIuran kegiatan Javapromo1 ls/th x 60.000.000,00 = 60.000.000,00
Iuran pelaksanaan promosi luar daerah1 ls x 15.000.000,00 = 15.000.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,62200000,
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,60000000,"Belanja cetak
Cetak Materi Promosi Pariwisata I1 ls x 50.000.000,00 = 50.000.000,00
Cetak Calendar of Event 20171 ls x 10.000.000,00 = 10.000.000,00
Cetak Materi Promosi Pariwisata II1 ls x 0,00 = 0,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,2200000,"Belanja penggandaan / fotokopi
Belanja fotokopi kegiatan rutin PPPNDLN8,000 lb x 150,00 = 1.200.000,00
Belanja penggandaan materi kegiatan dimas diajeng bantul1 ls x 1.000.000,00 = 1.000.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,62000000,
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 07 . 02 ,Belanja Sewa Gedung/Kantor/Tempat ,62000000,"Belanja sewa gedung / tempat kegiatan
Sewa tempat Bantul Ekspo1 ls x 2.000.000,00 = 2.000.000,00
Sewa tempat kegiatan promosi luar daerah1 ls x 40.000.000,00 = 40.000.000,00
Sewa tempat pembekalan/workshop duta wisata / dimas diajeng bantul1 ls x 20.000.000,00 = 20.000.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 08 ,Belanja Sewa Sarana Mobilitas ,8500000,
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 08 . 01 ,Belanja Sewa Sarana Mobilitas Darat ,8500000,"Sewa sarana transportasi
Sewa sarana transportasi kegiatan duta wisata / dimas diajeng bantul1 ls x 5.000.000,00 = 5.000.000,00
Sewa sarana transportasi pawai1 ls x 2.000.000,00 = 2.000.000,00
Sewa sarana transportasi angkutan pameran1 ls x 1.500.000,00 = 1.500.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,28500000,
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 10 . 05 ,Belanja Sewa Tenda ,5000000,"Sewa tenda / panggung kegiatan
Sewa tenda / panggung kegiatan duta wisata / dimas diajeng bantul1 ls x 5.000.000,00 = 5.000.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 10 . 06 ,Belanja Sewa Pakaian Adat/Tradisional ,12500000,"Belanja sewa pakaian adat / tradisional
Sewa baju tradisional kegiatan pemilhan dimas diajeng bantul1 ls x 7.500.000,00 = 7.500.000,00
Sewa pakaian tradisional kegiatan duta wisata / dimas diajeng bantul1 ls x 5.000.000,00 = 5.000.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 10 . 07 ,Belanja Sewa Sound System ,7000000,"Sewa peralatan sound system
Sewa sound system kegiatan pemilihan dimas diajeng bantul1 pkt x 3.000.000,00 = 3.000.000,00
Sewa perlengkapan lighting pemilihan dimas diajeng  bantul1 pkt x 4.000.000,00 = 4.000.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 10 . 13 ,Belanja sewa peralatan dan perlengkapan kegiatan ,4000000,"Sewa peralatan dan perlengkapan kegiatan
Sewa peralatan fotografi kegiatan dimas diajeng bantul1 ls x 2.500.000,00 = 2.500.000,00
Sewa peralatan dan perlengkapan make up dimas diajeng1 ls x 1.500.000,00 = 1.500.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,32250000,
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,5075000,"Belanja makanan minuman rapat
Belanja snack makan minum rapat kegiatan PPPNDLN1 ls/th x 4.275.000,00 = 4.275.000,00
Belanja snack makan minum kegiatan Dimas Diajeng Bantul1 ls x 800.000,00 = 800.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,27175000,"Belanja makanan minuman pelaksanaan kegiatan
Belanja snack jaga pameran1 ls x 1.275.000,00 = 1.275.000,00
Belanja makan minum pelaksanaan pameran1 ls x 900.000,00 = 900.000,00
Belanja makan minum kegiatan pemilihan dimas diajeng bantul1 ls x 5.000.000,00 = 5.000.000,00
Belanja paket table manner / gala dinner keg. dimas diajeng bantul1 ls/pkt x 10.000.000,00 = 10.000.000,00
Belanja makan minum grand final pemilihan duta wisata / dimas diajeng bantul1 ls x 5.000.000,00 = 5.000.000,00
Belanja makan minum kegiatan pemberdayaan duta wisata / dimas diajeng bantul1 ls x 5.000.000,00 = 5.000.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 14 ,Belanja Pakaian khusus dan hari-hari tertentu ,5600000,
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 14 . 03 ,Belanja Pakaian Batik Tradisional ,2000000,"Belanja pakaian batik
Belanja pakaian batik seragam kegiatan pemilihan dimas diajeng bantul1 ls x 2.000.000,00 = 2.000.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 14 . 05 ,Belanja pakaian kejuaraan/ lomba ,3600000,"Belanja pakaian lomba
Belanja selempang juara pemilihan dimas diajeng bantul1 ls x 3.600.000,00 = 3.600.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,44120000,
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,7300000,"Belanja perjalanan dinas dalam daerah
Belanja perjalanan dinas dalam kabupaten1 ls x 3.600.000,00 = 3.600.000,00
Belanja perjalanan dinas luar kabupaten1 ls x 3.700.000,00 = 3.700.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,36820000,"Belanja perjalanan dinas luar daerah
Belanja perjalanan dinas luar daerah kegiatan PPPNDLN1 ls/keg x 36.820.000,00 = 36.820.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 21 ,Belanja Jasa Konsultansi ,50000000,
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 21 . 02 ,Belanja Jasa Konsultansi Perencanaan ,50000000,"Belanja Jasa Konsultasi Kajian Length of Stay
Belanja jasa studi/kajian Length of Stay1 ls x 45.000.000,00 = 45.000.000,00
Honor pejabat pengadaan1 ok x 250.000,00 = 250.000,00
Honor panitia penerima5 bjj x 250.000,00 = 1.250.000,00
Honor tim supervisi perencanaan5 bjj x 255.000,00 = 1.275.000,00
Belanja makan minum rapat30 oh x 20.000,00 = 600.000,00
Belanja ATK1 ls x 250.000,00 = 250.000,00
Belanja fotokopi1 ls x 375.000,00 = 375.000,00
Belanja perjalanan dinas20 oh x 50.000,00 = 1.000.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 35 ,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",38330000,
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,6080000,"Honor Narasumber / Moderator / Tenaga Ahli
Honor narasumber sosialisasi program kerja SKPD1 ls/th x 1.080.000,00 = 1.080.000,00
Honor narasumber pembekalan duta wisata / dimas diajeng bantul1 ls x 2.000.000,00 = 2.000.000,00
Honor MC seleksi pemilihan dimas diajeng bantul1 ls x 1.500.000,00 = 1.500.000,00
Honor MC grand final pemilihan dimas diajeng bantul1 ls x 1.500.000,00 = 1.500.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 35 . 02 ,Jasa Yuri Perlombaan/Pelatih ,8500000,"Honor yuri pemilihan dimas dianjeg bantul
Honor juri kegiatan pemilihan dimas diajeng bantul 20161 ls x 8.500.000,00 = 8.500.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 35 . 06 ,Jasa Tenaga Harian Lepas ,23750000,"Honor tenaga harian lepas
Honor tenaga bongkar pasang pameran1 ls/keg x 750.000,00 = 750.000,00
Honor tenaga keamanan kegiatan pemilihan dimas diajeng bantul1 ls x 2.000.000,00 = 2.000.000,00
Honor petugas jaga TIC - PSG1 ls/th x 21.000.000,00 = 21.000.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 36 ,Belanja Jasa Transport Petugas/Peserta ,6000000,
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 36 . 02 ,Honorarium Peserta Rapat/Sosialisasi ,6000000,"Honor peserta kegiatan
Honor peserta kegiatan pemberdayaan duta wisata / dimas diajeng bantul1 ls x 6.000.000,00 = 6.000.000,00"
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 37 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,33000000,
2.04 . 1.17.01 . 15 . 05 . 5 . 2 . 2 . 37 . 01 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,33000000,"Hadian pemenang/juara lomba
Uang pembinaan juara pemilihan duta wisata / dimas diajeng bantul 20161 ls/bjj x 33.000.000,00 = 33.000.000,00"
