1.13 . 1.13.01 . 16 . 15 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,850000,Makan minum rapat,,,,,,,,,,,,
,,,Minum snack rapat,,,,,,,,,,,,
,,,100 ok x 8.500,00 = 850.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 15 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,168000000,Makan minum pelaksanaan kegiatan,,,,,,,,,,,,
,,,Makan Minum,,,,,,,,,,,,
,,,4,800 orang x 35.000,00 = 168.000.000,0,,,,,,,,,
1.13 . 1.13.01 . 16 . 15 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,5200000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 15 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,5200000,Belanja Perjalanan Dinas dalam Kabupaten,,,,,,,,,,,,
,,,Gol III,,,,,,,,,,,,
,,,80 orang x 40.000,00 = 3.200.000,0,,,,,,,,,,
,,,Gol  IV,,,,,,,,,,,,
,,,40 orang x 50.000,00 = 2.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 15 . 5 . 2 . 2 . 35 ,Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan,201500000,,,,,,,,,
1.13 . 1.13.01 . 16 . 15 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,11500000,Honor Narasumber,,,,,,,,,,,,
,,,Honor nara sumber,,,,,,,,,,,,
,,,46 Jpl x 250.000,00 = 11.500.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 15 . 5 . 2 . 2 . 35 . 05 ,Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,190000000,Honor peserta kegiatan fasilitasi anak yatim/piatu,,,,,,,,,,,,
,,,3,800 orang x 50.000,00 = 190.000.000,0,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 ,Pemberdayaan lanjut usia potensial ,41230000,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kabupaten Bantul,,,,,,,,,,,,
,,,Keluaran :  Meningkatnya peran aktif lansia dalam usaha kesejahteraan sosial,,,,,,,,,,,,
,,,Target:  60 orang,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 1 ,Belanja Pegawai ,760000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 1 . 01 ,Honorarium PNS ,760000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,760000,Honorarium Panitia pelaksana kegiatan,,,,,,,,,,,,
,,,Ketua,,,,,,,,,,,,
,,,2 ok x 90.000,00 = 180.000,0,,,,,,,,,,
,,,Sekretaris,,,,,,,,,,,,
,,,2 ok x 80.000,00 = 160.000,0,,,,,,,,,,
,,,Anggota,,,,,,,,,,,,
,,,6 ok x 70.000,00 = 420.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,40470000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,2195000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,2195000,Belanja Alat Tulis Kantor,,,,,,,,,,,,
,,,1 ls x 2.195.000,00 = 2.195.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,30500000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 2 . 02 . 12 ,Belanja alat-alat/perlengkapan ,30500000,Belanja alat-alat/perlengkapan,,,,,,,,,,,,
,,,Belanja bahan praktek,,,,,,,,,,,,
,,,1 ls x 500.000,00 = 500.000,0,,,,,,,,,,
,,,Belanja alat-alat/perlengkapan usaha peserta pelatihan,,,,,,,,,,,,
,,,60 paket x 500.000,00 = 30.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,1125000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,1125000,Belanja penggandaan,,,,,,,,,,,,
,,,7,500 lbr x 150,00 = 1.125.000,0,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,1000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 2 . 07 . 03 ,Belanja Sewa Ruang Rapat/Pertemuan ,1000000,Belanja sewa ruang rapat/pertemuan,,,,,,,,,,,,
,,,2 hari x 500.000,00 = 1.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,2050000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,300000,Belanja makanan dan minuman rapat,,,,,,,,,,,,
,,,40 dos x 7.500,00 = 300.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,1750000,Belanja makanan dan minuman pelaksanaan kegiatan,,,,,,,,,,,,
,,,Belanja snack minum kegiatan,,,,,,,,,,,,
,,,70 dos x 7.500,00 = 525.000,0,,,,,,,,,,
,,,Belanja makan dan minum kegiatan,,,,,,,,,,,,
,,,70 dos x 17.500,00 = 1.225.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 2 . 35 ,Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan,3600000,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,1800000,Honor Nara sumber,,,,,,,,,,,,
,,,8 jpl x 225.000,00 = 1.800.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 16 . 5 . 2 . 2 . 35 . 05 ,Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,1800000,Honor peserta,,,,,,,,,,,,
,,,60 oh x 30.000,00 = 1.800.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 22 ,Penanganan jenasah terlantar ,27900000,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kabupaten Bantul,,,,,,,,,,,,
,,,Keluaran :  Terlaksananya perawatan dan ,,,,,,,,,,,,
,,,pemakaman jenazah terlantar,,,,,,,,,,,,
,,,Target:  25 orang,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 22 . 5 . 2 . 1 ,Belanja Pegawai ,1020000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 22 . 5 . 2 . 1 . 01 ,Honorarium PNS ,1020000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 22 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,1020000,Honorarium pelaksana kegiatan,,,,,,,,,,,,
,,,Ketua tim,,,,,,,,,,,,
,,,1 ok x 200.000,00 = 200.000,0,,,,,,,,,,
,,,Sekretaris tim,,,,,,,,,,,,
,,,1 ok x 180.000,00 = 180.000,0,,,,,,,,,,
,,,Anggota 4 orang,,,,,,,,,,,,
,,,4 ok x 160.000,00 = 640.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 22 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,26880000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 22 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,545000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 22 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,545000,Belanja Alat Tulis Kantor,,,,,,,,,,,,
,,,Belanja Alat Tulis Kegiatan,,,,,,,,,,,,
,,,1 ls x 545.000,00 = 545.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 22 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,4000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 22 . 5 . 2 . 2 . 02 . 12 ,Belanja alat-alat/perlengkapan ,4000000,Belanja perlengkapan,,,,,,,,,,,,
,,,Belanja perlengkapan perawatan jenazah,,,,,,,,,,,,
,,,20 paket x 200.000,00 = 4.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 22 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,375000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 22 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,375000,Belanja penggandaan,,,,,,,,,,,,
,,,2,500 lbr x 150,00 = 375.000,0,,,,,,,,,
1.13 . 1.13.01 . 16 . 22 . 5 . 2 . 2 . 08 ,Belanja Sewa Sarana Mobilitas ,3000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 22 . 5 . 2 . 2 . 08 . 01 ,Belanja Sewa Sarana Mobilitas Darat ,3000000,Belanja sewa sarana mobilitas darat,,,,,,,,,,,,
,,,Belanja sewa sarana mobilitas darat (sewa ambulance),,,,,,,,,,,,
,,,20 kali x 150.000,00 = 3.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 22 . 5 . 2 . 2 . 35 ,Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan,18960000,,,,,,,,,
1.13 . 1.13.01 . 16 . 22 . 5 . 2 . 2 . 35 . 06 ,Jasa Tenaga Harian Lepas ,18960000,Honorarium harian,,,,,,,,,,,,
,,,Honor merawat jenazah,,,,,,,,,,,,
,,,40 ok x 75.000,00 = 3.000.000,0,,,,,,,,,,
,,,Honor pemakaman jenazah,,,,,,,,,,,,
,,,koordinator,,,,,,,,,,,,
,,,26 ok x 150.000,00 = 3.900.000,0,,,,,,,,,,
,,,Anggota,,,,,,,,,,,,
,,,104 ok x 100.000,00 = 10.400.000,0,,,,,,,,,,
,,,Pendoa,,,,,,,,,,,,
,,,26 ok x 50.000,00 = 1.300.000,0,,,,,,,,,,
,,,Honor juru kunci makam,,,,,,,,,,,,
,,,Juru kunci & petugas kebersihan makam,,,,,,,,,,,,
,,,12 ok x 30.000,00 = 360.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 ,Pelatihan ketrampilan dan praktek belajar kerja bagi anak terlantar ,48000000,Sumber Dana : ,,,,,,,,,,,,
,,,Lokasi Kegiatan : Kabupaten Bantul,,,,,,,,,,,,
,,,Keluaran :  Meningkatnya kesejahteraan & kemandirian bagi PMKS,,,,,,,,,,,,
,,,Target:  80 anak,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 1 ,Belanja Pegawai ,1240000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 1 . 01 ,Honorarium PNS ,1240000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,1240000,Honorarium Panitia Pelaksana Kegiatan,,,,,,,,,,,,
,,,Ketua,,,,,,,,,,,,
,,,4 Oh x 90.000,00 = 360.000,0,,,,,,,,,,
,,,Sekretaris,,,,,,,,,,,,
,,,4 Oh x 80.000,00 = 320.000,0,,,,,,,,,,
,,,Anggota,,,,,,,,,,,,
,,,8 Oh x 70.000,00 = 560.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,46760000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,3555000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,3555000,Belanja bahan pakai habis,,,,,,,,,,,,
,,,Belanja Alat Tulis Kegiatan,,,,,,,,,,,,
,,,1 Ls x 2.805.000,00 = 2.805.000,0,,,,,,,,,,
,,,Alat tulis peserta,,,,,,,,,,,,
,,,50 Org x 15.000,00 = 750.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,25800000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 2 . 02 . 12 ,Belanja alat-alat/perlengkapan ,25800000,Belanja peralatan,,,,,,,,,,,,
,,,Belanja bahan praktek,,,,,,,,,,,,
,,,2 Keg x 400.000,00 = 800.000,0,,,,,,,,,,
,,,Belanja alat-alat/perlengkapan usaha peserta pelatihan,,,,,,,,,,,,
,,,50 Pkt x 500.000,00 = 25.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,1125000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,1125000,Belanja Penggandaan,,,,,,,,,,,,
,,,7,500 Lbr x 150,00 = 1.125.000,0,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,2000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 2 . 07 . 03 ,Belanja Sewa Ruang Rapat/Pertemuan ,2000000,Belanja Sewa Ruang Rapat/Pertemuan,,,,,,,,,,,,
,,,Belanja Sewa Ruang Rapat,,,,,,,,,,,,
,,,4 Kgt x 500.000,00 = 2.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,7950000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,1200000,Belanja makan dan minuman rapat,,,,,,,,,,,,
,,,Belanja makan dan minuman pelaksanaan kegiatan,,,,,,,,,,,,
,,,160 Dos x 7.500,00 = 1.200.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,6750000,Belanja makan dan minum pelaksanaan kegiatan pelatihan,,,,,,,,,,,,
,,,Snack minum,,,,,,,,,,,,
,,,120 Dos x 7.500,00 = 900.000,0,,,,,,,,,,
,,,Makan minum,,,,,,,,,,,,
,,,120 Dos x 17.500,00 = 2.100.000,0,,,,,,,,,,
,,,Fasilitasi Hipenca (makan, minum, snack),,,,,,,,,,
,,,150 Dos x 25.000,00 = 3.750.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,630000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,630000,Belanja perjalanan dinas dalam Provinsi DIY,,,,,,,,,,,,
,,,Gol. IV,,,,,,,,,,,,
,,,3 ok x 70.000,00 = 210.000,0,,,,,,,,,,
,,,Gol. III,,,,,,,,,,,,
,,,7 ok x 60.000,00 = 420.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 2 . 35 ,Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan,5700000,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,2700000,Honor Narasumber pelatihan keterampilan,,,,,,,,,,,,
,,,Narasumber pelatihan keterampilan,,,,,,,,,,,,
,,,12 Jpl x 225.000,00 = 2.700.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 23 . 5 . 2 . 2 . 35 . 05 ,Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,3000000,Honorarium harian,,,,,,,,,,,,
,,,Transport peserta,,,,,,,,,,,,
,,,100 Oh x 30.000,00 = 3.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 ,Pelayanan dan penanganan anak putus sekolah dan anak berhadapan ,15049950,Sumber Dana : ,,,,,,,,,,,,
,dengan hukum,,Lokasi Kegiatan : Kabupaten Bantul,,,,,,,,,,,,
,,,Keluaran :  Terlaksananya program penanganan ABH, anak korban KDRT & anak putus sekolah,,,,,,,,,,,
,,,Target:  80 anak,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 1 ,Belanja Pegawai ,240000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 1 . 01 ,Honorarium PNS ,240000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,240000,Honorarium Panitia Pelaksana Kegiatan,,,,,,,,,,,,
,,,Ketua,,,,,,,,,,,,
,,,1 Ok x 90.000,00 = 90.000,0,,,,,,,,,,
,,,Sekretaris,,,,,,,,,,,,
,,,1 Ok x 80.000,00 = 80.000,0,,,,,,,,,,
,,,Anggota,,,,,,,,,,,,
,,,1 Ok x 70.000,00 = 70.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,14809950,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,410000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,410000,Belanja Alat Tulis Kantor,,,,,,,,,,,,
,,,Alat tulis Kegiatan,,,,,,,,,,,,
,,,1 ls x 410.000,00 = 410.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,7250000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 2 . 02 . 12 ,Belanja alat-alat/perlengkapan ,7250000,Belanja Bahan/Peralatan,,,,,,,,,,,,
,,,Belanja bahan praktek,,,,,,,,,,,,
,,,1 Keg x 250.000,00 = 250.000,0,,,,,,,,,,
,,,Belanja alat-alat/perlengkapan usaha peserta pelatihan,,,,,,,,,,,,
,,,20 Pkt x 350.000,00 = 7.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,499950,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,499950,Belanja Penggandaan,,,,,,,,,,,,
,,,3,333 Lbr x 150,00 = 499.950,0,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,500000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 2 . 07 . 03 ,Belanja Sewa Ruang Rapat/Pertemuan ,500000,Belanja Sewa Ruang Rapat/Pertemuan,,,,,,,,,,,,
,,,1 Kgt x 500.000,00 = 500.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,2775000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,2150000,Belanja Makan dan Minum,,,,,,,,,,,,
,,,Belanja makan dan minum rapat,,,,,,,,,,,,
,,,20 Dos x 7.500,00 = 150.000,0,,,,,,,,,,
,,,Koordinasi Penanganan ABH,,,,,,,,,,,,
,,,80 Dos x 25.000,00 = 2.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 2 . 11 . 05 ,Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,625000,Belanja makan dan minum pelaksanaan kegiatan,,,,,,,,,,,,
,,,Belanja snack & minum pelaksanaan kegiatan,,,,,,,,,,,,
,,,25 Dos x 7.500,00 = 187.500,0,,,,,,,,,,
,,,Belanja makan minum kegiatan,,,,,,,,,,,,
,,,25 Dos x 17.500,00 = 437.500,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 2 . 35 ,Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan,3375000,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 2 . 35 . 01 ,Jasa Nara Sumber/Moderator/Tenaga Ahli ,675000,Honorarium Narasumber,,,,,,,,,,,,
,,,3 Ok x 225.000,00 = 675.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 24 . 5 . 2 . 2 . 35 . 05 ,Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,2700000,Honorarium harian,,,,,,,,,,,,
,,,Transport peserta,,,,,,,,,,,,
,,,20 Org x 25.000,00 = 500.000,0,,,,,,,,,,
,,,Honor pendamping,,,,,,,,,,,,
,,,2 Org x 100.000,00 = 200.000,0,,,,,,,,,,
,,,transport penanganan ABH,,,,,,,,,,,,
,,,80 Org x 25.000,00 = 2.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 ,Koordinasi perumusan kebijakan dan sinkronisasi pelaksanaan ,77500000,Sumber Dana : ,,,,,,,,,,,,
,penanganan permaslahan lansia,,Lokasi Kegiatan : Kabupaten Bantul,,,,,,,,,,,,
,,,Keluaran :  Meningkatnya peran aktif SKPD & Kecamatan dalam penanganan permasalahan lanjut usia,,,,,,,,,,,,
,,,Target:  9 kegiatan,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 . 5 . 2 . 1 ,Belanja Pegawai ,7370000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 . 5 . 2 . 1 . 01 ,Honorarium PNS ,4870000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,4870000,Honorarium panitia pelaksanaan kegiatan workshop,,,,,,,,,,,,
,,,Ketua,,,,,,,,,,,,
,,,3 Ok x 90.000,00 = 270.000,0,,,,,,,,,,
,,,Sekretaris,,,,,,,,,,,,
,,,3 Ok x 80.000,00 = 240.000,0,,,,,,,,,,
,,,Anggota,,,,,,,,,,,,
,,,12 Ok x 70.000,00 = 840.000,0,,,,,,,,,,
,,,Honorarium panitia pelaksana kegiatan pelatihan kader  Yandu Lansia,,,,,,,,,,,,
,,,Ketua,,,,,,,,,,,,
,,,1 Ok x 90.000,00 = 90.000,0,,,,,,,,,,
,,,Sekretaris,,,,,,,,,,,,
,,,1 Ok x 80.000,00 = 80.000,0,,,,,,,,,,
,,,Anggota,,,,,,,,,,,,
,,,3 Ok x 70.000,00 = 210.000,0,,,,,,,,,,
,,,Honorarium Panitia Pelaksana Kegiatan Hari Lanjut Usia & Senam Massal,,,,,,,,,,,,
,,,Honor MC,,,,,,,,,,,,
,,,2 keg x 2 org,,,,,,,,,,,,
,,,4 ok x 75.000,00 = 300.000,0,,,,,,,,,,
,,,Ketua,,,,,,,,,,,,
,,,2 keg x 1 org,,,,,,,,,,,,
,,,2 ok x 90.000,00 = 180.000,0,,,,,,,,,,
,,,Sekretaris,,,,,,,,,,,,
,,,2 keg x 1 org,,,,,,,,,,,,
,,,2 ok x 80.000,00 = 160.000,0,,,,,,,,,,
,,,Anggota,,,,,,,,,,,,
,,,2 keg x 25 org,,,,,,,,,,,,
,,,50 ok x 50.000,00 = 2.500.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,2500000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 . 5 . 2 . 1 . 02 . 06 ,Honorarium Petugas Pendamping Kegiatan ,2500000,Honorarium panitia pelaksana kegiatan HALUN,,,,,,,,,,,,
,,,Anggota,,,,,,,,,,,,
,,,2 keg x 15 org,,,,,,,,,,,,
,,,30 ok x 50.000,00 = 1.500.000,0,,,,,,,,,,
,,,Honorarium Panitia HALUN & Senam Massal,,,,,,,,,,,,
,,,Honor panitia HALUN & Senam Massal,,,,,,,,,,,,
,,,20 oh x 50.000,00 = 1.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,70130000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,4005000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,4005000,Belanja bahan pakai habis,,,,,,,,,,,,
,,,ATK Kegiatan,,,,,,,,,,,,
,,,1 Ls x 2.805.000,00 = 2.805.000,0,,,,,,,,,,
,,,ATK peserta pelatihan kader yandu,,,,,,,,,,,,
,,,80 Pkt x 15.000,00 = 1.200.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,4000000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 . 5 . 2 . 2 . 02 . 08 ,Belanja Bahan Makanan ,4000000,Belanja paket sembako bakti sosial,,,,,,,,,,,,
,,,1 ls x 4.000.000,00 = 4.000.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,2400000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,900000,Belanja Cetak,,,,,,,,,,,,
,,,Backdrop,,,,,,,,,,,,
,,,1 buah x 500.000,00 = 500.000,0,,,,,,,,,,
,,,Spanduk,,,,,,,,,,,,
,,,2 buah x 200.000,00 = 400.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,1500000,,,,,,,,,,,,,
,,,Belanja penggandaan,,,,,,,,,,,,
,,,Penggandaan kegiatan,,,,,,,,,,,,
,,,10,000 Lbr x 150,00 = 1.500.000,0,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,500000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 . 5 . 2 . 2 . 07 . 03 ,Belanja Sewa Ruang Rapat/Pertemuan ,500000,Belanja sewa ruang rapat/pertemuan,,,,,,,,,,,,
,,,Belanja sewa tempat pelat kader yandu lansia,,,,,,,,,,,,
,,,1 hr x 500.000,00 = 500.000,0,,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 . 5 . 2 . 2 . 08 ,Belanja Sewa Sarana Mobilitas ,8500000,,,,,,,,,,,,,
1.13 . 1.13.01 . 16 . 25 . 5 . 2 . 2 . 08 . 01 ,Belanja Sewa Sarana Mobilitas Darat ,8500000,Belanja sewa sarana mobilitas darat,,,,,,,,,,,,
,,,Belanja sewa sarana mobilitas darat upacara Halun,,,,,,,,,,,,
