Judul;Anggaran Pendapatan Belanja Daerah;;
1.20.1.20.11.172.003.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;88730000;Honorarium Panitia Pelaksana Kegiatan 88730000 11657169842
1.20.1.20.11.172.003.5.2.1.01.02 ;Honorarium Tim Pengadaan Barang dan Jasa ;825000;Honorarium Tim Pengadaan Barang dan Jasa 825000 11657169842
1.20.1.20.11.172.003.5.2.1.06 ;Uang Piket ;78840000;
1.20.1.20.11.172.003.5.2.1.06.02 ;Uang Piket Non PNS ;78840000;Uang Piket Non PNS 78840000 11657169842
1.20.1.20.11.172.003.5.2.2 ;BELANJA BARANG DAN JASA ;272450000;
1.20.1.20.11.172.003.5.2.2.01 ;Belanja Bahan Pakai Habis ;9000000;
1.20.1.20.11.172.003.5.2.2.01.01 ;Belanja  Alat Tulis Kantor ;9000000;Belanja  Alat Tulis Kantor 9000000 11657169842
1.20.1.20.11.172.003.5.2.2.03 ;Belanja Jasa Kantor ;9200000;
1.20.1.20.11.172.003.5.2.2.03.13;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film;9200000;Belanja Dekorasi Dokumentasi Publikasi Pembuatan Film 9200000 11657169842
1.20.1.20.11.172.003.5.2.2.06 ;Belanja Cetak Dan Penggandaan ;900000;
1.20.1.20.11.172.003.5.2.2.06.02 ;Belanja Penggandaan ;900000;Belanja Penggandaan 900000 11657169842
1.20.1.20.11.172.003.5.2.2.11 ;Belanja Makanan Dan Minuman ;92360000;
1.20.1.20.11.172.003.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;92360000;Belanja Makanan Dan Minuman Rapat 92360000 11657169842
1.20.1.20.11.172.003.5.2.2.13 ;Belanja Pakaian Kerja ;69950000;
1.20.1.20.11.172.003.5.2.2.13.01 ;Belanja Pakaian Kerja Lapangan ;69950000;Belanja Pakaian Kerja Lapangan 69950000 11657169842
1.20.1.20.11.172.003.5.2.2.15 ;Belanja Perjalanan Dinas ;8640000;
1.20.1.20.11.172.003.5.2.2.15.01 ;Belanja Perjalanan Dinas Dalam Daerah ;8640000;Belanja Perjalanan Dinas Dalam Daerah 8640000 11657169842
1.20.1.20.11.172.003.5.2.2.21 ;Belanja Jasa Konsultansi ;50000000;
1.20.1.20.11.172.003.5.2.2.21.02 ;Belanja Jasa Konsultansi Perencanaan ;50000000;Belanja Jasa Konsultansi Perencanaan 50000000 11657169842
1.20.1.20.11.172.003.5.2.2.31 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;32400000;
1.20.1.20.11.172.003.5.2.2.31.01 ;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ;32400000;Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator 32400000 11657169842
1.20.1.20.11.172.004.5.2 ;Rehabilitasi dan Rekonstruksi Pasca Bencana ;278490000;
1.20.1.20.11.172.004.5.2.1 ;BELANJA PEGAWAI ;62110000;
1.20.1.20.11.172.004.5.2.1.01 ;Honorarium PNS ;62110000;
1.20.1.20.11.172.004.5.2.1.01.01 ;Honorarium Panitia Pelaksana Kegiatan ;60910000;Honorarium Panitia Pelaksana Kegiatan 60910000 11657169842
1.20.1.20.11.172.004.5.2.1.01.02 ;Honorarium Tim Pengadaan Barang dan Jasa ;1200000;Honorarium Tim Pengadaan Barang dan Jasa 1200000 11657169842
1.20.1.20.11.172.004.5.2.2 ;BELANJA BARANG DAN JASA ;216380000;
1.20.1.20.11.172.004.5.2.2.02 ;Belanja Bahan/Material ;200000000;
1.20.1.20.11.172.004.5.2.2.02.01 ;Belanja Bahan Baku Bangunan ;200000000;Belanja Bahan Baku Bangunan 200000000 11657169842
1.20.1.20.11.172.004.5.2.2.11 ;Belanja Makanan Dan Minuman ;16380000;
1.20.1.20.11.172.004.5.2.2.11.02 ;Belanja Makanan Dan Minuman Rapat ;16380000;Belanja Makanan Dan Minuman Rapat 16380000 11657169842
;JUMLAH BELANJA ;15291318081;
