Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.01 . 1.01.02 . 15 . 78 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,2000000,"APBD
   belanja makan minum rapat
belanja makan minum rapat persiapan gebyar PAUD80 org x 25.000,00 = 2.000.000,00"
1.01 . 1.01.02 . 15 . 78 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,15000000,"APBD 
  belanja makan minum kegiatan
belanja makan minum kegiatan gebyar PAUD600 org x 25.000,00 = 15.000.000,00"
1.01 . 1.01.02 . 15 . 78 . 5 . 2 . 2 . 17,"Belanja kursus, pelatihan, sosialisasi dan bimbingan teknis PNS",22000000,
1.01 . 1.01.02 . 15 . 78 . 5 . 2 . 2 . 17 . 07,Belanja Pengiriman Peserta Seleksi Akademik,22000000,"APBD 
  Belanja Pengiriman peserta seleksi akademik ( Gebyar PAUD  )
Belanja Pengiriman peserta akademik ( Geyar PAUD dari kecamatan ke Kabupaten )600 org x 20.000,00 = 12.000.000,00
Belanja Pengiriman peserta akademik ( Geyar PAUD dari kabupaten ke Propinsi  )400 org x 25.000,00 = 10.000.000,00"
1.01 . 1.01.02 . 15 . 78 . 5 . 2 . 2 . 35,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",1550000,
1.01 . 1.01.02 . 15 . 78 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,1550000,"APBD
   Honor Narasumber Gebyar PAUD4 org x 300.000,00 = 1.200.000,00
Honor Moderator Gebyar PAUD2 org x 175.000,00 = 350.000,00"
1.01 . 1.01.02 . 15 . 81,Pemberian Bantuan Operasional Pendidikan Anak Usia Dini,25051390000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Tersalurnya bantuan operasional PAUD
Target     :  6 lembaga"
1.01 . 1.01.02 . 15 . 81 . 5 . 2 . 1,Belanja Pegawai,8019600000,
1.01 . 1.01.02 . 15 . 81 . 5 . 2 . 1 . 02,Honorarium Non PNS,8019600000,
1.01 . 1.01.02 . 15 . 81 . 5 . 2 . 1 . 02 . 02,Honorarium Pegawai Honorer/Tidak Tetap,8019600000,"APBD   
Honorarium / insentif guru dan pegawai tidak tetap ( GTT/GTY/PTT/PTY )
Honorarium / insentif guru dan pegawai tidak tetap ( GTT/GTY/PTT/PTY ) di TK dan SLB APBD II Kabupaten Bantul1,036 org/th x 3.600.000,00 = 3.729.600.000,00
Honorarium / insentif guru dan pegawai tidak tetap ( GTT/GTY/PTT/PTY ) di TK dari APBD DIY910 org/th x 1.800.000,00 = 1.638.000.000,00
Honorarium / insentif pendidik PAUD Non Formal Kabupaten Bantul2,210 org/th x 1.200.000,00 = 2.652.000.000,00"
1.01 . 1.01.02 . 15 . 81 . 5 . 2 . 2,Belanja Barang dan Jasa,17031790000,
1.01 . 1.01.02 . 15 . 81 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,25500000,
1.01 . 1.01.02 . 15 . 81 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,25500000,"APBD  
 Belanja ATK
Belanja ATK (17 kec dan pelaporan)17 keg x 1.500.000,00 = 25.500.000,00"
1.01 . 1.01.02 . 15 . 81 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,154500000,
1.01 . 1.01.02 . 15 . 81 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,23600000,"APBD   
Belanja makan minum rapat
Belanja makan minum rapat Dinas ( 40 org x 4 rapat x Rp.20.000 )160 org x 20.000,00 = 3.200.000,00
Belanja makan dan minum rapat ( 30 org x 17 Kec x 2 rapat x Rp.2000 )1,020 org x 20.000,00 = 20.400.000,00"
1.01 . 1.01.02 . 15 . 81 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,130900000,"APBD   
Belanja Makan dan Minum Kegiatan
Belanja Makan Minum Kegiatan ( 100 org x 17 Kec x Rp. 38.500 x 2 Keg )3,400 org x 38.500,00 = 130.900.000,00"
1.01 . 1.01.02 . 15 . 81 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,58830000,
1.01 . 1.01.02 . 15 . 81 . 5 . 2 . 2 . 15 . 01,Belanja Perjalanan Dinas Dalam Daerah,21250000,"APBD  
 Eselon 3 / golongan 4Eselon 3 / Gol. IV ( 17 Kec x 5 org x Rp.75.000 x 2 kali SPPD )170 org x 75.000,00 = 12.750.000,00
Eselon 4 / Gol. 1,2,3 ( 17 Kec x 5 org x Rp.50.00 x 2 kali SPPD )170 org x 50.000,00 = 8.500.000,00"
1.01 . 1.01.02 . 15 . 81 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,37580000,"APBD   
Belanja perjalanan dinas luar daerah1 keg x 37.580.000,00 = 37.580.000,00"
1.01 . 1.01.02 . 15 . 81 . 5 . 2 . 2 . 31,Belanja Operasional Pendidikan,16699000000,
1.01 . 1.01.02 . 15 . 81 . 5 . 2 . 2 . 31 . 01,Belanja Operasional Pendidikan PAUD,16699000000,"APBD  
 Belanja Operasional Pendidikan ( BOP )
Belanja Operasional Pendidikan ( BOP ) PAUD1 keg x 16.044.000.000,00 = 16.044.000.000,00
BOP SKB Kabupaten Bantul1 keg x 525.000.000,00 = 525.000.000,00
BOP TK NEGERI1 keg x 30.000.000,00 = 30.000.000,00
BOP TK PEMBINA5 keg x 20.000.000,00 = 100.000.000,00"
1.01 . 1.01.02 . 15 . 81 . 5 . 2 . 2 . 35,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",93960000,
1.01 . 1.01.02 . 15 . 81 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,93960000,"APBD   
Jasa Narasumber/Moderator/Tenaga Ahli
Jasa Narasumber ( 17 x 6 jpl x 250.000 x 2 )204 jpl x 250.000,00 = 51.000.000,00
Jasa Moderator ( 17 x 6 jpl x 150.000 x 2 )204 jpl x 150.000,00 = 30.600.000,00
Jasa Petugas Verifikasi ( 17 Kec x 3 org x 120.000 x 2 kali verifikasi )103 oh x 120.000,00 = 12.360.000,00"
1.01 . 1.01.02 . 15 . 83,Pelatihan Manajemen bagi Pengelola PAUD Non Formal,67000000,"Sumber Dana : APBD
Lokasi Kegiatan : Bantul
Keluaran :  Terlaksananya Pelatihan Manajemen Bagi Pengelola PAUD
Target     :  250 Orang"
1.01 . 1.01.02 . 15 . 83 . 5 . 2 . 1,Belanja Pegawai,11250000,
1.01 . 1.01.02 . 15 . 83 . 5 . 2 . 1 . 01,Honorarium PNS,11250000,
1.01 . 1.01.02 . 15 . 83 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,11250000,"APBD   
Honor Panitia Pelaksana Kegiatan
Honor tim pelaksana kegiatan0 tim x 2.000.000,00 = 0,00
honor tim verifikasi proposal30 tim/bjj x 175.000,00 = 5.250.000,00
honor timmonitoring dan evaluasi30 tim/bjj x 200.000,00 = 6.000.000,00"
1.01 . 1.01.02 . 15 . 83 . 5 . 2 . 2,Belanja Barang dan Jasa,55750000,
1.01 . 1.01.02 . 15 . 83 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,6597500,
1.01 . 1.01.02 . 15 . 83 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,6597500,"APBD  
 Belanja ATK Kegiatan
ATK Kegiatan1 keg x 1.597.500,00 = 1.597.500,00
ATK peserta pelatihan100 keg x 50.000,00 = 5.000.000,00"
1.01 . 1.01.02 . 15 . 83 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,1020000,
1.01 . 1.01.02 . 15 . 83 . 5 . 2 . 2 . 03 . 08,Belanja Sertifikasi,700000,"APBD
   Belanja sertifikasi pelatihan
belanja sertifikat100 lbr x 7.000,00 = 700.000,00"
1.01 . 1.01.02 . 15 . 83 . 5 . 2 . 2 . 03 . 14,Belanja Dekorasi,320000,"APBD 
  Belanja dekorasi spanduk pelatihan
Belanja dekorasi spanduk1 biji x 320.000,00 = 320.000,00"
1.01 . 1.01.02 . 15 . 83 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,3712500,
1.01 . 1.01.02 . 15 . 83 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,3712500,"APBD   
Belanja penggandaan

Belanja penggandaan / copy materi pelatihan24,750 lbr x 150,00 = 3.712.500,00"
1.01 . 1.01.02 . 15 . 83 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,21220000,
1.01 . 1.01.02 . 15 . 83 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1200000,"APBD 
  Belanja makan minum rapat60 dos x 20.000,00 = 1.200.000,00"
1.01 . 1.01.02 . 15 . 83 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,20020000,"APBD 
  Belanja makan minum kegiatan520 dus x 38.500,00 = 20.020.000,00"
1.01 . 1.01.02 . 15 . 83 . 5 . 2 . 2 . 35,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",23200000,
1.01 . 1.01.02 . 15 . 83 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,11200000,"APBD 
  Honor Narasumber & Moderator
Honor Narasumber28 jpl x 250.000,00 = 7.000.000,00
honor moderator28 org x 150.000,00 = 4.200.000,00"
1.01 . 1.01.02 . 15 . 83 . 5 . 2 . 2 . 35 . 05,Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi,12000000,"APBD
   Jasa Peserta Pelatihan
Uang saku Peserta Pelatihan400 org x 30.000,00 = 12.000.000,00"
1.24 . 1.01.02 . 16,Program penyelamatan dan pelestarian dokumen/arsip daerah,15510000,
1.24 . 1.01.02 . 16 . 05,Akuisisi dan Pengelolaan Arsip,15510000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Penataan Arsip Dinas
Target     :  1 kegiatan"
1.24 . 1.01.02 . 16 . 05 . 5 . 2 . 1,Belanja Pegawai,0,
1.24 . 1.01.02 . 16 . 05 . 5 . 2 . 1 . 01,Honorarium PNS,0,
1.24 . 1.01.02 . 16 . 05 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,0,"APBD   
Honor Tim Pelaksana Kegiatan0 ob/bjj x 480.000,00 = 0,00
Honor petugas/pengelolaan arsip0 bln x 1.200.000,00 = 0,00
Honor pendampingan0 ob x 600.000,00 = 0,00"
1.24 . 1.01.02 . 16 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,15510000,
1.24 . 1.01.02 . 16 . 05 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,1200000,
1.24 . 1.01.02 . 16 . 05 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,1200000,"APBD   
Belanja alat tulis kegiatan1 ls x 1.200.000,00 = 1.200.000,00"
1.24 . 1.01.02 . 16 . 05 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,1710000,
1.24 . 1.01.02 . 16 . 05 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,1710000,"APBD  
 Belanja penggandaan11,400 lbr x 150,00 = 1.710.000,00"
1.24 . 1.01.02 . 16 . 05 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,7200000,
1.24 . 1.01.02 . 16 . 05 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,900000,"APBD   
Belanja makan minum rapat45 dos x 20.000,00 = 900.000,00"
1.24 . 1.01.02 . 16 . 05 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,6300000,"APBD   
Belanja makan minum kegiatan225 dos x 28.000,00 = 6.300.000,00"
1.24 . 1.01.02 . 16 . 05 . 5 . 2 . 2 . 35,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",5400000,
1.24 . 1.01.02 . 16 . 05 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,5400000,"APBD   
Jasa Nara Sumber (Pendamping)3 ob x 600.000,00 = 1.800.000,00
Jasa Petugas Pengolahan Arsip3 bulan x 1.200.000,00 = 3.600.000,00"
1.01 . 1.01.02 . 16,Program Wajib Belajar Pendidikan Dasar Sembilan Tahun,172037000,
1.01 . 1.01.02 . 16 . 67,Penyelenggaraan Paket A Setara SD,86287000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terlaksananya Kejar Paket A KF
Target     :  7 Kelompok PKBM"
1.01 . 1.01.02 . 16 . 67 . 5 . 2 . 1,Belanja Pegawai,63000000,
1.01 . 1.01.02 . 16 . 67 . 5 . 2 . 1 . 01,Honorarium PNS,0,
1.01 . 1.01.02 . 16 . 67 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,0,"APBD 
  Honorarium  Tim Teknis Pelaksana Kegiatan
Ketua0 org x 140.000,00 = 0,00
Sekretaris0 org x 130.000,00 = 0,00
Anggota0 0rg x 120.000,00 = 0,00
Honorarium Tutor Paket A0 0b x 150.000,00 = 0,00"
1.01 . 1.01.02 . 16 . 67 . 5 . 2 . 1 . 02,Honorarium Non PNS,63000000,
1.01 . 1.01.02 . 16 . 67 . 5 . 2 . 1 . 02 . 02,Honorarium Pegawai Honorer/Tidak Tetap,63000000,"APBD   
Honor Tutor Paket A420 ob x 150.000,00 = 63.000.000,00"
1.01 . 1.01.02 . 16 . 67 . 5 . 2 . 2,Belanja Barang dan Jasa,23287000,
1.01 . 1.01.02 . 16 . 67 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,3967000,
1.01 . 1.01.02 . 16 . 67 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,3967000,"APBD 
 Belanja Alat Tulis Kantor Kegiatan1 Keg. x 467.000,00 = 467.000,00
Belanja Alat Tulis Warga Belajar7 kelompok x 500.000,00 = 3.500.000,00"
1.01 . 1.01.02 . 16 . 67 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,17500000,
1.01 . 1.01.02 . 16 . 67 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,17500000,"APBD 
  penggandaan naskah soal
Pembelian Lembar kerja Siswa7 kelompok x 2.050.000,00 = 14.350.000,007 Kel x 450.000,00 = 3.150.000,00"
1.01 . 1.01.02 . 16 . 67 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,1000000,
1.01 . 1.01.02 . 16 . 67 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1000000,"APBD 
  Belanja Makan Minum Rapat50 org x 20.000,00 = 1.000.000,00"
1.01 . 1.01.02 . 16 . 67 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,820000,
1.01 . 1.01.02 . 16 . 67 . 5 . 2 . 2 . 15 . 01,Belanja Perjalanan Dinas Dalam Daerah,820000,"APBD  
 Belanja perjalan Dinas Dalam Daerah
Golongan IV8 org x 50.000,00 = 400.000,00
Golongan III6 org x 40.000,00 = 240.000,00
Golongan II6 org x 30.000,00 = 180.000,00"
1.01 . 1.01.02 . 16 . 67 . 5 . 2 . 2 . 35,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",0,
1.01 . 1.01.02 . 16 . 67 . 5 . 2 . 2 . 35 . 10,Jasa Penyelenggaraan Kegiatan,0,"APBD
   Honor Tutor
Honor Tutor Paket A0 ob x 150.000,00 = 0,00"
1.01 . 1.01.02 . 16 . 68,Penyelenggaraan Paket B Setara SMP,85750000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terlaksananya Kejar Paket B
Target     :  6 Kelompok PKBM"
1.01 . 1.01.02 . 16 . 68 . 5 . 2 . 1,Belanja Pegawai,64800000,
1.01 . 1.01.02 . 16 . 68 . 5 . 2 . 1 . 01,Honorarium PNS,0,
1.01 . 1.01.02 . 16 . 68 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,0,"APBD  
 Ketua0 org x 140.000,00 = 0,00
Sekretaris0 org x 130.000,00 = 0,00
Anggota0 org x 120.000,00 = 0,00"
1.01 . 1.01.02 . 16 . 68 . 5 . 2 . 1 . 02,Honorarium Non PNS,64800000,
1.01 . 1.01.02 . 16 . 68 . 5 . 2 . 1 . 02 . 02,Honorarium Pegawai Honorer/Tidak Tetap,64800000,"APBD  
 Honorarium Tutor432 ob x 150.000,00 = 64.800.000,00"
1.01 . 1.01.02 . 16 . 68 . 5 . 2 . 2,Belanja Barang dan Jasa,20950000,
1.01 . 1.01.02 . 16 . 68 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,18670000,
1.01 . 1.01.02 . 16 . 68 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,18670000,"APBD  
 Belanja ATK Kegiatan1 keg x 420.100,00 = 420.100,00
Belanja Alat Tulis Warga Belajar6 kel x 502.500,00 = 3.015.000,00
Belanja penggandaan lembar kerja siswa (LKS)6 kel x 1.980.000,00 = 11.880.000,00
Belanja Penggandaan Naskah soal6 kel x 517.500,00 = 3.105.000,00
Fotocopy1,666 eks x 150,00 = 249.900,00"
1.01 . 1.01.02 . 16 . 68 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,1040000,
1.01 . 1.01.02 . 16 . 68 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1040000,"APBD   
Belanja Makan Minur Rapat52 org x 20.000,00 = 1.040.000,00"
1.01 . 1.01.02 . 16 . 68 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,1240000,
1.01 . 1.01.02 . 16 . 68 . 5 . 2 . 2 . 15 . 01,Belanja Perjalanan Dinas Dalam Daerah,1240000,"APBD
   Belanja Perjalanan Dinas Dalan Derah
Gonongan IV12 org x 50.000,00 = 600.000,00
Golongan III10 org x 40.000,00 = 400.000,00
Golongan II8 org x 30.000,00 = 240.000,00"
1.01 . 1.01.02 . 16 . 68 . 5 . 2 . 2 . 35,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",0,
1.01 . 1.01.02 . 16 . 68 . 5 . 2 . 2 . 35 . 10,Jasa Penyelenggaraan Kegiatan,0,"APBD
   Honor Tutor Paket B0 ob x 150.000,00 = 0,00"
1.01 . 1.01.02 . 17,Program Pendidikan Menengah,16985645000,
1.01 . 1.01.02 . 17 . 03,Penambahan ruang kelas sekolah,1912000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terwujudnya bangunan ruang kelas baru
Target     :  5 unit"
1.01 . 1.01.02 . 17 . 03 . 5 . 2 . 3,Belanja Modal,1912000000,
1.01 . 1.01.02 . 17 . 03 . 5 . 2 . 3 . 49,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Kerja,1912000000,
1.01 . 1.01.02 . 17 . 03 . 5 . 2 . 3 . 49 . 10,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Pendidikan,1912000000,"APBD   
Belanja modal pembangunan atau penambahan ruang kelas baru di sekolah
Pembangunan ruang kelas baru dan perabotnya di SMAN 1 Bantul5 ruang x 380.000.000,00 = 1.900.000.000,00
Honor PPK1 org x 1.000.000,00 = 1.000.000,00
Honor panitia pengadaan1 org/bjj x 1.950.000,00 = 1.950.000,00
Honor tim penerima hasil pekerjaan1 org/bjj x 900.000,00 = 900.000,00
Honor konsultan perencana1 org x 4.000.000,00 = 4.000.000,00
Honor tim teknis bangunan/pengawas1 org x 2.500.000,00 = 2.500.000,00
Belanja ATK kegiatan1 keg x 275.000,00 = 275.000,00
Blanja fotocopy2,500 lbr x 150,00 = 375.000,00
Belanja makan minum rapat50 org x 20.000,00 = 1.000.000,00"
1.01 . 1.01.02 . 17 . 05,"Pembangunan laboratorium dan ruang pratikum sekolah (labotatorium bahasa, komputer, IPA, IPS dan lain-lain)",332625000,"Sumber Dana : APBD
Lokasi Kegiatan : Kab. Bantul
Keluaran :  Terwujudnya bangunan laboratorium
Target     :  1 unit"
1.01 . 1.01.02 . 17 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,600000,
1.01 . 1.01.02 . 17 . 05 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,600000,
1.01 . 1.01.02 . 17 . 05 . 5 . 2 . 2 . 15 . 01,Belanja Perjalanan Dinas Dalam Daerah,600000,"APBD   
Belanja perjalanan dinas dalam daerah
Golongan 44 org x 75.000,00 = 300.000,00
Golongan 36 org x 50.000,00 = 300.000,00"
1.01 . 1.01.02 . 17 . 05 . 5 . 2 . 3,Belanja Modal,332025000,
1.01 . 1.01.02 . 17 . 05 . 5 . 2 . 3 . 49,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Kerja,332025000,
1.01 . 1.01.02 . 17 . 05 . 5 . 2 . 3 . 49 . 10,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Pendidikan,332025000,"APBD 
  Belanja modal pembangunan laboratorium komputer sekolah
Pembangunan laboratorium komputer dan perabotnya di SMAN 1 Dlingo1 ruang x 325.000.000,00 = 325.000.000,00
Honor PPK1 org x 525.000,00 = 525.000,00
Honor panitia pengadaan1 org/bjj x 1.500.000,00 = 1.500.000,00
Honor tim penerima hasil pekerjaan1 org/bjj x 675.000,00 = 675.000,00
Honor konsultan perencana1 org x 2.000.000,00 = 2.000.000,00
Honor tim teknis bangunan/pengawas1 org x 1.250.000,00 = 1.250.000,00
Belanja fotocopy1,500 lbr x 150,00 = 225.000,00
Belanja makan minum rapat30 org x 20.000,00 = 600.000,00
Belanja ATK kegiatan1 keg x 250.000,00 = 250.000,00"
1.01 . 1.01.02 . 17 . 08,Pembangunan ruang serba guna/aula,0,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terwujudnya bangunan gedung serba guna/aula di sekolah
Target     :  1 unit"
1.01 . 1.01.02 . 17 . 08 . 5 . 2 . 1,Belanja Pegawai,0,
1.01 . 1.01.02 . 17 . 08 . 5 . 2 . 1 . 01,Honorarium PNS,0,
1.01 . 1.01.02 . 17 . 08 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,0,"APBD   
Honor Pelaksana Kegiatan
Honor Panitia Pelaksana Kegiatan0 keg/bjj x 1.560.000,00 = 0,00"
1.01 . 1.01.02 . 17 . 08 . 5 . 2 . 1 . 01 . 02,Honorarium Tim Pengadaan Barang Dan Jasa,0,"APBD   
Honorarium Tim Pengadaan barang dan Jasa
Honor PPK0 org x 575.000,00 = 0,00
Honor Perencana bangunan/Konsultan Perencana0 keg/bjj x 2.500.000,00 = 0,00
Honor Tim Pengawas/Tim Teknis bangunan0 org x 1.250.000,00 = 0,00
Honor Panitia/Pejabat Pengadaan0 keg/bjj x 1.500.000,00 = 0,00
Honor Penerima Barang/Hasil Pekerjaan0 keg/bjj x 675.000,00 = 0,00"
1.01 . 1.01.02 . 17 . 08 . 5 . 2 . 2,Belanja Barang dan Jasa,0,
1.01 . 1.01.02 . 17 . 08 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,0,
1.01 . 1.01.02 . 17 . 08 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,0,"APBD   Belanja ATK Kegiatan
Belanja ATK Kegiatan Pembangunan Ruang Serba Guna/Aula0 keg x 690.000,00 = 0,00"
1.01 . 1.01.02 . 17 . 08 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,0,
1.01 . 1.01.02 . 17 . 08 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,0,"APBD   
Belanja Penggandaan/Foto Kopi
Belanja Penggandaan/Foto Kopi kegiatan3,000 keg x 0,00 = 0,00"
1.01 . 1.01.02 . 17 . 08 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,0,
1.01 . 1.01.02 . 17 . 08 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,0,"APBD 
  Belanja Makanan dan Minuman Rapat
Belanja Makan Minum Rapat40 org x 0,00 = 0,00"
1.01 . 1.01.02 . 17 . 08 . 5 . 2 . 3,Belanja Modal,0,
1.01 . 1.01.02 . 17 . 08 . 5 . 2 . 3 . 49,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Kerja,0,
1.01 . 1.01.02 . 17 . 08 . 5 . 2 . 3 . 49 . 01,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Kantor,0,"APBD   
Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Pendidikan Pembangunan Ruang Serba Guna/Aula dan perabotnya
Belanja bahan Bangunan dan Perabot  Ruang Serba Guna/Aula di SMA N 1 Pajangan0 pkt x 290.000.000,00 = 0,00"
1.01 . 1.01.02 . 17 . 12,Pembangunan pepustakaan sekolah,332475000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terwujudnya bangunan perpustakaan sekolah
Target     :  1 unit"
1.01 . 1.01.02 . 17 . 12 . 5 . 2 . 2,Belanja Barang dan Jasa,300000,
1.01 . 1.01.02 . 17 . 12 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,300000,
1.01 . 1.01.02 . 17 . 12 . 5 . 2 . 2 . 15 . 01,Belanja Perjalanan Dinas Dalam Daerah,300000,"APBD   
Belanja perjalanan dinas dalam daerah
Golongan 42 org x 75.000,00 = 150.000,00
Golongan 33 org x 50.000,00 = 150.000,00"
1.01 . 1.01.02 . 17 . 12 . 5 . 2 . 3,Belanja Modal,332175000,
1.01 . 1.01.02 . 17 . 12 . 5 . 2 . 3 . 49,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Kerja,332175000,
1.01 . 1.01.02 . 17 . 12 . 5 . 2 . 3 . 49 . 10,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Pendidikan,332175000,"APBD  
 Belanja modal pembangunan ruang perpustakaan sekolah
Pembangunan perpustakaan sekolah dan perabotnya di SMAN 1 Dlingo1 ruang x 325.000.000,00 = 325.000.000,00
Honor PPK1 org x 525.000,00 = 525.000,00
Honor panitia pengadaan1 org/bjj x 1.500.000,00 = 1.500.000,00
Honor tim penerima hasil pekerjaan1 org/bjj x 675.000,00 = 675.000,00
Honor konsultan perencana1 org x 2.000.000,00 = 2.000.000,00
Honor tim teknis bangunan/pengawas1 org x 1.250.000,00 = 1.250.000,00
Belanja ATK1 keg x 200.000,00 = 200.000,00
Belanja makan minum rapat40 org x 20.000,00 = 800.000,00
Belanja penggandaan/fotocopy1,500 lbr x 150,00 = 225.000,00"
1.01 . 1.01.02 . 17 . 44,Rehabilitasi sedang/berat ruang kelas sekolah,461975000,"Sumber Dana : APBD
Lokasi Kegiatan : kabupaten Bantul
Keluaran :  Ruang Belajar dan Perlengkapan Sarana Penunjang Belajar yang lengkap
Target     :  2 sekolah"
1.01 . 1.01.02 . 17 . 44 . 5 . 2 . 1,Belanja Pegawai,0,
1.01 . 1.01.02 . 17 . 44 . 5 . 2 . 1 . 01,Honorarium PNS,0,
1.01 . 1.01.02 . 17 . 44 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,0,"APBD
   Honorarium panitia Pelaksana Kegiatan0 keg x 3.000.000,00 = 0,00"
