Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,,,
2.01 . 2.01.01 . 13 . 01 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"1310000,00",,,,
2.01 . 2.01.01 . 13 . 01 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,"1310000,00",,,,
2.01 . 2.01.01 . 13 . 01 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"1439875,00",,,,
2.01 . 2.01.01 . 13 . 01 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"644950,00",,,,
2.01 . 2.01.01 . 13 . 01 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,"644950,00",,,,
2.01 . 2.01.01 . 13 . 01 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"169925,00",,,,
2.01 . 2.01.01 . 13 . 01 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"169925,00",,,,
2.01 . 2.01.01 . 13 . 01 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"625000,00",,,,
2.01 . 2.01.01 . 13 . 01 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,"625000,00",,,,
2.01 . 2.01.01 . 13 . 03 ,Pendidikan dan Pelatihan Non Formal ,"3000000,00",Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
2.01 . 2.01.01 . 13 . 03 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"3000000,00",,,,
2.01 . 2.01.01 . 13 . 03 . 5 . 2 . 2 . 17 ,"""Belanja kursus  pelatihan  sosialisasi dan bimbingan teknis PNS ""","3000000,00",,,,
2.01 . 2.01.01 . 13 . 03 . 5 . 2 . 2 . 17 . 01 ,Belanja Kursus-Kursus Singkat/Pelatihan ,"3000000,00",,,,
2.01 . 2.01.01 . 13 . 05 ,Pengadaan Pakaian Dinas Harian (PDH) ,"15385500,00",Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
2.01 . 2.01.01 . 13 . 05 . 5 . 2 . 1 ,Belanja Pegawai ,"425000,00",,,,
2.01 . 2.01.01 . 13 . 05 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"425000,00",,,,
2.01 . 2.01.01 . 13 . 05 . 5 . 2 . 1 . 01 . 02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,"425000,00",,,,
2.01 . 2.01.01 . 13 . 05 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"14960500,00",,,,
2.01 . 2.01.01 . 13 . 05 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"85500,00",,,,
2.01 . 2.01.01 . 13 . 05 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,"85500,00",,,,
2.01 . 2.01.01 . 13 . 05 . 5 . 2 . 2 . 12 ,Belanja Pakaian Dinas dan Atributnya ,"14875000,00",,,,
2.01 . 2.01.01 . 13 . 05 . 5 . 2 . 2 . 12 . 04 ,Belanja Pakaian Dinas Harian (PDH) ,"14875000,00",,,,
2.02 . 2.01.01 . 15 ,Program Pemanfaatan Potensi Sumber Daya Hutan ,"165000000,00",,,,
2.02 . 2.01.01 . 15 . 06 ,Pengelolaan dan Pemanfaatan Hutan ,"107250000,00","Sumber Dana :  ""Lokasi Kegiatan : Kec Kokap  Pengasih""",,,
2.02 . 2.01.01 . 15 . 06 . 5 . 2 . 1 ,Belanja Pegawai ,"19479000,00",,,,
2.02 . 2.01.01 . 15 . 06 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"8655000,00",,,,
2.02 . 2.01.01 . 15 . 06 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,"8655000,00",,,,
2.02 . 2.01.01 . 15 . 06 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,"10824000,00",,,,
2.02 . 2.01.01 . 15 . 06 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,"10824000,00",,,,
2.02 . 2.01.01 . 15 . 06 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"87771000,00",,,,
2.02 . 2.01.01 . 15 . 06 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"648300,00",,,,
2.02 . 2.01.01 . 15 . 06 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,"648300,00",,,,
2.02 . 2.01.01 . 15 . 06 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"624200,00",,,,
2.02 . 2.01.01 . 15 . 06 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"624200,00",,,,
2.02 . 2.01.01 . 15 . 06 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"11750000,00",,,,
2.02 . 2.01.01 . 15 . 06 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,"11750000,00",,,,
2.02 . 2.01.01 . 15 . 06 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,"15315000,00",,,,
2.02 . 2.01.01 . 15 . 06 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,"2815000,00",,,,
2.02 . 2.01.01 . 15 . 06 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,"12500000,00",,,,
2.02 . 2.01.01 . 15 . 06 . 5 . 2 . 2 . 23 ,Belanja Barang Untuk Diserahkan kepada Masyarakat/Pihak Ketiga ,"59433500,00",,,,
2.02 . 2.01.01 . 15 . 06 . 5 . 2 . 2 . 23 . 01 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat ,"59433500,00","Stup Lebah Madu ""KT. Hkm Mandiri  Kalibiru  Hargowilis  Kokap"" ""11 bh x 300.000 00 = 3.300.000 00"" ""KT. Hkm Nuju Makmur  Pandu  Hargorejo  Kokap"" ""11 bh x 300.000 00 = 3.300.000 00"" ""KT. Hkm Rukun Makaryo  Girinyono  Sendangsari  Pengasih"" ""11 bh x 300.000 00 = 3.300.000 00"" ""KT. Hkm Suko Makmur  Girinyono  Sendangsari  Pengasih"" ""11 bh x 300.000 00 = 3.300.000 00"" ""KT. Hkm Sido Akur  Clapar  Hargowilis  Kokap"" ""11 bh x 300.000 00 = 3.300.000 00"" ""KT. Sedyo Rukun  Kadigunung  Hargomulyo  Kokap"" ""11 bh x 300.000 00 = 3.300.000 00"" ""KT. Sido Makmur  Papak  Kalirejo  Kokap"" ""11 bh x 300.000 00 = 3.300.000 00"" ""KT. Hkm Menggerejo  Soka  Hargowilis  Kokap"" ""11 bh x 300.000 00 = 3.300.000 00"" ""KT. Hkm Taruna Tani  Selo Timur  Hargorejo  Kokap"" ""11 bh x 300.000 00 = 3.300.000 00"" ""Budidaya Semut Merah KT. Hkm Menggerejo  Soka  Hargowilis. (Rumah semut merah dan kelengkapannya)"" Batu Putih ""14 m3 x 132.000 00 = 1.848.000 00"" Pasir ""19 m3 x 150.000 00 = 2.850.000 00"" Semen ""34 Zak x 58.000 00 = 1.972.000 00"" Batu Bata ""1 400 buah x 830 00 = 1.162.000 00"" Besi 8mm ""23 Lonjor x 55.000 00 = 1.265.000 00"" Genteng ""720 Buah x 3.750 00 = 2.700.000 00"" Bambu ""60 Batang x 9.500 00 = 570.000 00"" Reng Kayu (bahan rak) ""104 meter x 2.000 00 = 208.000 00"" Kayu Akasia Balok Ukuran 8/12 ""5 batang x 200.000 00 = 1.000.000 00"" Paku Usuk ""3 Kg x 13.000 00 = 39.000 00"" Paku Reng ""1 Kg x 14.000 00 = 14.000 00"" Bibit Semut Merah ""24 Toples x 40.000 00 = 960.000 00"" ""Budidaya Semut Merah KT. HKm Taruna Tani  Selo Timur  Hargorejo  Kokap. (Rumah Semut Merah dan Kelengkapannya)"" Batu Putih ""14 m3 x 132.000 00 = 1.848.000 00"" Pasir ""19 m3 x 150.000 00 = 2.850.000 00"" Semen ""34 zak x 58.000 00 = 1.972.000 00"" Batu Bata ""1 400 Buah x 830 00 = 1.162.000 00"" Besi 8 mm ""23 Lonjor x 55.000 00 = 1.265.000 00"" Genteng ""720 Buah x 3.750 00 = 2.700.000 00"" Bambu ""60 Batang x 9.500 00 = 570.000 00"" Reng Kayu (bahan rak) ""104 Meter x 2.000 00 = 208.000 00"" Kayu Akasia Balok Ukuran 8/12 ""5 Batang x 200.000 00 = 1.000.000 00"" Paku Usuk ""3 Kg x 13.000 00 = 39.000 00"" Paku Reng ""1 Kg x 14.000 00 = 14.000 00"" Bibit Semut Merah ""24 Toples x 40.000 00 = 960.000 00"" Administrasi Pengadaan Pejabat Pengadaan ""1 Org/Bulan x 250.000 00 = 250.000 00"" Pejabat Pemeriksa/ Penerima ""1 Org/Bulan x 175.000 00 = 175.000 00"" Kertas HVS 70 gr Folio ""1 rim x 45.000 00 = 45.000 00"" Fotocopy ""500 Lembar x 175 00 = 87.500 00""",,,
2.02 . 2.01.01 . 15 . 08 ,Pengembangan Pengujian dan Pengendalian Peredaran Hasil Hutan ,"57750000,00",Sumber Dana : ,,,
,,,Lokasi Kegiatan : Kabupaten Kulon Progo,,,
2.02 . 2.01.01 . 15 . 08 . 5 . 2 . 1 ,Belanja Pegawai ,"40675000,00",,,,
2.02 . 2.01.01 . 15 . 08 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"14575000,00",,,,
2.02 . 2.01.01 . 15 . 08 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,"14575000,00",,,,
2.02 . 2.01.01 . 15 . 08 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,"26100000,00",,,,
2.02 . 2.01.01 . 15 . 08 . 5 . 2 . 1 . 02 . 04 ,Honorarium Tim ,"26100000,00",,,,
2.02 . 2.01.01 . 15 . 08 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"17075000,00",,,,
2.02 . 2.01.01 . 15 . 08 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"465000,00",,,,
2.02 . 2.01.01 . 15 . 08 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,"465000,00",,,,
2.02 . 2.01.01 . 15 . 08 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"525000,00",,,,
2.02 . 2.01.01 . 15 . 08 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"525000,00",,,,
2.02 . 2.01.01 . 15 . 08 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"7920000,00",,,,
2.02 . 2.01.01 . 15 . 08 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,"7920000,00",,,,
2.02 . 2.01.01 . 15 . 08 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,"8165000,00",,,,
2.02 . 2.01.01 . 15 . 08 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,"1645000,00",,,,
2.02 . 2.01.01 . 15 . 08 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,"6520000,00",,,,
2.02 . 2.01.01 . 16 ,Program Rehabilitasi Hutan dan Lahan ,"1490503734,00",,,,
2.02 . 2.01.01 . 16 . 12 ,Konservasi dan Rehabilitasi Hutan dan Lahan ,"1490503734,00",Sumber Dana : ,,,
,,,Lokasi Kegiatan : Kabupeten Kulon Progo,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 1 ,Belanja Pegawai ,"466975000,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 1 . 01 ,Honorarium PNS ,"22475000,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,"22100000,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 1 . 01 . 02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,"375000,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,"444500000,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,"444500000,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,"1023528734,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,"2687064,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,"2687064,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,"1602650,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,"1602650,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,"6475000,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,"6475000,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,"33930000,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,"9990000,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,"23940000,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 2 . 21 ,Belanja Jasa Konsultansi ,"30000000,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 2 . 21 . 02 ,Belanja Jasa Konsultansi Perencanaan ,"30000000,00",,,,
2.02 . 2.01.01 . 16 . 12 . 5 . 2 . 2 . 23 ,Belanja Barang Untuk Diserahkan kepada Masyarakat/Pihak Ketiga ,"948834020,00",,,,
