Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.20 . 1.20.03 . 26 . 04 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,4275000,"   Kegiatan W orkshop/Sosialisasi/Bimtek
snack dan minum150 orang/kali x 8.500,00 = 1.275.000,00
makan dan minum150 orang/orang x 20.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 26 . 04 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,8000000,
1.20 . 1.20.03 . 26 . 04 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,8000000,"   Akomodasi dan tranportasi pp narasumber dari Kemenpan/Kemendagri
Bantuan tiket dan akomodasi narasumber4 orang/hari x 2.000.000,00 = 8.000.000,00"
1.20 . 1.20.03 . 26 . 04 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,8400000,
1.20 . 1.20.03 . 26 . 04 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,8400000,"   Workshop/sosialisasi/bimtek
Narasumber8 orang/jpl x 750.000,00 = 6.000.000,00
Narasumber4 orang/jpl x 400.000,00 = 1.600.000,00
Moderator4 orang/jpl x 200.000,00 = 800.000,00"
1.20 . 1.20.03 . 28,Program Peningkatan Kapasitas Kinerja Aparatur Pemerintahan,471642500,
1.20 . 1.20.03 . 28 . 01,Penyusunan indeks kepuasan masyarakat,23602500,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Tersusunnya Dokumen Indek Kepuasan Masyarakat (IKM) Kabupaten Bantul
Target     :  44 Instansi"
1.20 . 1.20.03 . 28 . 01 . 5 . 2 . 1,Belanja Pegawai,7280000,
1.20 . 1.20.03 . 28 . 01 . 5 . 2 . 1 . 01,Honorarium PNS,7280000,
1.20 . 1.20.03 . 28 . 01 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,7280000,"   Tim Pembina/Pengarah
Ketua2 orang/bulan x 180.000,00 = 360.000,00
Sekretaris2 orang/bulan x 170.000,00 = 340.000,00
Anggota8 orang/bulan x 160.000,00 = 1.280.000,00
Pembina0 orang/bulan x 200.000,00 = 0,00
Wakil Pembina0 orang/bulan x 190.000,00 = 0,00
Pengarah/Penasehat2 orang/bulan x 180.000,00 = 360.000,00
Tim Pelaksana Teknis
Ketua2 orang/bulan x 160.000,00 = 320.000,00
Sekretaris2 orang/bulan x 150.000,00 = 300.000,00
Anggota24 orang/bulan x 140.000,00 = 3.360.000,00
Staf Sekretariat Gol. III/IV8 orang/bulan x 100.000,00 = 800.000,00
Staf Sekretariat Gol. II2 orang/bulan x 80.000,00 = 160.000,00"
1.20 . 1.20.03 . 28 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,16322500,
1.20 . 1.20.03 . 28 . 01 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,1350000,
1.20 . 1.20.03 . 28 . 01 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,1350000,"   Alat Tulis Kantor/Kegiatan
Kertas HVS dll1 ls x 1.350.000,00 = 1.350.000,00"
1.20 . 1.20.03 . 28 . 01 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,1972500,
1.20 . 1.20.03 . 28 . 01 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,1972500,"   Penggandaan undangan, bahan rakor dan laporan kegiatansurat2, dokumen, dan bahan rakor/keg13,150 lembar x 150,00 = 1.972.500,00"
1.20 . 1.20.03 . 28 . 01 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,5400000,
1.20 . 1.20.03 . 28 . 01 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1125000,"   Koordinasi persiapan dan evaluasi kegiatan
snack dan minum45 orang/kali x 7.500,00 = 337.500,00
makan dan minum45 orang/kali x 17.500,00 = 787.500,00"
1.20 . 1.20.03 . 28 . 01 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,4275000,"   Kegiatan W orkshop/Sosialisasi/Bimtek
snack dan minum150 orang/kali x 8.500,00 = 1.275.000,00
makan dan minum150 orang/orang x 20.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 28 . 01 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,4600000,
1.20 . 1.20.03 . 28 . 01 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,4600000,"   Golongan IV/III
Biaya akomodasi (penginapan dan uang  harian)2 orang/hari x 1.550.000,00 = 3.100.000,00
Tiket PP1 orang/pp x 1.500.000,00 = 1.500.000,00"
1.20 . 1.20.03 . 28 . 01 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,3000000,
1.20 . 1.20.03 . 28 . 01 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,3000000,"   Workshop/sosialisasi/bimtek
Narasumber6 orang/jpl x 400.000,00 = 2.400.000,00
Moderator3 orang/jpl x 200.000,00 = 600.000,00"
1.20 . 1.20.03 . 28 . 02,Penyusunan standard operating procedure,22377100,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Monev/pendampingan penyusunan Standar Opererasi prosedur (SOP)
Target     :  42 Instansi"
1.20 . 1.20.03 . 28 . 02 . 5 . 2 . 1,Belanja Pegawai,7820000,
1.20 . 1.20.03 . 28 . 02 . 5 . 2 . 1 . 01,Honorarium PNS,7820000,
1.20 . 1.20.03 . 28 . 02 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,7820000,"   Tim Pembina/Pengarah
Pembina2 orang/bulan x 200.000,00 = 400.000,00
Sekretaris2 orang/bulan x 170.000,00 = 340.000,00
Anggota10 orang/bulan x 160.000,00 = 1.600.000,00
Wakil Pembina2 orang/bulan x 190.000,00 = 380.000,00
Pengarah/Penasehat2 orang/bulan x 180.000,00 = 360.000,00
Ketua2 orang/bulan x 180.000,00 = 360.000,00
Tim Pelaksana Teknis
Anggota20 orang/bulan x 140.000,00 = 2.800.000,00
Staf Sekretariat Gol. III/IV8 orang/bulan x 100.000,00 = 800.000,00
Staf Sekretariat Gol. II2 orang/bulan x 80.000,00 = 160.000,00
Sekretaris2 orang/bulan x 150.000,00 = 300.000,00
Ketua2 orang/bulan x 160.000,00 = 320.000,00"
1.20 . 1.20.03 . 28 . 02 . 5 . 2 . 2,Belanja Barang dan Jasa,14557100,
1.20 . 1.20.03 . 28 . 02 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,2382100,
1.20 . 1.20.03 . 28 . 02 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,2382100,"   Alat Tulis Kantor/Kegiatan
Kertas HVS dll1 ls x 2.382.100,00 = 2.382.100,00"
1.20 . 1.20.03 . 28 . 02 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,2400000,
1.20 . 1.20.03 . 28 . 02 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,2400000,"   Penggandaan undangan, bahan rakor dan laporan kegiatansurat2, dokumen, dan bahan rakor/keg16,000 lembar x 150,00 = 2.400.000,00"
1.20 . 1.20.03 . 28 . 02 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,5775000,
1.20 . 1.20.03 . 28 . 02 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1500000,"   Koordinasi persiapan dan evaluasi kegiatan
snack dan minum60 orang/kali x 7.500,00 = 450.000,00
makan dan minum60 orang/kali x 17.500,00 = 1.050.000,00"
1.20 . 1.20.03 . 28 . 02 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,4275000,"   Kegiatan W orkshop/Sosialisasi/Bimtek
snack dan minum150 orang/kali x 8.500,00 = 1.275.000,00
makan dan minum150 orang/orang x 20.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 28 . 02 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,4000000,
1.20 . 1.20.03 . 28 . 02 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,4000000,"   Workshop/sosialisasi/bimtek
Narasumber8 orang/jpl x 400.000,00 = 3.200.000,00
Moderator4 orang/jpl x 200.000,00 = 800.000,00"
1.20 . 1.20.03 . 28 . 04,Analisa beban kerja dan formasi jabatan,71896500,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Analisa Beban Kerja dan Analisa Jabatan di SKPD
Target     :  32 SKPD"
1.20 . 1.20.03 . 28 . 04 . 5 . 2 . 1,Belanja Pegawai,16355000,
1.20 . 1.20.03 . 28 . 04 . 5 . 2 . 1 . 01,Honorarium PNS,16355000,
1.20 . 1.20.03 . 28 . 04 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,15480000,"   Tim Pembina/Pengarah
Sekretaris4 orang/bulan x 170.000,00 = 680.000,00
Anggota12 orang/bulan x 160.000,00 = 1.920.000,00
Wakil Pembina4 orang/bulan x 190.000,00 = 760.000,00
Pengarah/Penasehat4 orang/bulan x 180.000,00 = 720.000,00
Ketua4 orang/bulan x 180.000,00 = 720.000,00
Pembina4 orang/bulan x 200.000,00 = 800.000,00
Tim Pelaksana Teknis
Sekretaris4 orang/bulan x 150.000,00 = 600.000,00
Anggota48 orang/bulan x 140.000,00 = 6.720.000,00
Staf Sekretariat Gol. III/IV16 orang/bulan x 100.000,00 = 1.600.000,00
Ketua4 orang/bulan x 160.000,00 = 640.000,00
Staf Sekretariat Gol. II4 orang/bulan x 80.000,00 = 320.000,00"
1.20 . 1.20.03 . 28 . 04 . 5 . 2 . 1 . 01 . 02,Honorarium Tim Pengadaan Barang Dan Jasa,875000,"   Panitia Pengadaan
Pejabat Pembuat Komitmen1 orang/paket x 350.000,00 = 350.000,00
Pejabat Pengadaan Barang/Jasa1 orang/paket x 300.000,00 = 300.000,00
Pejabat Penerima Hasil Pekerjaan1 orang/paket x 225.000,00 = 225.000,00"
1.20 . 1.20.03 . 28 . 04 . 5 . 2 . 2,Belanja Barang dan Jasa,55541500,
1.20 . 1.20.03 . 28 . 04 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,2126500,
1.20 . 1.20.03 . 28 . 04 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,2126500,"   Alat Tulis Kantor/Kegiatan
Kertas HVS dll1 ls x 2.126.500,00 = 2.126.500,00"
1.20 . 1.20.03 . 28 . 04 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,2040000,
1.20 . 1.20.03 . 28 . 04 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,2040000,"   Penggandaan undangan, bahan rakor dan laporan kegiatansurat2, dokumen, dan bahan rakor/keg13,600 lembar x 150,00 = 2.040.000,00"
1.20 . 1.20.03 . 28 . 04 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,5775000,
1.20 . 1.20.03 . 28 . 04 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1500000,"   Koordinasi persiapan dan evaluasi kegiatan
snack dan minum60 orang/kali x 7.500,00 = 450.000,00
makan dan minum60 orang/kali x 17.500,00 = 1.050.000,00"
1.20 . 1.20.03 . 28 . 04 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,4275000,"   Kegiatan W orkshop/Sosialisasi/Bimtek
snack dan minum150 orang/kali x 8.500,00 = 1.275.000,00
makan dan minum150 orang/orang x 20.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 28 . 04 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,5600000,
1.20 . 1.20.03 . 28 . 04 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,5600000,"   Workshop/sosialisasi/bimtek
Narasumber12 orang/jpl x 400.000,00 = 4.800.000,00
Moderator4 orang/jpl x 200.000,00 = 800.000,00"
1.20 . 1.20.03 . 28 . 04 . 5 . 2 . 2 . 40,Belanja Jasa Upgrade,40000000,
1.20 . 1.20.03 . 28 . 04 . 5 . 2 . 2 . 40 . 01,Belanja Jasa Upgrade Software,40000000,"   Sofware/AplikasiUggrade Sistem Informasi Anjab1 ls x 40.000.000,00 = 40.000.000,00"
1.20 . 1.20.03 . 28 . 10,Monitoring dan evaluasi SPM,29063800,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Data pencapaian target SPM
Target     :  15 Bidang"
1.20 . 1.20.03 . 28 . 10 . 5 . 2 . 1,Belanja Pegawai,12760000,
1.20 . 1.20.03 . 28 . 10 . 5 . 2 . 1 . 01,Honorarium PNS,12760000,
1.20 . 1.20.03 . 28 . 10 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,12760000,"   Tim Pembina/Pengarah
Ketua2 orang/bulan x 180.000,00 = 360.000,00
Sekretaris2 orang/bulan x 170.000,00 = 340.000,00
Anggota10 orang/bulan x 160.000,00 = 1.600.000,00
Pembina2 orang/bulan x 200.000,00 = 400.000,00
Wakil Pembina2 orang/bulan x 190.000,00 = 380.000,00
Pengarah/Penasehat2 orang/bulan x 180.000,00 = 360.000,00
Tim Pelaksana Teknis
Ketua4 orang/bulan x 160.000,00 = 640.000,00
Sekretaris4 orang/bulan x 150.000,00 = 600.000,00
Anggota44 orang/bulan x 140.000,00 = 6.160.000,00
Staf Sekretariat Gol. III/IV16 orang/bulan x 100.000,00 = 1.600.000,00
Staf Sekretariat Gol. II4 orang/bulan x 80.000,00 = 320.000,00"
1.20 . 1.20.03 . 28 . 10 . 5 . 2 . 2,Belanja Barang dan Jasa,16303800,
1.20 . 1.20.03 . 28 . 10 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,2678800,
1.20 . 1.20.03 . 28 . 10 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,2678800,"   Alat Tulis Kantor/Kegiatan
Kertas HVS dll1 ls x 2.678.800,00 = 2.678.800,00"
1.20 . 1.20.03 . 28 . 10 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,2250000,
1.20 . 1.20.03 . 28 . 10 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,2250000,"   Penggandaan undangan, bahan rakor dan laporan kegiatansurat2, dokumen, dan bahan rakor/keg15,000 lembar x 150,00 = 2.250.000,00"
1.20 . 1.20.03 . 28 . 10 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,5775000,
1.20 . 1.20.03 . 28 . 10 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1500000,"   Koordinasi persiapan dan evaluasi kegiatan
snack dan minum60 orang/kali x 7.500,00 = 450.000,00
makan dan minum60 orang/kali x 17.500,00 = 1.050.000,00"
1.20 . 1.20.03 . 28 . 10 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,4275000,"   Kegiatan W orkshop/Sosialisasi/Bimtek
snack dan minum150 orang/kali x 8.500,00 = 1.275.000,00
makan dan minum150 orang/orang x 20.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 28 . 10 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,5600000,
1.20 . 1.20.03 . 28 . 10 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,5600000,"   Workshop/sosialisasi/bimtek
Narasumber12 orang/jpl x 400.000,00 = 4.800.000,00
Moderator4 orang/jpl x 200.000,00 = 800.000,00"
1.20 . 1.20.03 . 28 . 11,Pendampingan pelaksanaan standar manajemen mutu,26789200,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Pendampingan  Penyusunan Manual Mutu
Target     :  5 SKPD"
1.20 . 1.20.03 . 28 . 11 . 5 . 2 . 1,Belanja Pegawai,10850000,
1.20 . 1.20.03 . 28 . 11 . 5 . 2 . 1 . 01,Honorarium PNS,10850000,
1.20 . 1.20.03 . 28 . 11 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,10850000,"   Tim Pembina/Pengarah
Ketua2 orang/bulan x 180.000,00 = 360.000,00
Sekretaris2 orang/bulan x 170.000,00 = 340.000,00
Anggota10 orang/bulan x 160.000,00 = 1.600.000,00
Pembina2 orang/bulan x 200.000,00 = 400.000,00
Wakil Pembina2 orang/bulan x 190.000,00 = 380.000,00
Pengarah/Penasehat2 orang/bulan x 180.000,00 = 360.000,00
Tim Pelaksana TeknisKetua3 orang/bulan x 160.000,00 = 480.000,00
Sekretaris3 orang/bulan x 150.000,00 = 450.000,00
Anggota36 orang/bulan x 140.000,00 = 5.040.000,00
Staf Sekretariat Gol. III/IV12 orang/bulan x 100.000,00 = 1.200.000,00
Staf Sekretariat Gol. II3 orang/bulan x 80.000,00 = 240.000,00"
1.20 . 1.20.03 . 28 . 11 . 5 . 2 . 2,Belanja Barang dan Jasa,15939200,
1.20 . 1.20.03 . 28 . 11 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,1994200,
1.20 . 1.20.03 . 28 . 11 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,1994200,"   Alat Tulis Kantor/Kegiatan
Kertas HVS dll1 ls x 1.994.200,00 = 1.994.200,00"
1.20 . 1.20.03 . 28 . 11 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,1470000,
1.20 . 1.20.03 . 28 . 11 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,1470000,"   Penggandaan undangan, bahan rakor dan laporan kegiatansurat2, dokumen, dan bahan rakor/keg9,800 lembar x 150,00 = 1.470.000,00"
1.20 . 1.20.03 . 28 . 11 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,5275000,
1.20 . 1.20.03 . 28 . 11 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1000000,"   Koordinasi persiapan dan evaluasi kegiatan
snack dan minum40 orang/kali x 7.500,00 = 300.000,00
makan dan minum40 orang/kali x 17.500,00 = 700.000,00"
1.20 . 1.20.03 . 28 . 11 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,4275000,"   Kegiatan W orkshop/Sosialisasi/Bimtek
snack dan minum150 orang/kali x 8.500,00 = 1.275.000,00
makan dan minum150 orang/orang x 20.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 28 . 11 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,7200000,
1.20 . 1.20.03 . 28 . 11 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,7200000,"   Workshop/sosialisasi/bimtek
Narasumber8 orang/jpl x 750.000,00 = 6.000.000,00
Moderator6 orang/jpl x 200.000,00 = 1.200.000,00"
1.20 . 1.20.03 . 28 . 12,Implementasi reformasi birokrasi,83105700,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Pelaksanaan Reformasi Birokrasi di Kab. Bantul (8 area perubahan)
Target     :  32 SKPD"
1.20 . 1.20.03 . 28 . 12 . 5 . 2 . 1,Belanja Pegawai,33520000,
1.20 . 1.20.03 . 28 . 12 . 5 . 2 . 1 . 01,Honorarium PNS,33520000,
1.20 . 1.20.03 . 28 . 12 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,33520000,"   Tim Pembina/Pengarah
Ketua8 orang/bulan x 180.000,00 = 1.440.000,00
Sekretaris8 orang/bulan x 170.000,00 = 1.360.000,00
Anggota40 orang/bulan x 160.000,00 = 6.400.000,00
Pembina8 orang/bulan x 200.000,00 = 1.600.000,00
Wakil Pembina8 orang/bulan x 190.000,00 = 1.520.000,00
Pengarah/Penasehat8 orang/bulan x 180.000,00 = 1.440.000,00
Tim Pelaksana TeknisKetua8 orang/bulan x 160.000,00 = 1.280.000,00
Sekretaris8 orang/bulan x 150.000,00 = 1.200.000,00
Anggota96 orang/bulan x 140.000,00 = 13.440.000,00
Staf Sekretariat Gol. III/IV32 orang/bulan x 100.000,00 = 3.200.000,00
Staf Sekretariat Gol. II8 orang/bulan x 80.000,00 = 640.000,00"
1.20 . 1.20.03 . 28 . 12 . 5 . 2 . 2,Belanja Barang dan Jasa,49585700,
1.20 . 1.20.03 . 28 . 12 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,2405700,
1.20 . 1.20.03 . 28 . 12 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,2405700,"   Alat Tulis Kantor/Kegiatan
Kertas HVS dll1 ls x 2.405.700,00 = 2.405.700,00"
1.20 . 1.20.03 . 28 . 12 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,2250000,
1.20 . 1.20.03 . 28 . 12 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,2250000,"   Penggandaan undangan, bahan rakor dan laporan kegiatansurat2, dokumen, dan bahan rakor/keg15,000 lembar x 150,00 = 2.250.000,00"
1.20 . 1.20.03 . 28 . 12 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,8130000,
1.20 . 1.20.03 . 28 . 12 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,3000000,"   Koordinasi persiapan dan evaluasi kegiatan
snack dan minum120 orang/kali x 7.500,00 = 900.000,00
makan dan minum120 orang/kali x 17.500,00 = 2.100.000,00"
1.20 . 1.20.03 . 28 . 12 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,5130000,"   Kegiatan W orkshop/Sosialisasi/Bimtek
snack dan minum180 orang/kali x 8.500,00 = 1.530.000,00
makan dan minum180 orang/orang x 20.000,00 = 3.600.000,00"
1.20 . 1.20.03 . 28 . 12 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,23800000,
1.20 . 1.20.03 . 28 . 12 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,23800000,"   Golongan IVBiaya akomodasi (penginapan dan uang  harian)2 orang/hari x 1.700.000,00 = 3.400.000,00
tiket pp1 orang/kali x 2.000.000,00 = 2.000.000,00
Golongan III/IIBiaya akomodasi (penginapan dan uang  harian)8 orang/hari x 1.550.000,00 = 12.400.000,00
Tiket PP4 orang/pp x 1.500.000,00 = 6.000.000,00"
1.20 . 1.20.03 . 28 . 12 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,13000000,
1.20 . 1.20.03 . 28 . 12 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,13000000,"   Workshop/sosialisasi/bimtek
Narasumber12 orang/jpl x 750.000,00 = 9.000.000,00
Narasumber8 orang/jpl x 400.000,00 = 3.200.000,00
Moderator4 orang/jpl x 200.000,00 = 800.000,00"
1.20 . 1.20.03 . 28 . 13,Pelayanan terpadu di kecamatan (PATEN),32915000,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Terlaksananya PATEN di kecamatan
Target     :  17 SKPD"
1.20 . 1.20.03 . 28 . 13 . 5 . 2 . 1,Belanja Pegawai,16760000,
1.20 . 1.20.03 . 28 . 13 . 5 . 2 . 1 . 01,Honorarium PNS,16760000,
1.20 . 1.20.03 . 28 . 13 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,16760000,"   Tim Pembina/Pengarah
Ketua4 orang/bulan x 180.000,00 = 720.000,00
Sekretaris4 orang/bulan x 170.000,00 = 680.000,00
Anggota20 orang/bulan x 160.000,00 = 3.200.000,00
Pembina4 orang/bulan x 200.000,00 = 800.000,00
Wakil Pembina4 orang/bulan x 190.000,00 = 760.000,00
Pengarah/Penasehat4 orang/bulan x 180.000,00 = 720.000,00
Tim Pelaksana TeknisKetua4 orang/bulan x 160.000,00 = 640.000,00
Sekretaris4 orang/bulan x 150.000,00 = 600.000,00
Anggota48 orang/bulan x 140.000,00 = 6.720.000,00
Staf Sekretariat Gol. III/IV16 orang/bulan x 100.000,00 = 1.600.000,00
Staf Sekretariat Gol. II4 orang/bulan x 80.000,00 = 320.000,00"
1.20 . 1.20.03 . 28 . 13 . 5 . 2 . 2,Belanja Barang dan Jasa,16155000,
1.20 . 1.20.03 . 28 . 13 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,1850000,
1.20 . 1.20.03 . 28 . 13 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,1850000,"   Alat Tulis Kantor/Kegiatan
Kertas HVS dll1 ls x 1.850.000,00 = 1.850.000,00"
1.20 . 1.20.03 . 28 . 13 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,2250000,
1.20 . 1.20.03 . 28 . 13 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,2250000,"   Penggandaan undangan, bahan rakor dan laporan kegiatansurat2, dokumen, dan bahan rakor/keg15,000 lembar x 150,00 = 2.250.000,00"
1.20 . 1.20.03 . 28 . 13 . 5 . 2 . 2 . 11,Belanja Makanan dan  Minuman,5775000,
1.20 . 1.20.03 . 28 . 13 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1500000,"   Koordinasi persiapan dan evaluasi kegiatan
snack dan minum60 orang/kali x 7.500,00 = 450.000,00
makan dan minum60 orang/kali x 17.500,00 = 1.050.000,00"
1.20 . 1.20.03 . 28 . 13 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,4275000,"   Kegiatan W orkshop/Sosialisasi/Bimtek
snack dan minum150 orang/kali x 8.500,00 = 1.275.000,00
makan dan minum150 orang/orang x 20.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 28 . 13 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,1280000,
1.20 . 1.20.03 . 28 . 13 . 5 . 2 . 2 . 15 . 01,Belanja Perjalanan Dinas Dalam Daerah,1280000,"   Koordinasi dan rapat-rapat ke propinsi
Golongan IV4 orang/kali x 70.000,00 = 280.000,00
Golongan III15 orang/kali x 60.000,00 = 900.000,00
Golongan II2 orang/kali x 50.000,00 = 100.000,00"
1.20 . 1.20.03 . 28 . 13 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,5000000,
1.20 . 1.20.03 . 28 . 13 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,5000000,"   Workshop/sosialisasi/bimtek
Narasumber10 orang/jpl x 400.000,00 = 4.000.000,00
Moderator5 orang/jpl x 200.000,00 = 1.000.000,00"
1.20 . 1.20.03 . 28 . 15,Pelaksanaan manajemen perubahan,69970000,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran :  Pelaksanaan Reformasi Birokrasi di area manajemen perubahan
Target     :  42 SKPD"
1.20 . 1.20.03 . 28 . 15 . 5 . 2 . 1,Belanja Pegawai,29330000,
1.20 . 1.20.03 . 28 . 15 . 5 . 2 . 1 . 01,Honorarium PNS,29330000,
