Judul,"Ringkasan Perubahan APBD Berdasarkan Rincian Obyek Pendapatan, Belanja dan Pembiayaan",,,,,
4 . 1 . 4 . 19 ,Pengelolaan Barang Milik Daerah ,0.00,457681425.00,457681425.00,0.00,
4 . 1 . 4 . 19 . 01 ,Sewa Tanah Bangunan ,0.00,457681425.00,457681425.00,0.00,Surat Keputusan Gubernur DIY Nomor 195/KEP/2014 tentang Persetujuan Sewa Menyewa Pemanfaatan Tanah Milik Daerah Berupa Tanah Eks Kas Desa Wates Kepada Pemerintah Kabupaten Kulon Progo tanggal 22 Agustus 2014
4 . 2 ,DANA PERIMBANGAN ,706469821946.00,710400925480.00,3931103534.00,0.56,
4 . 2 . 1 ,Bagi Hasil Pajak/Bagi Hasil Bukan Pajak ,19983310946.00,23914414480.00,3931103534.00,19.67,
4 . 2 . 1 . 01 ,Bagi Hasil Pajak ,19599144027.00,23398348085.00,3799204058.00,19.38,
4 . 2 . 1 . 01 . 01 ,Bagi Hasil Dari Pajak Bumi dan Bangunan ,6681473977.00,6102181936.00,-579292041.00,-8.67,PMK No.77/PMK.07/2014 ttg Perub Atas PMK No.202/PMK.07/2013 ttg Perkiraan Alokasi DBH Pajak TA-2014
4 . 2 . 1 . 01 . 03 ,Bagi Hasil dari Pajak Penghasilan (PPh) Pasal 25 dan Pasal 29 Wajib Pajak Orang Pribadi dalam Negeri ,10424863626.00,14803359725.00,4378496099.00,42.00,PMK Nomor 202/PMK.07/2013 tentang Perkiraan Alokasi Dana Bagi Hasil Pajak TA 2014
4 . 2 . 1 . 01 . 04 ,Bagi Hasil dari Cukai Hasil Tembakau ,2492806424.00,2492806424.00,0.00,0.00,PMK Nomor 106/PMK.07/2014 tentang Perkiraan Alokasi Dana Bagi Hasil Cukai Hasil Tembakau TA 2014
4 . 2 . 1 . 02 ,Bagi Hasil Bukan Pajak/Sumber Daya Alam ,384166919.00,516066395.00,131899476.00,34.33,
4 . 2 . 1 . 02 . 01 ,Bagi Hasil Dari Iuran Hak Pengusahaan Hutan ,0.00,1776133.00,1776133.00,0.00,PMK No.79/PMK.07/2014 ttg Perub Atas PMK No.1/PMK.07/2014 ttg Perkiraan Aloka DBH SDA Kehutanan 2014
4 . 2 . 1 . 02 . 04 ,Bagi Hasil Dari Iuran Tetap (Land-Rent) ,40180700.00,111875776.00,71695076.00,178.43,PMK Nomor 84/PMK.07/2014 tentang Perkiraan Alokasi Dana Bagi Hasil SDA Pertambangan Umum TA-2014
4 . 2 . 1 . 02 . 07 ,Bagi Hasil Dari Pungutan Hasil Perikanan ,343986219.00,402414486.00,58428267.00,16.99,PMK Nomor 85/PMK.07/2014 tentang Perkiraan Alokasi Dana Bagi Hasil SDA Perikanan TA 2014
4 . 2 . 2 ,Dana Alokasi Umum ,639409211000.00,639409211000.00,0.00,0.00,
4 . 2 . 2 . 01 ,Dana Alokasi Umum ,639409211000.00,639409211000.00,0.00,0.00,
4 . 2 . 2 . 01 . 01 ,Dana Alokasi Umum ,639409211000.00,639409211000.00,0.00,0.00,Peraturan Presiden RI Nomor 2 Tahun 2014 tentang DAU Daerah Provinsi dan Kabupaten/Kota TA-2014
4 . 2 . 3 ,Dana Alokasi Khusus ,47077300000.00,47077300000.00,0.00,0.00,
4 . 2 . 3 . 01 ,Dana Alokasi Khusus ,47077300000.00,47077300000.00,0.00,0.00,
4 . 2 . 3 . 01 . 01 ,Dana Alokasi Khusus Bidang Infrastruktur Jalan ,5625170000.00,5625170000.00,0.00,0.00,PMK Nomor 180/PMK.07/2013 tentang Pedoman Umum dan Alokasi Dana Alokasi Khusus TA-2014
4 . 2 . 3 . 01 . 02 ,Dana Alokasi Khusus Bidang Infrastruktur Irigasi ,1890580000.00,1890580000.00,0.00,0.00,PMK Nomor 180/PMK.07/2013 tentang Pedoman Umum dan Alokasi Dana Alokasi Khusus TA-2014
4 . 2 . 3 . 01 . 03 ,Dana Alokasi Khusus Bidang Kesehatan ,5071960000.00,5071960000.00,0.00,0.00,PMK Nomor 180/PMK.07/2013 tentang Pedoman Umum dan Alokasi Dana Alokasi Khusus TA-2014
4 . 2 . 3 . 01 . 04 ,Dana Alokasi Khusus Bidang Pendidikan ,12134170000.00,12134170000.00,0.00,0.00,PMK Nomor 180/PMK.07/2013 tentang Pedoman Umum dan Alokasi Dana Alokasi Khusus TA-2014
4 . 2 . 3 . 01 . 05 ,Dana Alokasi Khusus Bidang Kelautan dan Perikanan ,3594360000.00,3594360000.00,0.00,0.00,PMK Nomor 180/PMK.07/2013 tentang Pedoman Umum dan Alokasi Dana Alokasi Khusus TA-2014
4 . 2 . 3 . 01 . 06 ,Dana Alokasi Khusus Bidang Infrastruktur Air Minum ,1359450000.00,1359450000.00,0.00,0.00,PMK Nomor 180/PMK.07/2013 tentang Pedoman Umum dan Alokasi Dana Alokasi Khusus TA-2014
4 . 2 . 3 . 01 . 07 ,Dana Alokasi Khusus Bidang Pertanian ,4031920000.00,4031920000.00,0.00,0.00,PMK Nomor 180/PMK.07/2013 tentang Pedoman Umum dan Alokasi Dana Alokasi Khusus TA-2014
4 . 2 . 3 . 01 . 08 ,Dana Alokasi Khusus Bidang Lingkungan Hidup ,887620000.00,887620000.00,0.00,0.00,PMK Nomor 180/PMK.07/2013 tentang Pedoman Umum dan Alokasi Dana Alokasi Khusus TA-2014
4 . 2 . 3 . 01 . 09 ,Dana Alokasi Khusus Bidang Keluarga Berencana ,857740000.00,857740000.00,0.00,0.00,PMK Nomor 180/PMK.07/2013 tentang Pedoman Umum dan Alokasi Dana Alokasi Khusus TA-2014
4 . 2 . 3 . 01 . 11 ,Dana Alokasi Khusus Bidang Sarana Perdagangan ,1481180000.00,1481180000.00,0.00,0.00,PMK Nomor 180/PMK.07/2013 tentang Pedoman Umum dan Alokasi Dana Alokasi Khusus TA-2014
4 . 2 . 3 . 01 . 12 ,Dana Alokasi Khusus Bidang Infrastruktur Sanitasi ,1112180000.00,1112180000.00,0.00,0.00,PMK Nomor 180/PMK.07/2013 tentang Pedoman Umum dan Alokasi Dana Alokasi Khusus TA-2014
4 . 2 . 3 . 01 . 13 ,Dana Alokasi Khusus Bidang Kehutanan ,1164440000.00,1164440000.00,0.00,0.00,PMK Nomor 180/PMK.07/2013 tentang Pedoman Umum dan Alokasi Dana Alokasi Khusus TA-2014
4 . 2 . 3 . 01 . 16 ,Dana Alokasi Khusus Bidang Keselamatan Transportasi Darat ,476260000.00,476260000.00,0.00,0.00,PMK Nomor 180/PMK.07/2013 tentang Pedoman Umum dan Alokasi Dana Alokasi Khusus TA-2014
4 . 2 . 3 . 01 . 17 ,Dana Alokasi Khusus Bidang Perumahan dan Permukiman ,7390270000.00,7390270000.00,0.00,0.00,PMK Nomor 180/PMK.07/2013 tentang Pedoman Umum dan Alokasi Dana Alokasi Khusus TA-2014
4 . 3 ,LAIN-LAIN PENDAPATAN DAERAH YANG SAH ,231838962145.74,246518659444.66,14679697298.92,6.33,
4 . 3 . 1 ,Pendapatan Hibah ,4563787600.50,4563787600.50,0.00,0.00,
4 . 3 . 1 . 01 ,Pendapatan Hibah Dari Pemerintah ,4563787600.50,4563787600.50,0.00,0.00,
4 . 3 . 1 . 01 . 04 ,Hibah Water Resources and Irrigation Sektor Management Program (WISMP 2) ,2563787600.50,2563787600.50,0.00,0.00,"Kemenkeu RI : Perjanjian Hibah Daerah Untuk Kegiatan WISMP2 (No:PHD-058/PK/2012,tgl:27/02/2012)"
4 . 3 . 1 . 01 . 05 ,Hibah Pembangunan Sarana Prasarana Air Minum (penerusan pinjaman dari USAID) ,2000000000.00,2000000000.00,0.00,0.00,"""Hibah Pembangunan Sarana Prasarana Air Minum (penerusan pinjaman dari USAID) :Perjanjian Penerusan Hibah (PPH) antara Pusat dan Pemerintah Kabupaten Kulon Progo untuk Hibah Air Minum Nomor : PPH-020/PK/2012 tanggal 5 Oktober 2012"""
4 . 3 . 3 ,Dana Bagi Hasil Pajak Dari Provinsi dan Pemerintah Daerah Lainnya,39545779545.24,45064756844.16,5518977298.92,13.96,
4 . 3 . 3 . 01 ,Dana Bagi Hasil Pajak Dari Provinsi ,39545779545.24,45064756844.16,5518977298.92,13.96,
4 . 3 . 3 . 01 . 01 ,Bagi Hasil Dari Pajak Kendaraan Bermotor ,14049741620.64,14548281624.38,498540003.74,3.55,Peraturan Daerah Daerah Istimewa Yogyakarta Nomor 11 Tahun 2013 tentang Anggaran Pendapatan dan Belanja Daerah Daerah Istimewa Yogyakarta Tahun Anggaran 2014
4 . 3 . 3 . 01 . 03 ,Bagi Hasil Dari Bea Balik Nama Kendaraan Bermotor ,13735534446.30,14517512353.89,781977907.59,5.69,Peraturan Daerah Daerah Istimewa Yogyakarta Nomor 11 Tahun 2013 tentang Anggaran Pendapatan dan Belanja Daerah Daerah Istimewa Yogyakarta Tahun Anggaran 2014
4 . 3 . 3 . 01 . 05 ,Bagi Hasil Dari Pajak Bahan Bakar Kendaraan Bermotor ,11739745478.30,15179663284.62,3439917806.32,29.30,Peraturan Daerah Daerah Istimewa Yogyakarta Nomor 11 Tahun 2013 tentang Anggaran Pendapatan dan Belanja Daerah Daerah Istimewa Yogyakarta Tahun Anggaran 2014
4 . 3 . 3 . 01 . 07 ,Bagi Hasil Dari Pajak Pengambilan dan Pemanfaatan Air Permukaan ,20758000.00,37043761.32,16285761.32,78.46,Peraturan Daerah Daerah Istimewa Yogyakarta Nomor 11 Tahun 2013 tentang Anggaran Pendapatan dan Belanja Daerah Daerah Istimewa Yogyakarta Tahun Anggaran 2014
4 . 3 . 3 . 01 . 10 ,Bagi Hasil Pajak Rokok ,0.00,782255819.95,782255819.95,0.00,
4 . 3 . 4 ,Dana Penyesuaian dan Otonomi Khusus ,163769077000.00,172929797000.00,9160720000.00,5.59,
4 . 3 . 4 . 01 ,Dana Penyesuaian ,163769077000.00,172929797000.00,9160720000.00,5.59,
4 . 3 . 4 . 01 . 08 ,Tunjangan Profesi Guru PNSD (telah sertivikasi) ,155164577000.00,172929797000.00,17765220000.00,11.45,"PMK Nomor 61/PMK.07/2014 tentang Pedoman Umum dan Alokasi Tunjangan Profesi Guru PNSD Kepada Daerah Provinsi, Kabupaten dan Kota TA 2014"
4 . 3 . 4 . 01 . 09 ,Dana Tambahan Penghasilan Guru PNSD (yang belum dapat tunjangan profesi) ,8604500000.00,0.00,-8604500000.00,-100.00,"PMK Nomor 76/PMK.07/2014 tentang Pedoman Umum dan Alokasi Dana Tambahan Penghasilan Guru PNSD Kepada Daerah, Provinsi, Kabupaten dan Kota Th 2014"
4 . 3 . 5 ,Bantuan Keuangan Dari Provinsi atau Pemerintah Daerah Lainnya,23960318000.00,23960318000.00,0.00,0.00,
4 . 3 . 5 . 01 ,Bantuan Keuangan Dari Provinsi ,23960318000.00,23960318000.00,0.00,0.00,
4 . 3 . 5 . 01 . 02 ,Bantuan Keuangan Kepada Pemerintah Daerah ,19245318000.00,19245318000.00,0.00,0.00,Peraturan Daerah Daerah Istimewa Yogyakarta Nomor 11 Tahun 2013 tentang Anggaran Pendapatan dan Belanja Daerah Daerah Istimewa Yogyakarta Tahun Anggaran 2014
4 . 3 . 5 . 01 . 03 ,Bantuan Keuangan kepada Pemerintah Desa/ Kelurahan ,4715000000.00,4715000000.00,0.00,0,Peraturan Daerah Daerah Istimewa Yogyakarta Nomor 11 Tahun 2013 tentang Anggaran Pendapatan dan Belanja Daerah Daerah Istimewa Yogyakarta Tahun Anggaran 2014
5,BELANJA ,1045554895966.49,1174629041137.61,12907414517112.00,1235.00,
5 . 1 ,BELANJA TIDAK LANGSUNG ,708840112699.49,761175560389.61,5233544769012.00,738.00,
5 . 1 . 1 ,Belanja Pegawai ,646498641481.45,691074229701.83,4457558822038.00,689.00,
5 . 1 . 1 . 01 ,Gaji Dan Tunjangan ,469015870714.22,468220181166.00,-79568954822.00,-17.00,
5 . 1 . 1 . 01 . 01 ,Gaji Pokok PNS/Uang Representasi ,358267906839.00,351258490960.00,-700941587900.00,-196.00,
5 . 1 . 1 . 01 . 02 ,Tunjangan Keluarga ,32207530014.00,32467809326.00,26027931200.00,81.00,
5 . 1 . 1 . 01 . 03 ,Tunjangan Jabatan ,7822514000.00,7294972000.00,-52754200000.00,-674.00,
5 . 1 . 1 . 01 . 04 ,Tunjangan Fungsional ,28402419540.00,27802549803.00,-59986973700.00,-211.00,
5 . 1 . 1 . 01 . 05 ,Tunjangan Fungsional Umum ,4975882769.00,5373511695.00,39762892600.00,799.00,
5 . 1 . 1 . 01 . 06 ,Tunjangan Beras ,18774367231.00,20283931166.00,150956393500.00,804.00,
5 . 1 . 1 . 01 . 07 ,Tunjangan PPh/Tunjangan Khusus ,8141264240.00,9552497472.00,141123323200.00,1733.00,
5 . 1 . 1 . 01 . 08 ,Pembulatan Gaji ,10560316.00,6049821.00,-451049500.00,-4271.00,
5 . 1 . 1 . 01 . 09 ,Iuran Asuransi Kesehatan ,7553886315.22,11320829473.00,376694315778.00,4987.00,
5 . 1 . 1 . 01 . 10 ,Uang Paket ,76482000.00,76482000.00,0.00,0.00,
5 . 1 . 1 . 01 . 11 ,Tunjangan Badan Musyawarah ,26491500.00,26491500.00,0.00,0.00,
5 . 1 . 1 . 01 . 12 ,Tunjangan Komisi ,54810000.00,54810000.00,0.00,0.00,
5 . 1 . 1 . 01 . 13 ,Tunjangan Badan Anggaran ,26491500.00,26491500.00,0.00,0.00,
5 . 1 . 1 . 01 . 14 ,Tunjangan Badan Kehormatan ,7856100.00,7856100.00,0.00,0.00,
5 . 1 . 1 . 01 . 15 ,Tunjangan Alat Kelengkapan Lainnya ,58007250.00,58007250.00,0.00,0.00,
5 . 1 . 1 . 01 . 16 ,Tunjangan Perumahan ,1990800000.00,1990800000.00,0.00,0.00,
5 . 1 . 1 . 01 . 17 ,Uang Duka Wafat/Tewas ,17600000.00,17600000.00,0.00,0.00,
5 . 1 . 1 . 01 . 18 ,Uang Jasa Pengabdian ,382410000.00,382410000.00,0.00,0.00,
5 . 1 . 1 . 01 . 19 ,Belanja Penunjang Operasional Pimpinan DPRD ,201600000.00,201600000.00,0.00,0.00,
5 . 1 . 1 . 01 . 21 ,Tunjangan Badan Legislasi ,16991100.00,16991100.00,0.00,0.00,
5 . 1 . 1 . 02 ,Tambahan Penghasilan PNS ,174127354500.00,219087729600.00,4496037510000.00,2582.00,
5 . 1 . 1 . 02 . 01 ,Tambahan Penghasilan Berdasarkan Beban Kerja ,18900377500.00,18173833500.00,-72654400000.00,-384.00,
5 . 1 . 1 . 02 . 03 ,Tambahan Penghasilan Berdasarkan Kondisi Kerja ,26400000.00,26400000.00,0.00,0.00,
5 . 1 . 1 . 02 . 05 ,Tambahan Penghasilan Berdasarkan Prestasi Kerja ,155164577000.00,200851496100.00,4568691910000.00,2944.00,
5 . 1 . 1 . 02 . 07 ,Tambahan Penghasilan Berdasarkan Resiko Kerja ,36000000.00,36000000.00,0.00,0.00,
5 . 1 . 1 . 03 ,Belanja Penerimaan Lainnya Pimpinan Dan Anggota DPRD Serta KDH/WKDH,2416000000.00,2538997686.00,12299768600.00,509.00,
5 . 1 . 1 . 03 . 01 ,Tunjangan Komunikasi Intensif Pimpinan dan Anggota DPRD,2016000000.00,2016000000.00,0.00,0.00,
5 . 1 . 1 . 03 . 02 ,Belanja Penunjang Operasional KDH/WKDH ,400000000.00,522997686.00,122997686.00,30.75,
5 . 1 . 1 . 04 ,Biaya Pemungutan Pajak Daerah ,0.00,138667473.00,138667473.00,0.00,
5 . 1 . 1 . 04 . 01 ,Biaya Pemungutan PBB ,0.00,138667473.00,138667473.00,0.00,
5 . 1 . 1 . 05 ,Belanja Insentif Pemungutan Pajak/Retribusi Daerah ,939416267.23,1088653776.83,149237509.60,15.89,
5 . 1 . 1 . 05 . 01 ,Belanja Pemungutan Pajak/Retribusi ,939416267.23,1088653776.83,149237509.60,15.89,
5 . 1 . 2 ,Belanja Bunga ,24518446.94,24518446.94,0.00,0.00,
5 . 1 . 2 . 01 ,Bunga Utang Pinjaman ,24518446.94,24518446.94,0.00,0.00,
5 . 1 . 2 . 01 . 03 ,Bunga Utang Pinjaman Kepada Lembaga Keuangan Bank ,24518446.94,24518446.94,0.00,0.00,
5 . 1 . 4 ,Belanja Hibah ,11421368525.00,16727208700.81,5305840175.81,46.46,
5 . 1 . 4 . 05 ,Belanja Hibah Kepada Badan/Lembaga/Organisasi ,11421368525.00,16727208700.81,5305840175.81,46.46,
5 . 1 . 4 . 05 . 01 ,Badan/Lembaga/Organisasi Swasta ...... ,11421368525.00,16727208700.81,5305840175.81,46.46,
5 . 1 . 5 ,Belanja Bantuan Sosial ,9943355250.00,9982000000.00,38644750.00,0.39,
5 . 1 . 5 . 01 ,Belanja Bantuan Sosial Kepada Organisasi Kemasyarakatan ,9254250000.00,9982000000.00,727750000.00,7.86,
5 . 1 . 5 . 01 . 04 ,Belanja Bantuan kepada Masyarakat/Perorangan ,9254250000.00,9982000000.00,727750000.00,7.86,
5 . 1 . 5 . 02 ,Belanja Bantuan  Partai Politik ,689105250.00,0.00,-689105250.00,-100.00,
5 . 1 . 5 . 02 . 01 ,Belanja Bantuan Partai Politik ,689105250.00,0.00,-689105250.00,-100.00,
5 . 1 . 6 ,Belanja Bagi Hasil Kepada Provinsi/Kabupaten/Kota dan Pemerintah Desa,2273860143.00,2614074597.00,340214454.00,14.96,
5 . 1 . 6 . 03 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa,1712252780.00,2044738896.00,332486116.00,19.42,
5 . 1 . 6 . 03 . 01 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa ......,1712252780.00,2044738896.00,332486116.00,19.42,
5 . 1 . 6 . 05 ,Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintahan Desa,561607363.00,569335701.00,7728338.00,1.38,
5 . 1 . 6 . 05 . 01 ,Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintahan Desa ......,561607363.00,569335701.00,7728338.00,1.38,
5 . 1 . 7 ,Belanja Bantuan Keuangan Kepada Provinsi/Kabupaten/Kota dan Pemerintahan Desa dan Partai Politik,37678368853.10,38367474103.10,689105250.00,1.83,
5 . 1 . 7 . 03 ,Belanja Bantuan Keuangan Kepada Desa ,37678368853.10,37678368853.10,0.00,0.00,
5 . 1 . 7 . 03 . 01 ,Belanja Bantuan Keuangan Kepada Desa ...... ,4650000000.00,4650000000.00,0.00,0.00,
5 . 1 . 7 . 03 . 02 ,Dana Alokasi Desa ,33028368853.10,33028368853.10,0.00,0.00,
5 . 1 . 7 . 05 ,Belanja Bantuan kepada Partai Politik ,0.00,689105250.00,689105250.00,0.00,
5 . 1 . 7 . 05 . 01 ,Belanja Bantuan Kepada Partai Politik Partai Karya Peduli Bangsa,0.00,19352150.00,19352150.00,0.00,
5 . 1 . 7 . 05 . 02 ,Belanja Bantuan Kepada Partai Politik Partai Gerakan Indonesia Raya,0.00,36380570.00,36380570.00,0.00,
5 . 1 . 7 . 05 . 03 ,Belanja Bantuan Kepada Partai Politik Partai Keadilan Sejahtera,0.00,62270750.00,62270750.00,0.00,
5 . 1 . 7 . 05 . 04 ,Belanja Bantuan Kepada Partai Politik Partai Amanat Nasional,0.00,144467880.00,144467880.00,0.00,
5 . 1 . 7 . 05 . 05 ,Belanja Bantuan Kepada Partai Politik Partai Kebagkitan Bangsa,0.00,86508800.00,86508800.00,0.00,
5 . 1 . 7 . 05 . 06 ,Belanja Bantuan Kepada Partai Politik Partai Demokrasi Kebangsaan,0.00,16551580.00,16551580.00,0.00,
5 . 1 . 7 . 05 . 07 ,Belanja Bantuan Kepada Partai Politik Partai Golongan Karya,0.00,85125300.00,85125300.00,0.00,
5 . 1 . 7 . 05 . 08 ,Belanja Bantuan Kepada Partai Politik Partai Persatuan Pembangunan,0.00,32297240.00,32297240.00,0.00,
5 . 1 . 7 . 05 . 09 ,Belanja Bantuan Kepada Partai Politik Partai Demokrasi Indonesia Perjuangan,0.00,132721590.00,132721590.00,0.00,
5 . 1 . 7 . 05 . 10 ,Belanja Bantuan Kepada Partai Politik Partai Demokrat ,0.00,73429390.00,73429390.00,0.00,
5 . 1 . 8 ,Belanja Tidak Terduga ,1000000000.00,2386054839.93,"1386054839,93",138.61,
5 . 1 . 8 . 01 ,Belanja Tidak Terduga ,1000000000.00,2386054839.93,"1386054839,93",138.61,
5 . 1 . 8 . 01 . 01 ,Belanja Tidak Terduga ,1000000000.00,2386054839.93,"1386054839,93",138.61,
5 . 2 ,BELANJA LANGSUNG ,336714783267.00,413453480748.00,76738697481.00,22.79,
5 . 2 . 1 ,Belanja Pegawai ,39346389327.00,48495526809.00,9149137482.00,23.25,
5 . 2 . 1 . 01 ,Honorarium PNS ,8008613350.00,8044060500.00,35447150.00,0.44,
5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,6062138500.00,6204668500.00,142530000.00,2.35,
5 . 2 . 1 . 01 . 02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,345097000.00,376872000.00,31775000.00,9.21,
5 . 2 . 1 . 01 . 04 ,Honorarium Bendahara/Pengurus Barang ,1362360000.00,1144560000.00,-217800000.00,-15.99,
5 . 2 . 1 . 01 . 05 ,Honorarium Penyelenggaraan Kegiatan ,239017850.00,317960000.00,78942150.00,33.03,
5 . 2 . 1 . 02 ,Honorarium Non PNS ,20588448881.00,22199715476.00,1611266595.00,7.83,
5 . 2 . 1 . 02 . 02 ,Honorarium Pegawai Honorer/Tidak Tetap ,6880580381.00,6931604526.00,51024145.00,0.74,
5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,12929174500.00,14289541950.00,1360367450.00,10.52,
5 . 2 . 1 . 02 . 04 ,Honorarium Tim ,686194000.00,978569000.00,292375000.00,42.61,
5 . 2 . 1 . 02 . 05 ,Honor Pengurus Barang ,92500000.00,0.00,-92500000.00,-100.00,
5 . 2 . 1 . 03 ,Uang Lembur ,985159000.00,998065500.00,12906500.00,1.31,
5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,985159000.00,998065500.00,12906500.00,1.31,
5 . 2 . 1 . 06 ,Honor Pelayanan Kesehatan ,773343000.00,760167627.00,-13175373.00,-1.70,
5 . 2 . 1 . 06 . 01 ,Honor Pelayanan Kesehatan ,773343000.00,760167627.00,-13175373.00,-1.70,
5 . 2 . 1 . 07 ,Belanja Pegawai BLUD ,8990825096.00,16493517706.00,7502692610.00,83.45,
5 . 2 . 1 . 07 . 01 ,Belanja Pegawai BLUD ,8990825096.00,16493517706.00,7502692610.00,83.45,
5 . 2 . 2 ,Belanja Barang dan Jasa ,144903020979.00,194580812294.00,49677791315.00,34.28,
5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,4543497090.00,4186829475.00,-356667615.00,-7.85,
5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,3309291130.00,3350989415.00,41698285.00,1.26,
5 . 2 . 2 . 01 . 03 ,"Belanja Alat Listrik Dan Elektronik (Lampu Pijar, Battery Kering)",306187260.00,296891210.00,-9296050.00,-3.04,
5 . 2 . 2 . 01 . 04 ,"Belanja Perangko, Materai Dan Benda Pos Lainnya ",59124000.00,60089500.00,965500.00,1.63,
5 . 2 . 2 . 01 . 05 ,Belanja Peralatan Kebersihan Dan Bahan Pembersih ,341953500.00,327053500.00,-14900000.00,-4.36,
5 . 2 . 2 . 01 . 07 ,Belanja Pengisian Tabung Pemadam Kebakaran ,1800000.00,1800000.00,0.00,0.00,
5 . 2 . 2 . 01 . 08 ,Belanja Pengisian Tabung Gas ,7353000.00,7353000.00,0.00,0.00,
5 . 2 . 2 . 01 . 09 ,Belanja Peralatan Pendukung Kantor ,58087500.00,56002500.00,-2085000.00,-3.59,
5 . 2 . 2 . 01 . 10 ,Belanja peralatan pendukung rumah tangga ,2080000.00,2080000.00,0.00,0.00,
5 . 2 . 2 . 01 . 11 ,Belanja BBM/Gas dan Pelumas Peralatan Bermesin/Bermotor,3520000.00,5795000.00,2275000.00,64.63,
5 . 2 . 2 . 01 . 12 ,Belanja Peralatan Pendukung Pengobatan ,386591700.00,35177200.00,-351414500.00,-90.90,
5 . 2 . 2 . 01 . 13 ,Belanja alat peraga dan praktik sekolah ,51739000.00,27828150.00,-23910850.00,-46.21,
5 . 2 . 2 . 01 . 16 ,Belanja Penunjang Pemeriksaan Laboratorium Kesehatan ,15770000.00,15770000.00,0.00,0.00,
5 . 2 . 2 . 02 ,Belanja Bahan/Material ,16157959288.00,19052964310.00,2895005022.00,17.92,
5 . 2 . 2 . 02 . 01 ,Belanja Bahan Baku Bangunan ,12956377700.00,15931176660.00,2974798960.00,22.96,
5 . 2 . 2 . 02 . 02 ,Belanja Bahan/Bibit Tanaman ,44580000.00,71380000.00,26800000.00,60.12,
5 . 2 . 2 . 02 . 03 ,Belanja Bibit Ternak ,45100000.00,45100000.00,0.00,0.00,
5 . 2 . 2 . 02 . 04 ,Belanja Bahan Obat-Obatan ,2706177038.00,2506643100.00,-199533938.00,-7.37,
5 . 2 . 2 . 02 . 05 ,Belanja Bahan Kimia ,31276000.00,31276000.00,0.00,0.00,
5 . 2 . 2 . 02 . 06 ,Belanja Bahan Percontohan ,92802700.00,189052700.00,96250000.00,103.71,
5 . 2 . 2 . 02 . 07 ,Belanja bibit/benih ikan ,950000.00,950000.00,0.00,0.00,
5 . 2 . 2 . 02 . 08 ,Belanja Bahan Peralatan Diklat/Kursus ,67630000.00,64320000.00,-3310000.00,-4.89,
5 . 2 . 2 . 02 . 09 ,Belanja Pupuk ,4065850.00,4065850.00,0.00,0.00,
5 . 2 . 2 . 02 . 10 ,Belanja Bahan Makanan ,209000000.00,209000000.00,0.00,0.00,
5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,14675096174.00,22851486074.00,8176389900.00,55.72,
5 . 2 . 2 . 03 . 01 ,Belanja Telepon ,430257400.00,441265200.00,11007800.00,2.56,
5 . 2 . 2 . 03 . 02 ,Belanja Air ,193700000.00,163626600.00,-30073400.00,-15.53,
5 . 2 . 2 . 03 . 03 ,Belanja Listrik ,3560732124.00,3892455724.00,331723600.00,9.32,
5 . 2 . 2 . 03 . 05 ,Belanja Surat Kabar/Majalah ,112734000.00,111954000.00,-780000.00,-0.69,
5 . 2 . 2 . 03 . 06 ,Belanja Kawat/Faksimili/Internet/Intranet/TV Kabel/TV Satelit,262560000.00,261667000.00,-893000.00,-0.34,
5 . 2 . 2 . 03 . 07 ,Belanja Paket/Pengiriman ,2227000.00,2227000.00,0.00,0.00,
5 . 2 . 2 . 03 . 08 ,Belanja Sertifikasi ,119000000.00,149000000.00,30000000.00,25.21,
5 . 2 . 2 . 03 . 13 ,Belanja Dokumentasi ,124656500.00,135721500.00,11065000.00,8.88,
5 . 2 . 2 . 03 . 14 ,Belanja Dekorasi ,116057500.00,129067500.00,13010000.00,11.21,
5 . 2 . 2 . 03 . 15 ,Belanja Publikasi ,303208500.00,338578500.00,35370000.00,11.67,
5 . 2 . 2 . 03 . 16 ,Belanja Pelayanan kesehatan ,8135853000.00,15735853000.00,7600000000.00,93.41,
5 . 2 . 2 . 03 . 21 ,Belanja Pengurusan Hak Kekayaan Intelektual ,18650000.00,20750000.00,2100000.00,11.26,
5 . 2 . 2 . 03 . 23 ,Belanja jasa analisa/pemeriksaan laboratorium ,96599150.00,103431650.00,6832500.00,7.07,
5 . 2 . 2 . 03 . 24 ,Belanja Jasa Pemungut Retribusi ,520317000.00,554229400.00,33912400.00,6.52,
5 . 2 . 2 . 03 . 25 ,Belanja Jasa Penyelesaian Perkara ,101000000.00,127000000.00,26000000.00,25.74,
5 . 2 . 2 . 03 . 26 ,Belanja Jasa Event Organizer / Atraksi Kesenian ,88400000.00,117500000.00,29100000.00,32.92,
