Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.19 . 1.19.03 . 03 . 03 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,96075000,
1.19 . 1.19.03 . 03 . 03 . 5 . 2 . 2 . 13  , Belanja Pakaian Kerja  ,96075000,
1.19 . 1.19.03 . 03 . 03 . 5 . 2 . 2 . 13 . 01  , Belanja Pakaian Kerja Lapangan  ,96075000,"Belanja Pakaian Kerja Lapangan
Belanja pakaian kerja lapangan SAR79 Bh x 360.000,00 = 28.440.000,00
Belanja pakaian kerja lapangan TRC22 Bh x 360.000,00 = 7.920.000,00
Belanja pakaian kerja lapangan PBK27 Bh x 385.000,00 = 10.395.000,00
Belanja pakaian kerja lapangan Pusdalops12 Bh x 360.000,00 = 4.320.000,00
Belanja Pakaian KhususBelanja Pakaian Khusus Tahan Panas3 set x 15.000.000,00 = 45.000.000,00"
1.19 . 1.19.03 . 05  , Program Peningkatan Kapasitas Sumber Daya Aparatur  ,42120000,
1.19 . 1.19.03 . 05 . 01  , Pendidikan dan pelatihan formal  ,42120000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Pelatihan berbasis perempuan
Target: 150 Peserta"
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 1  , Belanja Pegawai  ,870000,
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 1 . 01  , Honorarium PNS  ,870000,
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,870000," Honorarium Panitia Pelaksana Kegiatan
Ketua1 ok x 90.000,00 = 90.000,00
Sekretaris1 ok x 80.000,00 = 80.000,00
Anggota10 ok x 70.000,00 = 700.000,00"
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,41250000,
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,2000000,
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,2000000," Belanja Alat Tulis Kantor
Belanja ATK1 Ls x 500.000,00 = 500.000,00
Belanja Pelatihan Kits100 O/p x 15.000,00 = 1.500.000,00"
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 02  , Belanja Bahan/Material  ,4000000,
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 02 . 18  , Belanja Bahan Percontohan  ,4000000," Belanja Bahan Percontohan / Bahan Praktek1 Ls x 4.000.000,00 = 4.000.000,00"
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,150000,
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 03 . 14  , Belanja Dekorasi  ,150000," Belanja Dekorasi1 Keg x 150.000,00 = 150.000,00"
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,1125000,
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,1125000," Belanja Penggandaan7,500 Lbr x 150,00 = 1.125.000,00"
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 07  , Belanja Sewa Rumah/Gedung/Gudang/Parkir  ,2000000,
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 07 . 03  , Belanja Sewa Ruang Rapat/Pertemuan  ,2000000," Belanja Sewa Ruang Rapat/Pertemuan2 Ok x 1.000.000,00 = 2.000.000,00"
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 10  , Belanja Sewa Perlengkapan dan Peralatan Kantor  ,1000000,
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 10 . 01  , Belanja Sewa Meja Kursi  ,1000000," Belanja Sewa Meja Kursi2 Keg x 500.000,00 = 1.000.000,00"
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,10675000,
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,1425000," Belanja Makanan dan Minuman Rapat
Belanja Makan, Snack dan Minum Rapat50 Ok x 28.500,00 = 1.425.000,00"
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,9250000," Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Belanja Snack dan Minum 125 x 2 x 2 hari500 Ok x 8.500,00 = 4.250.000,00
Belanja Makan dan Minum 125 x 2 hari250 Ok x 20.000,00 = 5.000.000,00"
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 13  , Belanja Pakaian Kerja  ,7500000,
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 13 . 01  , Belanja Pakaian Kerja Lapangan  ,7500000," Belanja Pakaian Kera Lapangan
Belanja pengadaan kaos125 Bh x 60.000,00 = 7.500.000,00"
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",12800000,
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,6800000," Honorarium Nara Smber/ Moderator/ Tenaga Ahli
Honorarium Nara Sumber 4 org @ 2 jpl4 O/2jpl x 500.000,00 = 2.000.000,00
Honorarium Tenaga Ahli (Pelatih) 2 org @ 4 jpl x 2 hari4 Oh x 1.000.000,00 = 4.000.000,00
Honorarium Moderator 2 org @ 2 jpl x 2 hari4 Oh x 200.000,00 = 800.000,00"
1.19 . 1.19.03 . 05 . 01 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,6000000," Honorarium Peserta Pelatihan
Honorarium Peserta Pelatihan 100 org x 2 hari200 Oh x 30.000,00 = 6.000.000,00"
1.06 . 1.19.03 . 21  , Program perencanaan pembangunan daerah  ,10000000,
1.06 . 1.19.03 . 21 . 32  , Penyusunan Rencana Strategis (Renstra) SKPD  ,5000000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Tersusunnya Dokumen Rencana Strategis SKPD
Target: 1 Tahun"
1.06 . 1.19.03 . 21 . 32 . 5 . 2 . 1  , Belanja Pegawai  ,2320000,
1.06 . 1.19.03 . 21 . 32 . 5 . 2 . 1 . 01  , Honorarium PNS  ,2320000,
1.06 . 1.19.03 . 21 . 32 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,2320000," Honorarium Panitia Pelaksana Kegiatan
Pembina 1 org2 ob x 200.000,00 = 400.000,00
Pengarah 1 org2 ob x 180.000,00 = 360.000,00
Ketua 1 org2 ob x 170.000,00 = 340.000,00
Sekretaris 1 org2 ob x 160.000,00 = 320.000,00
Anggota 3 org6 ob x 150.000,00 = 900.000,00"
1.06 . 1.19.03 . 21 . 32 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,2680000,
1.06 . 1.19.03 . 21 . 32 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,231000,
1.06 . 1.19.03 . 21 . 32 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,231000," Belanja Alat Tulis Kantor1 Ls x 231.000,00 = 231.000,00"
1.06 . 1.19.03 . 21 . 32 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,1050000,
1.06 . 1.19.03 . 21 . 32 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,1050000," Belanja Penggandaan7,000 Lbr x 150,00 = 1.050.000,00"
1.06 . 1.19.03 . 21 . 32 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,1399000,
1.06 . 1.19.03 . 21 . 32 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,399000," Belanja Makanan dan Minuman Rapat
Belanja makan, snack dan minum rapat14 ok x 28.500,00 = 399.000,00"
1.06 . 1.19.03 . 21 . 32 . 5 . 2 . 2 . 11 . 04  , Belanja makanan dan minuman Lembur  ,1000000," Belanja Makanan dan Minuman Lembur
Belanja Makan dan Minum Lembur50 Ok x 20.000,00 = 1.000.000,00"
1.06 . 1.19.03 . 21 . 33  , Penyusunan Rencana Kerja (Renja) SKPD  ,5000000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Tersusunnya Dokumen Rencana Kerja SKPD
Target: 1 Tahun"
1.06 . 1.19.03 . 21 . 33 . 5 . 2 . 1  , Belanja Pegawai  ,2320000,
1.06 . 1.19.03 . 21 . 33 . 5 . 2 . 1 . 01  , Honorarium PNS  ,2320000,
1.06 . 1.19.03 . 21 . 33 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,2320000," Honorarium Panitia Pelaksana Kegiatan
Sekretaris 1 org2 ob x 160.000,00 = 320.000,00
Anggota 3 org6 ob x 150.000,00 = 900.000,00
Pengarah 1 org2 ob x 180.000,00 = 360.000,00
Pembina 1 org2 ob x 200.000,00 = 400.000,00
Ketua 1 org2 ob x 170.000,00 = 340.000,00"
1.06 . 1.19.03 . 21 . 33 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,2680000,
1.06 . 1.19.03 . 21 . 33 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,231000,
1.06 . 1.19.03 . 21 . 33 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,231000," Belanja Alat Tulis Kantor1 Ls x 231.000,00 = 231.000,00"
1.06 . 1.19.03 . 21 . 33 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,1050000,
1.06 . 1.19.03 . 21 . 33 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,1050000," Belanja Penggandaan7,000 Lbr x 150,00 = 1.050.000,00"
1.06 . 1.19.03 . 21 . 33 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,1399000,
1.06 . 1.19.03 . 21 . 33 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,399000," Belanja Makanan dan Minuman Rapat
Belanja Makan, Snack dan Minm Rapat14 Ok x 28.500,00 = 399.000,00"
1.06 . 1.19.03 . 21 . 33 . 5 . 2 . 2 . 11 . 04  , Belanja makanan dan minuman Lembur  ,1000000," Belanja Makanan dan Minuman Lembur
Belanja Makan dan Minum Lembur50 Ok x 20.000,00 = 1.000.000,00"
1.19 . 1.19.03 . 22  , Program pencegahan dini dan penanggulangan korban bencana alam  ,1140778500,
1.19 . 1.19.03 . 22 . 01  , Pemantauan dan penyebarluasan informasi potensi bencana alam  ,103687500," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Pemantauan dan penyebarluasan informasi bencana
Target: 1 Tahun"
1.19 . 1.19.03 . 22 . 01 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,103687500,
1.19 . 1.19.03 . 22 . 01 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,350000,
1.19 . 1.19.03 . 22 . 01 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,350000," Belanja Alat Tulis Kantor1 Ls x 350.000,00 = 350.000,00"
1.19 . 1.19.03 . 22 . 01 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,26000000,
1.19 . 1.19.03 . 22 . 01 . 5 . 2 . 2 . 03 . 15  , Belanja Publikasi  ,26000000," Belanja PublikasiPublikasi Bantul Radio1 Ls x 6.000.000,00 = 6.000.000,00
Bantul ExpoSewa Stand, Dokumentasi,Dekorasi, Sewa Peralatan, Makan Minum Petugas Piket, dll1 Ls x 10.000.000,00 = 10.000.000,00
KarnavalDokumentasi,Dekorasi,Sewa Peralatan, Makan Minum Operasional, dll1 Ls x 5.000.000,00 = 5.000.000,00
Spanduk, leaflet, dll1 Ls x 5.000.000,00 = 5.000.000,00"
1.19 . 1.19.03 . 22 . 01 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,2750000,
1.19 . 1.19.03 . 22 . 01 . 5 . 2 . 2 . 06 . 01  , Belanja Cetak  ,2000000," Belanja Cetak Kegiatan Pengadaan Tenaga Kontrak
Belanja cetak LJK, Co card, dll1 Ls x 2.000.000,00 = 2.000.000,00"
1.19 . 1.19.03 . 22 . 01 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,750000," Belanja Penggandaan/Foto copy Kegiatan
 Pengadaan Tenaga Kontrak5,000 Lbr x 150,00 = 750.000,00"
1.19 . 1.19.03 . 22 . 01 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,41697500,
1.19 . 1.19.03 . 22 . 01 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,2137500," Belanja Makanan dan Minuman Rapat Kegiatan Pengadaan Tenaga kontrak
Belanja Makan, Snack dan Minum pelaksanaan Kegiatan75 Ok x 28.500,00 = 2.137.500,00"
1.19 . 1.19.03 . 22 . 01 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,39560000," Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Belanja Makan dan Minum Evakuasi1,000 Ok x 20.000,00 = 20.000.000,00
Belanja Makan dan Minum Operasional (PAM, Kerja Bakti, dll)750 Ok x 20.000,00 = 15.000.000,00
Belanja Makan, Snack dan Minum Kegiatan Pengadaan Tenaga Kontrak160 Ok x 28.500,00 = 4.560.000,00"
1.19 . 1.19.03 . 22 . 01 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",32890000,
1.19 . 1.19.03 . 22 . 01 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,2890000," Honorarium Narasumber/Tenaga Ahli Pengadaan Tenaga KontrakAssesor3 Ok x 150.000,00 = 450.000,00
Pewawancara4 Ok x 200.000,00 = 800.000,00
Petugas Pengesahan Kartu Ujian 4 org x 1 hari4 oh x 80.000,00 = 320.000,00
Petugas Pengawas Ujian 5 org x 1 hari5 oh x 80.000,00 = 400.000,00
Petugas Penyusun Naskah Ujian 3 org x 2 materi6 ok x 100.000,00 = 600.000,00
Petugas LJK Hasil Ujian 4 org x 1 hari4 oh x 80.000,00 = 320.000,00"
1.19 . 1.19.03 . 22 . 01 . 5 . 2 . 2 . 35 . 09  , Jasa Petugas Lapangan  ,30000000," Honorarium Petugas Lapangan TRC
Honor petugas TRC 10 0rg x 12 bln120 Ob x 250.000,00 = 30.000.000,00"
1.19 . 1.19.03 . 22 . 05  , Peningkatan ketrampilan dan kualitas penanggulangan bencana alam  ,148217500," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Ketrampilan dan kualitas penanggulangan bencana lebih meningkat
Target: 1 Keg"
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 1  , Belanja Pegawai  ,520000,
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 1 . 01  , Honorarium PNS  ,520000,
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,520000," Honorarium Panitia Pelaksana Kegiatan
Ketua1 Ok x 90.000,00 = 90.000,00
Sekretaris1 Ok x 80.000,00 = 80.000,00
Anggota5 Ok x 70.000,00 = 350.000,00"
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,147697500,
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,8550000,
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,8550000," Belanja Alat Tulis Kantor1 Ls x 300.000,00 = 300.000,00
Belanja Seminar kit 50 peserta x 11 desa550 o/p x 15.000,00 = 8.250.000,00"
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,1650000,
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 2 . 03 . 14  , Belanja Dekorasi  ,1650000," Belanja Dekorasi
Belanja Dekorasi 11 desa11 Ls x 150.000,00 = 1.650.000,00"
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 2 . 07  , Belanja Sewa Rumah/Gedung/Gudang/Parkir  ,5500000,
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 2 . 07 . 03  , Belanja Sewa Ruang Rapat/Pertemuan  ,5500000," Belanja sewa ruang rapat/pertemuan
Belanja sewa ruang rapat/ pertemuan 11 pertemuan11 Ok x 500.000,00 = 5.500.000,00"
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,29447500,
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,570000," Belanja Makanan dan Minuman Rapat
Belanja Makan, Snack dan Minum Rapat20 Ok x 28.500,00 = 570.000,00"
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,28877500," Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Belanja Snack dan Minum Pelaksanaan Kegiatan Binjas1,000 Ok x 8.500,00 = 8.500.000,00
Belanja Makan, Snack dan Minum Pelaksanaan Kegiatan Peningkatan Ketrampilan dan Kualitas PB 65 org x 11 desa715 Ok x 28.500,00 = 20.377.500,00"
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 2 . 13  , Belanja Pakaian Kerja  ,42900000,
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 2 . 13 . 01  , Belanja Pakaian Kerja Lapangan  ,42900000," Belanja Pakaian Kerja Lapangan (kaos)
Belanja pakaian kaos 65 org x 11 desa715 buah x 60.000,00 = 42.900.000,00"
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",59650000,
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,41500000," Honorarium Nara Sumber/Moderator/Tenaga Ahli
Honorarium Instruktur Binjas12 Bln x 250.000,00 = 3.000.000,00
Honorarium Narasumber Tingkat Lokal 2 org x 11 desa22 ok x 1.500.000,00 = 33.000.000,00
Honorarium Narasumber Lainnya 1 org x 11 desa11 ok x 500.000,00 = 5.500.000,00"
1.19 . 1.19.03 . 22 . 05 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,18150000," Honorarium peserta pelatihan
Honorarium peserta pelatihan 50 org x 11 desa605 ok x 30.000,00 = 18.150.000,00"
1.19 . 1.19.03 . 22 . 13  , Fasilitasi pemantauan dan penyaluran bantuan bencana alam  ,319725000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Penyaluran Bantuan Terfasilitasi
Target: 100 %"
1.19 . 1.19.03 . 22 . 13 . 5 . 2 . 1  , Belanja Pegawai  ,1475000,
1.19 . 1.19.03 . 22 . 13 . 5 . 2 . 1 . 01  , Honorarium PNS  ,1475000,
1.19 . 1.19.03 . 22 . 13 . 5 . 2 . 1 . 01 . 02  , Honorarium Tim Pengadaan Barang Dan Jasa  ,1475000," Honorarium Tim Pengadaan Barang dan Jasa 
Pengadaan Bahan BangunanPejabat Pembuat Komitmen1 o/p x 350.000,00 = 350.000,00
Pejabat Pengadaan Barang dan Jasa1 o/p x 300.000,00 = 300.000,00
Pejabat Penerima Hasil Pekerjaan1 o/p x 225.000,00 = 225.000,00
Honorarium Tim Pengadaan Barang dan Jasa
 Pengadaan Bahan MakananPejabat Pembuat Komitmen1 o/p x 250.000,00 = 250.000,00
Pejabat Pengadaan1 o/p x 200.000,00 = 200.000,00
Pejabat Penerima Hasil Pekerjaan1 o/p x 150.000,00 = 150.000,00"
1.19 . 1.19.03 . 22 . 13 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,318250000,
1.19 . 1.19.03 . 22 . 13 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,500000,
1.19 . 1.19.03 . 22 . 13 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,500000," Belanja Alat Tulis Kantor1 Ls x 500.000,00 = 500.000,00"
1.19 . 1.19.03 . 22 . 13 . 5 . 2 . 2 . 02  , Belanja Bahan/Material  ,297000000,
1.19 . 1.19.03 . 22 . 13 . 5 . 2 . 2 . 02 . 01  , Belanja Bahan Baku Bangunan  ,210000000," Belanja Bahan Baku Bangunan
Pasir, Semen, Kayu, Batu bata, Seng, dll10 Paket x 5.000.000,00 = 50.000.000,00
Bronjong1 Ls x 160.000.000,00 = 160.000.000,00"
1.19 . 1.19.03 . 22 . 13 . 5 . 2 . 2 . 02 . 08  , Belanja Bahan Makanan  ,37000000," Belanja Bahan MakananBeras, Mie Instan, Gula pasir, Telur, Minyak Goreng, Kecap, Sarden, dll200 Paket x 185.000,00 = 37.000.000,00"
1.19 . 1.19.03 . 22 . 13 . 5 . 2 . 2 . 02 . 14  , Belanja Air Bersih  ,50000000," Belanja Air Bersih
Belanja Bantuan Air Bersih1 Ls x 50.000.000,00 = 50.000.000,00"
1.19 . 1.19.03 . 22 . 13 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,750000,
1.19 . 1.19.03 . 22 . 13 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,750000," Belanja Penggandaan5,000 Lbr x 150,00 = 750.000,00"
1.19 . 1.19.03 . 22 . 13 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,20000000,
1.19 . 1.19.03 . 22 . 13 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,20000000," Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Belanja Makan dan Minum operasional (Pendistribusian bantuan, Pengambilan logistik, Droping air, dll)1,000 Ok x 20.000,00 = 20.000.000,00"
1.19 . 1.19.03 . 22 . 15  , Pengembangan desa siaga bencana  ,46485000," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Desa Wukirsari dan Jatimulyo
Target: 1 Keg"
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,46485000,
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,2750000,
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,2750000," Belanja Alat Tulis Kantor
Belanja ATK1 Ls x 500.000,00 = 500.000,00
Belanja Seminar Kits150 O/p x 15.000,00 = 2.250.000,00"
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 02  , Belanja Bahan/Material  ,3000000,
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 02 . 18  , Belanja Bahan Percontohan  ,3000000," Belanja Bahan Percontohan/ Bahan Praktek
Belanja Bahan Percontohan / Bahan Praktek1 Ls x 3.000.000,00 = 3.000.000,00"
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,600000,
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 03 . 14  , Belanja Dekorasi  ,600000," Belanja Dekorasi2 Keg x 300.000,00 = 600.000,00"
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,750000,
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,750000," Belanja Penggandaan5,000 Lbr x 150,00 = 750.000,00"
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 07  , Belanja Sewa Rumah/Gedung/Gudang/Parkir  ,1000000,
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 07 . 02  , Belanja Sewa Gedung/Kantor/Tempat  ,1000000," Belanja Sewa Gedung/Tempat
Belanja sewa gedung2 Keg x 500.000,00 = 1.000.000,00"
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 10  , Belanja Sewa Perlengkapan dan Peralatan Kantor  ,600000,
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 10 . 01  , Belanja Sewa Meja Kursi  ,600000," Belanja Sewa Meja Kursi2 Keg x 300.000,00 = 600.000,00"
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 11  , Belanja Makanan dan Minuman  ,11685000,
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,855000," Belanja Makanan dan Minuman Rapat
Belanja Makan, Snack dan Minum Rapat30 Ok x 28.500,00 = 855.000,00"
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,10830000," Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Belanja Makan, Snack dan Minum Pelaksanaan Kegiatan380 Ok x 28.500,00 = 10.830.000,00"
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 13  , Belanja Pakaian Kerja  ,11400000,
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 13 . 01  , Belanja Pakaian Kerja Lapangan  ,11400000," Belanja Pakaian Kerja Lapangan
Belanja pakaian kaos190 Bh x 60.000,00 = 11.400.000,00"
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",14700000,
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,7200000," Honorarium Nara Sumber/Moderator/Tenaga Ahli
Honorarium Nara Sumber 2 org/2jpl x 2 hr x 2 desa6 O/jpl x 500.000,00 = 3.000.000,00
Honorarium Fasilitator 2 org/2jpl x 2 hr x 2 desa6 O/jpl x 500.000,00 = 3.000.000,00
Honorarium Moderator 2 org/2jpl x 2 hr x 2 desa6 O/jpl x 200.000,00 = 1.200.000,00"
1.19 . 1.19.03 . 22 . 15 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,7500000," Honorarium Peserta
Honorarium Peserta 75 org x 2 hr x 2 desa300 Ok x 25.000,00 = 7.500.000,00"
1.19 . 1.19.03 . 22 . 18  , Gladi posko dan gladi lapang  ,71332500," Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Simulasi bencana
Target: 500 Masyarakat"
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 1  , Belanja Pegawai  ,1570000,
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 1 . 01  , Honorarium PNS  ,1570000,
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,1570000," Honorarium Panitia Pelaksana Kegiatan
Ketua1 Ok x 90.000,00 = 90.000,00
Sekretaris1 Ok x 80.000,00 = 80.000,00
Anggota20 Ok x 70.000,00 = 1.400.000,00"
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,69762500,
1.19 . 1.19.03 . 22 . 18 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,400000,
