Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,,
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 21 . 06 , Belanja Jasa Konsultasi Penyusunan Dokumen Lingkungan ,49800000," APBD
Belanja Jasa Konsultansi Penyusunan UKL UPL Calon Lokasi Tambak1 paket x 48.000.000,00 = 48.000.000,00
Honor PPK1 o/p x 300.000,00 = 300.000,00
Honor Tim PerencanaKetua1 o/p x 250.000,00 = 250.000,00
Sekretaris1 o/p x 225.000,00 = 225.000,00
Anggota1 o/p x 200.000,00 = 200.000,00
Honor Pejabat Pengadaan1 o/p x 300.000,00 = 300.000,00
Honor Tim Penerima/PemeriksaKetua1 o/p x 200.000,00 = 200.000,00
Sekretaris1 o/p x 175.000,00 = 175.000,00
Anggota1 o/p x 150.000,00 = 150.000,00",
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",36400000,,
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,16800000," APBD
Honor narasumberNarasumber lokakarya/workshop/konsultasi publik24 jpl x 250.000,00 = 6.000.000,00
Narasumber sosialisasi translokasi tambak24 jpl x 250.000,00 = 6.000.000,00
Honor moderatorModerator lokakarya/workshop/konsultasi publik24 jpl x 100.000,00 = 2.400.000,00
Moderator sosialisasi translokasi tambak24 jpl x 100.000,00 = 2.400.000,00",
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,9600000," APBD
Uang saku pesertaUang saku peserta lokakarya/workshop/konsultasi publik170 oh x 30.000,00 = 5.100.000,00
Uang saku peserta sosialisasi translokasi tambak150 oh x 30.000,00 = 4.500.000,00",
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 35 . 06 , Jasa Tenaga Harian Lepas ,10000000," APBD
Honor tenaga harian lepas
Honor tenaga penyiapan lahan penanaman vegetasi pantai50 oh x 50.000,00 = 2.500.000,00
Honor tenaga penyiapan lahan translokasi tambak150 oh x 50.000,00 = 7.500.000,00",
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 37 , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,85275000,,
2.05 . 2.05.01 . 16 . 09 . 5 . 2 . 2 . 37 . 01 , Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,85275000," APBD
Uang ganti rugi tanaman pertanian di calon lokasi tambak
Uang ganti rugi tanaman pertanian1 LS x 85.275.000,00 = 85.275.000,00",
1.20 . 2.05.01 . 17 , Program peningkatan dan pengembangan pengelolaan keuangan daerah ,142800000,,
1.20 . 2.05.01 . 17 . 16 , Peningkatan manajemen aset/barang daerah ,120900000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul

Keluaran : terlaksana manajemen/pengelolaan/peresmian/workshop aset/barang daerah
Target: 1 tahun",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 1 , Belanja Pegawai ,22040000,,
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 1 . 01 , Honorarium PNS ,20040000,,
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,20040000," APBD
Honor tim pelaksana kegiatan
anggota72 ob x 120.000,00 = 8.640.000,00
pengarah12 ob x 170.000,00 = 2.040.000,00
ketua12 ob x 160.000,00 = 1.920.000,00
sekretaris12 ob x 150.000,00 = 1.800.000,00
Honor Panitia Peresmianketua6 oh x 90.000,00 = 540.000,00
sekretaris6 oh x 80.000,00 = 480.000,00
anggota66 oh x 70.000,00 = 4.620.000,00",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 1 . 03 , Uang Lembur ,2000000,,
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 1 . 03 . 01 , Uang Lembur PNS ,2000000," APBD
uang lembur PNS1 ls x 2.000.000,00 = 2.000.000,00",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 , Belanja Barang dan Jasa ,98860000,,
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,4000000,,
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,4000000," APBD
Belanja ATK
ATK (kertas, refill tinta, flashdisk, map, pulpen, dll)1 ls x 2.500.000,00 = 2.500.000,00
atk sosialisasi/workshop/pelatihan2 paket x 750.000,00 = 1.500.000,00",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,3000000,,
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 02 . 07 , Belanja Cindera Mata ,3000000," APBD
Belanja cinderamataPlakat Peresmian1 ls x 3.000.000,00 = 3.000.000,00",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 03 , Belanja Jasa Kantor ,2000000,,
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 03 . 14 , Belanja Dekorasi ,2000000," APBD
Belanja dekorasi1 ls x 2.000.000,00 = 2.000.000,00",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,2880000,,
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 06 . 01 , Belanja Cetak ,1180000," APBD
belanja cetak1 ls x 1.180.000,00 = 1.180.000,00",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,1700000," APBD
penggandaan10,000 lbr x 150,00 = 1.500.000,00
pelaporan1 paket x 200.000,00 = 200.000,00",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 07 , Belanja Sewa Rumah/Gedung/Gudang/Parkir ,2100000,,
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 07 . 02 , Belanja Sewa Gedung/Kantor/Tempat ,2100000," APBD
Belanja sewa gedung/kantor/tempat1 ls x 2.100.000,00 = 2.100.000,00",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 10 , Belanja Sewa Perlengkapan dan Peralatan Kantor ,12600000,,
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 10 . 01 , Belanja Sewa Meja Kursi ,6000000," APBD
Sewa meja kursi1 ls x 6.000.000,00 = 6.000.000,00",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 10 . 05 , Belanja Sewa Tenda ,3600000,"Sewa tenda dan perlengkapannya1 ls x 3.600.000,00 = 3.600.000,00",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 10 . 07 , Belanja Sewa Sound System ,3000000,"sewa sound system dan kelengkapannya1 ls x 3.000.000,00 = 3.000.000,00",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,45085000,,
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,5130000," APBD
Belanja makan minum rapatkonsumsi rapat180 om x 28.500,00 = 5.130.000,00",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 11 . 03 , Belanja Makanan Dan Minuman Tamu ,6300000,"konsumsi tamu180 om x 35.000,00 = 6.300.000,00",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,33655000," APBD
Belanja makan dan minuman pelaksanaan kegiatan
konsumsi kegiatan74 om x 35.000,00 = 2.590.000,00
konsumsi kegiatan1,090 om x 28.500,00 = 31.065.000,00",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 14 , Belanja Pakaian khusus dan hari-hari tertentu ,8800000,,
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 14 . 03 , Belanja Pakaian Batik Tradisional ,8800000," APBD
belanja pakaian batik tradisional1 paket x 8.800.000,00 = 8.800.000,00",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,10000000,,
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 15 . 02 , Belanja Perjalanan Dinas Luar Daerah ,10000000," APBD
perjalanan luar daerahdalam rangka koordinasi, konsultasi, kunjungan, dll1 ls x 10.000.000,00 = 10.000.000,00",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 20 , Belanja Pemeliharaan ,1995000,,
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 20 . 03 , Belanja Pemeliharan Tanah ,1995000," APBD
Belanja pengurusan perijinan tanah BBI1 paket x 1.995.000,00 = 1.995.000,00",
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",6400000,,
1.20 . 2.05.01 . 17 . 16 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,6400000," APBD
Honorarium Tenaga Ahli/Instruktur/Narasumber/Penceramah
Narasumber16 jpl x 250.000,00 = 4.000.000,00
moderator16 jpl x 150.000,00 = 2.400.000,00",
1.20 . 2.05.01 . 17 . 62 , Pengendalian PAD ,21900000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : terlaksananya pengendalian PAD
Target: 1 tahun",
1.20 . 2.05.01 . 17 . 62 . 5 . 2 . 1 , Belanja Pegawai ,15000000,,
1.20 . 2.05.01 . 17 . 62 . 5 . 2 . 1 . 01 , Honorarium PNS ,15000000,,
1.20 . 2.05.01 . 17 . 62 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,15000000," APBD
Honor Tim Pelaksana Teknis Kegiatanpengarah12 ob x 160.000,00 = 1.920.000,00
ketua12 ob x 160.000,00 = 1.920.000,00
sekretaris12 ob x 130.000,00 = 1.560.000,00
anggota96 ob x 100.000,00 = 9.600.000,00",
1.20 . 2.05.01 . 17 . 62 . 5 . 2 . 2 , Belanja Barang dan Jasa ,6900000,,
1.20 . 2.05.01 . 17 . 62 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,1740000,,
1.20 . 2.05.01 . 17 . 62 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,1740000," APBD
Belanja ATK
ATK (kertas, pulpen, map, dll) dan suplai komputer1 ls x 1.740.000,00 = 1.740.000,00",
1.20 . 2.05.01 . 17 . 62 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,600000,,
1.20 . 2.05.01 . 17 . 62 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,600000," APBD
penggandaan4,000 lbr x 150,00 = 600.000,00",
1.20 . 2.05.01 . 17 . 62 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,4560000,,
1.20 . 2.05.01 . 17 . 62 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,4560000," APBD
Belanja makan minum rapatmakan minum rapat160 om x 28.500,00 = 4.560.000,00",
2.05 . 2.05.01 . 19 , Program peningkatan kegiatan budaya kelautan dan wawasan maritim kepada masyarakat ,155000000,,
2.05 . 2.05.01 . 19 . 02 , Penumbuhan dan Peningkatan Kapasitas Organisasi Saka Bahari ,155000000," Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul dan Provinsi Jawa Tengah
Keluaran : Terselenggaranya kegiatan rutin saka bahari
Target: 12 bulan",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 1 , Belanja Pegawai ,4680000,,
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 1 . 01 , Honorarium PNS ,4680000,,
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,4680000," APBD
Honor Tim Pelaksana Kegiatan
Ketua6 ob x 170.000,00 = 1.020.000,00
Sekretaris6 ob x 160.000,00 = 960.000,00
Anggota18 ob x 150.000,00 = 2.700.000,00",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 , Belanja Barang dan Jasa ,150320000,,
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,1700000,,
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,1700000," APBD
Belanja ATK
ATK dan komputer supplai (Kertas HVS, Map, Amplop, Ballpoint, Pensil, Stapler, Perforator, Tip-Ex, Penghapus,Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)1 LS x 800.000,00 = 800.000,00
ATK Kegiatan orientasi30 paket x 30.000,00 = 900.000,00",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,7800000,,
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 02 . 04 , Belanja Bahan Obat-Obatan ,800000," APBD
Belanja obat-obatanPPPK1 LS x 800.000,00 = 800.000,00",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 02 . 12 , Belanja alat-alat/perlengkapan ,7000000," APBD
Belanja alat/perlengkapanAtribut kegiatan orientasi lapangan30 paket x 150.000,00 = 4.500.000,00
Alat perlengkapan orientasi lapangan1 paket x 2.500.000,00 = 2.500.000,00",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 03 , Belanja Jasa Kantor ,8600000,,
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 03 . 12 , Belanja Transportasi dan Akomodasi ,8400000," APBD
Belanja tiketBelanja tiket penyeberangan70 ok x 120.000,00 = 8.400.000,00",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 03 . 15 , Belanja Publikasi ,200000," APBD
Belanja SpandukSpanduk kegiatan1 paket x 200.000,00 = 200.000,00",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,1000000,,
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,1000000," APBD
PenggandaanFotokopi1 LS x 900.000,00 = 900.000,00
Laporan kegiatan4 eks x 25.000,00 = 100.000,00",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 07 , Belanja Sewa Rumah/Gedung/Gudang/Parkir ,20400000,,
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 07 . 03 , Belanja Sewa Ruang Rapat/Pertemuan ,800000," APBD
Sewa ruang pelatihan2 hari x 400.000,00 = 800.000,00",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 07 . 05 , Belanja Sewa Kamar Hotel/Penginapan ,19600000," APBD
Sewa penginapanSewa penginapan kegiatan orientasi1 LS x 19.600.000,00 = 19.600.000,00",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 08 , Belanja Sewa Sarana Mobilitas ,18600000,,
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 08 . 01 , Belanja Sewa Sarana Mobilitas Darat ,16600000," APBD
Sewa kendaraan daratSewa bus1 LS x 16.600.000,00 = 16.600.000,00",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 08 . 02 , Belanja Sewa Sarana Mobilitas Air ,2000000," APBD
Sewa perahu1 LS x 2.000.000,00 = 2.000.000,00",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 10 , Belanja Sewa Perlengkapan dan Peralatan Kantor ,4000000,,
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 10 . 13 , Belanja sewa peralatan dan perlengkapan kegiatan ,4000000," APBD
Sewa peralatan dan perlengkapan1 LS x 4.000.000,00 = 4.000.000,00",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,45780000,,
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,3500000," APBD
Makan minum rapat200 om x 17.500,00 = 3.500.000,00",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 11 . 05 , Belanja Makanan dan Minuman Pelaksanaan Kegiatan ,42280000," APBD
Makan minum pelaksanaan kegiatanKegiatan orientasi (klasikal)80 om x 28.500,00 = 2.280.000,00
Kegiatan orientasi (lapangan)1 LS x 40.000.000,00 = 40.000.000,00",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 12 , Belanja Pakaian Dinas dan Atributnya ,6000000,,
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 12 . 06 , Belanja Pakaian Sipil Resmi (PSR) ,6000000," APBD
Belanja seragam pengurus SAKA BAHARI
Seragam dan atribut pengurus SAKA BAHARI15 paket x 400.000,00 = 6.000.000,00",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,15000000,,
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 15 . 02 , Belanja Perjalanan Dinas Luar Daerah ,15000000," APBD
Dalam rangka koordinasi/konsultasi/studi banding/survey
Biaya perjalanan dinas (Golongan III dan II)5 op x 1.700.000,00 = 8.500.000,00
Sewa mobil2 hari x 750.000,00 = 1.500.000,00
Dalam rangka pendampingan kegiatan Temu Saka
Golongan III/II/Masyarakat umum1 LS x 5.000.000,00 = 5.000.000,00",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 35 ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",21440000,,
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 35 . 01 , Jasa Nara Sumber/Moderator/Tenaga Ahli ,10640000," APBD
Honorarium narasumber/instruktur
Honor narasumber klasikal16 jpl x 150.000,00 = 2.400.000,00
Honor instruktur orientasi24 jpl x 250.000,00 = 6.000.000,00
Honor instruktur/guide lokal112 jpl x 20.000,00 = 2.240.000,00",
2.05 . 2.05.01 . 19 . 02 . 5 . 2 . 2 . 35 . 05 , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi ,10800000," APBD
Uang saku harian
Uang saku orientasi (klasikal)60 oh x 30.000,00 = 1.800.000,00
Uang saku orientasi (lapangan)300 oh x 30.000,00 = 9.000.000,00",
2.05 . 2.05.01 . 20 , Program pengembangan budidaya perikanan ,3275848933,,
2.05 . 2.05.01 . 20 . 01 , Pengembangan bibit ikan unggul ,292000000," Sumber Dana : APBD
Lokasi Kegiatan : 4 BBI
Keluaran : Terlaksananya operasional BBI
Target: 12 bulan",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 1 , Belanja Pegawai ,15960000,,
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 1 . 01 , Honorarium PNS ,13560000,,
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,13560000," APBD
Honor Tim Penerapan CBIB
Ketua12 ob x 150.000,00 = 1.800.000,00
Sekretaris12 ob x 140.000,00 = 1.680.000,00
Anggota84 ob x 120.000,00 = 10.080.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 1 . 03 , Uang Lembur ,2400000,,
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 1 . 03 . 01 , Uang Lembur PNS ,2400000," APBD
Uang lembur160 ol x 15.000,00 = 2.400.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 , Belanja Barang dan Jasa ,271040000,,
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,8300000,,
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,3000000," APBD
Belanja ATK
Belanja ATK dan komputer supplai (Kertas HVS, Map, Amplop, Ballpoint, Pensil, Stapler, Perforator, Tip-Ex,Penghapus, Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)1 LS x 3.000.000,00 = 3.000.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 01 . 06 , Belanja Bahan Bakar Minyak/Gas ,3200000," APBD
Bensin/solarBensin/solar untuk operasional peralatan di BBI (genset/pompa air)1 LS x 3.200.000,00 = 3.200.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 01 . 08 , Belanja Pengisian Tabung Gas ,2100000," APBD
Pengisian Tabung oksigenPengisian oksigen1 LS x 2.100.000,00 = 2.100.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 02 , Belanja Bahan/Material ,137205000,,
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 02 . 05 , Belanja Bahan Kimia dan Pupuk ,15750000," APBD
Belanja bahan kimia/pupukPupuk kandang1 LS x 9.500.000,00 = 9.500.000,00
Kapur tohor1,250 kg x 5.000,00 = 6.250.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 02 . 10 , Belanja Bahan Pakan ,110000000," APBD
Belanja bahan pakan ikanPakan ikan nila, karper, lele, tawes1 LS x 90.000.000,00 = 90.000.000,00
Pakan ikan gurami1 LS x 20.000.000,00 = 20.000.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 02 . 12 , Belanja alat-alat/perlengkapan ,11455000," APBD
Perlengkapan pendukung BBIPendukung BBI (jas hujan, sepatu boot, caping, kertas lakmus, dll)1 LS x 2.205.000,00 = 2.205.000,00
Perlengkapan pendukung kerja (pakaian lapangan)Pendukung kerja (pakaian lapangan)1 LS x 3.750.000,00 = 3.750.000,00
Plastik packingPlastik packing (ukuran 5, 10, 15, 20, 25 kg)1 LS x 5.500.000,00 = 5.500.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 03 , Belanja Jasa Kantor ,14000000,,
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 03 . 22 ," Belanja Pemasangan Instalasi Telepon, Instalasi Listrik dan Instalasi Air ",8000000," APBD
Pemasangan/instalasi listrikInstalasi listrik BBI Barongan1 LS x 8.000.000,00 = 8.000.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 03 . 30 , Belanja Jasa Tambah Daya Listrik ,6000000," APBD
Jasa tambah daya listrikTambah daya listrik BBI Gesikan dan Sanden1 paket x 6.000.000,00 = 6.000.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 06 , Belanja Cetak dan Penggandaan ,3250000,,
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 06 . 01 , Belanja Cetak ,2000000," APBD
Belanja cetak1 LS x 2.000.000,00 = 2.000.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 06 . 02 , Belanja Penggandaan ,1250000," APBD
Penggandaan dan jilidFotokopi7,500 lembar x 150,00 = 1.125.000,00
Laporan5 paket x 25.000,00 = 125.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 11 , Belanja Makanan dan Minuman ,12800000,,
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 11 . 02 , Belanja Makanan Dan Minuman Rapat ,10000000," APBD
Makan minum rapat1 LS x 10.000.000,00 = 10.000.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 11 . 04 , Belanja makanan dan minuman Lembur ,2800000," APBD
Makan minum lembur160 ol x 17.500,00 = 2.800.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 15 , Belanja Perjalanan Dinas ,39560000,,
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 15 . 01 , Belanja Perjalanan Dinas Dalam Daerah ,3560000," APBD
Dalam rangka monev, koordinasi, dll
Golongan IV20 op x 50.000,00 = 1.000.000,00
GOlongan III25 op x 40.000,00 = 1.000.000,00
Dalam rangka koordinas/konsultasi ke DIY
Golongan III12 op x 60.000,00 = 720.000,00
Golongan IV12 op x 70.000,00 = 840.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 15 . 02 , Belanja Perjalanan Dinas Luar Daerah ,36000000," APBD
Dalam rangka koordinas/konsultasi/survey/evaluasi, dll
Gol IV/III/II1 LS x 9.000.000,00 = 9.000.000,00
Dalam rangka studi bandingGol IV/III/II1 LS x 27.000.000,00 = 27.000.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 21 , Belanja Jasa Konsultansi ,30925000,,
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 21 . 06 , Belanja Jasa Konsultasi Penyusunan Dokumen Lingkungan ,30925000," APBD
Jasa konsultasi UKP UPL BBIJasa konsultasi UKL UPL1 paket x 30.000.000,00 = 30.000.000,00
Honor PPK1 o/p x 200.000,00 = 200.000,00
Honor Pejabat Pengadaan1 o/p x 200.000,00 = 200.000,00
Honor Tim Pemeriksa dan Penerima Hasil Pekerjaan
Ketua1 o/p x 200.000,00 = 200.000,00
Sekretaris1 o/p x 175.000,00 = 175.000,00
Anggota1 o/p x 150.000,00 = 150.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 33 ," Belanja Kursus, Sosialisasi dan Bintek ",25000000,,
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 2 . 33 . 02 , Belanja Kursus-kursus/Pelatihan/Bintek ,25000000," APBD
Belanja kursus/pelatihan/sosialisasi/bimtek Magang perbenihan1 LS x 25.000.000,00 = 25.000.000,00",
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 3 , Belanja Modal ,5000000,,
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 3 . 69 ," Belanja Modal Jalan, Irigasi dan Jaringan - Pengadaan Instalasi Air Minum/Air Bersih ",5000000,,
2.05 . 2.05.01 . 20 . 01 . 5 . 2 . 3 . 69 . 02 ," Belanja Modal Jalan, Irigasi dan Jaringan - Pengadaan Air Sumber /Mata Air ",5000000," APBD
Pengadaan/pembuatan sumur bor
Pembuatan sumur bor BBI Barongan1 LS x 5.000.000,00 = 5.000.000,00",
2.05 . 2.05.01 . 20 . 08 , Evaluasi Pokdakan dan UPR ,65000000," Sumber Dana : APBD
Lokasi Kegiatan : 17 kec
Keluaran : terlaksana pembinaan pokdakan dan UPR
Target: 11 bulan",
2.05 . 2.05.01 . 20 . 08 . 5 . 2 . 1 , Belanja Pegawai ,9570000,,
2.05 . 2.05.01 . 20 . 08 . 5 . 2 . 1 . 01 , Honorarium PNS ,9570000,,
2.05 . 2.05.01 . 20 . 08 . 5 . 2 . 1 . 01 . 01 , Honorarium Panitia Pelaksana Kegiatan ,9570000," APBD
Honor pelaksana kegiatanKetua11 ob x 160.000,00 = 1.760.000,00
Sekretaris11 ob x 150.000,00 = 1.650.000,00
Anggota44 ob x 140.000,00 = 6.160.000,00",
2.05 . 2.05.01 . 20 . 08 . 5 . 2 . 2 , Belanja Barang dan Jasa ,55430000,,
2.05 . 2.05.01 . 20 . 08 . 5 . 2 . 2 . 01 , Belanja Bahan Pakai Habis ,1810000,,
2.05 . 2.05.01 . 20 . 08 . 5 . 2 . 2 . 01 . 01 , Belanja Alat Tulis Kantor ,1810000," APBD
Belanja ATK
ATK dan komputer supplai (Kertas HVS, Map, Amplop, Ballpoint, Pensil, Stapler, Perforator, Tip-Ex, Penghapus,Flashdisk/Harddisk Eks, Tinta/Toner, Cartridge, Sparepart Printer, dll)1 paket x 1.810.000,00 = 1.810.000,00",
