Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,,,
1.09 . 1.20.03 . 16 . 07 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,46800000,,,,
1.09 . 1.20.03 . 16 . 07 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,46800000,,,,
1.09 . 1.20.03 . 16 . 07 . 5 . 2 . 1 . 03 ,Uang Lembur ,1160000,,,,
1.09 . 1.20.03 . 16 . 07 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,1160000,,,,
1.09 . 1.20.03 . 16 . 07 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,21350000,,,,
1.09 . 1.20.03 . 16 . 07 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,760000,,,,
1.09 . 1.20.03 . 16 . 07 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,760000,,,,
1.09 . 1.20.03 . 16 . 07 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,2100000,,,,
1.09 . 1.20.03 . 16 . 07 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,2100000,,,,
1.09 . 1.20.03 . 16 . 07 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,8760000,,,,
1.09 . 1.20.03 . 16 . 07 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,1260000,,,,
1.09 . 1.20.03 . 16 . 07 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,7500000,,,,
1.09 . 1.20.03 . 16 . 07 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,9730000,,,,
1.09 . 1.20.03 . 16 . 07 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,4200000,,,,
1.09 . 1.20.03 . 16 . 07 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,5530000,,,,
1.09 . 1.20.03 . 16 . 08 ,Fasilitasi Pensertifikatan Tanah Masyarakat dan Pemerintah Daerah ,73168000,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.09 . 1.20.03 . 16 . 08 . 5 . 2 . 1 ,Belanja Pegawai ,16020000,,,,
1.09 . 1.20.03 . 16 . 08 . 5 . 2 . 1 . 01 ,Honorarium PNS ,16020000,,,,
1.09 . 1.20.03 . 16 . 08 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,16020000,,,,
1.09 . 1.20.03 . 16 . 08 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,57148000,,,,
1.09 . 1.20.03 . 16 . 08 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,1273000,,,,
1.09 . 1.20.03 . 16 . 08 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,1273000,,,,
1.09 . 1.20.03 . 16 . 08 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,50000000,,,,
1.09 . 1.20.03 . 16 . 08 . 5 . 2 . 2 . 03 . 08 ,Belanja Sertifikasi ,50000000,,,,
1.09 . 1.20.03 . 16 . 08 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,1750000,,,,
1.09 . 1.20.03 . 16 . 08 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,1750000,,,,
1.09 . 1.20.03 . 16 . 08 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,1875000,,,,
1.09 . 1.20.03 . 16 . 08 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,1875000,,,,
1.09 . 1.20.03 . 16 . 08 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,2250000,,,,
1.09 . 1.20.03 . 16 . 08 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,740000,,,,
1.09 . 1.20.03 . 16 . 08 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,1510000,,,,
1.20 . 1.20.03 . 16 ,Program Peningkatan Pelayanan Kedinasan Kepala Daerah/Wakil Kepala Daerah,750660425,,,,
1.20 . 1.20.03 . 16 . 18 ,Rapat koordinasi dan konsultasi pejabat pemerintah daerah dengan pakar atau tenaga ahli dan pelaku pasar,97880000,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.20 . 1.20.03 . 16 . 18 . 5 . 2 . 1 ,Belanja Pegawai ,9660000,,,,
1.20 . 1.20.03 . 16 . 18 . 5 . 2 . 1 . 01 ,Honorarium PNS ,9660000,,,,
1.20 . 1.20.03 . 16 . 18 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,9660000,,,,
1.20 . 1.20.03 . 16 . 18 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,88220000,,,,
1.20 . 1.20.03 . 16 . 18 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,2338550,,,,
1.20 . 1.20.03 . 16 . 18 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,2338550,,,,
1.20 . 1.20.03 . 16 . 18 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,5819250,,,,
1.20 . 1.20.03 . 16 . 18 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,5819250,,,,
1.20 . 1.20.03 . 16 . 18 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,10112000,,,,
1.20 . 1.20.03 . 16 . 18 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,10112000,,,,
1.20 . 1.20.03 . 16 . 18 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,21350200,,,,
1.20 . 1.20.03 . 16 . 18 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,21350200,,,,
1.20 . 1.20.03 . 16 . 18 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,48600000,,,,
1.20 . 1.20.03 . 16 . 18 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,48600000,,,,
1.20 . 1.20.03 . 16 . 26 ,Penerimaan Tamu Pemerintah Daerah ,304020125,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.20 . 1.20.03 . 16 . 26 . 5 . 2 . 1 ,Belanja Pegawai ,34600000,,,,
1.20 . 1.20.03 . 16 . 26 . 5 . 2 . 1 . 01 ,Honorarium PNS ,34600000,,,,
1.20 . 1.20.03 . 16 . 26 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,34600000,,,,
1.20 . 1.20.03 . 16 . 26 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,269420125,,,,
1.20 . 1.20.03 . 16 . 26 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,640300,,,,
1.20 . 1.20.03 . 16 . 26 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,640300,,,,
1.20 . 1.20.03 . 16 . 26 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,30000000,,,,
1.20 . 1.20.03 . 16 . 26 . 5 . 2 . 2 . 02 . 06 ,Belanja Bahan Percontohan ,30000000,,,,
1.20 . 1.20.03 . 16 . 26 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,18006000,,,,
1.20 . 1.20.03 . 16 . 26 . 5 . 2 . 2 . 03 . 26 ,Belanja Jasa Event Organizer/Atraksi Kesenian ,9000000,,,,
1.20 . 1.20.03 . 16 . 26 . 5 . 2 . 2 . 03 . 30 ,Belanja Jasa Pengamanan ,9006000,,,,
1.20 . 1.20.03 . 16 . 26 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,699825,,,,
1.20 . 1.20.03 . 16 . 26 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,699825,,,,
1.20 . 1.20.03 . 16 . 26 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,5500000,,,,
1.20 . 1.20.03 . 16 . 26 . 5 . 2 . 2 . 07 . 03 ,Belanja Sewa Ruang Rapat/Pertemuan ,5500000,,,,
1.20 . 1.20.03 . 16 . 26 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,214574000,,,,
1.20 . 1.20.03 . 16 . 26 . 5 . 2 . 2 . 11 . 03 ,Belanja Makanan Dan Minuman Tamu ,214574000,,,,
1.20 . 1.20.03 . 16 . 28 ,Penanganan Arsip ,19000000,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.20 . 1.20.03 . 16 . 28 . 5 . 2 . 1 ,Belanja Pegawai ,17150000,,,,
1.20 . 1.20.03 . 16 . 28 . 5 . 2 . 1 . 01 ,Honorarium PNS ,17150000,,,,
1.20 . 1.20.03 . 16 . 28 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,17150000,,,,
1.20 . 1.20.03 . 16 . 28 . 5 . 2 . 3 ,Belanja Modal ,1850000,,,,
1.20 . 1.20.03 . 16 . 28 . 5 . 2 . 3 . 91 ,Belanja Modal Software ,1850000,,,,
1.20 . 1.20.03 . 16 . 28 . 5 . 2 . 3 . 91 . 01 ,Belanja Modal Software ,1850000,Belanja Pemeliharaan Software/Aplikasi Belanja pemeliharaan Software/Aplikasi SIM Persuratan (troble shoting dan upgrade) "1 tahun x 1.850.000 00 = 1.850.000,,,
1.20 . 1.20.03 . 16 . 31 ,Koordinasi Pelaksanaan Kebijakan Pemerintah Daerah ,276760300,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.20 . 1.20.03 . 16 . 31 . 5 . 2 . 1 ,Belanja Pegawai ,240660000,,,,
1.20 . 1.20.03 . 16 . 31 . 5 . 2 . 1 . 01 ,Honorarium PNS ,240000000,,,,
1.20 . 1.20.03 . 16 . 31 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,240000000,,,,
1.20 . 1.20.03 . 16 . 31 . 5 . 2 . 1 . 03 ,Uang Lembur ,660000,,,,
1.20 . 1.20.03 . 16 . 31 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,660000,,,,
1.20 . 1.20.03 . 16 . 31 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,36100300,,,,
1.20 . 1.20.03 . 16 . 31 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,745300,,,,
1.20 . 1.20.03 . 16 . 31 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,745300,,,,
1.20 . 1.20.03 . 16 . 31 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,2135000,,,,
1.20 . 1.20.03 . 16 . 31 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,2135000,,,,
1.20 . 1.20.03 . 16 . 31 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,33220000,,,,
1.20 . 1.20.03 . 16 . 31 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,720000,,,,
1.20 . 1.20.03 . 16 . 31 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,23500000,,,,
1.20 . 1.20.03 . 16 . 31 . 5 . 2 . 2 . 11 . 03 ,Belanja Makanan Dan Minuman Tamu ,9000000,,,,
1.20 . 1.20.03 . 16 . 33 ,Pengadaan Pakaian Dinas Beserta Kelengkapannya Bagi Bupati dan Wakil Bupati,49500000,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.20 . 1.20.03 . 16 . 33 . 5 . 2 . 1 ,Belanja Pegawai ,675000,,,,
1.20 . 1.20.03 . 16 . 33 . 5 . 2 . 1 . 01 ,Honorarium PNS ,675000,,,,
1.20 . 1.20.03 . 16 . 33 . 5 . 2 . 1 . 01 . 02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,675000,,,,
1.20 . 1.20.03 . 16 . 33 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,48825000,,,,
1.20 . 1.20.03 . 16 . 33 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,102100,,,,
1.20 . 1.20.03 . 16 . 33 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,102100,,,,
1.20 . 1.20.03 . 16 . 33 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,222500,,,,
1.20 . 1.20.03 . 16 . 33 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,222500,,,,
1.20 . 1.20.03 . 16 . 33 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,700000,,,,
1.20 . 1.20.03 . 16 . 33 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,700000,,,,
1.20 . 1.20.03 . 16 . 33 . 5 . 2 . 2 . 12 ,Belanja Pakaian Dinas dan Atributnya ,47800400,,,,
1.20 . 1.20.03 . 16 . 33 . 5 . 2 . 2 . 12 . 01 ,Belanja Pakaian Dinas KDH Dan WKDH ,6000000,,,,
1.20 . 1.20.03 . 16 . 33 . 5 . 2 . 2 . 12 . 02 ,Belanja Pakaian Sipil Harian (PSH) ,10000000,,,,
1.20 . 1.20.03 . 16 . 33 . 5 . 2 . 2 . 12 . 03 ,Belanja Pakaian Sipil Lengkap (PSL) ,7600000,,,,
1.20 . 1.20.03 . 16 . 33 . 5 . 2 . 2 . 12 . 04 ,Belanja Pakaian Dinas Harian (PDH) ,3000000,,,,
1.20 . 1.20.03 . 16 . 33 . 5 . 2 . 2 . 12 . 06 ,Belanja Pakaian Dinas Sipil Resmi (PSR) ,11200400,,,,
1.20 . 1.20.03 . 16 . 33 . 5 . 2 . 2 . 12 . 07 ,Belanja Kelengkapan Pakaian DInas ,10000000,,,,
1.20 . 1.20.03 . 16 . 34 ,Pengelolaan Komunikasi Sandi Daerah ,3500000,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.20 . 1.20.03 . 16 . 34 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,3500000,,,,
1.20 . 1.20.03 . 16 . 34 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,324800,,,,
1.20 . 1.20.03 . 16 . 34 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,324800,,,,
1.20 . 1.20.03 . 16 . 34 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,300000,,,,
1.20 . 1.20.03 . 16 . 34 . 5 . 2 . 2 . 03 . 14 ,Belanja Dekorasi ,300000,,,,
1.20 . 1.20.03 . 16 . 34 . 5 . 2 . 2 . 10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,475200,,,,
1.20 . 1.20.03 . 16 . 34 . 5 . 2 . 2 . 10 . 07 ,Belanja Sewa Sound System ,475200,,,,
1.20 . 1.20.03 . 16 . 34 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,1875000,,,,
1.20 . 1.20.03 . 16 . 34 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan  sosialisasi  penyuluhan ",,1875000,,,
1.20 . 1.20.03 . 16 . 34 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,525000,,,,
1.20 . 1.20.03 . 16 . 34 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,525000,,,,
1.20 . 1.20.03 . 17 ,Program Peningkatan dan Pengembangan Pengelolaan Keuangan Daerah ,164044000,,,,
1.20 . 1.20.03 . 17 . 103 ,Monev Pelaksanaan Kebijakan Pengelolaan Aset Daerah ,13046250,Sumber Dana :  Lokasi Kegiatan : Lingkup Kabupaten,,,
1.20 . 1.20.03 . 17 . 103 . 5 . 2 . 1 ,Belanja Pegawai ,1680000,,,,
1.20 . 1.20.03 . 17 . 103 . 5 . 2 . 1 . 03 ,Uang Lembur ,1680000,,,,
1.20 . 1.20.03 . 17 . 103 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,1680000,,,,
1.20 . 1.20.03 . 17 . 103 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,11366250,,,,
1.20 . 1.20.03 . 17 . 103 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,1097500,,,,
1.20 . 1.20.03 . 17 . 103 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,1097500,,,,
1.20 . 1.20.03 . 17 . 103 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,1508750,,,,
1.20 . 1.20.03 . 17 . 103 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,1508750,,,,
1.20 . 1.20.03 . 17 . 103 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,6620000,,,,
1.20 . 1.20.03 . 17 . 103 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,1800000,,,,
1.20 . 1.20.03 . 17 . 103 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,4820000,,,,
1.20 . 1.20.03 . 17 . 103 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,2140000,,,,
1.20 . 1.20.03 . 17 . 103 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,2140000,,,,
1.20 . 1.20.03 . 17 . 104 ,Monev dan Perumusan Kebijakan Penyusunan Anggaran ,64490000,Sumber Dana :  Lokasi Kegiatan : Lingkup Kabupaten,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 1 ,Belanja Pegawai ,29620000,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 1 . 01 ,Honorarium PNS ,23345000,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,23345000,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,2250000,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,2250000,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 1 . 03 ,Uang Lembur ,4025000,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,4025000,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,34870000,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,2422500,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,2422500,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,8487500,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,5250000,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,3237500,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,12000000,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,4500000,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,7500000,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,11960000,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,1320000,,,,
1.20 . 1.20.03 . 17 . 104 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,10640000,,,,
1.20 . 1.20.03 . 17 . 105 ,Monev dan Perumusan Kebijakan Pelaksanaan Anggaran ,50000000,Sumber Dana :  Lokasi Kegiatan : Lingkup Kabupaten,,,
1.20 . 1.20.03 . 17 . 105 . 5 . 2 . 1 ,Belanja Pegawai ,22970000,,,,
1.20 . 1.20.03 . 17 . 105 . 5 . 2 . 1 . 01 ,Honorarium PNS ,16410000,,,,
1.20 . 1.20.03 . 17 . 105 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,16410000,,,,
1.20 . 1.20.03 . 17 . 105 . 5 . 2 . 1 . 03 ,Uang Lembur ,6560000,,,,
1.20 . 1.20.03 . 17 . 105 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,6560000,,,,
1.20 . 1.20.03 . 17 . 105 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,27030000,,,,
1.20 . 1.20.03 . 17 . 105 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,3085000,,,,
1.20 . 1.20.03 . 17 . 105 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,3085000,,,,
1.20 . 1.20.03 . 17 . 105 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,2625000,,,,
1.20 . 1.20.03 . 17 . 105 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,2625000,,,,
1.20 . 1.20.03 . 17 . 105 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,18700000,,,,
1.20 . 1.20.03 . 17 . 105 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,7200000,,,,
1.20 . 1.20.03 . 17 . 105 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,11500000,,,,
1.20 . 1.20.03 . 17 . 105 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,2620000,,,,
1.20 . 1.20.03 . 17 . 105 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,850000,,,,
1.20 . 1.20.03 . 17 . 105 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,1770000,,,,
1.20 . 1.20.03 . 17 . 106 ,Monev dan Perumusan Kebijakan Pengelolaan Aset ,36507750,Sumber Dana :  Lokasi Kegiatan : Lingkup Kabupaten,,,
1.20 . 1.20.03 . 17 . 106 . 5 . 2 . 1 ,Belanja Pegawai ,23268000,,,,
1.20 . 1.20.03 . 17 . 106 . 5 . 2 . 1 . 01 ,Honorarium PNS ,20580000,,,,
1.20 . 1.20.03 . 17 . 106 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,20580000,,,,
1.20 . 1.20.03 . 17 . 106 . 5 . 2 . 1 . 03 ,Uang Lembur ,2688000,,,,
1.20 . 1.20.03 . 17 . 106 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,2688000,,,,
1.20 . 1.20.03 . 17 . 106 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,13239750,,,,
1.20 . 1.20.03 . 17 . 106 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,1388000,,,,
1.20 . 1.20.03 . 17 . 106 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,1388000,,,,
1.20 . 1.20.03 . 17 . 106 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,3081750,,,,
1.20 . 1.20.03 . 17 . 106 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,3081750,,,,
1.20 . 1.20.03 . 17 . 106 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,8770000,,,,
1.20 . 1.20.03 . 17 . 106 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,2880000,,,,
1.20 . 1.20.03 . 17 . 106 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,5890000,,,,
1.20 . 1.20.03 . 25 ,Program Peningkatan Kerjasama Antar Pemerintah Daerah ,58907450,,,,
1.20 . 1.20.03 . 25 . 05 ,Kerjasama dengan Pemerintah Daerah Lain ,58907450,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.20 . 1.20.03 . 25 . 05 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,58907450,,,,
1.20 . 1.20.03 . 25 . 05 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,502450,,,,
1.20 . 1.20.03 . 25 . 05 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,502450,,,,
1.20 . 1.20.03 . 25 . 05 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,25000000,,,,
1.20 . 1.20.03 . 25 . 05 . 5 . 2 . 2 . 03 . 28 ,Belanja Iuran Kerjasama ,25000000,,,,
1.20 . 1.20.03 . 25 . 05 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,875000,,,,
1.20 . 1.20.03 . 25 . 05 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,875000,,,,
1.20 . 1.20.03 . 25 . 05 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,4000000,,,,
1.20 . 1.20.03 . 25 . 05 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,4000000,,,,
1.20 . 1.20.03 . 25 . 05 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,28530000,,,,
1.20 . 1.20.03 . 25 . 05 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,28530000,,,,
1.20 . 1.20.03 . 26 ,Program Penataan Peraturan Perundang-Undangan ,453267400,,,,
1.20 . 1.20.03 . 26 . 13 ,Penyusunan Prolegda Raperda ,9021000,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.20 . 1.20.03 . 26 . 13 . 5 . 2 . 1 ,Belanja Pegawai ,870000,,,,
1.20 . 1.20.03 . 26 . 13 . 5 . 2 . 1 . 03 ,Uang Lembur ,870000,,,,
1.20 . 1.20.03 . 26 . 13 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,870000,,,,
1.20 . 1.20.03 . 26 . 13 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,8151000,,,,
1.20 . 1.20.03 . 26 . 13 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,521000,,,,
1.20 . 1.20.03 . 26 . 13 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,521000,,,,
1.20 . 1.20.03 . 26 . 13 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,1750000,,,,
1.20 . 1.20.03 . 26 . 13 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,1750000,,,,
1.20 . 1.20.03 . 26 . 13 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,2490000,,,,
1.20 . 1.20.03 . 26 . 13 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,990000,,,,
1.20 . 1.20.03 . 26 . 13 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,1500000,,,,
1.20 . 1.20.03 . 26 . 13 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,3390000,,,,
