Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.20 . 1.20.03 . 20 . 09 . 5 . 2 . 2 . 10 . 07,Belanja Sewa Sound System,3000000," Belanja Sewa Sound System
Belanja Sewa Sound System Pertemuan Audiensi Pengendalian dan Monitoring Pimpinan Daerah4 paket x 750.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 20 . 09 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,32200000,
1.20 . 1.20.03 . 20 . 09 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,16250000," Belanja Makanan dan Minuman Rapat
Jamuan Makan dan Minum600 orang x 20.000,00 = 12.000.000,00
Jamuan Snack dan Minum500 orang x 8.500,00 = 4.250.000,00"
1.20 . 1.20.03 . 20 . 09 . 5 . 2 . 2 . 11 . 04,Belanja makanan dan minuman Lembur,2400000," Belanja Makanan dan Minuman Lembur
Jamuan Lembur120 orang x 20.000,00 = 2.400.000,00"
1.20 . 1.20.03 . 20 . 09 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,13550000," Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Jamuan Makan dan Minum ke Lokasi200 orang x 25.000,00 = 5.000.000,00
Jamuan Snack, Makan dan Minum Audiensi Pengendalian dan Monitoring Pimpinan Daerah300 orang x 28.500,00 = 8.550.000,00"
1.20 . 1.20.03 . 20 . 09 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,400000,
1.20 . 1.20.03 . 20 . 09 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,400000," Honorarium Narasumber/Moderator/Tenaga Ahli
Narasumber Sosialisasi4 orang x 100.000,00 = 400.000,00"
1.20 . 1.20.03 . 20 . 09 . 5 . 2 . 2 . 40,Belanja Jasa Upgrade,35000000,
1.20 . 1.20.03 . 20 . 09 . 5 . 2 . 2 . 40 . 01,Belanja Jasa Upgrade Software,35000000," Biaya Penyempurnaan SIM1 ls x 35.000.000,00 = 35.000.000,00"
1.20 . 1.20.03 . 20 . 21,Optimalisasi System informasi Jasa Konstruksi,12468000,"Sumber Dana :
 Lokasi Kegiatan : Bantul
Keluaran : Terlaksananya sosialisasi jasa konstruksi
Target : 1 tahun kegiatan"
1.20 . 1.20.03 . 20 . 21 . 5 . 2 . 1,Belanja Pegawai,1320000,
1.20 . 1.20.03 . 20 . 21 . 5 . 2 . 1 . 01,Honorarium PNS,1320000,
1.20 . 1.20.03 . 20 . 21 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,1320000," Honorarium Panitia Pelaksana Kegiatan
Honorarium Operator SIPJAKI11 orang/bulan x 120.000,00 = 1.320.000,00"
1.20 . 1.20.03 . 20 . 21 . 5 . 2 . 2,Belanja Barang dan Jasa,11148000,
1.20 . 1.20.03 . 20 . 21 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,11148000,
1.20 . 1.20.03 . 20 . 21 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,11148000," Belanja Perjalanan Dinas Luar Daerah
Bantua Tiket KA3 Tiket KA x 616.000,00 = 1.848.000,00
Biaya Perjalanan Dinas6 op x 1.550.000,00 = 9.300.000,00"
1.20 . 1.20.03 . 20 . 25,Fasilitasi pelaksanaan focal point,726775700,"Sumber Dana : 
Lokasi Kegiatan : Bantul
Keluaran : Kelancaran proses pengadaan barang/jasa
Target : 1 tahun kegiatan"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 1,Belanja Pegawai,294555000,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 1 . 01,Honorarium PNS,256530000,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,254405000," Tim PengarahSekretaris1 orang/bulan x 0,00 = 0,00
Anggota48 orang/bulan x 275.000,00 = 13.200.000,00
Pembina12 orang/bulan x 350.000,00 = 4.200.000,00
Wakil Pembina12 orang/bulan x 325.000,00 = 3.900.000,00
Pengarah/Penasehat12 orang/bulan x 300.000,00 = 3.600.000,00
Tim Teknis ULPAnggota432 orang/bulan x 425.000,00 = 183.600.000,00
Staf Sekretariat36 orang/bulan x 200.000,00 = 7.200.000,00
Wakil Kepala12 orang/bulan x 550.000,00 = 6.600.000,00
Sekretaris I12 orang/bulan x 500.000,00 = 6.000.000,00
Sekretaris II12 orang/bulan x 450.000,00 = 5.400.000,00
Kepala12 orang/bulan x 600.000,00 = 7.200.000,00
Tim Penyusun Peraturan Pengadaan Barang/Jasa1 bjj x 5.000.000,00 = 5.000.000,00
Tim Pemeliharaan SIMKetua6 orang/bulan x 160.000,00 = 960.000,00
Sekretaris6 orang/bulan x 150.000,00 = 900.000,00
Anggota24 orang/bulan x 140.000,00 = 3.360.000,00
Tim Kegiatan Monitoring dan Evaluasi PBJ
Ketua3 orang/bulan x 160.000,00 = 480.000,00
Sekretaris3 orang/bulan x 150.000,00 = 450.000,00
Anggota12 orang/bulan x 140.000,00 = 1.680.000,00
Honorarium Penyelenggara Kegiatan Bimtek dan Rakor PBJ
Ketua1 ok x 250.000,00 = 250.000,00
Sekretaris1 ok x 225.000,00 = 225.000,00
Anggota1 ok x 200.000,00 = 200.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 1 . 01 . 02,Honorarium Tim Pengadaan Barang Dan Jasa,2125000," Honorarium Tim Pengadaan Barang dan JasaPPK1 ok x 350.000,00 = 350.000,00
Pejabat Pengadaan Barang/Jasa1 ok x 300.000,00 = 300.000,00
Panitia Penerima Hasil Pekerjaan1 ok x 225.000,00 = 225.000,00
Panitia Pengadaan Tenaga Pendukung ULPPPK1 orang/bulan x 350.000,00 = 350.000,00
Panitia Seleksi3 orang/bulan x 300.000,00 = 900.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 1 . 02,Honorarium Non PNS,37125000,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 1 . 02 . 03,Honorarium Pegawai Kontrak,37125000," Honorarium Tenaga Kontrak
Honorarium Tenaga Pendukung ULP33 orang/bulan x 1.125.000,00 = 37.125.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 1 . 03,Uang Lembur,900000,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 1 . 03 . 01,Uang Lembur PNS,900000," Uang Lembur PNSTKJK 
Golongan III dan IV60 orang/hari x 15.000,00 = 900.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2,Belanja Barang dan Jasa,124520700,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,14635700,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,14635700," Belanja Alat Tulis Kantor
Belanja ATK (Kertas, Map, Bolpoint, Pensil, Spidol, Snelhechter dll)1 ls x 2.635.700,00 = 2.635.700,00
Bahan Bimtek ULP dan PBJ (tas, materi dll)60 orang x 200.000,00 = 12.000.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,22300000,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 03 . 15,Belanja Publikasi,800000," Belanja PublikasiSiaran pada Media Elektronik2 siaran x 400.000,00 = 800.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 03 . 22,Belanja Pemasangan Instalasi Telepon^ Instalasi Listrik dan Instalasi Air,21500000," Biaya Pemasangan Sambungan Alat Komunikasi1 ls x 1.500.000,00 = 1.500.000,00
Biaya Pemasangan Instalasi Teknologi Informasi
Pengadaan Instalasi Teknologi Informasi1 unit x 20.000.000,00 = 20.000.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,11450000,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 06 . 01,Belanja Cetak,9450000," Belanja Cetak
Cetak Leflet/Brosur, Backdrop, Kalender1 ls x 5.000.000,00 = 5.000.000,00
Cetak Peraturan Perundangan PBJ200 buku x 20.000,00 = 4.000.000,00
Cetak Buku Laporan Monitoring dan Evaluasi PBJ6 buku x 75.000,00 = 450.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,2000000," Belanja Penggandaan
Foto Copy/Penggandaan16,000 lbr x 125,00 = 2.000.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 07,Belanja Sewa Rumah/Gedung/Gudang/Parkir,23550000,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 07 . 02,Belanja Sewa Gedung/Kantor/Tempat,23550000," Belanja Sewa Gedung/Kantor/Tempat
Sewa Ruangan Termasuk Konsumsi Bimtek PBJ100 orang/hari x 150.000,00 = 15.000.000,00
Sewa Ruangan Termasuk Konsumsi Forkom ULP25 orang/hari x 150.000,00 = 3.750.000,00
Akomodasi Narasumber dan Panitia12 orang/hari x 400.000,00 = 4.800.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,11175000,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,9975000," Belanja Makanan dan Minuman Rapat
Jamuan Makan dan Minum350 orang x 20.000,00 = 7.000.000,00
Jamuan Snack dan Minum350 orang x 8.500,00 = 2.975.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 11 . 04,Belanja makanan dan minuman Lembur,1200000," Belanja Makanan dan Minuman Lembur
Jamuan Lembur60 orang x 20.000,00 = 1.200.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,21610000,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 15 . 01,Belanja Perjalanan Dinas Dalam Daerah,4610000," Belanja Perjalanan Dinas Dalam Daerah di Luar Kabupaten
Biaya Perjalanan Dinas Golongan IV3 orang/hari x 70.000,00 = 210.000,00
Biaya Perjalanan Dinas Golongan III70 orang/hari x 60.000,00 = 4.200.000,00
Biaya Perjalanan Dinas Golongan II4 orang/hari x 50.000,00 = 200.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,17000000," Belanja Perjalanan Dinas Luar Daerah
Biaya Perjalanan Dinas Narasumber4 orang x 1.550.000,00 = 6.200.000,00
Tiket Pesawat Narasumber4 pp x 2.700.000,00 = 10.800.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,19800000,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,19800000," Honorarium Narasumber/Moderator/Tenaga Ahli
Narasumber Sosialisasi4 orang x 100.000,00 = 400.000,00
Narasumber Sosialisasi Bimtek PBJ36 JPL x 400.000,00 = 14.400.000,00
Pendamping/Operator Narasumber20 JPL x 100.000,00 = 2.000.000,00
Moderator Bimtek PBJ20 JPL x 100.000,00 = 2.000.000,00
Penceramah Umum4 JPL x 250.000,00 = 1.000.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 3,Belanja Modal,307700000,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 3 . 27,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Kantor,219350000,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 3 . 27 . 04,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Penyimpanan Perlengkapan Kantor,28350000," Belanja Modal Pengadaan almari/rak etalase
Pengadaan Almari2 unit x 5.000.000,00 = 10.000.000,00
Belanja Modal Pengadaan Filling Kabine
tPengadaan Filling Kabinet5 unit x 3.500.000,00 = 17.500.000,00
Honorarium Panitia Pengadaan
Pejabat Pengadaan Barang/Jasa1 paket x 300.000,00 = 300.000,00
Pejabat Penerima Hasil Pekerjaan1 paket x 200.000,00 = 200.000,00PPK1 paket x 350.000,00 = 350.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 3 . 27 . 05,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Kantor,191000000," Pengadaan Generator/Genset, ATS dan Pemasangannya1 unit x 190.150.000,00 = 190.150.000,00
Honor Panitia PengadaanPPK1 paket x 350.000,00 = 350.000,00
Pejabat Pengadaan Barang/Jasa1 paket x 300.000,00 = 300.000,00
Pejabat Penerima Pengadaan1 paket x 200.000,00 = 200.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 3 . 28,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Rumah Tangga,7500000,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 3 . 28 . 06,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Rumah Tangga (Home Use),7500000," Belanja Modal Pengadaan Televisi 
Pengadaan TV Monitor1 unit x 7.500.000,00 = 7.500.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 3 . 29,Belanja Modal Peralatan dan Mesin - Pengadaan Komputer,5000000,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 3 . 29 . 04,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Mini Komputer,5000000," Belanja Modal Pengadaan Printer
Pengadaan Printer2 unit x 2.500.000,00 = 5.000.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 3 . 31,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Studio,16000000,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 3 . 31 . 01,Belanja Modal Peralatan dan Mesin - Pengadaan Peralatan Studio Visual,16000000," Belanja Modal Pengadaan Layar Proyektor
Pengadaan Layar Proyektor1 unit x 3.000.000,00 = 3.000.000,00
Belanja Modal Pengadaan LCDPengadaan LCD1 unit x 13.000.000,00 = 13.000.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 3 . 32,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Komunikasi,14000000,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 3 . 32 . 01,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Komunikasi Telephone,14000000," Belanja Modal Pengadaan Facsimile
Pengadaan Facsimile1 unit x 4.500.000,00 = 4.500.000,00
Belanja Modal Pengadaan IP PhonePengadaan IP Phone2 unit x 3.000.000,00 = 6.000.000,00
Belanja Modal Pengadaan PABXPengadaan PABX1 unit x 3.500.000,00 = 3.500.000,00"
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 3 . 49,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Kerja,45850000,
1.20 . 1.20.03 . 20 . 25 . 5 . 2 . 3 . 49 . 01,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Kantor,45850000," Belanja Modal Pengadaan Teralis
Pengadaan Teralis1 unit x 15.000.000,00 = 15.000.000,00
Belanja Modal Pengadaan Tempat Parkir
Pembangunan Tempat Parkir1 paket x 30.000.000,00 = 30.000.000,00
Honorarium Panitia PengadaanPPK1 paket x 350.000,00 = 350.000,00
Pejabat Pengadaan Barang/Jasa1 paket x 300.000,00 = 300.000,00
Pejabat Penerima Hasil Pekerjaan1 paket x 200.000,00 = 200.000,00"
1.20 . 1.20.03 . 20 . 29,Layanan pengadaan secara elektronik,132214000,"Sumber Dana : 
Lokasi Kegiatan : Bantul
Keluaran : Terlaksananya pengadaan barang/jasa secara elektronik
Target : 1 tahun kegiatan"
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 1,Belanja Pegawai,50380000,
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 1 . 01,Honorarium PNS,50380000,
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,50380000," Tim LPSE
Anggota50 orang/bulan x 170.000,00 = 8.500.000,00
Pembina10 orang/bulan x 200.000,00 = 2.000.000,00
Wakil Pembina10 orang/bulan x 190.000,00 = 1.900.000,00
Pengarah/Penasehat10 orang/bulan x 180.000,00 = 1.800.000,00
Tim Teknis LPSESekretaris II10 orang/bulan x 140.000,00 = 1.400.000,00
Staf Sekretariat70 orang/bulan x 100.000,00 = 7.000.000,00
Kepala10 orang/bulan x 160.000,00 = 1.600.000,00
Sekretaris I10 orang/bulan x 150.000,00 = 1.500.000,00
Tim Teknis LPSE Bidang Administrasi Sistem Informasi
Admin PPE10 orang/bulan x 140.000,00 = 1.400.000,00
Admin Sistem10 orang/orang x 140.000,00 = 1.400.000,00
Tim Teknis LPSE Bidang Registrasi dan Verifikasi
Personil Verifikasi10 orang/bulan x 140.000,00 = 1.400.000,00
Koordinator10 orang/bulan x 140.000,00 = 1.400.000,00
Personil Agency10 orang/bulan x 140.000,00 = 1.400.000,00
Tim Teknis LPSE Bidang Layanan Pengguna
Personil Layanan Pengguna10 orang/bulan x 140.000,00 = 1.400.000,00
Tim Teknis LPSE Bidang Pelatihan dan Sosialisasi
Personil Pelatihan dan Sosialisasi10 orang/bulan x 140.000,00 = 1.400.000,00
Tim Penyusun RUP
Anggota14 orang/bulan x 100.000,00 = 1.400.000,00
Pembina2 orang/bulan x 140.000,00 = 280.000,00
Wakil Pembina2 orang/bulan x 130.000,00 = 260.000,00
Pengarah/Penasehat2 orang/bulan x 120.000,00 = 240.000,00
Tim Teknis dan Admin RUPKetua2 orang/bulan x 130.000,00 = 260.000,00
Sekretaris2 orang/bulan x 120.000,00 = 240.000,00
Anggota122 orang/bulan x 100.000,00 = 12.200.000,00"
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2,Belanja Barang dan Jasa,81834000,
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,4425000,
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,4425000," Belanja Alat Tulis Kantor
Belanja Kertas, Trigonal Clips, Map, Bolpoint, Pensil, Snelhechter, Binder Clips Dll1 ls x 4.425.000,00 = 4.425.000,00"
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,820000,
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 03 . 01,Belanja Telepon,420000," Belanja Telepon
Telepon EWS12 bulan x 35.000,00 = 420.000,00"
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 03 . 15,Belanja Publikasi,400000," Belanja Publikasi
Siaran pada Media Elektronik1 siaran x 400.000,00 = 400.000,00"
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,10375000,
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 06 . 01,Belanja Cetak,7125000," Belanja Cetak
Cetak Leflet/Brosur Dll1 ls x 375.000,00 = 375.000,00
Cetak Modul LPSE50 buku x 15.000,00 = 750.000,00
Belanja Cetak Dokumen RUPBJ200 buku x 30.000,00 = 6.000.000,00"
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,3250000," Belanja Penggandaan
Penggandaan/Foto Copy26,000 lbr x 125,00 = 3.250.000,00"
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 07,Belanja Sewa Rumah/Gedung/Gudang/Parkir,1250000,
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 07 . 02,Belanja Sewa Gedung/Kantor/Tempat,1250000," Belanja Sewa Gedung/Kantor/Tempat
Sewa Ruang Pertemuan Forkom1 ls x 1.250.000,00 = 1.250.000,00"
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,8550000,
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,8550000," Belanja Makanan dan Minuman Rapat
Jamuan Makan dan Minum Forkom LPSE50 orang x 28.500,00 = 1.425.000,00
Jamuan Snack, Makan dan Minum Pengumuman Kegiatan100 orang x 28.500,00 = 2.850.000,00
Jamuan Makan dan Minum100 orang x 20.000,00 = 2.000.000,00
Jamuan Snack dan Minum100 orang x 8.500,00 = 850.000,00
Diklat LPSE Bagi Pengguna SPSE50 orang x 28.500,00 = 1.425.000,00"
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,41014000,
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,41014000," Belanja Perjalanan Dinas Luar Daerah
Konsultasi PBJ Rakornas Golongan IV3 orang/hari x 1.700.000,00 = 5.100.000,00
Tiket Kereta Api4 Tiket KA x 616.000,00 = 2.464.000,00
Konsultasi PBJ Rakornas Golongan III3 orang/hari x 1.550.000,00 = 4.650.000,00
Tiket Pesawat6 Tiket Pswt x 2.000.000,00 = 12.000.000,00
Diklat SPSE ke LKPP Jakarta12 orang/hari x 1.400.000,00 = 16.800.000,00"
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 17,Belanja kursus^ pelatihan^ sosialisasi dan bimbingan teknis PNS,3000000,
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 17 . 01,Belanja Kursus-Kursus Singkat/Pelatihan,3000000," Belanja Kursus-Kursus Singkat/PelatihanKursus TI1 ls x 3.000.000,00 = 3.000.000,00"
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 35,Jasa Narasumber^ Tenaga Ahli^ Yuri^ Entry Data^ Petugas Fogging dan Petugas Lapangan,12400000,
1.20 . 1.20.03 . 20 . 29 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,12400000," Honorarium Narasumber/Moderator/Tenaga Ahli
Narasumber Sosialisasi4 orang/hari x 100.000,00 = 400.000,00
Narasumber Pelatihan10 JPL x 400.000,00 = 4.000.000,00
Instruktur Pengembangan SDM20 JPL x 400.000,00 = 8.000.000,00"
1.06 . 1.20.03 . 21,Program perencanaan pembangunan daerah,5000000,
1.06 . 1.20.03 . 21 . 33,Penyusunan Rencana Kerja (Renja) SKPD,5000000,"Sumber Dana : 
Lokasi Kegiatan : Bantul
Keluaran : Penyusunan Rencana Kerja SKPD
Target : 1 kali kegiatan"
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 1,Belanja Pegawai,2500000,
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 1 . 01,Honorarium PNS,2500000,
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,2500000," Honorarium Panitia Pelaksana Kegiatan
Tim Penyusun Laporan Renja1 Bjj x 2.500.000,00 = 2.500.000,00"
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 2,Belanja Barang dan Jasa,2500000,
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,1742500,
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,1742500," Belanja Alat Tulis Kantor
Belanja ATK1 tahun x 1.742.500,00 = 1.742.500,00"
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,187500,
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,187500," Belanja Penggandaan
Penggandaan/Foto Copy1,500 lbr x 125,00 = 187.500,00"
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,570000,
1.06 . 1.20.03 . 21 . 33 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,570000," Belanja Makanan dan Minuman Rapat
Jamuan Makan dan Minum20 orang x 20.000,00 = 400.000,00
Jamuan Snack dan Minum20 orang x 8.500,00 = 170.000,00"
,SURPLUS / (DEFISIT),-1570455200,
