Judul,Penjabaran Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
2.02 . 2.01.01 . 15.06 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,556500,556500,0,0,
2.02 . 2.01.01 . 15.06 . 5.2.2.06.02 ,Belanja Penggandaan ,556500,556500,0,0,
2.02 . 2.01.01 . 15.06 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2160000,2160000,0,0,
2.02 . 2.01.01 . 15.06 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,2160000,2160000,0,0,
2.02 . 2.01.01 . 15.06 . 5.2.2.15 ,Belanja Perjalanan Dinas ,10245000,10245000,0,0,
2.02 . 2.01.01 . 15.06 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1225000,1225000,0,0,
2.02 . 2.01.01 . 15.06 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,9020000,9020000,0,0,
2.02 . 2.01.01 . 15.06 . 5.2.2.23 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat/Pihak Ketiga,44825000,44825000,0,0,
2.02 . 2.01.01 . 15.06 . 5.2.2.23.01 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat,44825000,44825000,0,0,Stup Lebah Madu  KT HKm Mandiri Kalibiru. Hargowilis. Kokap  - Stup Lebah Madu  17 buah x 300000.00 = 5100000.00  KT HKm Menggerejo Soka. Hargowilis. Kokap  - Stup Lebah Madu  17 buah x 300000.00 = 5100000.00  KT HKm Suko Makmur Girinyono. Sendangsari. Pengasih  - Stup Lebah Madu  17 buah x 300000.00 = 5100000.00  KT HKm Sido Akur Clapar. Hargowilis. Kokap  - Stup Lebah Madu  17 buah x 300000.00 = 5100000.00  KT HKm Rukun Makaryo Girinyono. Sendangsari. Pengasih  - Stup Lebah Madu  17 buah x 300000.00 = 5100000.00  KT HKm Taruna Tani Selo Timur. Hargorejo. Kokap  - Stup Lebah Madu  17 buah x 300000.00 = 5100000.00  KT  HKm Nuju Makmur Pandu. Hargorejo. Kokap  - Stup Lebah Madu  17 buah x 300000.00 = 5100000.00  KT Sido Rejo. Sidowayah. Hargowilis. Kokap  - Setup lebah madu 29 buah  29 buah x 300000.00 = 8700000.00  Administrasi pengadaan  Pejabat pengadaan  1 orang/bulan x 250000.00 = 250000.00  Pejabat pemeriksa/penerima  1 orang/bulan x 175000.00 = 175000.00
2.02 . 2.01.01 . 15.08 ,Pengembangan Pengujian dan Pengendalian Peredaran Hasil Hutan,57305700,57305700,0,0,Sumber Dana :   Lokasi Kegiatan : Kabupaten Kulon Progo 
2.02 . 2.01.01 . 15.08 . 5.2.1 ,Belanja Pegawai ,15000000,15000000,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.1.01 ,Honorarium PNS ,11250000,11250000,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,11250000,11250000,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.1.02 ,Honorarium Non PNS ,3750000,3750000,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.1.02.03 ,Honorarium Harian ,3750000,3750000,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.2 ,Belanja Barang dan Jasa ,42305700,42305700,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1601350,1601350,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1601350,1601350,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,1719350,1719350,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.2.06.01 ,Belanja Cetak ,500000,500000,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.2.06.02 ,Belanja Penggandaan ,1219350,1219350,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,6900000,6900000,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,6000000,6000000,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.2.07.03 ,Belanja Sewa Ruang Rapat/Pertemuan ,900000,900000,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,12000000,12000000,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,5520000,5520000,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.2.11.04 ,Belanja Makanan dan Minuman Pelatihan. Sosialisasi. Penyuluhan,6480000,6480000,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.2.15 ,Belanja Perjalanan Dinas ,13185000,13185000,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,3705000,3705000,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,9480000,9480000,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,6900000,6900000,0,0,
2.02 . 2.01.01 . 15.08 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,6900000,6900000,0,0,
2.02 . 2.01.01 . 16 ,Program Rehabilitasi Hutan dan Lahan ,1291190180,1380440180,89250000,691,
2.02 . 2.01.01 . 16.11 ,Pengendalian Kerusakan Hutan dan Lahan ,60000000,60000000,0,0,Sumber Dana :   Lokasi Kegiatan : Kabupaten Kulon Progo 
2.02 . 2.01.01 . 16.11 . 5.2.1 ,Belanja Pegawai ,14500000,14500000,0,0,
2.02 . 2.01.01 . 16.11 . 5.2.1.01 ,Honorarium PNS ,6700000,6700000,0,0,
2.02 . 2.01.01 . 16.11 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,6700000,6700000,0,0,
2.02 . 2.01.01 . 16.11 . 5.2.1.02 ,Honorarium Non PNS ,7800000,7800000,0,0,
2.02 . 2.01.01 . 16.11 . 5.2.1.02.03 ,Honorarium Harian ,7800000,7800000,0,0,
2.02 . 2.01.01 . 16.11 . 5.2.2 ,Belanja Barang dan Jasa ,45500000,45500000,0,0,
2.02 . 2.01.01 . 16.11 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,349550,349550,0,0,
2.02 . 2.01.01 . 16.11 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,349550,349550,0,0,
2.02 . 2.01.01 . 16.11 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,210450,210450,0,0,
2.02 . 2.01.01 . 16.11 . 5.2.2.06.02 ,Belanja Penggandaan ,210450,210450,0,0,
2.02 . 2.01.01 . 16.11 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,3120000,3120000,0,0,
2.02 . 2.01.01 . 16.11 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,3120000,3120000,0,0,
2.02 . 2.01.01 . 16.11 . 5.2.2.15 ,Belanja Perjalanan Dinas ,7245000,7245000,0,0,
2.02 . 2.01.01 . 16.11 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,2930000,2930000,0,0,
2.02 . 2.01.01 . 16.11 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,4315000,4315000,0,0,
2.02 . 2.01.01 . 16.11 . 5.2.2.23 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat/Pihak Ketiga,34575000,34575000,0,0,
2.02 . 2.01.01 . 16.11 . 5.2.2.23.01 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat,34575000,34575000,0,0,KT Wana Tirta Pasir Mendit. Jangkaran. Temon  - bibit bakau (Rhizopora)  1.800 batang x 4500.00 = 8100000.00  - bibit api-api (Avicinea)  1.800 batang x 4500.00 = 8100000.00  - Pupuk NPK tablet untuk penanaman  400 kg x 15000.00 = 6000000.00  Pupuk NPK tablet untuk pemeliharaan  800 kg x 15000.00 = 12000000.00  Administrasi pengadaan  Honor pejabat pengadaan  1 orang/bulan x 200000.00 = 200000.00  Honor pejabat pemeriksa/penerima  1 orang/bulan x 175000.00 = 175000.00
2.02 . 2.01.01 . 16.12 ,Konservasi dan Rehabilitasi Hutan dan Lahan ,1231190180,1320440180,89250000,725,Sumber Dana :   Lokasi Kegiatan : Kabupaten Kulon Progo 
2.02 . 2.01.01 . 16.12 . 5.2.1 ,Belanja Pegawai ,443820000,449320000,5500000,124,
2.02 . 2.01.01 . 16.12 . 5.2.1.01 ,Honorarium PNS ,15045000,15045000,0,0,
2.02 . 2.01.01 . 16.12 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,15045000,15045000,0,0,
2.02 . 2.01.01 . 16.12 . 5.2.1.02 ,Honorarium Non PNS ,428775000,434275000,5500000,128,
2.02 . 2.01.01 . 16.12 . 5.2.1.02.03 ,Honorarium Harian ,428775000,434275000,5500000,128,
2.02 . 2.01.01 . 16.12 . 5.2.2 ,Belanja Barang dan Jasa ,787370180,871120180,83750000,1064,
2.02 . 2.01.01 . 16.12 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2220100,2220100,0,0,
2.02 . 2.01.01 . 16.12 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2220100,2220100,0,0,
2.02 . 2.01.01 . 16.12 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,2623800,2623800,0,0,
2.02 . 2.01.01 . 16.12 . 5.2.2.06.02 ,Belanja Penggandaan ,2623800,2623800,0,0,
2.02 . 2.01.01 . 16.12 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,6000000,6000000,0,0,
2.02 . 2.01.01 . 16.12 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,6000000,6000000,0,0,
2.02 . 2.01.01 . 16.12 . 5.2.2.15 ,Belanja Perjalanan Dinas ,18675000,18675000,0,0,
2.02 . 2.01.01 . 16.12 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,6325000,6325000,0,0,
2.02 . 2.01.01 . 16.12 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,12350000,12350000,0,0,
2.02 . 2.01.01 . 16.12 . 5.2.2.23 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat/Pihak Ketiga,757851280,841601280,83750000,1105,
