Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,,,
1.12 . 1.22.01 . 15.05 . 5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,6300000,6300000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,6300000,6300000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,17340000,17340000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.10.01 ,Belanja Sewa Meja Kursi ,1150000,1150000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.10.05 ,Belanja Sewa Tenda ,3000000,3000000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.10.06 ,Belanja Sewa Pakaian Adat/Tradisional ,8850000,8850000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.10.07 ,Belanja Sewa Perlengkapan dan Peralatan Kantor lain,4340000,4340000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,66180000,66180000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,1830000,1830000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,40950000,40950000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",16200000,16200000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.11.07 ,Balanja Makanan dan Minuman Harian Umum ,7200000,7200000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.14 ,Belanja Pakaian Khusus Dan Hari-Hari Tertentu ,3750000,3750000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.14.04 ,Belanja Pakaian Olahraga ,3750000,3750000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.15 ,Belanja Perjalanan Dinas ,22670000,22670000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,370000,370000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,22300000,22300000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,18160000,18160000,0,0,
1.12 . 1.22.01 . 15.05 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,18160000,18160000,0,0,
1.12 . 1.22.01 . 15.09 ,Kesatuan gerak PKK - KB dan Kesehatan ,18372550,18372550,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.12 . 1.22.01 . 15.09 . 5.2.1 ,Belanja Pegawai ,1522000,1522000,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.1.01 ,Honorarium PNS ,1330000,1330000,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,1330000,1330000,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.1.03 ,Uang Lembur ,192000,192000,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.1.03.01 ,Uang Lembur PNS ,192000,192000,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.2 ,Belanja Barang dan Jasa ,16850550,16850550,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1786400,1786400,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1786400,1786400,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.2.03 ,Belanja Jasa Kantor ,400000,400000,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.2.03.13 ,Belanja Dokumentasi ,100000,100000,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.2.03.14 ,Belanja Dekorasi ,300000,300000,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,288150,288150,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.2.06.02 ,Belanja Penggandaan ,288150,288150,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,12936000,12936000,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,216000,216000,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,12720000,12720000,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.2.15 ,Belanja Perjalanan Dinas ,640000,640000,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,370000,370000,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,270000,270000,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,800000,800000,0,0,
1.12 . 1.22.01 . 15.09 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,800000,800000,0,0,
1.12 . 1.22.01 . 15.10 ,TNI Manunggal - KB dan Kesehatan ,19253050,59678050,40425000,209.97,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.12 . 1.22.01 . 15.10 . 5.2.1 ,Belanja Pegawai ,1618000,1618000,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.1.01 ,Honorarium PNS ,1330000,1330000,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,1330000,1330000,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.1.03 ,Uang Lembur ,288000,288000,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.1.03.01 ,Uang Lembur PNS ,288000,288000,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.2 ,Belanja Barang dan Jasa ,17635050,58060050,40425000,229.23,
1.12 . 1.22.01 . 15.10 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2040050,2040050,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2040050,2040050,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.2.03 ,Belanja Jasa Kantor ,470000,470000,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.2.03.13 ,Belanja Dokumentasi ,170000,170000,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.2.03.14 ,Belanja Dekorasi ,300000,300000,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,561000,561000,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.2.06.02 ,Belanja Penggandaan ,561000,561000,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,13044000,13044000,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,324000,324000,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,12720000,12720000,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.2.15 ,Belanja Perjalanan Dinas ,720000,720000,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,370000,370000,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,350000,350000,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.2.23 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat/Pihak Ketiga,0,40425000,40425000,0,
1.12 . 1.22.01 . 15.10 . 5.2.2.23.01 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat,0,40425000,40425000,0," Pejabat pengadaan dan pemeriksa/ penerima Pejabat pengadaan 1 org/bln x 250.000,00 = 250.000,00 Pejabat pemeriksa/ penerima 1 org/bln x 175.000,00 = 175.000,00 Kelompok KB Pria Prakoso, Temon 3 ekor x 1.000.000,00 = 3.000.000,00 Tritunggal, Wates 6 ekor x 1.000.000,00 = 6.000.000,00 Langgeng, Panjatan 3 ekor x 1.000.000,00 = 3.000.000,00 Tabungan, Lendah 2 ekor x 1.000.000,00 = 2.000.000,00 Agung Raharjo, Sentolo 5 ekor x 1.000.000,00 = 5.000.000,00 Pendowo, Pengasih 5 ekor x 1.000.000,00 = 5.000.000,00 Suka Maju, Kokap 3 ekor x 1.000.000,00 = 3.000.000,00 Sarimulyo, Girimulyo 11 ekor x 1.000.000,00 = 11.000.000,00 Sari Madu, Samigaluh 2 ekor x 1.000.000,00 = 2.000.000,00"
1.12 . 1.22.01 . 15.10 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,800000,800000,0,0,
1.12 . 1.22.01 . 15.10 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,800000,800000,0,0,
1.12 . 1.22.01 . 15.12 ,Penyediaan Sarana dan Prasarana Program KB ,1008003550,1081432450,73428900,7.28,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.12 . 1.22.01 . 15.12 . 5.2.1 ,Belanja Pegawai ,1436000,1436000,0,0,
1.12 . 1.22.01 . 15.12 . 5.2.1.01 ,Honorarium PNS ,1180000,1180000,0,0,
1.12 . 1.22.01 . 15.12 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,1180000,1180000,0,0,
1.12 . 1.22.01 . 15.12 . 5.2.1.03 ,Uang Lembur ,256000,256000,0,0,
1.12 . 1.22.01 . 15.12 . 5.2.1.03.01 ,Uang Lembur PNS ,256000,256000,0,0,
1.12 . 1.22.01 . 15.12 . 5.2.2 ,Belanja Barang dan Jasa ,11358050,11357950,-100,0,
1.12 . 1.22.01 . 15.12 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,416750,417550,800,0.19,
1.12 . 1.22.01 . 15.12 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,416750,417550,800,0.19,
1.12 . 1.22.01 . 15.12 . 5.2.2.03 ,Belanja Jasa Kantor ,100000,100000,0,0,
1.12 . 1.22.01 . 15.12 . 5.2.2.03.13 ,Belanja Dokumentasi ,100000,100000,0,0,
1.12 . 1.22.01 . 15.12 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,652500,651600,-900,-0.14,
1.12 . 1.22.01 . 15.12 . 5.2.2.06.02 ,Belanja Penggandaan ,652500,651600,-900,-0.14,
1.12 . 1.22.01 . 15.12 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1890000,1890000,0,0,
1.12 . 1.22.01 . 15.12 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,288000,288000,0,0,
1.12 . 1.22.01 . 15.12 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1602000,1602000,0,0,
1.12 . 1.22.01 . 15.12 . 5.2.2.15 ,Belanja Perjalanan Dinas ,8298800,8298800,0,0,
1.12 . 1.22.01 . 15.12 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,8298800,8298800,0,0,
1.12 . 1.22.01 . 15.12 . 5.2.3 ,Belanja Modal ,995209500,1068638500,73429000,7.38,
1.12 . 1.22.01 . 15.12 . 5.2.3.11 ,Belanja Modal Pengadaan Perlengkapan Kantor ,30400000,30400000,0,0,
1.12 . 1.22.01 . 15.12 . 5.2.3.11.02 ,Belanja Modal Pengadaan Almari ,20000000,20000000,0,0,"Pengadaan Almari Almari (DAK : 18.181.818 DAU:1.818.182) 4 buah x 5.000.000,00 = 20.000.000,00"
1.12 . 1.22.01 . 15.12 . 5.2.3.11.05 ,Belanja Modal Pengadaan White Board ,6400000,6400000,0,0,"Pengadaan White Board Magnetik White Board Magnetik ( DAK: 5.818.182 DAU:581.818) 4 buah x 1.600.000,00 = 6.400.000,00"
1.12 . 1.22.01 . 15.12 . 5.2.3.11.10 ,Belanja Modal Pengadaan Tong Sampah ,4000000,4000000,0,0,"Pengadaan Tong sampah Fiberglass Tong Sampah Fiber Glass ( DAK: 3.636.364 DAU: 363.636) 4 buah x 1.000.000,00 = 4.000.000,00"
1.12 . 1.22.01 . 15.12 . 5.2.3.13 ,Belanja Modal Pengadaan Mebeulair ,101050000,101050000,0,0,
1.12 . 1.22.01 . 15.12 . 5.2.3.13.01 ,Belanja Modal Pengadaan Meja Kerja ,7200000,7200000,0,0,"Pengadaan Meja Kerja Meja Kerja 1/2 Biro ( DAK: 6.545.455 DAU:654.545) 4 buah x 1.800.000,00 = 7.200.000,00"
1.12 . 1.22.01 . 15.12 . 5.2.3.13.02 ,Belanja Modal Pengadaan Meja Rapat ,20000000,20000000,0,0,"Pengadaan Meja Rapat Meja rapat kayu (DAK : 18.181.818 DAU:1.818.182) 4 buah x 5.000.000,00 = 20.000.000,00"
1.12 . 1.22.01 . 15.12 . 5.2.3.13.04 ,Belanja Modal Pengadaan Kursi Kerja ,19000000,19000000,0,0,"Pengadaan Kursi Kerja Kursi Kerja Beroda ( DAK: 17.272.727 DAU:1.727.273) 20 buah x 950.000,00 = 19.000.000,00"
1.12 . 1.22.01 . 15.12 . 5.2.3.13.05 ,Belanja Modal Pengadaan Kursi Rapat ,37650000,37650000,0,0,"Pengadaan Kursi Rapat Kursi rapat ( DAK:33.818.182 DAU:3.381.818) 80 buah x 465.000,00 = 37.200.000,00 Pejabat pengadaan dan penerima Pejabat pengadaan 1 orang/bulan x 250.000,00 = 250.000,00 Pejabat penerima 1 orang/bulan x 200.000,00 = 200.000,00"
1.12 . 1.22.01 . 15.12 . 5.2.3.13.09 ,Belanja Modal Pengadaan Rak Buku/Tv/Kembang ,17200000,17200000,0,0,"Pengadaan Rak Kayu Rak Kayu ( DAK:15.636.364 DAU: 1.563.636) 4 buah x 4.300.000,00 = 17.200.000,00"
1.12 . 1.22.01 . 15.12 . 5.2.3.16 ,Belanja Modal Pengadaan Alat-Alat Studio ,0,73429000,73429000,0,
1.12 . 1.22.01 . 15.12 . 5.2.3.16.03 ,Belanja Modal Pengadaan Proyektor ,0,73429000,73429000,0,"Pembelian LCD Proyektor 4 buah x 18.107.250,00 = 72.429.000,00 Pejabat pengadaan 2 org/bln x 250.000,00 = 500.000,00 Pejabat penerima 2 org/bln x 250.000,00 = 500.000,00"
1.12 . 1.22.01 . 15.12 . 5.2.3.26 ,Belanja Modal Pengadaan Konstruksi/Pembelian Bangunan,863759500,863759500,0,0,
1.12 . 1.22.01 . 15.12 . 5.2.3.26.01 ,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Kantor,863759500,863759500,0,0,"Pengadaan Balai Penyuluhan KB (DAK :  738.649.091 DAU: 73.864.909) Balai Penyuluhan KB Kec. Kalibawang ( DAK: 184.662.273 DAU: 18.466.227) 1 unit x 203.128.500,00 = 203.128.500,00 Balai Penyuluhan KB Kec Temon ( DAK: 184.662.273 DAU: 18.466.227) 1 unit x 203.128.500,00 = 203.128.500,00 Balai Penyuluhan KB Kec. Nanggulan  ( DAK: 184.662.273 DAU: 18.466.227) 1 unit x 203.128.500,00 = 203.128.500,00 Balai Penyuluhan KB Kec. Lendah ( DAK: 184.662.272 DAU: 18.466.228) 1 unit x 203.128.500,00 = 203.128.500,00 Konsultan Perencana dan pengawasan Konsultan Perencana 1 paket x 30.000.000,00 = 30.000.000,00 Konsultan Pengawasan 1 paket x 20.000.000,00 = 20.000.000,00 Pejabat Pengadaan Jasa Konsultan 1 orang/bulan x 250.000,00 = 250.000,00 Panitia Penerima Ketua 1 orang/bulan x 300.000,00 = 300.000,00 Sekretaris 1 orang/bulan x 250.000,00 = 250.000,00 Anggota 1 orang/bulan x 200.000,00 = 200.000,00 Administrasi pengadaan Kertas HVS 70 fram folio 2 rim x 45.000,00 = 90.000,00 Tinta refill komputer 1 dos x 35.000,00 = 35.000,00 Stopmap kertas 10 buah x 800,00 = 8.000,00 Foto Copy 500 lembar x 225,00 = 112.500,00"
1.11 . 1.22.01 . 15 ,Program Keserasian Kebijakan Peningkatan Kualitas Anak dan Perempuan,28614100,40538250,11924150,41.67,
1.11 . 1.22.01 . 15.06 ,Gerakan Sayang Ibu (GSI) ,18011850,18011850,0,0,Sumber Dana : Lokasi Kegiatan : Lingkup Kabupaten Kulon Progo
1.11 . 1.22.01 . 15.06 . 5.2.1 ,Belanja Pegawai ,4310000,4310000,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.1.01 ,Honorarium PNS ,4110000,4110000,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,4110000,4110000,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.1.02 ,Honorarium Non PNS ,200000,200000,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.1.02.04 ,Honorarium Tim ,200000,200000,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2 ,Belanja Barang dan Jasa ,13701850,13701850,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,298300,298300,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,298300,298300,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2.03 ,Belanja Jasa Kantor ,300000,300000,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2.03.13 ,Belanja Dokumentasi ,150000,150000,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2.03.14 ,Belanja Dekorasi ,150000,150000,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,278550,278550,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2.06.02 ,Belanja Penggandaan ,278550,278550,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,8400000,8400000,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1800000,1800000,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",6600000,6600000,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2.15 ,Belanja Perjalanan Dinas ,975000,975000,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,370000,370000,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,605000,605000,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,450000,450000,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,450000,450000,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2.28 ,Belanja Hadiah atas Prestasi dan Penghargaan ,3000000,3000000,0,0,
1.11 . 1.22.01 . 15.06 . 5.2.2.28.01 ,Belanja Hadiah atas Prestasi ,3000000,3000000,0,0,
1.11 . 1.22.01 . 15.07 ,Pelatihan Perencanaan dan Penganggaran Responsif Gender (PPRG) dan Anggaran Responsif Gender (ARG),10602250,22526400,11924150,112.47,Sumber Dana : Lokasi Kegiatan : 4 Kecamatan
1.11 . 1.22.01 . 15.07 . 5.2.1 ,Belanja Pegawai ,3000000,6850000,3850000,128.33,
1.11 . 1.22.01 . 15.07 . 5.2.1.02 ,Honorarium Non PNS ,3000000,6850000,3850000,128.33,
1.11 . 1.22.01 . 15.07 . 5.2.1.02.03 ,Honorarium Harian ,3000000,6850000,3850000,128.33,
1.11 . 1.22.01 . 15.07 . 5.2.2 ,Belanja Barang dan Jasa ,7602250,15676400,8074150,106.21,
1.11 . 1.22.01 . 15.07 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1432250,2554400,1122150,78.35,
1.11 . 1.22.01 . 15.07 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1432250,2554400,1122150,78.35,
1.11 . 1.22.01 . 15.07 . 5.2.2.03 ,Belanja Jasa Kantor ,150000,300000,150000,100,
1.11 . 1.22.01 . 15.07 . 5.2.2.03.14 ,Belanja Dekorasi ,150000,300000,150000,100,
1.11 . 1.22.01 . 15.07 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,900000,900000,0,0,
1.11 . 1.22.01 . 15.07 . 5.2.2.06.02 ,Belanja Penggandaan ,900000,900000,0,0,
1.11 . 1.22.01 . 15.07 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,3060000,8232000,5172000,169.02,
1.11 . 1.22.01 . 15.07 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,540000,792000,252000,46.67,
1.11 . 1.22.01 . 15.07 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",2520000,7440000,4920000,195.24,
1.11 . 1.22.01 . 15.07 . 5.2.2.15 ,Belanja Perjalanan Dinas ,560000,690000,130000,23.21,
1.11 . 1.22.01 . 15.07 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,210000,340000,130000,61.9,
1.11 . 1.22.01 . 15.07 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,350000,350000,0,0,
1.11 . 1.22.01 . 15.07 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,1500000,3000000,1500000,100,
1.11 . 1.22.01 . 15.07 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,1500000,3000000,1500000,100,
1.22 . 1.22.01 . 15 ,Program Peningkatan Keberdayaan Masyarakat ,286132800,286132800,0,0,
1.22 . 1.22.01 . 15.01 ,Pemberdayaan Lembaga dan Organisasi Masyarakat Perdesaan,43590350,43590350,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 15.01 . 5.2.1 ,Belanja Pegawai ,17500000,17500000,0,0,
1.22 . 1.22.01 . 15.01 . 5.2.1.02 ,Honorarium Non PNS ,17500000,17500000,0,0,
1.22 . 1.22.01 . 15.01 . 5.2.1.02.03 ,Honorarium Harian ,17500000,17500000,0,0,
1.22 . 1.22.01 . 15.01 . 5.2.2 ,Belanja Barang dan Jasa ,26090350,26090350,0,0,
1.22 . 1.22.01 . 15.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1369350,1369350,0,0,
1.22 . 1.22.01 . 15.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1369350,1369350,0,0,
1.22 . 1.22.01 . 15.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,900000,900000,0,0,
1.22 . 1.22.01 . 15.01 . 5.2.2.06.02 ,Belanja Penggandaan ,900000,900000,0,0,
1.22 . 1.22.01 . 15.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,20376000,20376000,0,0,
1.22 . 1.22.01 . 15.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,18384000,18384000,0,0,
1.22 . 1.22.01 . 15.01 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",1992000,1992000,0,0,
1.22 . 1.22.01 . 15.01 . 5.2.2.15 ,Belanja Perjalanan Dinas ,3445000,3445000,0,0,
1.22 . 1.22.01 . 15.01 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,2075000,2075000,0,0,
1.22 . 1.22.01 . 15.01 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,1370000,1370000,0,0,
1.22 . 1.22.01 . 15.09 ,Pendampingan Pengembangan Program Nasional Pemberdayaan Masyarakat (PNPM),185273350,185273350,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 15.09 . 5.2.1 ,Belanja Pegawai ,130785000,130785000,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.1.01 ,Honorarium PNS ,75285000,75285000,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,75285000,75285000,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.1.02 ,Honorarium Non PNS ,55500000,55500000,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.1.02.03 ,Honorarium Harian ,7500000,7500000,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.1.02.04 ,Honorarium Tim ,48000000,48000000,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.2 ,Belanja Barang dan Jasa ,54488350,54488350,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,4736050,4736050,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,4736050,4736050,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.2.03 ,Belanja Jasa Kantor ,550000,550000,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.2.03.13 ,Belanja Dokumentasi ,250000,250000,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.2.03.14 ,Belanja Dekorasi ,300000,300000,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,607500,607500,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.2.06.02 ,Belanja Penggandaan ,607500,607500,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,11520000,11520000,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,720000,720000,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",10800000,10800000,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.2.15 ,Belanja Perjalanan Dinas ,29874800,29874800,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,5580000,5580000,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,24294800,24294800,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,7200000,7200000,0,0,
1.22 . 1.22.01 . 15.09 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,7200000,7200000,0,0,
1.22 . 1.22.01 . 15.11 ,Pendampingan Penyaluran Bantuan Sosial dalam rangka Pengentasan Kemiskinan,57269100,57269100,0,0,Sumber Dana : Lokasi Kegiatan : Kabupaten Kulon Progo
1.22 . 1.22.01 . 15.11 . 5.2.1 ,Belanja Pegawai ,5750000,5750000,0,0,
1.22 . 1.22.01 . 15.11 . 5.2.1.02 ,Honorarium Non PNS ,5750000,5750000,0,0,
1.22 . 1.22.01 . 15.11 . 5.2.1.02.03 ,Honorarium Harian ,5750000,5750000,0,0,
1.22 . 1.22.01 . 15.11 . 5.2.2 ,Belanja Barang dan Jasa ,51519100,51519100,0,0,
1.22 . 1.22.01 . 15.11 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1270600,1270600,0,0,
1.22 . 1.22.01 . 15.11 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1270600,1270600,0,0,
1.22 . 1.22.01 . 15.11 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,3208500,3208500,0,0,
