Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,59525000,
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,6675000,"Pendapatan Asli Daerah (P A D) 
Belanja Makan dan Minum Rapat 
MMR Lomba Dokter Kecil70 dos x 7.500,00 = 525.000,00
MMR Lomba Gugus SD45 dos x 7.500,00 = 337.500,00
MMR Lomba O2SN SD250 dos x 7.500,00 = 1.875.000,00
MMR Lomba Cerdas Cermat75 dos x 7.500,00 = 562.500,00
MMR OSN Guru40 dos x 7.500,00 = 300.000,00
MMR Lomba FLSN-SD150 dos x 7.500,00 = 1.125.000,00
MMR Lomba Perpustakaan SD40 dos x 7.500,00 = 300.000,00
MMR Olimpiade MIPA dan Karya Ilmiah SD70 dos x 7.500,00 = 525.000,00
MMR Gladi Kaweruh75 dos x 7.500,00 = 562.500,00
MMR Ngudar Tembang75 dos x 7.500,00 = 562.500,00"
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,52850000,"Pendapatan Asli Daerah (P A D) 
Belanja Makan dan Minum Pelaksanaan Kegiatan
MMK Lomba Dokter Kecil150 dos x 17.500,00 = 2.625.000,00
Makan Minum Snack Ngudar Tembang200 dos x 7.500,00 = 1.500.000,00
MMK Pembinaan Ngudar Tembang50 dos x 17.500,00 = 875.000,00
Makan Minum Snack Gladi Kaweruh200 dos x 7.500,00 = 1.500.000,00
MMK Pembinaan Gladi Kaweruh50 dos x 17.500,00 = 875.000,00
MMK Ngudar Tembang200 dos x 17.500,00 = 3.500.000,00
Makan Minum Snack Lomba Cerdas Cermat200 dos x 7.500,00 = 1.500.000,00
MMK Pembinaan Lomba Cerdas Cermat50 dos x 17.500,00 = 875.000,00
MMK Gladi Kaweruh200 dos x 17.500,00 = 3.500.000,00
SMK OSN Guru100 dos x 7.500,00 = 750.000,00
MMK Pembinaan OSN Guru30 dos x 17.500,00 = 525.000,00
MMK Lomba Cerdas Cermat200 dos x 17.500,00 = 3.500.000,00
MMK Lomba O2SN SD400 dos x 17.500,00 = 7.000.000,00 
MMK Training Center O2SN SD250 dos x 17.500,00 = 4.375.000,00
MMK OSN Guru100 dos x 17.500,00 = 1.750.000,00
MMK Lomba Perpustakaan SD110 dos x 17.500,00 = 1.925.000,00
MMK Olimpiade MIPA dan Karya Ilmiah SD180 dos x 17.500,00 = 3.150.000,00
MMK Pembinaan Olimpiade MIPA dan Karya Ilmiah SD200 dos x 17.500,00 = 3.500.000,00
MMK Pembinaan Lomba Dokter Kecil100 dos x 17.500,00 = 1.750.000,00
MMK Lomba Gugus SD150 dos x 17.500,00 = 2.625.000,00
MMK Lomba FLSN-SD300 dos x 17.500,00 = 5.250.000,00"
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 14,Belanja Pakaian khusus dan hari-hari tertentu,8750000,
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 14 . 04,Belanja Pakaian Olahraga,8750000,"Pendapatan Asli Daerah (P A D)
 Belanja Pakaian Olahraga
Belanja Pakaian Olahraga Atlit dan Pendamping Lomba O2SN-SD70 stel x 125.000,00 = 8.750.000,00"
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,29800000,
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,29800000,"Pendapatan Asli Daerah (P A D) 
Belanja Perjalanan Dinas Luar DaearahTiket Perjalanan Dinas Lomba IPA dan Karya Ilmiah SD maju ke Tk. Nasional1 keg x 800.000,00 = 800.000,00
Perjalanan Dinas O2SN ke Tk. Nasional1 keg x 9.000.000,00 = 9.000.000,00
Tiket Perjalanan Dinas O2SN ke Tk. Nasional1 keg x 6.000.000,00 = 6.000.000,00
Perjalanan Dinas Lomba FLSN-SD maju ke Tk. Nasional1 keg x 6.000.000,00 = 6.000.000,00
Tiket Perjalanan Dinas Lomba FLSN-SD maju ke Tk. Nasional1 keg x 6.000.000,00 = 6.000.000,00
Perjalanan Dinas Lomba IPA dan Karya Ilmiah SD maju ke Tk. Nasional1 keg x 2.000.000,00 = 2.000.000,00"
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 17,"Belanja kursus, pelatihan, sosialisasi dan bimbingan teknis PNS",1000000,
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 17 . 02,Belanja Sosialisasi,1000000,"Pendapatan Asli Daerah (P A D)
Belanja SosialisasiBiaya Sosialisasi lewat Mesmidia masa Lomba O2SN-SD2 keg x 500.000,00 = 1.000.000,00"
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 35,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",62120000,
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,3970000,"Pendapatan Asli Daerah (P A D) 
Honorarium Nara Sumber
Honor Nara Sumber Olimpiade MIPA dan Karya Ilmiah SD27 oh x 90.000,00 = 2.430.000,00
Honor Nara Sumber Lomba Gugus SD2 oh x 90.000,00 = 180.000,00
Honor Nara Sumber Lomba FLSN-SD4 oh x 250.000,00 = 1.000.000,00
Honor Nara Sumber Lomba O2SN - SD2 oh x 90.000,00 = 180.000,00
Honorarium Penceramah
Honor Penceramah Lomba MIPA dan Karya Ilmiah SD2 oh x 90.000,00 = 180.000,00"
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 35 . 02,Jasa Yuri Perlombaan/Pelatih,58150000,"Pendapatan Asli Daerah (P A D)
 Honorarium Yuri Perlombaan
Honor Yuri Ngudar Tembang10 oh x 125.000,00 = 1.250.000,00
Honor Yuri OSN Guru10 oh x 125.000,00 = 1.250.000,00
Honor Yuri Lomba Cerdas Cermat10 oh x 125.000,00 = 1.250.000,00
Honor Yuri Gladi Kaweruh10 oh x 125.000,00 = 1.250.000,00
Honor Yuri Lomba Perpustakaan SD153 oh x 100.000,00 = 15.300.000,00
Honor Yuri Olimpiade MIPA dan Karya Ilmiah SD9 oh x 100.000,00 = 900.000,00
Honor Yuri Lomba Olah Raga SD117 oh x 100.000,00 = 11.700.000,00
Honor Yuri Lomba Dokter Kecil16 oh x 150.000,00 = 2.400.000,00
Honor Yuri Lomba Gugus SD170 oh x 100.000,00 = 17.000.000,00
Honor Yuri Lomba FLSN-SD39 oh x 150.000,00 = 5.850.000,00"
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 37,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,89972500,
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 37 . 01,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,89972500,"Pendapatan Asli Daerah (P A D) 
Hadiah KejuaraanHadiah Lomba Dokter Kecil1 bjj x 2.000.000,00 = 2.000.000,00
Hadiah Lomba Gugus SD1 bjj x 7.500.000,00 = 7.500.000,00
Hadiah Gladi Kaweruh1 keg x 8.000.000,00 = 8.000.000,00
Hadiah Ngudar Tembang1 keg x 8.000.000,00 = 8.000.000,00
Penghargaan bagi yang berprestasi1 keg x 3.372.500,00 = 3.372.500,00
Hadiah Kejuaraan Lomba O2SN SD1 bjj x 21.600.000,00 = 21.600.000,00
Hadiah OSN Guru1 keg x 5.000.000,00 = 5.000.000,00
Hadiah Lomba Cerdas Cermat1 keg x 8.000.000,00 = 8.000.000,00
Hadiah Lomba FLSN- SD1 bjj x 15.000.000,00 = 15.000.000,00
Hadiah Lomba Perpustakaan SD1 bjj x 4.000.000,00 = 4.000.000,00
Hadiah Olimpiade MIPA dan Karya Ilmiah SD1 bjj x 7.500.000,00 = 7.500.000,00"
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 39,Uang Saku Pengiriman Perlombaan,16500000,
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 39 . 01,Uang Saku Pengiriman Atlit / Pelajar Berprestasi,16500000," Uang saku Atlit dan Pendamping Lomba O2SN - SD25 or x 500.000,00 = 12.500.000,00
Uang saku peserta Lomba FLSN-SD maju ke Tk. Nasional8 or x 500.000,00 = 4.000.000,00"
1.01 . 1.01.01 . 16 . 73,Penyebarluasan dan sosialisasi berbagai informasi pendidikan dasar,43300000,"Sumber Dana : Dana Bagi Hasil, APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Tersosialisasinya Informasi Pendidikan Dasar
Target : 1 kegiatan/periode"
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 1,Belanja Pegawai,3460000,
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 1 . 01,Honorarium PNS,3060000,
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,3060000,"APBD
 HR Penyelenggara Kegiatan
HR Piket malam Bantul Ekspo22 Or x 30.000,00 = 660.000,00
HR Pelaksana hari jadi10 or x 30.000,00 = 300.000,00
HR Pelaksana Bantul Ekspo20 or x 30.000,00 = 600.000,00
HR Prajurit/bergodo20 Or x 25.000,00 = 500.000,00
HR Pembawa Jodang10 Or x 25.000,00 = 250.000,00
HR Penjaga stand kegiatan30 Or x 25.000,00 = 750.000,00"
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 1 . 03,Uang Lembur,400000,
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 1 . 03 . 01,Uang Lembur PNS,400000,"APBD 
Uang LemburGol III dan IV20 Or x 15.000,00 = 300.000,00
Gol II10 Or x 10.000,00 = 100.000,00"
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2,Belanja Barang dan Jasa,39840000,
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,1375000,
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,1375000,"Dana Bagi Hasil
 Biaya alat tulis kegiatan1 Ls x 1.375.000,00 = 1.375.000,00"
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2 . 02,Belanja Bahan/Material,6815000,
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2 . 02 . 06,Belanja Persediaan Makanan Pokok,6815000,"APBD 
Belanja bahan percontohan
Belanja bahan bahan bantul ekspo1 Ls x 2.930.000,00 = 2.930.000,00
Pembuatan jodang dan mobil hias1 Ls x 3.000.000,00 = 3.000.000,00
Isi Jodang1 Ls x 885.000,00 = 885.000,00"
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,21000000,
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2 . 03 . 14,Belanja Dekorasi,15000000,"APBD 
Dekorasi Bantul Ekspo1 Ls x 15.000.000,00 = 15.000.000,00"
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2 . 03 . 20,Belanja Sewa Frekuensi dan Pajak Radio,6000000,"APBD
 Siaran radio12 Keg x 500.000,00 = 6.000.000,00"
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2 . 07,Belanja Sewa Rumah/Gedung/Gudang/Parkir,3000000,
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2 . 07 . 02,Belanja Sewa Gedung/Kantor/Tempat,3000000,"APBD
 Sewa tempat bantul ekspo1 Ls x 3.000.000,00 = 3.000.000,00"
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2 . 08,Belanja Sewa Sarana Mobilitas,1000000,
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2 . 08 . 01,Belanja Sewa Sarana Mobilitas Darat,1000000,"APBD 
Sewa mobilSewa mobil angkut bantul ekspo10 Kali x 100.000,00 = 1.000.000,00"
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2 . 10,Belanja Sewa Perlengkapan dan Peralatan Kantor,1750000,
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2 . 10 . 06,Belanja Sewa Pakaian Adat/Tradisional,1750000,"APBD 
Sewa pakaianSewa pakaian pranakan hari jadi35 stel x 50.000,00 = 1.750.000,00"
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,4900000,
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1400000,"APBD
 Makan minum rapat80 Or x 17.500,00 = 1.400.000,00"
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2 . 11 . 04,Belanja makanan dan minuman Lembur,875000,"APBD 
Makan minum lembur50 Or x 17.500,00 = 875.000,00"
1.01 . 1.01.01 . 16 . 73 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,2625000," Makan minum Bantul Ekspo150 Or x 17.500,00 = 2.625.000,00"
1.01 . 1.01.01 . 16 . 80,Penyelenggaraan Pendidikan Dasar SD/MI,13893183800,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Tersalurnya BOP untuk Siswa, Hr. GTT/PTT
Target : 4 triwulan"
1.01 . 1.01.01 . 16 . 80 . 5 . 2 . 1,Belanja Pegawai,4734560000,
1.01 . 1.01.01 . 16 . 80 . 5 . 2 . 1 . 01,Honorarium PNS,30060000,
1.01 . 1.01.01 . 16 . 80 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,30060000," Honorarium Tim Pelaksana BOSDA
Hr. Tim Pelaksana BOSDA189 ob x 140.000,00 = 26.460.000,00
Hr. Tim Monev BOSDA30 ok x 120.000,00 = 3.600.000,00"
1.01 . 1.01.01 . 16 . 80 . 5 . 2 . 1 . 02,Honorarium Non PNS,4698000000,
1.01 . 1.01.01 . 16 . 80 . 5 . 2 . 1 . 02 . 02,Honorarium Pegawai Honorer/Tidak Tetap,4698000000," Hr.GTT/PTT,GTY/PTY KAbupaten14,328 ob x 200.000,00 = 2.865.600.000,00
Hr.GTT/PTT,GTY/PTY Provinsi18,324 ob x 100.000,00 = 1.832.400.000,00"
1.01 . 1.01.01 . 16 . 80 . 5 . 2 . 1 . 03,Uang Lembur,6500000,
1.01 . 1.01.01 . 16 . 80 . 5 . 2 . 1 . 03 . 01,Uang Lembur PNS,6500000," Uang Lembur PNS1 bjj x 6.500.000,00 = 6.500.000,00"
1.01 . 1.01.01 . 16 . 80 . 5 . 2 . 2,Belanja Barang dan Jasa,9158623800,
1.01 . 1.01.01 . 16 . 80 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,4863800,
1.01 . 1.01.01 . 16 . 80 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,4863800," Belanja ATK1 ls x 4.863.800,00 = 4.863.800,00"
1.01 . 1.01.01 . 16 . 80 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,5950000,
1.01 . 1.01.01 . 16 . 80 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,5950000," Foto copi47,600 lbr x 125,00 = 5.950.000,00"
1.01 . 1.01.01 . 16 . 80 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,19750000,
1.01 . 1.01.01 . 16 . 80 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,11250000," MMR750 or x 15.000,00 = 11.250.000,00"
1.01 . 1.01.01 . 16 . 80 . 5 . 2 . 2 . 11 . 04,Belanja makanan dan minuman Lembur,8500000," MML500 ol x 17.000,00 = 8.500.000,00"
1.01 . 1.01.01 . 16 . 80 . 5 . 2 . 2 . 31,Belanja Operasional Pendidikan,9128060000,
1.01 . 1.01.01 . 16 . 80 . 5 . 2 . 2 . 31 . 03,Belanja Operasional Pendidikan SD/MI,9128060000," Operasional Pendidikan SD/MISubsidi Penyelenggara Inklusi48 sekolah x 7.000.000,00 = 336.000.000,0076,746 siswa x 110.000,00 = 8.442.060.000,00
Bantuan SSN18 sekolah x 10.000.000,00 = 180.000.000,00
Subsidi Pra SSN17 sekolah x 10.000.000,00 = 170.000.000,00"
1.01 . 1.01.01 . 16 . 81,Penyelenggaraan Pendidikan Dasar SMP,9617854000,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantu
lKeluaran : Tersalurnya dana BOP siswa SMP
Target : 31.809 siswa"
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 1,Belanja Pegawai,2163584000,
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 1 . 01,Honorarium PNS,51784000,
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,51784000," Honor Panitia Bosda SMP1 bjj x 30.000.000,00 = 30.000.000,00
Honor Tim MonevHr Tim Monev1 bjj x 17.974.000,00 = 17.974.000,00
Honor Panitia Sosialisasi/Bimtek1 bjj x 3.810.000,00 = 3.810.000,00"
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 1 . 02,Honorarium Non PNS,2101800000,
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 1 . 02 . 02,Honorarium Pegawai Honorer/Tidak Tetap,2101800000," Honor Pegawai Honorer/Tidak TetapHr Guru Bantu Eks.Daerah12 ob x 950.000,00 = 11.400.000,00
Hr GTT/PTT Kabupaten6,696 ob x 200.000,00 = 1.339.200.000,00
Hr GTT/PTT eks.Provinsi7,512 ob x 100.000,00 = 751.200.000,00"
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 1 . 03,Uang Lembur,10000000,
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 1 . 03 . 01,Uang Lembur PNS,10000000," Lembur PNSGol III, IV400 oh x 15.000,00 = 6.000.000,00
Gol II400 oh x 10.000,00 = 4.000.000,00"
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 2,Belanja Barang dan Jasa,7454270000,
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,23730000,
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,23730000," Belanja ATK Kegiatan
Belanja ATK1 ls x 12.500.000,00 = 12.500.000,00
ATK Bintek Akreditasi1 ls x 11.230.000,00 = 11.230.000,00"
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,7500000,
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,7500000," Fotokopi40,000 lbr x 125,00 = 5.000.000,00
Fotokopi Sosialisasi Bintek Akreditasi20,000 lbr x 125,00 = 2.500.000,00"
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,40000000,
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,21000000," MMR1,200 org x 17.500,00 = 21.000.000,00"
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 2 . 11 . 04,Belanja makanan dan minuman Lembur,14000000," MML800 org x 17.500,00 = 14.000.000,00"
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,5000000," MMK
MMK Bintek Akreditasi200 org x 17.500,00 = 3.500.000,00
Snack Minum Kegiatan200 org x 7.500,00 = 1.500.000,00"
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,3840000,
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 2 . 15 . 01,Belanja Perjalanan Dinas Dalam Daerah,3840000," Gol IV32 org x 50.000,00 = 1.600.000,00
Gol III32 org x 40.000,00 = 1.280.000,00
Gol II32 org x 30.000,00 = 960.000,00"
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 2 . 31,Belanja Operasional Pendidikan,7171800000,
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 2 . 31 . 04,Belanja Operasional Pendidikan SMP,7171800000," BOP SMP31,809 siswa x 200.000,00 = 6.361.800.000,00O
ps SSN40 Sklh x 10.000.000,00 = 400.000.000,00
Subsidi Sekolah Inklusi12 sklh x 10.000.000,00 = 120.000.000,00
Subsidi Pra SSN25 sklh x 10.000.000,00 = 250.000.000,00
Operasional Sekolah Kompensasi PKH20 siswa x 2.000.000,00 = 40.000.000,00"
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 2 . 35,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",207400000,
1.01 . 1.01.01 . 16 . 81 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,207400000," Hr Narasumber Sosialisasi/Bimtek82 jpl x 2.500.000,00 = 205.000.000,00
Hr Moderator Sosialisasi/Bimtek12 oh x 200.000,00 = 2.400.000,00"
1.01 . 1.01.01 . 16 . 82,Penyelenggaraan UNAS/UASBN Pendidikan Dasar,747409500,"Sumber Dana : Pendapatan Asli Daerah (P A D)
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Terselenggaranya UN SD/MI dan SMP/MTs th 2014/2015
Target : 22.700 siswa"
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 1,Belanja Pegawai,30250000,
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 1 . 01,Honorarium PNS,26750000,
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,26750000,"Pendapatan Asli Daerah (P A D) 
TPK Tim UN KabupatenTPK Tim Kabupaten1 bjj x 8.000.000,00 = 8.000.000,00
TPK Tim Pendataan Peserta UN SD/SMPTPK Tim Pendataan1 bjj x 3.250.000,00 = 3.250.000,00
TPK Penyusunan Pedoman UNTPK Penyusun Pedoman UN1 ls x 3.000.000,00 = 3.000.000,00
HR Verifikasi dan Validasi Peserta UN SMP/MTSHR1 ls x 4.100.000,00 = 4.100.000,00
HR Verifikasi dan Validasi Peserta UN SD/MIHR1 ls x 4.400.000,00 = 4.400.000,00
Tim Monitoring dan Evaluasi Pelaksanaan UNTim Monev UN1 ls x 4.000.000,00 = 4.000.000,00"
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 1 . 03,Uang Lembur,3500000,
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 1 . 03 . 01,Uang Lembur PNS,3500000,"Pendapatan Asli Daerah (P A D)
 Uang Lembur1 ls x 3.500.000,00 = 3.500.000,00"
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 2,Belanja Barang dan Jasa,717159500,
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,7959500,
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,7959500,"Pendapatan Asli Daerah (P A D)
 ATK Pelaksanaan UNATK1 ls x 7.959.500,00 = 7.959.500,00"
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,3750000,
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,3750000," Foto Copy Pelaksanaan UN
Foto Copy30,000 lembar x 125,00 = 3.750.000,00"
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,14500000,
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,7500000," MMR600 orang x 12.500,00 = 7.500.000,00"
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 2 . 11 . 04,Belanja makanan dan minuman Lembur,2000000,"Pendapatan Asli Daerah (P A D) 
MML1 ls x 2.000.000,00 = 2.000.000,00"
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,5000000,"Pendapatan Asli Daerah (P A D) 
MMK1 ls x 5.000.000,00 = 5.000.000,00"
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 2 . 15,Belanja Perjalanan Dinas,1500000,
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 2 . 15 . 02,Belanja Perjalanan Dinas Luar Daerah,1500000,"Pendapatan Asli Daerah (P A D) 
Perjalanan Dinas di Luar Kabupaten Bantul dalam Propinsi
Perjalan Dinas di luar Kabupaten Bantul1 ls x 1.500.000,00 = 1.500.000,00"
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 2 . 31,Belanja Operasional Pendidikan,686450000,
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 2 . 31 . 03,Belanja Operasional Pendidikan SD/MI,237500000,"Pendapatan Asli Daerah (P A D)
 Biaya Operasional Penyelenggaraan UN untuk SD/MI dan UPT/Pokja
Biaya Operasional UN SD/MI12,500 siswa x 12.500,00 = 156.250.000,00
Biaya Operasional UPT/Pokja12,500 siswa x 6.500,00 = 81.250.000,00"
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 2 . 31 . 04,Belanja Operasional Pendidikan SMP,448950000,"Pendapatan Asli Daerah (P A D) 
Biaya Operasional Penyelenggaraan UN SMP/MTS
Biaya Operasional UN SMP/MTs12,300 siswa x 30.000,00 = 369.000.000,00
Biaya Operasional Penyelenggaraan Pokja SMP/MTs
Biaya Operasional UN Pokja12,300 siswa x 6.500,00 = 79.950.000,00"
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 2 . 35,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",3000000,
1.01 . 1.01.01 . 16 . 82 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,3000000,"Pendapatan Asli Daerah (P A D) 
HR Nara Sumber Sosialisasi UN
Nara Sumber12 jpl x 250.000,00 = 3.000.000,00"
1.01 . 1.01.01 . 16 . 83,"Monitoring, evaluasi, dan pelaporan BOS",114017500,"Sumber Dana : Pendapatan Asli Daerah (P A D)
Lokasi Kegiatan : Bantul
Keluaran : Terlaksananya Monitoring BOS SD dan SMP
Target : 448 Sekolah SD dan SMP"
1.01 . 1.01.01 . 16 . 83 . 5 . 2 . 1,Belanja Pegawai,81500000,
1.01 . 1.01.01 . 16 . 83 . 5 . 2 . 1 . 01,Honorarium PNS,78500000,
1.01 . 1.01.01 . 16 . 83 . 5 . 2 . 1 . 01 . 01,Honorarium Panitia Pelaksana Kegiatan,78500000,"Pendapatan Asli Daerah (P A D)
 TPK Tim Manajemen Kabupaten1 bjj x 27.780.000,00 = 27.780.000,00
Tim Teknis1 bjj x 32.900.000,00 = 32.900.000,00

TPK Panitia Sosialisasi1 bjj x 1.820.000,00 = 1.820.000,00
Tim Monitoring dan EvaluasiTim Monev BOS SD2 ls x 4.500.000,00 = 9.000.000,00
Tim Monev BOS SMP2 ls x 3.500.000,00 = 7.000.000,00"
1.01 . 1.01.01 . 16 . 83 . 5 . 2 . 1 . 03,Uang Lembur,3000000,
1.01 . 1.01.01 . 16 . 83 . 5 . 2 . 1 . 03 . 01,Uang Lembur PNS,3000000,"Pendapatan Asli Daerah (P A D)
 Uang Lembur1 ls x 3.000.000,00 = 3.000.000,00"
1.01 . 1.01.01 . 16 . 83 . 5 . 2 . 2,Belanja Barang dan Jasa,32517500,
1.01 . 1.01.01 . 16 . 83 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,7500000,
