Judul,Penjabaran Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.02 . 1.02.01 . 05.14 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,1800000.00,1800000.00,0.00,0.00,
1.02 . 1.02.01 . 05.14 . 5.2.2 ,Belanja Barang dan Jasa ,4582750.00,4582750.00,0.00,0.00,
1.02 . 1.02.01 . 05.14 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,546950.00,546950.00,0.00,0.00,
1.02 . 1.02.01 . 05.14 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,546950.00,546950.00,0.00,0.00,
1.02 . 1.02.01 . 05.14 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,310800.00,310800.00,0.00,0.00,
1.02 . 1.02.01 . 05.14 . 5.2.2.06.02 ,Belanja Penggandaan ,310800.00,310800.00,0.00,0.00,
1.02 . 1.02.01 . 05.14 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2880000.00,2880000.00,0.00,0.00,
1.02 . 1.02.01 . 05.14 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,2880000.00,2880000.00,0.00,0.00,
1.02 . 1.02.01 . 05.14 . 5.2.2.15 ,Belanja Perjalanan Dinas ,845000.00,845000.00,0.00,0.00,
1.02 . 1.02.01 . 05.14 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,305000.00,305000.00,0.00,0.00,
1.02 . 1.02.01 . 05.14 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,540000.00,540000.00,0.00,0.00,
1.02 . 1.02.01 . 06 ,Program Peningkatan Pengembangan Sistem Pelaporan Capaian Kinerja dan Keuangan,23386600.00,23386600.00,0.00,0.00,
1.02 . 1.02.01 . 06.01 ,Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,3434750.00,3434750.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.02 . 1.02.01 . 06.01 . 5.2.1 ,Belanja Pegawai ,832000.00,832000.00,0.00,0.00,
1.02 . 1.02.01 . 06.01 . 5.2.1.03 ,Uang Lembur ,832000.00,832000.00,0.00,0.00,
1.02 . 1.02.01 . 06.01 . 5.2.1.03.01 ,Uang Lembur PNS ,832000.00,832000.00,0.00,0.00,
1.02 . 1.02.01 . 06.01 . 5.2.2 ,Belanja Barang dan Jasa ,2602750.00,2602750.00,0.00,0.00,
1.02 . 1.02.01 . 06.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,472750.00,472750.00,0.00,0.00,
1.02 . 1.02.01 . 06.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,472750.00,472750.00,0.00,0.00,
1.02 . 1.02.01 . 06.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,330000.00,330000.00,0.00,0.00,
1.02 . 1.02.01 . 06.01 . 5.2.2.06.02 ,Belanja Penggandaan ,330000.00,330000.00,0.00,0.00,
1.02 . 1.02.01 . 06.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1800000.00,1800000.00,0.00,0.00,
1.02 . 1.02.01 . 06.01 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,864000.00,864000.00,0.00,0.00,
1.02 . 1.02.01 . 06.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,936000.00,936000.00,0.00,0.00,
1.02 . 1.02.01 . 06.09 ,Penyusunan pelaporan keuangan ,12529850.00,12529850.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabbupaten Kulon Progo"
1.02 . 1.02.01 . 06.09 . 5.2.1 ,Belanja Pegawai ,2294000.00,2294000.00,0.00,0.00,
1.02 . 1.02.01 . 06.09 . 5.2.1.03 ,Uang Lembur ,2294000.00,2294000.00,0.00,0.00,
1.02 . 1.02.01 . 06.09 . 5.2.1.03.01 ,Uang Lembur PNS ,2294000.00,2294000.00,0.00,0.00,
1.02 . 1.02.01 . 06.09 . 5.2.2 ,Belanja Barang dan Jasa ,10235850.00,10235850.00,0.00,0.00,
1.02 . 1.02.01 . 06.09 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,3729250.00,3729250.00,0.00,0.00,
1.02 . 1.02.01 . 06.09 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,3729250.00,3729250.00,0.00,0.00,
1.02 . 1.02.01 . 06.09 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,3194600.00,3194600.00,0.00,0.00,
1.02 . 1.02.01 . 06.09 . 5.2.2.06.02 ,Belanja Penggandaan ,3194600.00,3194600.00,0.00,0.00,
1.02 . 1.02.01 . 06.09 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,3312000.00,3312000.00,0.00,0.00,
1.02 . 1.02.01 . 06.09 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,2592000.00,2592000.00,0.00,0.00,
1.02 . 1.02.01 . 06.09 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,720000.00,720000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 ,Penyusunan DHA (District Health Account) ,7422000.00,7422000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabbupaten Kulon Progo"
1.02 . 1.02.01 . 06.14 . 5.2.1 ,Belanja Pegawai ,4585000.00,4585000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 . 5.2.1.01 ,Honorarium PNS ,3825000.00,3825000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,3825000.00,3825000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 . 5.2.1.03 ,Uang Lembur ,760000.00,760000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 . 5.2.1.03.01 ,Uang Lembur PNS ,760000.00,760000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 . 5.2.2 ,Belanja Barang dan Jasa ,2837000.00,2837000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,277000.00,277000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,277000.00,277000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,290000.00,290000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 . 5.2.2.06.02 ,Belanja Penggandaan ,290000.00,290000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1550000.00,1550000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,920000.00,920000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,630000.00,630000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 . 5.2.2.15 ,Belanja Perjalanan Dinas ,570000.00,570000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,400000.00,400000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,170000.00,170000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,150000.00,150000.00,0.00,0.00,
1.02 . 1.02.01 . 06.14 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,150000.00,150000.00,0.00,0.00,
1.02 . 1.02.01 . 07 ,Program Penyusunan Dokumen Perencanaan SKPD,7006000.00,7006000.00,0.00,0.00,
1.02 . 1.02.01 . 07.01 ,Penyusunan Renstra SKPD ,3014500.00,3014500.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Lingkup kabupaten Kulon Progo"
1.02 . 1.02.01 . 07.01 . 5.2.1 ,Belanja Pegawai ,760000.00,760000.00,0.00,0.00,
1.02 . 1.02.01 . 07.01 . 5.2.1.03 ,Uang Lembur ,760000.00,760000.00,0.00,0.00,
1.02 . 1.02.01 . 07.01 . 5.2.1.03.01 ,Uang Lembur PNS ,760000.00,760000.00,0.00,0.00,
1.02 . 1.02.01 . 07.01 . 5.2.2 ,Belanja Barang dan Jasa ,2254500.00,2254500.00,0.00,0.00,
1.02 . 1.02.01 . 07.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,139500.00,139500.00,0.00,0.00,
1.02 . 1.02.01 . 07.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,139500.00,139500.00,0.00,0.00,
1.02 . 1.02.01 . 07.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,115000.00,115000.00,0.00,0.00,
1.02 . 1.02.01 . 07.01 . 5.2.2.06.02 ,Belanja Penggandaan ,115000.00,115000.00,0.00,0.00,
1.02 . 1.02.01 . 07.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2000000.00,2000000.00,0.00,0.00,
1.02 . 1.02.01 . 07.01 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,800000.00,800000.00,0.00,0.00,
1.02 . 1.02.01 . 07.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1200000.00,1200000.00,0.00,0.00,
1.02 . 1.02.01 . 07.02 ,Penyusunan Rencana Kerja SKPD ,3991500.00,3991500.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.02 . 1.02.01 . 07.02 . 5.2.1 ,Belanja Pegawai ,440000.00,440000.00,0.00,0.00,
1.02 . 1.02.01 . 07.02 . 5.2.1.03 ,Uang Lembur ,440000.00,440000.00,0.00,0.00,
1.02 . 1.02.01 . 07.02 . 5.2.1.03.01 ,Uang Lembur PNS ,440000.00,440000.00,0.00,0.00,
1.02 . 1.02.01 . 07.02 . 5.2.2 ,Belanja Barang dan Jasa ,3551500.00,3551500.00,0.00,0.00,
1.02 . 1.02.01 . 07.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,526500.00,526500.00,0.00,0.00,
1.02 . 1.02.01 . 07.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,526500.00,526500.00,0.00,0.00,
1.02 . 1.02.01 . 07.02 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,305000.00,305000.00,0.00,0.00,
1.02 . 1.02.01 . 07.02 . 5.2.2.06.02 ,Belanja Penggandaan ,305000.00,305000.00,0.00,0.00,
1.02 . 1.02.01 . 07.02 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2060000.00,2060000.00,0.00,0.00,
1.02 . 1.02.01 . 07.02 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,500000.00,500000.00,0.00,0.00,
1.02 . 1.02.01 . 07.02 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1040000.00,1040000.00,0.00,0.00,
1.02 . 1.02.01 . 07.02 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",520000.00,520000.00,0.00,0.00,
1.02 . 1.02.01 . 07.02 . 5.2.2.15 ,Belanja Perjalanan Dinas ,510000.00,510000.00,0.00,0.00,
1.02 . 1.02.01 . 07.02 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,510000.00,510000.00,0.00,0.00,
1.02 . 1.02.01 . 07.02 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,150000.00,150000.00,0.00,0.00,
1.02 . 1.02.01 . 07.02 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,150000.00,150000.00,0.00,0.00,
1.02 . 1.02.01 . 10 ,Program Pengawasan dan Pengendalian Program ,3888400.00,3888400.00,0.00,0.00,
1.02 . 1.02.01 . 10.01 ,"Monitoring, evaluasi, pengendalian, dan pelaksanaan program dan kegiatan",3888400.00,3888400.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo"
1.02 . 1.02.01 . 10.01 . 5.2.1 ,Belanja Pegawai ,528000.00,528000.00,0.00,0.00,
1.02 . 1.02.01 . 10.01 . 5.2.1.03 ,Uang Lembur ,528000.00,528000.00,0.00,0.00,
1.02 . 1.02.01 . 10.01 . 5.2.1.03.01 ,Uang Lembur PNS ,528000.00,528000.00,0.00,0.00,
1.02 . 1.02.01 . 10.01 . 5.2.2 ,Belanja Barang dan Jasa ,3360400.00,3360400.00,0.00,0.00,
1.02 . 1.02.01 . 10.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,234250.00,234250.00,0.00,0.00,
1.02 . 1.02.01 . 10.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,234250.00,234250.00,0.00,0.00,
1.02 . 1.02.01 . 10.01 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,186150.00,186150.00,0.00,0.00,
1.02 . 1.02.01 . 10.01 . 5.2.2.06.02 ,Belanja Penggandaan ,186150.00,186150.00,0.00,0.00,
1.02 . 1.02.01 . 10.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2940000.00,2940000.00,0.00,0.00,
1.02 . 1.02.01 . 10.01 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,540000.00,540000.00,0.00,0.00,
1.02 . 1.02.01 . 10.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,2400000.00,2400000.00,0.00,0.00,
1.02 . 1.02.01 . 38 ,Program Pengembangan Kesehatan ,17935352304.00,42871943021.00,24936590717.00,139.04,
1.02 . 1.02.01 . 38.03 ,Pelayanan Jaminan Kesehatan ,8212112000.00,15812112000.00,7600000000.00,92.55,"Sumber Dana : 
Lokasi Kegiatan : Lingkup kabupaten Kulon Progo
"
1.02 . 1.02.01 . 38.03 . 5.2.1 ,Belanja Pegawai ,12836000.00,12836000.00,0.00,0.00,
1.02 . 1.02.01 . 38.03 . 5.2.1.01 ,Honorarium PNS ,11300000.00,11300000.00,0.00,0.00,
1.02 . 1.02.01 . 38.03 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,11300000.00,11300000.00,0.00,0.00,
1.02 . 1.02.01 . 38.03 . 5.2.1.03 ,Uang Lembur ,1536000.00,1536000.00,0.00,0.00,
1.02 . 1.02.01 . 38.03 . 5.2.1.03.01 ,Uang Lembur PNS ,1536000.00,1536000.00,0.00,0.00,
1.02 . 1.02.01 . 38.03 . 5.2.2 ,Belanja Barang dan Jasa ,8199276000.00,15799276000.00,7600000000.00,92.69,
1.02 . 1.02.01 . 38.03 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,10253000.00,10253000.00,0.00,0.00,
1.02 . 1.02.01 . 38.03 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,10253000.00,10253000.00,0.00,0.00,
1.02 . 1.02.01 . 38.03 . 5.2.2.03 ,Belanja Jasa Kantor ,8133603000.00,15733603000.00,7600000000.00,93.44,
1.02 . 1.02.01 . 38.03 . 5.2.2.03.16 ,Belanja Pelayanan kesehatan ,8133603000.00,15733603000.00,7600000000.00,93.44,
1.02 . 1.02.01 . 38.03 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,14500000.00,14500000.00,0.00,0.00,
1.02 . 1.02.01 . 38.03 . 5.2.2.06.01 ,Belanja Cetak ,14000000.00,14000000.00,0.00,0.00,
1.02 . 1.02.01 . 38.03 . 5.2.2.06.02 ,Belanja Penggandaan ,500000.00,500000.00,0.00,0.00,
1.02 . 1.02.01 . 38.03 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,27600000.00,27600000.00,0.00,0.00,
1.02 . 1.02.01 . 38.03 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,8400000.00,8400000.00,0.00,0.00,
1.02 . 1.02.01 . 38.03 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",19200000.00,19200000.00,0.00,0.00,
1.02 . 1.02.01 . 38.03 . 5.2.2.15 ,Belanja Perjalanan Dinas ,6920000.00,6920000.00,0.00,0.00,
1.02 . 1.02.01 . 38.03 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,5000000.00,5000000.00,0.00,0.00,
1.02 . 1.02.01 . 38.03 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,1920000.00,1920000.00,0.00,0.00,
1.02 . 1.02.01 . 38.03 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,6400000.00,6400000.00,0.00,0.00,
1.02 . 1.02.01 . 38.03 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,6400000.00,6400000.00,0.00,0.00,
1.02 . 1.02.01 . 38.04 ,Pelayanan Kesehatan di UPTD Puskesmas ,9640049754.00,26981115521.00,17341065767.00,179.89,"Sumber Dana : 
Lokasi Kegiatan : Puskesmas se kab. Kulon Progo"
1.02 . 1.02.01 . 38.04 . 5.2.1 ,Belanja Pegawai ,5259026096.00,12624544211.00,7365518115.00,140.05,
1.02 . 1.02.01 . 38.04 . 5.2.1.06 ,Honor Pelayanan Kesehatan ,760725000.00,747549627.00,-13175373.00,-1.73,
1.02 . 1.02.01 . 38.04 . 5.2.1.06.01 ,Honor Pelayanan Kesehatan ,760725000.00,747549627.00,-13175373.00,-1.73,
1.02 . 1.02.01 . 38.04 . 5.2.1.07 ,Belanja Pegawai BLUD ,4498301096.00,11876994584.00,7378693488.00,164.03,
1.02 . 1.02.01 . 38.04 . 5.2.1.07.01 ,Belanja Pegawai BLUD ,4498301096.00,11876994584.00,7378693488.00,164.03,
1.02 . 1.02.01 . 38.04 . 5.2.2 ,Belanja Barang dan Jasa ,4227647158.00,11107412216.00,6879765058.00,162.73,
1.02 . 1.02.01 . 38.04 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,0.00,2190000.00,2190000.00,0.00,
1.02 . 1.02.01 . 38.04 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,0.00,2190000.00,2190000.00,0.00,
1.02 . 1.02.01 . 38.04 . 5.2.2.32 ,Belanja Barang dan Jasa BLUD ,4227647158.00,11105222216.00,6877575058.00,162.68,
1.02 . 1.02.01 . 38.04 . 5.2.2.32.01 ,Belanja Barang dan Jasa BLUD ,4227647158.00,11105222216.00,6877575058.00,162.68,
1.02 . 1.02.01 . 38.04 . 5.2.3 ,Belanja Modal ,153376500.00,3249159094.00,3095782594.00,2018.42,
1.02 . 1.02.01 . 38.04 . 5.2.3.34 ,Belanja Modal BLUD ,153376500.00,3249159094.00,3095782594.00,2018.42,
1.02 . 1.02.01 . 38.04 . 5.2.3.34.01 ,Belanja Modal BLUD ,153376500.00,3249159094.00,3095782594.00,2018.42,"Belanja Modal BLUD 
Puskesmas Temon I 1 Tahun x 56.900.000,00 = 56.900.000,00 
Puskesmas Wates 1 Tahun x 413.330.625,00 = 413.330.625,00 
Puskesmas Galur II 1 Tahun x 116.000.000,00 = 116.000.000,00 
Puskesmas Sentolo I 1 Tahun x 77.100.000,00 = 77.100.000,00 
Puskesmas Sentolo II 1 Tahun x 90.176.220,00 = 90.176.220,00 
Puskesmas Temon II 1 Tahun x 63.000.000,00 = 63.000.000,00 
Puskesmas Panjatan I 1 Tahun x 181.745.000,00 = 181.745.000,00 
Puskesmas Panjatan II 1 Tahun x 65.061.000,00 = 65.061.000,00 
Puskesmas Galur I 1 Tahun x 183.583.294,00 = 183.583.294,00 
Puskesmas Pengasih II 1 Tahun x 357.375.249,00 = 357.375.249,00 
Puskesmas Kokap I 1 Tahun x 94.684.000,00 = 94.684.000,00 
Puskesmas Girimulyo I 1 Tahun x 143.098.276,00 = 143.098.276,00 
Puskesmas Nanggulan 1 Tahun x 337.479.500,00 = 337.479.500,00 
Puskesmas Kalibawang 1 Tahun x 127.659.500,00 = 127.659.500,00 
Puskesmas Samigaluh I 1 Tahun x 112.209.000,00 = 112.209.000,00 
Puskesmas Samigaluh II 1 Tahun x 135.450.000,00 = 135.450.000,00 
Puskesmas Lendah I 1 tahun x 92.150.000,00 = 92.150.000,00 
Puskesmas Lendah II 1 tahun x 125.035.000,00 = 125.035.000,00 
Puskesmas Pengasih I 1 tahun x 258.313.680,00 = 258.313.680,00 
Puskesmas Kokap II 1 tahun x 161.308.750,00 = 161.308.750,00 
Puskesmas Girimulyo II 1 tahun x 57.500.000,00 = 57.500.000,00 "
1.02 . 1.02.01 . 38.05 ,Penguatan Jejaring Program Jamkesmas ,15044200.00,15044200.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Lingkup kabupaten Kulon Progo"
1.02 . 1.02.01 . 38.05 . 5.2.1 ,Belanja Pegawai ,7525000.00,7525000.00,0.00,0.00,
1.02 . 1.02.01 . 38.05 . 5.2.1.01 ,Honorarium PNS ,7525000.00,7525000.00,0.00,0.00,
1.02 . 1.02.01 . 38.05 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,7525000.00,7525000.00,0.00,0.00,
1.02 . 1.02.01 . 38.05 . 5.2.2 ,Belanja Barang dan Jasa ,7519200.00,7519200.00,0.00,0.00,
1.02 . 1.02.01 . 38.05 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,964200.00,964200.00,0.00,0.00,
1.02 . 1.02.01 . 38.05 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,964200.00,964200.00,0.00,0.00,
1.02 . 1.02.01 . 38.05 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,375000.00,375000.00,0.00,0.00,
1.02 . 1.02.01 . 38.05 . 5.2.2.06.02 ,Belanja Penggandaan ,375000.00,375000.00,0.00,0.00,
1.02 . 1.02.01 . 38.05 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,3480000.00,3480000.00,0.00,0.00,
1.02 . 1.02.01 . 38.05 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,3480000.00,3480000.00,0.00,0.00,
1.02 . 1.02.01 . 38.05 . 5.2.2.15 ,Belanja Perjalanan Dinas ,2700000.00,2700000.00,0.00,0.00,
1.02 . 1.02.01 . 38.05 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,2700000.00,2700000.00,0.00,0.00,
1.02 . 1.02.01 . 38.06 ,Peningkatan Manajemen Mutu Pelayanan Kesehatan,54646350.00,50171300.00,-4475050.00,-8.19,"Sumber Dana : 
Lokasi Kegiatan : Lingkup kabupaten Kulon Progo"
1.02 . 1.02.01 . 38.06 . 5.2.1 ,Belanja Pegawai ,5440000.00,4940000.00,-500000.00,-9.19,
1.02 . 1.02.01 . 38.06 . 5.2.1.01 ,Honorarium PNS ,5440000.00,4940000.00,-500000.00,-9.19,
1.02 . 1.02.01 . 38.06 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,4940000.00,4940000.00,0.00,0.00,
1.02 . 1.02.01 . 38.06 . 5.2.1.01.02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,500000.00,0.00,-500000.00,-100.00,
1.02 . 1.02.01 . 38.06 . 5.2.2 ,Belanja Barang dan Jasa ,49206350.00,45231300.00,-3975050.00,-8.08,
1.02 . 1.02.01 . 38.06 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,674450.00,1145150.00,470700.00,69.79,
1.02 . 1.02.01 . 38.06 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,674450.00,1145150.00,470700.00,69.79,
1.02 . 1.02.01 . 38.06 . 5.2.2.03 ,Belanja Jasa Kantor ,38000000.00,0.00,-38000000.00,-100.00,
1.02 . 1.02.01 . 38.06 . 5.2.2.03.31 ,Belanja Jasa Akreditasi ,38000000.00,0.00,-38000000.00,-100.00,
1.02 . 1.02.01 . 38.06 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,486900.00,1326150.00,839250.00,172.37,
1.02 . 1.02.01 . 38.06 . 5.2.2.06.02 ,Belanja Penggandaan ,486900.00,1326150.00,839250.00,172.37,
1.02 . 1.02.01 . 38.06 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,4080000.00,15760000.00,11680000.00,286.27,
1.02 . 1.02.01 . 38.06 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,4080000.00,15760000.00,11680000.00,286.27,
1.02 . 1.02.01 . 38.06 . 5.2.2.15 ,Belanja Perjalanan Dinas ,5965000.00,9165000.00,3200000.00,53.65,
1.02 . 1.02.01 . 38.06 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,4960000.00,4960000.00,0.00,0.00,
1.02 . 1.02.01 . 38.06 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,1005000.00,4205000.00,3200000.00,318.41,
1.02 . 1.02.01 . 38.06 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,0.00,17835000.00,17835000.00,0.00,
1.02 . 1.02.01 . 38.06 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,0.00,17835000.00,17835000.00,0.00,
1.02 . 1.02.01 . 38.07 ,Pengembangan dan Pengelolaan Sistim Informasi Kesehatan,13500000.00,13500000.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Lingkup kabupaten Kulon Progo"
1.02 . 1.02.01 . 38.07 . 5.2.1 ,Belanja Pegawai ,3559000.00,3559000.00,0.00,0.00,
1.02 . 1.02.01 . 38.07 . 5.2.1.01 ,Honorarium PNS ,3315000.00,3315000.00,0.00,0.00,
1.02 . 1.02.01 . 38.07 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,3315000.00,3315000.00,0.00,0.00,
1.02 . 1.02.01 . 38.07 . 5.2.1.03 ,Uang Lembur ,244000.00,244000.00,0.00,0.00,
1.02 . 1.02.01 . 38.07 . 5.2.1.03.01 ,Uang Lembur PNS ,244000.00,244000.00,0.00,0.00,
1.02 . 1.02.01 . 38.07 . 5.2.2 ,Belanja Barang dan Jasa ,9941000.00,9941000.00,0.00,0.00,
1.02 . 1.02.01 . 38.07 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1877900.00,1877900.00,0.00,0.00,
1.02 . 1.02.01 . 38.07 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1877900.00,1877900.00,0.00,0.00,
1.02 . 1.02.01 . 38.07 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,227100.00,227100.00,0.00,0.00,
1.02 . 1.02.01 . 38.07 . 5.2.2.06.02 ,Belanja Penggandaan ,227100.00,227100.00,0.00,0.00,
1.02 . 1.02.01 . 38.07 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,3636000.00,3636000.00,0.00,0.00,
1.02 . 1.02.01 . 38.07 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,240000.00,240000.00,0.00,0.00,
1.02 . 1.02.01 . 38.07 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1020000.00,1020000.00,0.00,0.00,
1.02 . 1.02.01 . 38.07 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",2376000.00,2376000.00,0.00,0.00,
1.02 . 1.02.01 . 38.07 . 5.2.2.15 ,Belanja Perjalanan Dinas ,2600000.00,2600000.00,0.00,0.00,
1.02 . 1.02.01 . 38.07 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1640000.00,1640000.00,0.00,0.00,
