Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.12 . 1.12.01 . 02 . 29 . 5 . 2 . 2 . 20  , Belanja Pemeliharaan  ,2000000,
1.12 . 1.12.01 . 02 . 29 . 5 . 2 . 2 . 20 . 04  , Belanja Pemeliharan Peralatan dan Mesin  ,2000000," APBD
Belanja Pemeliharaan Peralatan Kantor
Belanja Pemeliharaan Peralatan Mebeler Kantor (Meja / Kursi)10 bh x 200.000,00 = 2.000.000,00"
1.12 . 1.12.01 . 02 . 30  , Pemeliharaan rutin/berkala peralatan dan perlengkapan kantor  ,10000000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Pemeliharaan Peralatan kantor Komputer dan Laptop
Target:  22 unit"
1.12 . 1.12.01 . 02 . 30 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,10000000,
1.12 . 1.12.01 . 02 . 30 . 5 . 2 . 2 . 20  , Belanja Pemeliharaan  ,10000000,
1.12 . 1.12.01 . 02 . 30 . 5 . 2 . 2 . 20 . 04  , Belanja Pemeliharan Peralatan dan Mesin  ,10000000," APBD
Belanja Pemeliharaan Peralatan dan mesin Kantor
Belanja Service personal Komputer dan Laptop1 tahun x 10.000.000,00 = 10.000.000,00"
1.12 . 1.12.01 . 02 . 34  , Pengadaan Peralatan dan Perlengkapan Kantor  ,47000000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Pengadaan AC, Almari , Mesin Fax , PC, dan Kursi Kabid
Target:  11 unit"
1.12 . 1.12.01 . 02 . 34 . 5 . 2 . 3  , Belanja Modal  ,47000000,
1.12 . 1.12.01 . 02 . 34 . 5 . 2 . 3 . 28  , Belanja Modal Peralatan dan Mesin - Pengadaan Alat Rumah Tangga  ,25250000,
1.12 . 1.12.01 . 02 . 34 . 5 . 2 . 3 . 28 . 01  , Belanja Modal Peralatan dan Mesin - Pengadaan Meubelair  ,15250000," APBD
Belanja Modal Almari RakPengadaan Alamri Rak2 unit x 2.000.000,00 = 4.000.000,00
Belanja Modal Kursi Kabid dan SekretarisKursi Kabid dan Sekretaris5 bh x 2.250.000,00 = 11.250.000,00"
1.12 . 1.12.01 . 02 . 34 . 5 . 2 . 3 . 28 . 04  , Belanja Modal Peralatan dan Mesin - Pengadaan Alat Pendingin  ,10000000," APBD
Pengadaan Peralatan Mesin KantorPengadaan AC2 unit x 5.000.000,00 = 10.000.000,00"
1.12 . 1.12.01 . 02 . 34 . 5 . 2 . 3 . 29  , Belanja Modal Peralatan dan Mesin - Pengadaan  Komputer  ,10000000,
1.12 . 1.12.01 . 02 . 34 . 5 . 2 . 3 . 29 . 02  , Belanja Modal Peralatan dan Mesin - Pengadaan Personal Komputer  ,10000000," APBD
Belanja Modal Pengadaan PCBelanja Komputer1 unit x 10.000.000,00 = 10.000.000,00"
1.12 . 1.12.01 . 02 . 34 . 5 . 2 . 3 . 32  , Belanja Modal Peralatan dan Mesin - Pengadaan Alat Komunikasi  ,11750000,
1.12 . 1.12.01 . 02 . 34 . 5 . 2 . 3 . 32 . 01  , Belanja Modal Peralatan dan Mesin - Pengadaan Alat Komunikasi Telephone ,11750000," APBD
Belanja Modal Alat KomunikasiBelanja Iphone Paralel1 pkt x 7.500.000,00 = 7.500.000,00
Belanja Mesin Fax1 unit x 4.250.000,00 = 4.250.000,00"
1.12 . 1.12.01 . 05  , Program Peningkatan Kapasitas Sumber Daya Aparatur  ,8888000,
1.12 . 1.12.01 . 05 . 04  , Penilaian angka kredit pejabat fungsional  ,4600000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Jamuan Tamu Rapat Pejabat Fungsional
Target:  220 orang"
1.12 . 1.12.01 . 05 . 04 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,4600000,
1.12 . 1.12.01 . 05 . 04 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,750000,
1.12 . 1.12.01 . 05 . 04 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,750000," APBD
Belanja Penggandaan/fotocopy
Belanja fotocopy1 pkt x 750.000,00 = 750.000,00"
1.12 . 1.12.01 . 05 . 04 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,3850000,
1.12 . 1.12.01 . 05 . 04 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,3850000," APBD
Belanja Makanan dan minuman rapat
Belanja  makan dan minum pembinaan Teknis Akreditas pejabat fungsional220 or x 17.500,00 = 3.850.000,00"
1.12 . 1.12.01 . 05 . 10  , Rapat koordinasi pembentukan BKKBD Kabupaten Bantul  ,4288000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Jamuan Koordinasi Tamu rapat
Target:  200 orang"
1.12 . 1.12.01 . 05 . 10 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,4288000,
1.12 . 1.12.01 . 05 . 10 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,788000,
1.12 . 1.12.01 . 05 . 10 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,788000," APBD
Belanja ATKHVS 70 gr folio5 rim x 37.600,00 = 188.000,00
Catridge Canon2 bh x 300.000,00 = 600.000,00"
1.12 . 1.12.01 . 05 . 10 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,750000,
1.12 . 1.12.01 . 05 . 10 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,750000," APBD
Belanja Penggandaan/fotocopyFotocopy1 pkt x 750.000,00 = 750.000,00"
1.12 . 1.12.01 . 05 . 10 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,2750000,
1.12 . 1.12.01 . 05 . 10 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,2750000," APBD
Belanja makanan dan minuman rapat
Makan dan minum rapat100 or x 20.000,00 = 2.000.000,00Snack100 or x 7.500,00 = 750.000,00"
1.12 . 1.12.01 . 06  , Program peningkatan pengembangan sistem pelaporan capaian kinerja dan keuangan ,39613000,
1.12 . 1.12.01 . 06 . 01  , Penyusunan laporan capaian kinerja dan ikhtisar realisasi kinerja SKPD  ,33325000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Rapat Koordinasi dan Pelaporan Keuangan dan Barang
Target:  12 bulan"
1.12 . 1.12.01 . 06 . 01 . 5 . 2 . 1  , Belanja Pegawai  ,1125000,
1.12 . 1.12.01 . 06 . 01 . 5 . 2 . 1 . 03  , Uang Lembur  ,1125000,
1.12 . 1.12.01 . 06 . 01 . 5 . 2 . 1 . 03 . 01  , Uang Lembur PNS  ,1125000," APBD
uang lembur PNS
Uang Lembur75 oh x 15.000,00 = 1.125.000,00"
1.12 . 1.12.01 . 06 . 01 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,32200000,
1.12 . 1.12.01 . 06 . 01 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,2000000,
1.12 . 1.12.01 . 06 . 01 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,2000000," APBD
Belanja ATKBelanja Alat Tulis Kantor1 th x 2.000.000,00 = 2.000.000,00"
1.12 . 1.12.01 . 06 . 01 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,2000000,
1.12 . 1.12.01 . 06 . 01 . 5 . 2 . 2 . 03 . 12  , Belanja Transportasi dan Akomodasi  ,2000000," APBD
Belanja Akomodasi/tranposrtasi
Belanja akomodsi/transportasi1 paket x 2.000.000,00 = 2.000.000,00"
1.12 . 1.12.01 . 06 . 01 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,2200000,
1.12 . 1.12.01 . 06 . 01 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,2200000," APBD
Belanja Penggandaan dan PenjilidanFotocopy1 th x 2.000.000,00 = 2.000.000,00
jilid10 buku x 20.000,00 = 200.000,00"
1.12 . 1.12.01 . 06 . 01 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,25300000,
1.12 . 1.12.01 . 06 . 01 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,23300000," APBD
Belanja Makanan dan MinumanMakan dan minum pembinaan lengkap (binkap)1,140 oh x 20.000,00 = 22.800.000,00
makan  dan minum snack/akomodasi rakor pembahasan program BKKPPKB25 oh x 20.000,00 = 500.000,00"
1.12 . 1.12.01 . 06 . 01 . 5 . 2 . 2 . 11 . 04  , Belanja makanan dan minuman Lembur  ,2000000," APBD
Belanja makan dan minum lembur
Makan minum lembur100 oh x 20.000,00 = 2.000.000,00"
1.12 . 1.12.01 . 06 . 01 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",700000,
1.12 . 1.12.01 . 06 . 01 . 5 . 2 . 2 . 35 . 03  , Jasa Petugas Entry Data dan Digital SIG  ,700000," APBD
Honorarium Petugas Entry
Honor petugas entry data4 ok x 175.000,00 = 700.000,00"
1.12 . 1.12.01 . 06 . 10  , Perencanaan Penyusunan Program Kegiatan BKKPPKB  ,6288000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Jamuan Tamu Rapat Koordinasi Program Kegiatan BKKPPKB 12 bulan
Target:  200 orang"
1.12 . 1.12.01 . 06 . 10 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,6288000,
1.12 . 1.12.01 . 06 . 10 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,788000,
1.12 . 1.12.01 . 06 . 10 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,788000," APBD
Belanja Alat Tulis KantorHVS 70 gr folio5 rim x 37.600,00 = 188.000,00
Catridge printer canon2 bh x 300.000,00 = 600.000,00"
1.12 . 1.12.01 . 06 . 10 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,680000,
1.12 . 1.12.01 . 06 . 10 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,680000," APBD
Belanja PenggandaanFotocopy1 pkt x 680.000,00 = 680.000,00"
1.12 . 1.12.01 . 06 . 10 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,4820000,
1.12 . 1.12.01 . 06 . 10 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,2750000," APBD
Belanja makanan dan minuman rapat
Belanja makanan dan minuman100 or x 20.000,00 = 2.000.000,00
Belanja snack100 or x 7.500,00 = 750.000,00"
1.12 . 1.12.01 . 06 . 10 . 5 . 2 . 2 . 11 . 04  , Belanja makanan dan minuman Lembur  ,2070000," APBD
Makan Minum Lembur Petugas Entry Keuangan
Makan Minum Lembur90 oh x 23.000,00 = 2.070.000,00"
1.12 . 1.12.01 . 15  , Program Keluarga Berencana  ,1617145000,
1.12 . 1.12.01 . 15 . 01  , Penyediaan pelayanan KB dan Alat kontrasepsi bagi Keluarga Miskin  ,64950000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Penyediaan Obat Pil KB
Target:  3.000 strip"
1.12 . 1.12.01 . 15 . 01 . 5 . 2 . 1  , Belanja Pegawai  ,1200000,
1.12 . 1.12.01 . 15 . 01 . 5 . 2 . 1 . 01  , Honorarium PNS  ,1200000,
1.12 . 1.12.01 . 15 . 01 . 5 . 2 . 1 . 01 . 02  , Honorarium Tim Pengadaan Barang Dan Jasa  ,1200000," APBD
Honorarium PPKPPK1 org x 575.000,00 = 575.000,00
Panitia PengadaanKetua1 org x 375.000,00 = 375.000,00
Panitia Penerima BarangKetua1 org x 250.000,00 = 250.000,00"
1.12 . 1.12.01 . 15 . 01 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,63750000,
1.12 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,500000,
1.12 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,500000," APBD
Belanja Alat Tulis KantorBelanja ATK1 pkt x 500.000,00 = 500.000,00"
1.12 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 02  , Belanja Bahan/Material  ,63000000,
1.12 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 02 . 04  , Belanja Bahan Obat-Obatan  ,63000000," APBD
Belanja Alat dan Obat KontrasepsiPil PLKB3,000 strip x 21.000,00 = 63.000.000,00"
1.12 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,100000,
1.12 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,100000," APBD
Belanja Penggandaan/Fotocopy
Fotocopy dan penjilidan1 pkt x 100.000,00 = 100.000,00"
1.12 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,150000,
1.12 . 1.12.01 . 15 . 01 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,150000," APBD
Belanja makan dan minum rapatminum dan snack20 org x 7.500,00 = 150.000,00"
1.12 . 1.12.01 . 15 . 02  , Pelayanan KIE  ,19205000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul

Keluaran :  Penyedian Media KIE dan 8 frek penyiaran
Target:  1.100 lembar"
1.12 . 1.12.01 . 15 . 02 . 5 . 2 . 1  , Belanja Pegawai  ,2400000,
1.12 . 1.12.01 . 15 . 02 . 5 . 2 . 1 . 01  , Honorarium PNS  ,2400000,
1.12 . 1.12.01 . 15 . 02 . 5 . 2 . 1 . 01 . 01  , Honorarium Panitia Pelaksana Kegiatan  ,2400000," APBD
Honorarium Petugas Mupen
Honoraraium Petugas32 org x 75.000,00 = 2.400.000,00"
1.12 . 1.12.01 . 15 . 02 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,16805000,
1.12 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,250000,
1.12 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,250000," APBD
Belanja Alat Tulis Kantor
Belanja ATK1 pkt x 250.000,00 = 250.000,00"
1.12 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 05  , Belanja Perawatan Kendaraan Bermotor  ,1920000,
1.12 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 05 . 03  , Belanja Bahan Bakar Minyak/Gas Dan Pelumas  ,1920000," APBD
Belanja bahan bakar minyak/gas dan pelumas
operasional mobil unit penerangan8 keg x 120.000,00 = 960.000,00
Operasional genset8 keg x 120.000,00 = 960.000,00"
1.12 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,13275000,
1.12 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 06 . 01  , Belanja Cetak  ,13275000," APBD
Belanja CetakLeaflet900 lbr x 1.000,00 = 900.000,00
Spanduk45 lbr x 100.000,00 = 4.500.000,00
Banner45 bh x 175.000,00 = 7.875.000,00"
1.12 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,1360000,
1.12 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,400000," APBD
Belanja makan dan minum rapat
Belanja makan minum dan snack20 org x 20.000,00 = 400.000,00"
1.12 . 1.12.01 . 15 . 02 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,960000," APBD
Belanja makan dan minum pelaksana kegiatan
Pembelian konsumsi Petugas mupen48 org x 20.000,00 = 960.000,00"
1.12 . 1.12.01 . 15 . 03  , Peningkatan Perlindungan Hak Reproduksi Individu  ,7600000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  PUS ber KB secara Rasional
Target:  200 orang"
1.12 . 1.12.01 . 15 . 03 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,7600000,
1.12 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,400000,
1.12 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,400000," APBD
Belanja Alat Tulis Kantor
Belanja ATK1 pkt x 400.000,00 = 400.000,00"
1.12 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,2400000,
1.12 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,2400000," APBD
Belanja makanan dan minuman pelaksana kegiatan
Makan dan minum pelaksana kegiatan120 org x 20.000,00 = 2.400.000,00"
1.12 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",4800000,
1.12 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,1200000," APBD
Honorarium Narasumber
Narasumber6 org x 200.000,00 = 1.200.000,00"
1.12 . 1.12.01 . 15 . 03 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,3600000," APBD
Honorarium peserta
Honor peserta120 org x 30.000,00 = 3.600.000,00"
1.12 . 1.12.01 . 15 . 04  , Promosi Pelayanan Khiba  ,5950000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  PUS paham akan pentingnya pemakaian Kontrasepsi sebagai satu cara penurunan AKI
Target:  150 orang"
1.12 . 1.12.01 . 15 . 04 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,5950000,
1.12 . 1.12.01 . 15 . 04 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,150000,
1.12 . 1.12.01 . 15 . 04 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,150000," APBD
Belanja penggandaan / fotocopy
fotocopy1 pkt x 150.000,00 = 150.000,00"
1.12 . 1.12.01 . 15 . 04 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,2000000,
1.12 . 1.12.01 . 15 . 04 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,2000000," APBD
Belanja makan dan minum pelaksana kegiatan
makan dan minum100 org x 20.000,00 = 2.000.000,00"
1.12 . 1.12.01 . 15 . 04 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",3800000,
1.12 . 1.12.01 . 15 . 04 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,800000," APBD
Honorarium Narasumber/Tenaga Ahli
Honor Narasumber4 oh x 200.000,00 = 800.000,00"
1.12 . 1.12.01 . 15 . 04 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,3000000," APBD
Honorarium bagi Peserta
Honor peserta100 or x 30.000,00 = 3.000.000,00"
1.12 . 1.12.01 . 15 . 05  , Pembinaan Keluarga Berencana  ,1025600000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Pembinaa IMP (Institusi Masyarakat Pedesaan ) Pada (PUS) Pasangan Usia Subur
Target:  7.250 orang"
1.12 . 1.12.01 . 15 . 05 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,1025600000,
1.12 . 1.12.01 . 15 . 05 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,800000,
1.12 . 1.12.01 . 15 . 05 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,800000," APBD
Belanja Alat Tulis KantorATK1 pkt x 800.000,00 = 800.000,00"
1.12 . 1.12.01 . 15 . 05 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,150000,
1.12 . 1.12.01 . 15 . 05 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,150000," APBD
Belanja Penggandaan / Fotocopy
Fotocopy1,000 org x 150,00 = 150.000,00"
1.12 . 1.12.01 . 15 . 05 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,2000000,
1.12 . 1.12.01 . 15 . 05 . 5 . 2 . 2 . 11 . 02  , Belanja Makanan Dan Minuman Rapat  ,1250000," APBD
Belanja makan dan minum Rapat
Makan dan minum snack50 org x 25.000,00 = 1.250.000,00"
1.12 . 1.12.01 . 15 . 05 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,750000," APBD
Belanja makan dan minum pelaksana kegiatan
Konsumsi Peserta Rekruitmen100 org x 7.500,00 = 750.000,00"
1.12 . 1.12.01 . 15 . 05 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",1022650000,
1.12 . 1.12.01 . 15 . 05 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,2350000," APBD
Honorarium Panitia  Pelaksana Kegiatan
Ketua Tim1 org x 300.000,00 = 300.000,00
Sekretaris Tim1 org x 200.000,00 = 200.000,00
Anggota Tim8 org x 100.000,00 = 800.000,00
Honor Penguji3 org x 200.000,00 = 600.000,00
Honor Pembuat Soal3 org x 150.000,00 = 450.000,00"
1.12 . 1.12.01 . 15 . 05 . 5 . 2 . 2 . 35 . 09  , Jasa Petugas Lapangan  ,1020300000," APBD
Honorarium Penguat PLKBPenguat PLKB198 org x 1.000.000,00 = 198.000.000,00
Honorarium Kader Pendamping Pelayanan KB
Koordinator PPKBD Desa825 org x 200.000,00 = 165.000.000,00
Sub PPKBD RT35,820 org x 15.000,00 = 537.300.000,00
PPKBD Dusun6,000 org x 20.000,00 = 120.000.000,00"
1.12 . 1.12.01 . 15 . 06  , Pengadaan sarana mobilitas tim KB keliling  ,10000000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Penyediaan Obat Side Effect dalam Pelayanan Kontrasepsi
Target:  55 PUS"
1.12 . 1.12.01 . 15 . 06 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,10000000,
1.12 . 1.12.01 . 15 . 06 . 5 . 2 . 2 . 02  , Belanja Bahan/Material  ,9900000,
1.12 . 1.12.01 . 15 . 06 . 5 . 2 . 2 . 02 . 04  , Belanja Bahan Obat-Obatan  ,9900000," APBD
Belanja bahan obat
 - obatanBayclin100 btl x 6.500,00 = 650.000,00
Sarung Tangan100 biji x 7.500,00 = 750.000,00
asam Mevemat100 dos x 2.500,00 = 250.000,00
Betadine150 btl x 30.000,00 = 4.500.000,00
Amoxilin150 strip x 5.000,00 = 750.000,00
Alkhohol100 btl x 30.000,00 = 3.000.000,00"
1.12 . 1.12.01 . 15 . 06 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,25000,
1.12 . 1.12.01 . 15 . 06 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,25000," APBD
Belanja penggandaanFotocopy1 pkt x 25.000,00 = 25.000,00"
1.12 . 1.12.01 . 15 . 06 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,75000,
1.12 . 1.12.01 . 15 . 06 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,75000," APBD
Belanja makanan dan minum pelakasna kegiatanSnack dan minum10 org x 7.500,00 = 75.000,00"
1.12 . 1.12.01 . 15 . 13  , Sosialisai KB pria tingkat Kabupaten  ,6400000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Peningkatan Peserta KB Pria
Target:  12 persen"
1.12 . 1.12.01 . 15 . 13 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,6400000,
1.12 . 1.12.01 . 15 . 13 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,500000,
1.12 . 1.12.01 . 15 . 13 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,500000," APBD
Belanja Alat Tulis KantorBelanja ATK1 pkt x 500.000,00 = 500.000,00"
1.12 . 1.12.01 . 15 . 13 . 5 . 2 . 2 . 11  , Belanja Makanan dan  Minuman  ,2000000,
1.12 . 1.12.01 . 15 . 13 . 5 . 2 . 2 . 11 . 05  , Belanja Makanan dan Minuman Pelaksanaan Kegiatan  ,2000000," APBD
Belanja makanan dan minum pelaksana kegiatan
Makan dan minum pelaksana kegiatan100 org x 20.000,00 = 2.000.000,00"
1.12 . 1.12.01 . 15 . 13 . 5 . 2 . 2 . 35  ," Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan ",3900000,
1.12 . 1.12.01 . 15 . 13 . 5 . 2 . 2 . 35 . 01  , Jasa Nara Sumber/Moderator/Tenaga Ahli  ,900000," APBD
Honorarium NarasumberPenyeji materi (pakar)1 org x 500.000,00 = 500.000,00
Penyaji materi2 org x 200.000,00 = 400.000,00"
1.12 . 1.12.01 . 15 . 13 . 5 . 2 . 2 . 35 . 05  , Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi  ,3000000," APBD
Honor Pesertatransport Peserta100 org x 30.000,00 = 3.000.000,00"
1.12 . 1.12.01 . 15 . 15  , Monitoring dan evaluasi Yandu KB Kesehatan dan kespro dalam rangka TNI manunggal ,47600000," Sumber Dana : APBD
Lokasi Kegiatan : BKKPPKB Kab Bantul
Keluaran :  Meningkatnya PUS ber KB melalui keterpaduan kegiatan TNI KB Kesehatan
Target:  1.000 orang"
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2  , Belanja Barang dan Jasa  ,47600000,
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2 . 01  , Belanja Bahan Pakai Habis  ,450000,
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2 . 01 . 01  , Belanja Alat Tulis Kantor  ,450000," APBD
Belanja ATK1 pkt x 450.000,00 = 450.000,00"
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2 . 03  , Belanja Jasa Kantor  ,750000,
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2 . 03 . 14  , Belanja Dekorasi  ,750000," APBD
Belanja DekorasiDekorasi Puncak acara monev1 pkt x 750.000,00 = 750.000,00"
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2 . 06  , Belanja Cetak dan Penggandaan  ,400000,
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2 . 06 . 02  , Belanja Penggandaan  ,400000," APBD
Belanja penggandaan / fotocopy
Fotocopy1 pkt x 400.000,00 = 400.000,00"
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2 . 10  , Belanja Sewa Perlengkapan dan Peralatan Kantor  ,9950000,
1.12 . 1.12.01 . 15 . 15 . 5 . 2 . 2 . 10 . 01  , Belanja Sewa Meja Kursi  ,3200000," APBD
Belanja sewa meja dan kursisewa meja VVIP5 bh x 20.000,00 = 100.000,00
sewa kursi600 bh x 2.500,00 = 1.500.000,00
sewa meja100 bh x 4.000,00 = 400.000,00
sewa kursi VVIP20 bh x 60.000,00 = 1.200.000,00"
