Judul,Penjabaran Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.03 . 1.03.01 . 15.05 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,576000.00,576000.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,576000.00,576000.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.2.15 ,Belanja Perjalanan Dinas ,920000.00,920000.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,920000.00,920000.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.2.21 ,Belanja Jasa Konsultansi ,45000000.00,45000000.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.2.21.02 ,Belanja Jasa Konsultansi Perencanaan ,45000000.00,45000000.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.3 ,Belanja Modal ,2632488250.00,2632488250.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.3.01 ,Belanja Modal Pengadaan Tanah ,600000000.00,600000000.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.3.01.33 ,Belanja Modal Pengadaan Tanah Sarana Umum Jembatan,600000000.00,600000000.00,0.00,0.00,"ATK 
Kertas HVS 70 gr folio 12 rim x 45.000,00 = 540.000,00 
Refil toner printer 3 kali x 171.300,00 = 513.900,00 
Stopmap kertas 120 bh x 800,00 = 96.000,00 
Snelhecter kertas 34 bh x 1.000,00 = 34.000,00 
Pita mesin tik 1 bh x 21.900,00 = 21.900,00 
Amplop ukuran besar 5 dos x 16.900,00 = 84.500,00 
Bolpoint pilot 6 bh x 14.500,00 = 87.000,00 
Stopmap Rit 11 bh x 13.000,00 = 143.000,00 
Snelhecter plastik folio 10 bh x 6.950,00 = 69.500,00 
Spidol Besar 1 bh x 6.900,00 = 6.900,00 
Stapller no 10 1 bh x 16.000,00 = 16.000,00 
Staplles no 10 3 dos x 3.600,00 = 10.800,00 
Paper klip 3 dos x 2.600,00 = 7.800,00 
Pensil hitam 2B 2 bh x 3.900,00 = 7.800,00 
Stabillo boss 4 warna 1 set x 44.000,00 = 44.000,00 
Binder Klip no 155 10 bh x 6.500,00 = 65.000,00 
Lem kertas ukuran sedang 1 bh x 3.750,00 = 3.750,00 
Penggaris mika 50 cm 1 bh x 9.600,00 = 9.600,00 
Stopmap odner 1 bh x 23.000,00 = 23.000,00 
Sisa 1  x 5.400,00 = 5.400,00 
Penggandaan Fotokopi 14,300 lbr x 225,00 = 3.217.500,00 
Belanja Materai 
Materai 6000 600 lbr x 6.000,00 = 3.600.000,00 
Materai 3000 200 lbr x 3.000,00 = 600.000,00 
Makan dan Minum Rapat 734 OS x 24.000,00 = 17.616.000,00 
Belanja Alat Bantu Patok 200 bh x 10.000,00 = 2.000.000,00 
Jasa penilai harga tanah 1 paket x 25.000.000,00 = 25.000.000,00 
Belanja Pengadaan Tanah untuk Jembatan 
Sertifikasi tanah yang sudah dibebaskan oleh Pemkab 1 paket x 108.449.550,00 = 108.449.550,00 
Pembebasan Tanah Jembatan Sambiroto 1 paket x 402.827.100,00 = 402.827.100,00 
Biaya Ijin Penetapan Lokasi Tim Persiapan Pengadaan Tanah Bagi Pembangunan Jembatan 0  x 0,00 = 0,00  
Ketua 1 org/pkt x 1.600.000,00 = 1.600.000,00  
Sekretaris 1 org/pkt x 1.300.000,00 = 1.300.000,00  
Anggota 20 org/pkt x 1.100.000,00 = 22.000.000,00  
Staf Sekretariat 3 org/pkt x 800.000,00 = 2.400.000,00 
Belanja Perjalanan Dinas 
Gol III 60 org/kali x 80.000,00 = 4.800.000,00 
Gol II 40 org/kali x 70.000,00 = 2.800.000,00 "
,,,,,,
1.03 . 1.03.01 . 15.05 . 5.2.3.22 ,Belanja Modal Pengadaan Konstruksi Jembatan ,2032488250.00,2032488250.00,0.00,0.00,
1.03 . 1.03.01 . 15.05 . 5.2.3.22.04 ,Belanja Modal Pengadaan Konstruksi Jembatan Penyebrangan Diatas Air,2032488250.00,2032488250.00,0.00,0.00,"Pembangunan Jembatan Kabupaten 
Pembangunan Jembatan Plampang I 1 paket x 562.850.000,00 = 562.850.000,00 
Pembangunan Jembatan Karang 1 paket x 1.400.000.000,00 = 1.400.000.000,00 
Jasa Konsultansi 
Jasa Konsultansi Pengawasan Kegiatan Pembangunan Jembatan Kabupaten Tahun 2014 1 paket x 45.000.000,00 = 45.000.000,00 
Penggandaan Foto copy dokumen pengadaan jasa konsultansi pengawasan 750 lbr/kali/paket x 225,00 = 168.750,00 
Jilid dokumen pengadaan jasa konsultan pengawasan 3 buku x 20.000,00 = 60.000,00 
Foto copy administrasi pengadaan jasa  konsultan pengawasan 7,500 lbr x 225,00 = 1.687.500,00 
Foto copy dokumen fisik 4,920 lbr/kali/paket x 225,00 = 1.107.000,00 
Foto copy gambar fisik 180 lbr/kali/paket x 500,00 = 90.000,00 
Jilid dokumen fisik 6 buku x 20.000,00 = 120.000,00 
jilid gambar fisik 6 buku x 20.000,00 = 120.000,00 
Foto copy administrasi fisik 15,000 lbr x 225,00 = 3.375.000,00 
Makan dan Minum Rapat Rapat koordinasi 60 org/kali x 6.000,00 = 360.000,00 
Rapat evaluasi 90 org/kali x 6.000,00 = 540.000,00 
Rapat pra pelaksanaan 15 org/kali x 6.000,00 = 90.000,00 
Rapat evaluasi akhir 15 org/kali x 6.000,00 = 90.000,00 
Rapat penyerahan pekerjaan 30 org/kali x 6.000,00 = 180.000,00 
Honorarium Tim 
Ketua Pemeriksa/Penerima Pekerjaan 1 org/bln/kali x 400.000,00 = 400.000,00 
Anggota Pemeriksa/Penerima Pekerjaan 2 org/bln/kali x 300.000,00 = 600.000,00 
Pejabat Pengadaan Jasa Konsultansi 2 org/bln/kali x 250.000,00 = 500.000,00 
Pejabat Pemeriksa/Penerima 2 org/bln/kali x 175.000,00 = 350.000,00 
Direksi 
Direksi Pekerjaan 24 org/bln x 400.000,00 = 9.600.000,00 
Direksi Teknis 8 org/bln x 300.000,00 = 2.400.000,00 
Direksi Teknis 8 org/bln x 350.000,00 = 2.800.000,00 "
1.04 . 1.03.01 . 15 ,Program Pengembangan Perumahan ,599999900.00,1027841900.00,427842000.00,71.31,
1.04 . 1.03.01 . 15.10 ,Penyusunan Database Perumahan ,99999900.00,99999900.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.04 . 1.03.01 . 15.10 . 5.2.1 ,Belanja Pegawai ,3086000.00,3086000.00,0.00,0.00,
1.04 . 1.03.01 . 15.10 . 5.2.1.03 ,Uang Lembur ,3086000.00,3086000.00,0.00,0.00,
1.04 . 1.03.01 . 15.10 . 5.2.1.03.01 ,Uang Lembur PNS ,3086000.00,3086000.00,0.00,0.00,
1.04 . 1.03.01 . 15.10 . 5.2.2 ,Belanja Barang dan Jasa ,96913900.00,96913900.00,0.00,0.00,
1.04 . 1.03.01 . 15.10 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,890650.00,890650.00,0.00,0.00,
1.04 . 1.03.01 . 15.10 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,890650.00,890650.00,0.00,0.00,
1.04 . 1.03.01 . 15.10 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,683250.00,683250.00,0.00,0.00,
1.04 . 1.03.01 . 15.10 . 5.2.2.06.02 ,Belanja Penggandaan ,683250.00,683250.00,0.00,0.00,
1.04 . 1.03.01 . 15.10 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,5340000.00,5340000.00,0.00,0.00,
1.04 . 1.03.01 . 15.10 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,3780000.00,3780000.00,0.00,0.00,
1.04 . 1.03.01 . 15.10 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1560000.00,1560000.00,0.00,0.00,
1.04 . 1.03.01 . 15.10 . 5.2.2.21 ,Belanja Jasa Konsultansi ,90000000.00,90000000.00,0.00,0.00,
1.04 . 1.03.01 . 15.10 . 5.2.2.21.04 ,Belanja Jasa Konsultansi Aplikasi/Software ,90000000.00,90000000.00,0.00,0.00,
1.04 . 1.03.01 . 15.11 ,Pembangunan Rusunawa ,500000000.00,927842000.00,427842000.00,85.57,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.04 . 1.03.01 . 15.11 . 5.2.1 ,Belanja Pegawai ,7170000.00,7170000.00,0.00,0.00,
1.04 . 1.03.01 . 15.11 . 5.2.1.03 ,Uang Lembur ,7170000.00,7170000.00,0.00,0.00,
1.04 . 1.03.01 . 15.11 . 5.2.1.03.01 ,Uang Lembur PNS ,7170000.00,7170000.00,0.00,0.00,
1.04 . 1.03.01 . 15.11 . 5.2.2 ,Belanja Barang dan Jasa ,25143800.00,25143800.00,0.00,0.00,
1.04 . 1.03.01 . 15.11 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,952800.00,952800.00,0.00,0.00,
1.04 . 1.03.01 . 15.11 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,952800.00,952800.00,0.00,0.00,
1.04 . 1.03.01 . 15.11 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,1503000.00,1503000.00,0.00,0.00,
1.04 . 1.03.01 . 15.11 . 5.2.2.06.02 ,Belanja Penggandaan ,1503000.00,1503000.00,0.00,0.00,
1.04 . 1.03.01 . 15.11 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,11928000.00,11928000.00,0.00,0.00,
1.04 . 1.03.01 . 15.11 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,8100000.00,8100000.00,0.00,0.00,
1.04 . 1.03.01 . 15.11 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,3828000.00,3828000.00,0.00,0.00,
1.04 . 1.03.01 . 15.11 . 5.2.2.15 ,Belanja Perjalanan Dinas ,10760000.00,10760000.00,0.00,0.00,
1.04 . 1.03.01 . 15.11 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,3160000.00,3160000.00,0.00,0.00,
1.04 . 1.03.01 . 15.11 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,7600000.00,7600000.00,0.00,0.00,
1.04 . 1.03.01 . 15.11 . 5.2.3 ,Belanja Modal ,467686200.00,895528200.00,427842000.00,91.48,
1.04 . 1.03.01 . 15.11 . 5.2.3.25 ,Belanja Modal Pengadaan Instalasi Listrik Dan Telepon,0.00,198000000.00,198000000.00,0.00,
1.04 . 1.03.01 . 15.11 . 5.2.3.25.01 ,Belanja Modal Pengadaan Instalasi Listrik ,0.00,198000000.00,198000000.00,0.00,"Pemasangan sambungan baru PLN untuk rusunawa tambak 2 x 82.500 VA
1 paket x 198.000.000,00 = 198.000.000,00"
1.04 . 1.03.01 . 15.11 . 5.2.3.26 ,Belanja Modal Pengadaan Konstruksi/Pembelian Bangunan,467686200.00,472528200.00,4842000.00,1.04,
1.04 . 1.03.01 . 15.11 . 5.2.3.26.13 ,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Rumah Susun,467686200.00,472528200.00,4842000.00,1.04,"Pematangan lahan rusunawa 1 paket x 438.386.200,00 = 438.386.200,00 
Perencanaan 1 paket x 15.000.000,00 = 15.000.000,00 
Pengawasan 1 paket x 10.000.000,00 = 10.000.000,00 
Tim pemeriksa/penerima 
Ketua 1 orang/bulan x 300.000,00 = 300.000,00 
Sekretaris 1 orang/bulan x 250.000,00 = 250.000,00 
Anggota 3 orang/bulan x 200.000,00 = 600.000,00 
Pejabat pengadaan 4 OB x 250.000,00 = 1.000.000,00 
Pejabat penerima 2 OB x 175.000,00 = 350.000,00 
Pejabat penerima 2 OB x 200.000,00 = 400.000,00 
ATK 
HVS Folio 70 gr 2 rim x 45.000,00 = 90.000,00 
Refill tinta printer 1 buah x 35.000,00 = 35.000,00 
Penggandaan Fotocopy 1,000 lbr x 225,00 = 225.000,00 
Jilid 6 buku x 20.000,00 = 120.000,00 
Makan dan minum rapat 50 OS x 6.000,00 = 300.000,00 28 OS x 24.000,00 = 672.000,00 
Pejabat Pembuat Komitmen 2 orang/bulan x 300.000,00 = 600.000,00 
Direksi 
Direksi Teknis 6 org/bln x 200.000,00 = 1.200.000,00 
Direksi Pekerjaan 9 org/bln x 250.000,00 = 2.250.000,00 
Direksi Pekerjaan 3 org/bln x 250.000,00 = 750.000,00 "
1.04 . 1.03.01 . 15.11 . 5.2.3.37 ,Belanja Modal Pengadaan Instalasi ,0.00,225000000.00,225000000.00,0.00,
1.04 . 1.03.01 . 15.11 . 5.2.3.37.01 , Belanja Modal Instalasi Air ,0.00,225000000.00,225000000.00,0.00,"Pembangunan sambungan baru PDAM untuk rusunawa tambak
1 paket x 200.000.000,00 = 200.000.000,00
Perencaaan Pembangunan sambungan baru PDAM untuk rusunawa tambak
1 paket x 15.000.000,00 = 15.000.000,00
Pengawasan Pembangunan sambungan baru PDAM untuk rusunawa tambak
1 paket x 10.000.000,00 = 10.000.000,00"
1.04 . 1.03.01 . 16 ,Program Lingkungan Sehat Perumahan ,8698347615.00,8698347615.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 ,Penyediaan Prasarana Sarana dan Utilitas (PSU) Lingkungan Permukiman,8698347615.00,8698347615.00,0.00,0.00,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.04 . 1.03.01 . 16.19 . 5.2.1 ,Belanja Pegawai ,15620000.00,15620000.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.1.01 ,Honorarium PNS ,10840000.00,10840000.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,10840000.00,10840000.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.1.03 ,Uang Lembur ,4780000.00,4780000.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.1.03.01 ,Uang Lembur PNS ,4780000.00,4780000.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.2 ,Belanja Barang dan Jasa ,33248075.00,33248075.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2371150.00,2371150.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2371150.00,2371150.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,2774925.00,2774925.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.2.06.02 ,Belanja Penggandaan ,2774925.00,2774925.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,10632000.00,10632000.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,5400000.00,5400000.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,5232000.00,5232000.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.2.15 ,Belanja Perjalanan Dinas ,17470000.00,17470000.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,3090000.00,3090000.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,14380000.00,14380000.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.3 ,Belanja Modal ,8649479540.00,8649479540.00,0.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.3.23 ,Belanja Modal Pengadaan Konstruksi Jaringan Air ,0.00,6755404540.00,6755404540.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.3.23.06 ,Belanja Modal Pengadaan Konstruksi Jaringan Air Bersih/Air Minum,0.00,740263000.00,740263000.00,0.00,"Belanja Modal Pengadaan Konstruksi Jaringan 
Air Bersih/Air Minum (DAK= Rp. 672.966.364,- DAU= Rp. 67.296.636,-)
Perum Gondangdia DAK= Rp. 189.716.364,- DAU= Rp. 18.971.636,-
1 paket x 208.688.000,00 = 208.688.000,00
Perum Krembangan Asri DAK= Rp. 247.594.546,- DAU= Rp. 24.759.454,-
1 paket x 272.354.000,00 = 272.354.000,00
Perum Griya Nadhifa DAK= Rp. 163.636.363,- DAU= Rp. 16.363.637,-
1 paket x 180.000.000,00 = 180.000.000,00
Perum Giripeni Wates DAK= Rp. 72.019.091,- DAU= Rp. 7.201.909,-
1 paket x 79.221.000,00 = 79.221.000,00"
1.04 . 1.03.01 . 16.19 . 5.2.3.23.10 ,Belanja Modal Pengadaan Konstruksi Air Limbah ,0.00,6015141540.00,6015141540.00,0.00,"Belanja Modal Pengadaan Konstruksi Air  Limbah 
(DAK= Rp. 1.818.329.091,- DAU= Rp. 181.832.909,- 
Perum Gondangdia DAK= Rp. 402.426.364,- DAU= Rp. 40.242.636,- 1 paket x 442.669.000,00 = 442.669.000,00 
Perum Krembangan Asri DAK= Rp. 1.061.584.545,- DAU= Rp. 106.158.455,- 1 paket x 1.167.743.000,00 = 1.167.743.000,00 
Perum Griya Nadhifa DAK= Rp. 153.636.364,- DAU= Rp. 15.363.636,- 1 paket x 169.000.000,00 = 169.000.000,00 
Perum Giripeni Wates DAK= Rp. 200.681.818,- DAU= Rp. 20.068.182,- 1 paket x 220.750.000,00 = 220.750.000,00 
Perencanaan dan Pengawasan 
Perencanaan 1 paket x 255.880.230,00 = 255.880.230,00 
Pengawasan 1 paket x 243.878.910,00 = 243.878.910,00 
Tim Pengadaan 
Pejabat Pembuat Komitmen 8 org/bln x 300.000,00 = 2.400.000,00 
Ketua Tim Pemeriksa/Penerima 1 org/bln x 350.000,00 = 350.000,00 
Sekretaris Tim Pemeriksa/Penerima 1 org/bln x 300.000,00 = 300.000,00 
Anggota Tim Pemeriksa/Penerima 3 org/bln x 250.000,00 = 750.000,00 
ATK 
Kertas HVS 70 gr folio 10 rim x 45.000,00 = 450.000,00 
Tinta refil printer 4 dus x 35.000,00 = 140.000,00 
Stopmap kertas 13 buah x 800,00 = 10.400,00 
Makan dan minum rapat 
Makan dan minum rapat pengadaan 133 OS x 6.000,00 = 798.000,00 
Penggandaan Fotocopy 1,000 lbr x 225,00 = 225.000,00 
Direksi 
Direksi Teknis 24 org/bln x 250.000,00 = 6.000.000,00 
Direksi Pekerjaan 20 org/bln x 300.000,00 = 6.000.000,00 
Direksi Pekerjaan untuk Perencanaan 10 org/bln x 300.000,00 = 3.000.000,00 
Sisa Sisa DAK= Rp. 3.177.088.182,- DAU= Rp. 317.708.818,- 
1  x 3.494.797.000,00 = 3.494.797.000,00 "
1.04 . 1.03.01 . 16.19 . 5.2.3.24 ,"Belanja Modal Pengadaan Penerangan Jalan, Taman Dan Hutan Kota",0.00,373358000.00,373358000.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.3.24.04 ,Belanja Modal Pengadaan Lampu Penerangan Jalan,0.00,373358000.00,373358000.00,0.00,"Belanja Modal Pengadaan Lampu Penerangan Jalan (DAK= Rp. 339.416.363,- ; DAU= Rp. 33.941.637,-
Perum Gondangdia DAK= Rp. 134.385.454,- DAU= Rp. 13.438.546,-
1 paket x 147.824.000,00 = 147.824.000,00
Perum Krembangan Asri  DAK= Rp. 95.930.000,- DAU= Rp. 9.593.000,-
1 paket x 105.523.000,00 = 105.523.000,00
Perum Griya Nadhifa  DAK= Rp. 68.181.818,- DAU= Rp.  6.818.182,-
1 paket x 75.000.000,00 = 75.000.000,00
Perum Giripeni Wates  DAK= Rp. 40.919.091,- DAU= Rp.  4.091.909,-
1 paket x 45.011.000,00 = 45.011.000,00"
1.04 . 1.03.01 . 16.19 . 5.2.3.25 ,Belanja Modal Pengadaan Instalasi Listrik Dan Telepon,0.00,704539000.00,704539000.00,0.00,
1.04 . 1.03.01 . 16.19 . 5.2.3.25.01 ,Belanja Modal Pengadaan Instalasi Listrik ,0.00,704539000.00,704539000.00,0.00,"Belanja Modal Pengadaan Instalasi Listrik  
(DAK =Rp. 640.490.000,- ; DAU =Rp. 64.049.000,-)
Perum Gondangdia DAK= Rp. 90.568.182,- DAU= Rp. 9.056.818,-
1 paket x 99.625.000,00 = 99.625.000,00
Perum Krembangan Asri DAK= Rp. 199.721.818,- DAU= Rp. 19.972.182,-
1 paket x 219.694.000,00 = 219.694.000,00
Perum Griya Nadhhifa DAK= Rp. 272.727.273,- DAU= Rp. 27.272.727,-
1 paket x 300.000.000,00 = 300.000.000,00
Perum Giripeni Wates DAK= Rp. 77.472.727,- DAU= Rp. 7.747.273,-
1 paket x 85.220.000,00 = 85.220.000,00"
1.04 . 1.03.01 . 16.19 . 5.2.3.26 ,Belanja Modal Pengadaan Konstruksi/Pembelian Bangunan,8649479540.00,816178000.00,-7833301540.00,-90.56,
1.04 . 1.03.01 . 16.19 . 5.2.3.26.08 ,Belanja Modal Pengadaan konstruksi bangunan lainnya,8649479540.00,0.00,-8649479540.00,-100.00,"PSU 
PSU (3 lokasi) semula DAK = Rp. 7.390.270.000,- DAU = Rp. 739.027.000,- menjadi DAK = 0,- DAU = 0,- 0  x 0,00 = 0,00 
Perencanaan 0  x 0,00 = 0,00 
Pengawasan 0  x 0,00 = 0,00 
Tim Pemeriksa/Penerima 
Pejabat Pembuat Komitmen 0 0 x 0,00 = 0,00 
Ketua Tim Pemeriksa/Penerima 0  x 0,00 = 0,00 
Sekretaris Tim Pemeriksa/Penerima 0  x 0,00 = 0,00 
Anggota Tim Pemeriksa/Penerima 0  x 0,00 = 0,00 
ATK 
Kertas HVS 70 gr folio 0  x 0,00 = 0,00 
Tinta refil printer 0  x 0,00 = 0,00 
Stopmap kertas 0  x 0,00 = 0,00 
Makan minum rapat 
Makan minum rapat pengadaan 0  x 0,00 = 0,00 
Penggandaan Fotocopy 0  x 0,00 = 0,00 
Direksi 
Direksi Teknis 0  x 0,00 = 0,00 
Direksi Pekerjaan 0  x 0,00 = 0,00 
Direksi Pekerjaan untuk Perencanaan 0  x 0,00 = 0,00 "
1.04 . 1.03.01 . 16.19 . 5.2.3.26.19 ,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Pengolah Limbah,0.00,816178000.00,816178000.00,0.00,"Belanja Modal Pengadaan 
Konstruksi/Pembelian Gedung Pengolah Limbah ( DAK =Rp. 741.980.000,- ; DAU =Rp. 74.198.000,-)
Perum Gondangdia DAK= Rp. 364.721.818,- DAU= Rp. 36.472.182,-
1 paket x 401.194.000,00 = 401.194.000,00
Perum Krembangan Asri DAK= Rp. 96.987.273,- DAU= Rp. 9.698.727,-
1 paket x 106.686.000,00 = 106.686.000,00
Perum Griya Nadhifa DAK= Rp. 50.909.091,- DAU= Rp. 5.090.909,-
1 paket x 56.000.000,00 = 56.000.000,00
Perum Giripeni Wates DAK= Rp. 229.361.818,- DAU= Rp. 22.936.182,-
1 paket x 252.298.000,00 = 252.298.000,00"
1.03 . 1.03.01 . 16 ,Program Pembangunan Saluran Drainase/Gorong-Gorong,1020565850.00,2268840600.00,1248274750.00,122.31,
1.03 . 1.03.01 . 16.07 ,"Rehabilitasi, Pemeliharaan Saluran Drainase / Gorong-Gorong",1020565850.00,2268840600.00,1248274750.00,122.31,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Kulon Progo "
1.03 . 1.03.01 . 16.07 . 5.2.1 ,Belanja Pegawai ,591900750.00,875681750.00,283781000.00,47.94,
1.03 . 1.03.01 . 16.07 . 5.2.1.01 ,Honorarium PNS ,21490000.00,23140000.00,1650000.00,7.68,
1.03 . 1.03.01 . 16.07 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,21040000.00,21040000.00,0.00,0.00,
1.03 . 1.03.01 . 16.07 . 5.2.1.01.02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,450000.00,2100000.00,1650000.00,366.67,
1.03 . 1.03.01 . 16.07 . 5.2.1.02 ,Honorarium Non PNS ,560170750.00,838041750.00,277871000.00,49.60,
1.03 . 1.03.01 . 16.07 . 5.2.1.02.03 ,Honorarium Harian ,560170750.00,838041750.00,277871000.00,49.60,
1.03 . 1.03.01 . 16.07 . 5.2.1.03 ,Uang Lembur ,10240000.00,14500000.00,4260000.00,41.60,
1.03 . 1.03.01 . 16.07 . 5.2.1.03.01 ,Uang Lembur PNS ,10240000.00,14500000.00,4260000.00,41.60,
1.03 . 1.03.01 . 16.07 . 5.2.2 ,Belanja Barang dan Jasa ,279417850.00,1243911600.00,964493750.00,345.18,
1.03 . 1.03.01 . 16.07 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,987400.00,1487400.00,500000.00,50.64,
1.03 . 1.03.01 . 16.07 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,987400.00,1487400.00,500000.00,50.64,
1.03 . 1.03.01 . 16.07 . 5.2.2.02 ,Belanja Bahan/Material ,264407650.00,1138009650.00,873602000.00,330.40,
1.03 . 1.03.01 . 16.07 . 5.2.2.02.01 ,Belanja Bahan Baku Bangunan ,264407650.00,1138009650.00,873602000.00,330.40,
1.03 . 1.03.01 . 16.07 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,2135700.00,2135700.00,0.00,0.00,
1.03 . 1.03.01 . 16.07 . 5.2.2.06.02 ,Belanja Penggandaan ,2135700.00,2135700.00,0.00,0.00,
1.03 . 1.03.01 . 16.07 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,936000.00,15930000.00,14994000.00,1601.92,
1.03 . 1.03.01 . 16.07 . 5.2.2.11.01 ,Belanja Makanan dan Minuman Harian Pegawai ,0.00,5544000.00,5544000.00,0.00,Makan minum lembur perencanaan
1.03 . 1.03.01 . 16.07 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,936000.00,10386000.00,9450000.00,1009.62,
1.03 . 1.03.01 . 16.07 . 5.2.2.15 ,Belanja Perjalanan Dinas ,1525000.00,1525000.00,0.00,0.00,
1.03 . 1.03.01 . 16.07 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1525000.00,1525000.00,0.00,0.00,
1.03 . 1.03.01 . 16.07 . 5.2.2.20 ,Belanja Pemeliharaan ,9426100.00,34823850.00,25397750.00,269.44,
1.03 . 1.03.01 . 16.07 . 5.2.2.20.08 ,Belanja Pemeliharaan Peralatan Kantor ,0.00,25397750.00,25397750.00,0.00,Perbaikan pompa air
1.03 . 1.03.01 . 16.07 . 5.2.2.20.20 ,Belanja Pemeliharaan Bangunan dan Jaringan Irigasi,9426100.00,9426100.00,0.00,0.00,
1.03 . 1.03.01 . 16.07 . 5.2.2.21 ,Belanja Jasa Konsultansi ,0.00,50000000.00,50000000.00,0.00,
1.03 . 1.03.01 . 16.07 . 5.2.2.21.02 ,Belanja Jasa Konsultansi Perencanaan ,0.00,50000000.00,50000000.00,0.00,
1.03 . 1.03.01 . 16.07 . 5.2.3 ,Belanja Modal ,149247250.00,149247250.00,0.00,0.00,
1.03 . 1.03.01 . 16.07 . 5.2.3.23 ,Belanja Modal Pengadaan Konstruksi Jaringan Air ,149247250.00,149247250.00,0.00,0.00,
