Judul,Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.20 . 1.20.26 . 02.34 . 5.2.3 ,Belanja Modal ,32200000,44325000,12125000,37.66,
1.20 . 1.20.26 . 02.34 . 5.2.3.12 ,Belanja Modal Pengadaan Komputer ,21300000,43425000,22125000,103.87,
1.20 . 1.20.26 . 02.34 . 5.2.3.12.02 ,Belanja Modal Pengadaan Komputer/PC ,19200000,41700000,22500000,117.19,"Belanja modal pengadaan komputer
Belanja pengadaan komputer1 Ls x 41.700.000,00 = 41.700.000,00"
1.20 . 1.20.26 . 02.34 . 5.2.3.12.04 ,Belanja Modal Pengadaan Printer ,2100000,1725000,-375000,-17.86,"Belanja pengadaaan printer
Belanja pengadaan printer1 Ls x 1.725.000,00 = 1.725.000,00"
1.20 . 1.20.26 . 02.34 . 5.2.3.17 ,Belanja Modal Pengadaan Alat-Alat Komunikasi ,10000000,0,-10000000,-100,
1.20 . 1.20.26 . 02.34 . 5.2.3.17.05 ,Belanja Modal Pengadaan Radio VHF (Handy Talkie),10000000,0,-10000000,-100,Belanja modal radio VHF (HT)Pengadaan HT
1.20 . 1.20.26 . 02.34 . 5.2.3.28 ,"Belanja Modal Pengadaan Barang Bercorak Kesenian, Kebudayaan",900000,900000,0,0,
1.20 . 1.20.26 . 02.34 . 5.2.3.28.13 ,Belanja modal pengadaan panel foto/pigura ,900000,900000,0,0,"belanja pigura1 ls x 900.000,00 = 900.000,00"
1.20 . 1.20.26 . 03 ,Program Peningkatan Disiplin Aparatur ,21222000,21222000,0,0,
1.20 . 1.20.26 . 03.03 ,Pengadaan Pakaian Kerja Lapangan ,21222000,21222000,0,0,"Sumber Dana :
 Lokasi Kegiatan : Kantor Pengelolaan Pasar"
1.20 . 1.20.26 . 03.03 . 5.2.2 ,Belanja Barang dan Jasa ,21222000,21222000,0,0,
1.20 . 1.20.26 . 03.03 . 5.2.2.13 ,Belanja Pakaian Kerja ,21222000,21222000,0,0,
1.20 . 1.20.26 . 03.03 . 5.2.2.13.01 ,Belanja Pakaian Kerja Lapangan ,21222000,21222000,0,0,"Belanja pakaian kerja lapangan
pengadaan pakaian dan perlengkapan kerja untuk tenaga kontrak di kantor dan pasar120 Org x 176.850,00 = 21.222.000,00Sisa"
1.20 . 1.20.26 . 05 ,Program Peningkatan Kapasitas Sumberdaya Aparatur,110482000,45242000,-65240000,-59.05,
1.20 . 1.20.26 . 05.02 ,Sosialisasi Peraturan Perundang-undangan ,10482000,10482000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Kantor Pengelolaan Pasar"
1.20 . 1.20.26 . 05.02 . 5.2.1 ,Belanja Pegawai ,2340000,2340000,0,0,
1.20 . 1.20.26 . 05.02 . 5.2.1.01 ,Honorarium PNS ,2340000,2340000,0,0,
1.20 . 1.20.26 . 05.02 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,2340000,2340000,0,0,"Honorarium panitia pelaksana tim sosialisasi Peraturan Perundang-undangan
Ketua (1 x 2)2 Oh x 90.000,00 = 180.000,00
Sekretaris (1 x 2)2 Oh x 80.000,00 = 160.000,00
Anggota (8 x 2)16 Oh x 70.000,00 = 1.120.000,00
Staf sekretariat (8 x 2)16 Oh x 55.000,00 = 880.000,00"
1.20 . 1.20.26 . 05.02 . 5.2.2 ,Belanja Barang dan Jasa ,8142000,8142000,0,0,
1.20 . 1.20.26 . 05.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,692000,692000,0,0,
1.20 . 1.20.26 . 05.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,692000,692000,0,0,"Belanja alat tulis kantorbelanja ATK1 Ls x 692.000,00 = 692.000,00"
1.20 . 1.20.26 . 05.02 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1000000,1000000,0,0,
1.20 . 1.20.26 . 05.02 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1000000,1000000,0,0,"Belanja penggandaan
belanja penggandaan/fotocopy1 Ls x 1.000.000,00 = 1.000.000,00"
1.20 . 1.20.26 . 05.02 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,4950000,4950000,0,0,
1.20 . 1.20.26 . 05.02 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,4950000,4950000,0,0,"Belanja makan minum rapat
makan minum rapat peserta sosialisasi250 Oh x 15.000,00 = 3.750.000,00
makan minum rapat panitia/tim80 Oh x 15.000,00 = 1.200.000,00"
1.20 . 1.20.26 . 05.02 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,1500000,1500000,0,0,
1.20 . 1.20.26 . 05.02 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,1500000,1500000,0,0,"Honorarium tenaga narasumber/penceramah
honorarium tenaga narasumber/penceramah (3 x 2)6 Oh x 250.000,00 = 1.500.000,00"
1.20 . 1.20.26 . 05.05 ,Pendidikan dan Pelatihan Teknis ,100000000,34760000,-65240000,-65.24,"Sumber Dana :
 Lokasi Kegiatan : Luar Kabupaten Bantul"
1.20 . 1.20.26 . 05.05 . 5.2.1 ,Belanja Pegawai ,1350000,1140000,-210000,-15.56,
1.20 . 1.20.26 . 05.05 . 5.2.1.01 ,Honorarium PNS ,1350000,1140000,-210000,-15.56,
1.20 . 1.20.26 . 05.05 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,1350000,1140000,-210000,-15.56,"Honorarium panitia pelaksana kegiatan
Ketua (1 org x 3 hari)3 Oh x 90.000,00 = 270.000,00
Sekretaris (1 org x 3 hari)3 Oh x 80.000,00 = 240.000,00
Anggota (3 org x 3 hari)9 Oh x 70.000,00 = 630.000,00"
1.20 . 1.20.26 . 05.05 . 5.2.2 ,Belanja Barang dan Jasa ,98650000,33620000,-65030000,-65.92,
1.20 . 1.20.26 . 05.05 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1000000,1000000,0,0,
1.20 . 1.20.26 . 05.05 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1000000,1000000,0,0,"Belanja ATK
Belanja ATK kegiatan1 Ls x 1.000.000,00 = 1.000.000,00"
1.20 . 1.20.26 . 05.05 . 5.2.2.02 ,Belanja Bahan/Material ,9375000,6750000,-2625000,-28,
1.20 . 1.20.26 . 05.05 . 5.2.2.02.12 ,Belanja alat-alat/perlengkapan ,9375000,6750000,-2625000,-28,"Belanja perlengkapan pelatihan
belanja tas45 Ok x 150.000,00 = 6.750.000,00"
1.20 . 1.20.26 . 05.05 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,800000,500000,-300000,-37.5,
1.20 . 1.20.26 . 05.05 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,800000,500000,-300000,-37.5,"Belanja penggandaan/fotocopy1 Ls x 500.000,00 = 500.000,00"
1.20 . 1.20.26 . 05.05 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,3750000,0,-3750000,-100,
1.20 . 1.20.26 . 05.05 . 5.2.2.07.03 ,Belanja Sewa Ruang Rapat/Pertemuan ,3750000,0,-3750000,-100,"Sewa ruang rapat kegiatan3 Hari x 0,00 = 0,00"
1.20 . 1.20.26 . 05.05 . 5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,4150000,2000000,-2150000,-51.81,
1.20 . 1.20.26 . 05.05 . 5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,4150000,2000000,-2150000,-51.81,"Belanja sewa kendaran darat
Sewa kendaraan darat Bus1 Ls x 2.000.000,00 = 2.000.000,00"
1.20 . 1.20.26 . 05.05 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,16575000,3420000,-13155000,-79.37,
1.20 . 1.20.26 . 05.05 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,16575000,3420000,-13155000,-79.37,"Belanja makan dan minum pelaksanaan kegiatan
Belanja makan dan minum Narasuber, Panitia dan peserta (60 org x 2 hari)120 Om x 28.500,00 = 3.420.000,00"
1.20 . 1.20.26 . 05.05 . 5.2.2.14 ,Belanja Pakaian Khusus Dan Hari-Hari Tertentu ,12750000,0,-12750000,-100,
1.20 . 1.20.26 . 05.05 . 5.2.2.14.11 ,Belanja Pakaian Kaos/Training ,12750000,0,-12750000,-100,"Belanja pakaian kaos/training
belanja pakaian kaos dan training85 Ok x 0,00 = 0,00"
1.20 . 1.20.26 . 05.05 . 5.2.2.17 ,"Belanja Kursus, Pelatihan, Sosialisasi Dan Bimbingan Teknis PNS",37500000,0,-37500000,-100,
1.20 . 1.20.26 . 05.05 . 5.2.2.17.01 ,Belanja Kursus-Kursus Singkat/Pelatihan ,37500000,0,-37500000,-100,"Belanja kursus/pelatihan singkat
belanja Outbond75 Ok x 0,00 = 0,00"
1.20 . 1.20.26 . 05.05 . 5.2.2.18 ,Belanja Perjalanan Pindah Tugas ,0,11250000,11250000,0,
1.20 . 1.20.26 . 05.05 . 5.2.2.18.02 ,Belanja Perjalanan Pindah Tugas Luar Daerah ,0,11250000,11250000,0,"Belanja perjalanan dinas ke Jawa Tengah
Biaya perjalanan dinas ke Jawa Tengah (makan, uang saku dll)45 Org x 250.000,00 = 11.250.000,00"
1.20 . 1.20.26 . 05.05 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,12750000,8700000,-4050000,-31.76,
1.20 . 1.20.26 . 05.05 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,6000000,6000000,0,0,"Belanja narasumber pelatihan
Belanja narasumber pelatihan (12 org x 2 jpl)24 Jpl x 250.000,00 = 6.000.000,00"
1.20 . 1.20.26 . 05.05 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,6750000,2700000,-4050000,-60,"Honor peserta pelatihan
Honor peserta pelatihan (45 org x 2 hari)90 Ok x 30.000,00 = 2.700.000,00"
2.06 . 1.20.26 . 15 ,Program Perlindungan Konsumen dan Pengamanan Perdagangan,41495000,31845000,-9650000,-23.26,
2.06 . 1.20.26 . 15.07 ,Monitoring Keamanan Pasar ,9060000,8760000,-300000,-3.31,"Sumber Dana :
 Lokasi Kegiatan : Kantor Pengelolaan Pasar"
2.06 . 1.20.26 . 15.07 . 5.2.1 ,Belanja Pegawai ,7500000,7500000,0,0,
2.06 . 1.20.26 . 15.07 . 5.2.1.01 ,Honorarium PNS ,7500000,7500000,0,0,
2.06 . 1.20.26 . 15.07 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,7500000,7500000,0,0,"Honorarium panitia pelaksana kegiatan
Ketua (1 x 12)12 Ob x 150.000,00 = 1.800.000,00
Sekretaris (1 x 12)12 Ob x 100.000,00 = 1.200.000,00
Anggota (5 x 12)60 Ob x 75.000,00 = 4.500.000,00"
2.06 . 1.20.26 . 15.07 . 5.2.2 ,Belanja Barang dan Jasa ,1560000,1260000,-300000,-19.23,
2.06 . 1.20.26 . 15.07 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,300000,0,-300000,-100,
2.06 . 1.20.26 . 15.07 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,300000,0,-300000,-100,"Belanja alat tulis kantor
pembelian alat tulis kantor1 Ls x 0,00 = 0,00"
2.06 . 1.20.26 . 15.07 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1260000,1260000,0,0,
2.06 . 1.20.26 . 15.07 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,1260000,1260000,0,0,"Belanja makan minum rapat
belanja makan minum rapat dan evaluasi84 Oh x 15.000,00 = 1.260.000,00"
2.06 . 1.20.26 . 15.08 ,Pelatihan Pengendalian Keamanan dan Kenyamanan Lingkungan di Pasar,15500000,10505000,-4995000,-32.23,"Sumber Dana : 
Lokasi Kegiatan : Kantor Pengelolaan Pasar"
2.06 . 1.20.26 . 15.08 . 5.2.2 ,Belanja Barang dan Jasa ,15500000,10505000,-4995000,-32.23,
2.06 . 1.20.26 . 15.08 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,500000,500000,0,0,
2.06 . 1.20.26 . 15.08 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,500000,500000,0,0,"Belanja alat tulis kantor1 Ls x 500.000,00 = 500.000,00"
2.06 . 1.20.26 . 15.08 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,150000,150000,0,0,
2.06 . 1.20.26 . 15.08 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,150000,150000,0,0,"Belanja penggandaan/fotocopy
belanja penggandaan/foto copy1,000 lembar x 150,00 = 150.000,00"
2.06 . 1.20.26 . 15.08 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,11250000,6255000,-4995000,-44.4,
2.06 . 1.20.26 . 15.08 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,11250000,6255000,-4995000,-44.4,"Belanja makan dan minum rapat pelaksanaan kegiatan417 Oh x 15.000,00 = 6.255.000,00"
2.06 . 1.20.26 . 15.08 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,3600000,3600000,0,0,
2.06 . 1.20.26 . 15.08 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,3600000,3600000,0,0,"Honorarium tenaga narasumber/instruktur
Honor tenaga narasumber/instruktur (3 x 6)18 Oh x 200.000,00 = 3.600.000,00"
2.06 . 1.20.26 . 15.09 ,Pengumpulan Penyusunan dan Verifikasi Data Pedagang,16935000,12580000,-4355000,-25.72,"Sumber Dana : 
Lokasi Kegiatan : Kantor Pengelolaan Pasar"
2.06 . 1.20.26 . 15.09 . 5.2.1 ,Belanja Pegawai ,8460000,8460000,0,0,
2.06 . 1.20.26 . 15.09 . 5.2.1.01 ,Honorarium PNS ,8460000,8460000,0,0,
2.06 . 1.20.26 . 15.09 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,8460000,8460000,0,0,"Honorarium panitia pelaksana kegiatan
Ketua (1 x 12)12 Ob x 125.000,00 = 1.500.000,00
Sekretaris (1 x 12)12 Ob x 100.000,00 = 1.200.000,00
Anggota (6 x 12)72 Ob x 80.000,00 = 5.760.000,00"
2.06 . 1.20.26 . 15.09 . 5.2.2 ,Belanja Barang dan Jasa ,8475000,4120000,-4355000,-51.39,
2.06 . 1.20.26 . 15.09 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,850000,450000,-400000,-47.06,
2.06 . 1.20.26 . 15.09 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,850000,450000,-400000,-47.06,"Belanja alat tulis kantor
Belanja kertas dll1 Ls x 450.000,00 = 450.000,00"
2.06 . 1.20.26 . 15.09 . 5.2.2.02 ,Belanja Bahan/Material ,4000000,1550000,-2450000,-61.25,
2.06 . 1.20.26 . 15.09 . 5.2.2.02.06 ,Belanja Bahan Percontohan ,4000000,1550000,-2450000,-61.25,"Belanja bahan Id CardKertas PVC dll1 Ls x 1.550.000,00 = 1.550.000,00"
2.06 . 1.20.26 . 15.09 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1000000,1000000,0,0,
2.06 . 1.20.26 . 15.09 . 5.2.2.06.01 ,Belanja Cetak ,1000000,1000000,0,0,"Belanja cetak
belanja cetak blangko1 Ls x 1.000.000,00 = 1.000.000,00"
2.06 . 1.20.26 . 15.09 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2625000,1120000,-1505000,-57.33,
2.06 . 1.20.26 . 15.09 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,2625000,1120000,-1505000,-57.33,"Belanja makan minum rapat
belanja makan minum rapat perencanaan dan evaluasi64 Oh x 17.500,00 = 1.120.000,00"
1.09 . 1.20.26 . 16 ,"Program Penataan Penguasaan, Pemilikan, Penggunaan dan Pemanfaatan Tanah",4500000000,4633937500,133937500,2.98,
1.09 . 1.20.26 . 16.01 ,"Penataan Penguasaan, Pemilikan, Penggunaan dan Pemanfaatan Tanah",0,78000000,78000000,0,"Sumber Dana : 
Lokasi Kegiatan : Kecamatan Sanden"
1.09 . 1.20.26 . 16.01 . 5.2.2 ,Belanja Barang dan Jasa ,0,3000000,3000000,0,
1.09 . 1.20.26 . 16.01 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,0,3000000,3000000,0,
1.09 . 1.20.26 . 16.01 . 5.2.2.07.07 ,Belanja Sewa Tanah/Lahan untuk Pasar ,0,3000000,3000000,0,"kompensasi fasilitas milik pemerintah desa Srigading untuk shelter pasar celep1 Ls x 3.000.000,00 = 3.000.000,00"
1.09 . 1.20.26 . 16.01 . 5.2.3 ,Belanja Modal ,0,75000000,75000000,0,
1.09 . 1.20.26 . 16.01 . 5.2.3.01 ,Belanja Modal Pengadaan Tanah ,0,75000000,75000000,0,
1.09 . 1.20.26 . 16.01 . 5.2.3.01.33 ,Belanja Modal Pengadaan Tanah untuk Pasar ,0,75000000,75000000,0,"Honorarium tim kegiatan
Honorarium tim pelaksana kegiatan1 Bjj x 4.000.000,00 = 4.000.000,00
Honorarium tim teknis1 Bjj x 4.000.000,00 = 4.000.000,00
Belanja ATK1 Ls x 260.000,00 = 260.000,00
Belanja Perangko, Materai dan Benda Pos lainnya1 Ls x 200.000,00 = 200.000,00
Belanja Pengadaan Patok/Pilar1 Ls x 150.000,00 = 150.000,00
Belanja Cetak
Belanja Cetak bangko1 Ls x 200.000,00 = 200.000,00
Belanja Penggandaan/Fotocopy1 Ls x 200.000,00 = 200.000,00
Belanja Makan Munum Pelaksanaan1 Ls x 530.000,00 = 530.000,00
Belanja Studi Kelayakan1 Ls x 7.500.000,00 = 7.500.000,00
Belanja modal pengadaan tanah untuk Perluasan Pasar Celep
Belanja Pelepasan tanah1 Ls x 460.000,00 = 460.000,00
Belanja ganti rugi tanah warga1 Ls x 46.000.000,00 = 46.000.000,0
0Belanja tim penaksir harga/appraisal1 Ls x 10.000.000,00 = 10.000.000,00
Belanja ukur dan sertifikat tanah1 Ls x 1.500.000,00 = 1.500.000,00"
1.09 . 1.20.26 . 16.12 ,Pengadaan Tanah dari Tanah Kas Desa ,4500000000,4555937500,55937500,1.24,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.09 . 1.20.26 . 16.12 . 5.2.3 ,Belanja Modal ,4500000000,4555937500,55937500,1.24,
1.09 . 1.20.26 . 16.12 . 5.2.3.01 ,Belanja Modal Pengadaan Tanah ,4500000000,4555937500,55937500,1.24,
1.09 . 1.20.26 . 16.12 . 5.2.3.01.33 ,Belanja Modal Pengadaan Tanah untuk Pasar ,4500000000,4555937500,55937500,1.24,"Honorarium tim pelaksana kegiatan
Honor tim perencanaan Pasar Niten1 Bjj x 11.475.000^00 = 11.475.000^00
Honor tim perencanaan Pasar Sorobayan1 Bjj x 10.000.000^00 = 10.000.000^00
Honor tim perencanaan Pasar Ngipik1 Bjj x 10.000.000^00 = 10.000.000^00
Honor tim persiapan Pasar Niten0 Bjj x 15.000.000^00 = 0^00
Honor tim persiapan Pasar Sorobayan0 Bjj x 10.000.000^00 = 0^00
Honor tim persiapan Pasar Ngipik0 Bjj x 10.000.000^00 = 0^00
Honor tim pelaksana Pasar Niten0 Bjj x 15.000.000^00 = 0^00
Honor tim pelaksana Pasar Sorobayan0 Bjj x 15.000.000^00 = 0^00
Honor tim pelaksana Pasar Ngipik0 Bjj x 15.000.000^00 = 0^00
Honor Panitia Pengadaan Apraisal tanah  Pasar Niten1 bjj x 1.175.000^00 = 1.175.000^00
Honor Panitia Pengadaan Apraisal tanah  Pasar Sorobayan1 bjj x 1.175.000^00 = 1.175.000^00
Honor Panitia Pengadaan Apraisal tanah  Pasar Ngipik1 bjj x 1.175.000^00 = 1.175.000^00
Honor Panitia Pengadaan Apraisal tanah  pengganti TKD yang digunakan Pasar Niten1 Ls x 1.175.000^00 = 1.175.000^00
Honor Panitia Pengadaan Apraisal tanah  pengganti TKD yang digunakan Pasar Sorobayan1 Ls x 1.175.000^00 = 1.175.000^00
Honor Panitia Pengadaan Apraisal tanah  pengganti TKD yang digunakan Pasar Ngipik1 Ls x 1.175.000^00 = 1.175.000^00
Honor tim teknis operasional pasar Niten1 bjj x 15.000.000^00 = 15.000.000^00
Honor tim teknis operasional pasar Sorobayan1 bjj x 15.000.000^00 = 15.000.000^00
Honor tim teknis operasional pasar  Ngipik1 bjj x 15.000.000^00 = 15.000.000^00
Belanja Alat Tulis KantorBelanja ATK Pasar Niten1 Ls x 325.000^00 = 325.000^00
Belanja ATK Pasar Sorobayan1 Ls x 300.000^00 = 300.000^00
Belanja ATK Pasar Ngipik1 Ls x 262.600^00 = 262.600^00
Belanja Perangko^ Materai dan Benda Pos Lainnya
Belanja perangko^ materai dll untuk Pasar Niten1 Ls x 300.000^00 = 300.000^00
Belanja perangko^ materai dll untuk Pasar Sorobayan1 Ls x 275.000^00 = 275.000^00
Belanja perangko^ materai dll untuk Pasar Ngipik1 Ls x 225.000^00 = 225.000^00
Belanja Pengadaan Pilar/Patok
Belanja pilar/patok tanah untuk pasar Niten1 Ls x 150.000^00 = 150.000^00
Belanja pilar/patok tanah untuk pasar Sorobayan1 Ls x 150.000^00 = 150.000^00
Belanja pilar/patok tanah untuk pasar Ngipik1 Ls x 150.000^00 = 150.000^00
Belanja Cetak
Belanja Cetak (Blangko dan Kelengkapannya) untuk pasar Niten16 Buah x 35.000^00 = 560.000^00
Belanja Cetak (Blangko dan Kelengkapannya) untuk pasar Sorobayan15 Buah x 35.000^00 = 525.000^00
Belanja Cetak (Blangko dan Kelengkapannya) untuk pasar Ngipik15 Buah x 35.000^00 = 525.000^00
Belanja Penggandaan/Foto Copy
Belanja penggandaan/foto copy Pasar Niten1 Ls x 900.000^00 = 900.000^00
Belanja penggandaan/foto copy Pasar Sorobayan1 Ls x 700.000^00 = 700.000^00
Belanja penggandaan/foto copy Pasar Ngipik1 Ls x 400.000^00 = 400.000^00
Belanja Konsultasi Publik Media Massa
Belanja konsultasi publik media massa untuk Pasar Niten1 Ls x 1.000.000^00 = 1.000.000^00
Belanja konsultasi publik media massa untuk Pasar Sorobayan1 Ls x 800.000^00 = 800.000^00
Belanja konsultasi publik media massa untuk Pasar Ngipik1 Ls x 700.000^00 = 700.000^00
Belanja Makan Minum Pelaksanaan Kegiatan
Snak dan minum rapat untuk pasar Niten100 Om x 7.500^00 = 750.000^00
Snak dan minum rapat untuk pasar Sorobayan75 Om x 7.500^00 = 562.500^00
Snak dan minum rapat untuk pasar Ngipik75 Om x 7.500^00 = 562.500^00
Makan dan minum rapat untuk pasar Niten80 Om x 17.500^00 = 1.400.000^00
Makan dan minum rapat untuk pasar Sorobayan90 Om x 17.500^00 = 1.575.000^00
Makan dan minum rapat untuk pasar Ngipik65 Om x 17.500^00 = 1.137.500^00
Sosialisasi^ musyawarah^ pembayaran ganti rugi untuk pasar Niten150 Om x 25.000^00 = 3.750.000^00
Sosialisasi^ musyawarah^ pembayaran ganti rugi untuk pasar Sorobayan150 Om x 25.000^00 = 3.750.000^00
Sosialisasi^ musyawarah^ pembayaran ganti rugi untuk pasar Ngipik150 Om x 25.000^00 = 3.750.000^00
Tim^ Inventarisasi^ Pasang patok^ Ukur untuk pasar Niten124 Om x 20.000^00 = 2.480.000^00
Tim^ Inventarisasi^ Pasang patok^ Ukur untuk pasar Sorobayan75 Om x 20.000^00 = 1.500.000^00
Tim^ Inventarisasi^ Pasang patok^ Ukur untuk pasar Ngipik75 Om x 20.000^00 = 1.500.000^00
Belanja Perjalanan Dinas di Kota/Kabupaten Dalam Propinsi untuk pasar Niten
Gol IV7 Oj x 70.000^00 = 490.000^00
Gol III45 Oj x 60.000^00 = 2.700.000^00
Gol II5 Oj x 50.000^00 = 250.000^00
Belanja Perjalanan Dinas di Kota/Kabupaten Dalam Propinsi untuk pasar Sorobayan
Gol IV7 Oj x 70.000^00 = 490.000^00
Gol III30 Oj x 60.000^00 = 1.800.000^00
Gol II5 Oj x 50.000^00 = 250.000^00
Belanja Perjalanan Dinas di Kota/Kabupaten Dalam Propinsi untuk pasar Ngipik
Gol IV7 Oj x 70.000^00 = 490.000^00
Gol III30 Oj x 60.000^00 = 1.800.000^00
Gol II5 Oj x 50.000^00 = 250.000^00
Belanja Perjalanan Dinas di Kabupaten Bantul untuk pasar Niten
Gol IV6 Oj x 50.000^00 = 300.000^00
Gol III60 Oj x 40.000^00 = 2.400.000^00
Gol II10 Oj x 30.000^00 = 300.000^00
Belanja Perjalanan Dinas di Kabupaten Bantul untuk pasar Sorobayan
Gol IV6 Oj x 50.000^00 = 300.000^00
Gol III45 Oj x 40.000^00 = 1.800.000^00
Gol II10 Oj x 30.000^00 = 300.000^00
Belanja Perjalanan Dinas di Kabupaten Bantul untuk pasar Ngipik
Gol IV6 Oj x 50.000^00 = 300.000^00
Gol III45 Oj x 40.000^00 = 1.800.000^00
Gol II10 Oj x 30.000^00 = 300.000^00
Uang Lembur petugas PNS
Gol I^ II^ III^ dan IV1 Ls x 3.100.000^00 = 3.100.000^00
Gol IIMakan minum Lembur350 Oh x 10.000^00 = 3.500.000^00
Belanja Jasa Studi KelayakanBelanja jasa studi kelayakan untuk pasar Niten1 Ls x 15.000.000^00 = 15.000.000^00
Belanja jasa studi kelayakan untuk pasar Sorobayan1 Ls x 15.000.000^00 = 15.000.000^00
Belanja jasa studi kelayakan untuk pasar Ngipik1 Ls x 15.000.000^00 = 15.000.000^00
Belanja Modal Pengadaan Tanah Untuk Pasar Niten
Belanja pelepasan tanah 4%1 Ls x 87.860.000^00 = 87.860.000^00
Belanja ukur dan sertifikasi8 Bdg x 600.000^00 = 4.800.000^00
Belanja PTP dalam rangka penerbitan penetapan lokasi0 Ls x 4.000.000^00 = 0^00
Belanja tim penaksir harga/appraisal1 Bjj x 25.000.000^00 = 25.000.000^00
Belanja sertifiasi tanah Kas Desa pengganti8 Bdg x 600.000^00 = 4.800.000^00
Belanja ganti rugi tanah Kas Desa1 Ls x 2.196.500.000^00 = 2.196.500.000^00
Belanja tim penaksir harga/appraisal pengganti1 bjj x 25.000.000^00 = 25.000.000^00
Belanja Modal Pengadaan Tanah Untuk Pasar Sorobayan
Belanja pelepasan tanah 4%1 Ls x 33.068.000^00 = 33.068.000^00
Belanja ukur dan sertifikasi8 Bdg x 600.000^00 = 4.800.000^00
Belanja PTP dalam rangka penerbitan penetapan lokasi0 Ls x 2.000.000^00 = 0^00
Belanja tim penaksir harga/appraisal1 Bjj x 25.000.000^00 = 25.000.000^00
Belanja sertifiasi tanah Kas Desa pengganti8 Bdg x 600.000^00 = 4.800.000^00
Belanja ganti rugi tanah Kas Desa1 Ls x 826.700.000^00 = 826.700.000^00
Belanja tim penaksir harga/appraisal pppengganti1 bjj x 25.000.000^00 = 25.000.000^00
Belanja Modal Pengadaan Tanah Untuk Pasar Ngipik
Belanja pelepasan tanah 4%1 Ls x 41.176.900^00 = 41.176.900^00
Belanja ukur dan sertifikasi8 Bdg x 600.000^00 = 4.800.000^00
Belanja PTP dalam rangka penerbitan penetapan lokasi0 Ls x 2.000.000^00 = 0^00
Belanja tim penaksir harga/appraisal1 Bjj x 15.000.000^00 = 15.000.000^00
Belanja sertifiasi tanah Kas Desa pengganti8 Bdg x 600.000^00 = 4.800.000^00
Belanja ganti rugi tanah Kas Desa1 Ls x 1.029.422.500^00 = 1.029.422.500^00
Belanja tim penaksir harga/appraisal pengganti1 bjj x 15.000.000^00 = 15.000.000^00
Belanja Jasa Appraisal tanah pengganti tanah yang digunakan pasar
Belanja Jasa Appraisal tanah pengganti tanah kas desa yang digunakan pasar Niten^ Sorobayan^ dan Ngipik0 Ls x 65.000.000^00 = 0^00"
