Judul,Penjabaran Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.03 . 1.03.01 . 02.22 . 5.2.1.02 ,Honorarium Non PNS ,75000000,0,-75000000,-100,
1.03 . 1.03.01 . 02.22 . 5.2.1.02.03 ,,75000000,0,-75000000,-100,honorarium harian (pemel. lap paseban^ trotoar^ jl. jendral soedirman^ lap. trirenggo dan kantor dpu) honorarium harian (pemel^lap  paseban^ trotoar^ jl jendral soedirman^ lap trirenggo^ dan kantor dpu bantul)1 ls x 0^00 = 0^00
1.03 . 1.03.01 . 02.22 . 5.2.2 ,Belanja Barang dan Jasa ,125000000,294500000,169500000,135.6,
1.03 . 1.03.01 . 02.22 . 5.2.2.02 ,Belanja Bahan/Material ,80000000,186425000,106425000,133.03,
1.03 . 1.03.01 . 02.22 . 5.2.2.02.01 ,Belanja Bahan Baku untuk Bangunan / Kegiatan Pelayanan / Kegiatan Operasi,80000000,186425000,106425000,133.03,belanja bahan baku bangunan (pemel. lap paseban^ jl. jendral soedirman^ lap trirenggo dan kantor dpu) belanja bahan baku bangunan (pemel^ lap paseban^ jl. jendral soedirman^ lap trirenggo^ dan kantor dpu)1 ls x 186.425.000^00 = 186.425.000^00
1.03 . 1.03.01 . 02.22 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,45000000,108075000,63075000,140.17,
1.03 . 1.03.01 . 02.22 . 5.2.2.34.06 ,Honorarium Tenaga Harian Lepas ,45000000,108075000,63075000,140.17,Honorarium Tenaga Harian Lepas Tenaga Harian Lepas1 ls x 108.075.000^00 = 108.075.000^00
1.03 . 1.03.01 . 02.24 ,Pemeliharaan Rutin/Berkala Kendaraan Dinas/Operasional,1226345000,1226345000,0,0,Sumber Dana : Lokasi Kegiatan : Srandakan
1.03 . 1.03.01 . 02.24 . 5.2.2 ,Belanja Barang dan Jasa ,1226345000,1226345000,0,0,
1.03 . 1.03.01 . 02.24 . 5.2.2.05 ,Belanja Perawatan Kendaraan Bermotor ,1226345000,1226345000,0,0,
1.03 . 1.03.01 . 02.24 . 5.2.2.05.01 ,Belanja Jasa Service ,23000000,23000000,0,0,Belanja Jasa Service Biaya Service UPT KP31 ls x 15.000.000^00 = 15.000.000^00 Biaya Service Rutin roda empat10 unit x 500.000^00 = 5.000.000^00 Biaya Service Rutin roda dua30 unit x 100.000^00 = 3.000.000^00
1.03 . 1.03.01 . 02.24 . 5.2.2.05.02 ,Belanja Penggantian Suku Cadang ,442475000,442475000,0,0,Belanja Penggantian Suku Cadang Belanja pengggantian suku cadang UPTD KP3 Air Accu173 botol x 5.000^00 = 865.000^00 Belanja pengggantian suku cadang UPTD KP3 Accu Zuur0 btl x 10.000^00 = 0^00 Belanja pengggantian suku cadang UPTD KP3 Accu 120 A16 buah x 1.350.000^00 = 21.600.000^00 Belanja pengggantian suku cadang UPTD KP3 Ban Truk100 buah x 1.400.000^00 = 140.000.000^00 Belanja pengggantian suku cadang UPTD KP3 Suku cadang truk1 ls x 125.000.000^00 = 125.000.000^00 Belanja pengggantian suku cadang UPTD KP3 KIR22 ls x 60.000^00 = 1.320.000^00 Belanja pengggantian suku cadang UPTD KP3 Perpanjangan STNK22 ls x 600.000^00 = 13.200.000^00 Belanja pengggantian suku cadang UPTD KP3 Ban roda dua4 buah x 575.000^00 = 2.300.000^00 Belanja penggnatian suku cadang rutin roda empat10 unit x 5.000.000^00 = 50.000.000^00 Belanja penggnatian suku cadang rutin roda dua30 unit x 1.000.000^00 = 30.000.000^00 Belanja penggnatian suku cadang rutin Alat Berat (bego)1 unit x 50.000.000^00 = 50.000.000^00 Accu 70 A10 bh x 785.000^00 = 7.850.000^00 Accu Motor2 bh x 170.000^00 = 340.000^00
1.03 . 1.03.01 . 02.24 . 5.2.2.05.03 ,Belanja Bahan Bakar Minyak/Gas Dan Pelumas ,760870000,760870000,0,0,Belanja Bahan Bakar Minyak/Gas dan pelumas Belanja Bahan Bakar Minyak/Bensin dan oli Sekretariat1 ls x 193.955.000^00 = 193.955.000^00 Belanja Bahan Bakar Minyak/Bensin UPT KP31 ls x 17.600.000^00 = 17.600.000^00 Belanja BBM/Solar UPTD KP31 ls x 473.000.000^00 = 473.000.000^00 Belanja Perawatan Kendaraan Bermotor UPT KP3 Oli Mesin1^418 liter x 25.000^00 = 35.450.000^00 Belanja Perawatan Kendaraan Bermotor UPT KP3 Oli Hidrolik571 liter x 30.000^00 = 17.130.000^00 Belanja Perawatan Kendaraan Bermotor UPT KP3 Oli Versneling370 liter x 27.500^00 = 10.175.000^00 Belanja Perawatan Kendaraan Bermotor UPT KP3 Oli Gardan307 liter x 25.000^00 = 7.675.000^00 Belanja Perawatan Kendaraan Bermotor UPT KP3 Vaselin169 kg x 20.000^00 = 3.380.000^00 Belanja Perawatan Kendaraan Bermotor UPT KP3 minyak rem167 liter x 15.000^00 = 2.505.000^00 Belanja Perawatan Kendaraan Bermotor UPT KP3 Oli final drive0 ltr x 15.000^00 = 0^00
1.03 . 1.03.01 . 02.30 ,Pemeliharaan Rutin/Berkala Peralatan dan Perlengkapan Kantor,203500000,203500000,0,0,Sumber Dana : Lokasi Kegiatan : Bantul
1.03 . 1.03.01 . 02.30 . 5.2.2 ,Belanja Barang dan Jasa ,203500000,203500000,0,0,
1.03 . 1.03.01 . 02.30 . 5.2.2.05 ,Belanja Perawatan Kendaraan Bermotor ,23000000,23000000,0,0,
1.03 . 1.03.01 . 02.30 . 5.2.2.05.01 ,Belanja Jasa Service ,23000000,23000000,0,0,Belanja Jasa Sevis Komputer18 bh x 1.000.000^00 = 18.000.000^00 Mesin Ketik^ Meja Kursi^ dan lain-lain1 ls x 5.000.000^00 = 5.000.000^00
1.03 . 1.03.01 . 02.30 . 5.2.2.20 ,Belanja Pemeliharaan ,180500000,180500000,0,0,
1.03 . 1.03.01 . 02.30 . 5.2.2.20.13 ,Belanja pemeliharaan alat-alat berat ,180500000,180500000,0,0,Belanja PemeliharaanJasa Servis Alat Berat12 unit x 2.500.000^00 = 30.000.000^00 Belanja Pemeliharaan alat-alat Berat1 ls x 150.500.000^00 = 150.500.000^00
1.03 . 1.03.01 . 02.34 ,Pengadaan Peralatan dan Perlengkapan Kantor ,67000000,128200000,61200000,91.34,Sumber Dana : 
1.03 . 1.03.01 . 02.34 . 5.2.3 ,Belanja Modal ,67000000,128200000,61200000,91.34,
1.03 . 1.03.01 . 02.34 . 5.2.3.11 ,Belanja Modal Pengadaan Perlengkapan Kantor ,15000000,15000000,0,0,
1.03 . 1.03.01 . 02.34 . 5.2.3.11.11 ,Belanja modal pengadaan sound system ,15000000,15000000,0,0,Pengadaan Sound System Penggandaan Sound System1 unit x 15.000.000^00 = 15.000.000^00
1.03 . 1.03.01 . 02.34 . 5.2.3.12 ,Belanja Modal Pengadaan Komputer ,52000000,52000000,0,0,
1.03 . 1.03.01 . 02.34 . 5.2.3.12.02 ,Belanja Modal Pengadaan Komputer/PC ,24000000,24000000,0,0,Pengadaan Komputer PC4 unit x 6.000.000^00 = 24.000.000^00
1.03 . 1.03.01 . 02.34 . 5.2.3.12.03 ,Belanja Modal Pengadaan Komputer Note Book ,28000000,28000000,0,0,Belanja Modal Pengadaan Komputer Notebook Pengadaan Komputer Notebook4 unit x 7.000.000^00 = 28.000.000^00
1.03 . 1.03.01 . 02.34 . 5.2.3.16 ,Belanja Modal Pengadaan Alat-Alat Studio ,0,7500000,7500000,0,
1.03 . 1.03.01 . 02.34 . 5.2.3.16.01 ,Belanja Modal Pengadaan Kamera ,0,7500000,7500000,0,Belanja Kamera Digital5 unit x 1.500.000^00 = 7.500.000^00
1.03 . 1.03.01 . 02.34 . 5.2.3.18 ,Belanja Modal Pengadaan Alat-Alat Ukur ,0,53700000,53700000,0,
1.03 . 1.03.01 . 02.34 . 5.2.3.18.18 ,Belanja modal pengadaan laser distometer ,0,2500000,2500000,0,Belanja Laser Distometer1 unit x 2.500.000^00 = 2.500.000^00
1.03 . 1.03.01 . 02.34 . 5.2.3.18.27 ,Belanja modal pengadaan alat ukur meteran ,0,1200000,1200000,0,Belanja skatmatt4 unit x 300.000^00 = 1.200.000^00
1.03 . 1.03.01 . 02.34 . 5.2.3.18.29 ,Belanja Modal Pengadaan Hammertest ,0,50000000,50000000,0,Belanja Hammertest2 unit x 25.000.000^00 = 50.000.000^00
1.03 . 1.03.01 . 03 ,Program Peningkatan Disiplin Aparatur ,33060000,33060000,0,0,
1.03 . 1.03.01 . 03.03 ,Pengadaan Pakaian Kerja Lapangan ,33060000,33060000,0,0,Sumber Dana : Lokasi Kegiatan : Dinas Pekerjaan Umum Kabupaten Bantul
1.03 . 1.03.01 . 03.03 . 5.2.2 ,Belanja Barang dan Jasa ,33060000,33060000,0,0,
1.03 . 1.03.01 . 03.03 . 5.2.2.13 ,Belanja Pakaian Kerja ,33060000,33060000,0,0,
1.03 . 1.03.01 . 03.03 . 5.2.2.13.01 ,Belanja Pakaian Kerja Lapangan ,33060000,33060000,0,0,Belanja Pakaian Kerja Lapangan Pakaian Kerja UPT KP3114 paket x 125.000^00 = 14.250.000^00 Sepatu^ Masker^ dan Sarung tangan114 paket x 165.000^00 = 18.810.000^00Jas Hujan pekerja sampah0 paket x 40.000^00 = 0^00
1.03 . 1.03.01 . 05 ,Program Peningkatan Kapasitas Sumber Daya Aparatur,50000000,50000000,0,0,
1.03 . 1.03.01 . 05.05 ,Pendidikan dan Pelatihan Teknis ,50000000,50000000,0,0,Sumber Dana : Lokasi Kegiatan : Dinas Pekerjaan Umum Kabupaten Bantul
1.03 . 1.03.01 . 05.05 . 5.2.1 ,Belanja Pegawai ,10000000,10000000,0,0,
1.03 . 1.03.01 . 05.05 . 5.2.1.01 ,Honorarium PNS ,10000000,10000000,0,0,
1.03 . 1.03.01 . 05.05 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,10000000,10000000,0,0,Honorarium Panitia Pelaksana Kegiatan Honorarium Kegiatan1 tim x 8.500.000^00 = 8.500.000^001 tim x 1.500.000^00 = 1.500.000^00
1.03 . 1.03.01 . 05.05 . 5.2.2 ,Belanja Barang dan Jasa ,40000000,40000000,0,0,
1.03 . 1.03.01 . 05.05 . 5.2.2.03 ,Belanja Jasa Kantor ,490,490,0,0,
1.03 . 1.03.01 . 05.05 . 5.2.2.03.13 ,Belanja Dokumentasi ,490,490,0,0,Belanja Dokumentasi1 ls x 490.000^00 = 490.000^00
1.03 . 1.03.01 . 05.05 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,9510000,9510000,0,0,
1.03 . 1.03.01 . 05.05 . 5.2.2.07.03 ,Belanja Sewa Ruang Rapat/Pertemuan ,9510000,9510000,0,0,Belanja \sewa Rumah/Gedung/Gudang/Parkir/Tanah Belanja Sewa Ruang Rapat/Pertemuan1 ls x 9.510.000^00 = 9.510.000^00
1.03 . 1.03.01 . 05.05 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,11000000,11000000,0,0,
1.03 . 1.03.01 . 05.05 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,11000000,11000000,0,0,Belanja Makan dan Minum Belanja Makan400 om x 17.500^00 = 7.000.000^00 Belanja Snack400 os x 10.000^00 = 4.000.000^00
1.03 . 1.03.01 . 05.05 . 5.2.2.17 ,"Belanja Kursus, Pelatihan, Sosialisasi Dan Bimbingan Teknis PNS",10000000,10000000,0,0,
1.03 . 1.03.01 . 05.05 . 5.2.2.17.01 ,Belanja Kursus-Kursus Singkat/Pelatihan ,10000000,10000000,0,0,Belanja Kursus^ Pelatihan^ Sosialisasi^ dan Bimbingan Teknis PNS Belanja Kursus-kursus Singkat dan Pelatihan1 ls x 10.000.000^00 = 10.000.000^00
1.03 . 1.03.01 . 05.05 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,9000000,9000000,0,0,
1.03 . 1.03.01 . 05.05 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,9000000,9000000,0,0,Honorarium Narasumber/Moderator3 ok x 3.000.000^00 = 9.000.000^00
1.01 . 1.03.01 . 15 ,Program Pendidikan Anak Usia Dini ,225000000,225000000,0,0,
1.01 . 1.03.01 . 15.01 ,Pembangunan Gedung Sekolah ,225000000,225000000,0,0,Sumber Dana : Dana Alokasi Umum (D A U) Lokasi Kegiatan : Kabupaten Bantul
1.01 . 1.03.01 . 15.01 . 5.2.3 ,Belanja Modal ,225000000,225000000,0,0,
1.01 . 1.03.01 . 15.01 . 5.2.3.26 ,Belanja Modal Pengadaan Konstruksi/Pembelian Bangunan,225000000,225000000,0,0,
1.01 . 1.03.01 . 15.01 . 5.2.3.26.16 ,Belanja Modal Pengadaan Konstruksi/Pembelian Gedung Pendidikan,225000000,225000000,0,0,Pembangunan Gedung TKPembangunan TKIT Insan Mulia1 unit x 100.000.000^00 = 100.000.000^00 Pembangunan PAUD TK SPS Sedap Malam Srontakan1 unit x 125.000.000^00 = 125.000.000^00
1.08 . 1.03.01 . 15 ,Program Pengembangan Kinerja Pengelolaan Persampahan,3753025000,4256962000,503937000,13.43,
1.08 . 1.03.01 . 15.02 ,Penyediaan Prasarana dan Sarana Pengelolaaan Persampahan,87000000,87000000,0,0,Sumber Dana : Lokasi Kegiatan : Bantul
1.08 . 1.03.01 . 15.02 . 5.2.3 ,Belanja Modal ,87000000,87000000,0,0,
1.08 . 1.03.01 . 15.02 . 5.2.3.02 ,Belanja Modal Pengadaan Alat-Alat Berat ,75000000,75000000,0,0,
1.08 . 1.03.01 . 15.02 . 5.2.3.02.16 ,Belanja modal pengadaan Kontainer ,75000000,75000000,0,0,Belanja Modal Pengadaan Alat-alat Berat Pengadaan Kontainer3 bh x 25.000.000^00 = 75.000.000^00
1.08 . 1.03.01 . 15.02 . 5.2.3.08 ,Belanja Modal Pengadaan Bengkel/Alat-alat Bengkel ,5000000,5000000,0,0,
1.08 . 1.03.01 . 15.02 . 5.2.3.08.08 ,Belanja modal pengadaan mesin potong ,5000000,5000000,0,0,Pengadaan Mesin PotongPengadaan Mesin Potong Dorong1 bh x 5.000.000^00 = 5.000.000^00
1.08 . 1.03.01 . 15.02 . 5.2.3.12 ,Belanja Modal Pengadaan Komputer ,7000000,7000000,0,0,
1.08 . 1.03.01 . 15.02 . 5.2.3.12.03 ,Belanja Modal Pengadaan Komputer Note Book ,5250000,5250000,0,0,Belanja Modal Pengadaan Komputer Pengadaan Komputer Laptop1 bh x 5.250.000^00 = 5.250.000^00
1.08 . 1.03.01 . 15.02 . 5.2.3.12.04 ,Belanja Modal Pengadaan Printer ,1750000,1750000,0,0,Belanja Modal Pengadaan Printer Pengadaan Printer Laser Jet1 bh x 1.750.000^00 = 1.750.000^00
1.08 . 1.03.01 . 15.04 ,Peningkatan Operasi dan Pemeliharaan Prasarana dan Sarana Persampahan,666025000,731025000,65000000,9.76,Sumber Dana : Lokasi Kegiatan : Dinas Pekerjaan Umum Kabupaten Bantul
1.08 . 1.03.01 . 15.04 . 5.2.1 ,Belanja Pegawai ,562103000,627103000,65000000,11.56,
1.08 . 1.03.01 . 15.04 . 5.2.1.02 ,Honorarium Non PNS ,540203000,605203000,65000000,12.03,
1.08 . 1.03.01 . 15.04 . 5.2.1.02.02 ,Honorarium Pegawai Honorer/Tidak Tetap ,540203000,605203000,65000000,12.03,Honorarium Pegawai honorer/ tidak tetapSopir Sampah24 orang/bln x 1.200.000^00 = 28.800.000^00 Pekerja Sampah312 orang/bln x 1.125.500^00 = 351.156.000^00 Honorarium HarianHonorarium Harian (Penyuluhan^ Honor Sampah RT^ dll)1 ls x 225.247.000^00 = 225.247.000^00
1.08 . 1.03.01 . 15.04 . 5.2.1.03 ,Uang Lembur ,21900000,21900000,0,0,
1.08 . 1.03.01 . 15.04 . 5.2.1.03.01 ,Uang Lembur PNS ,21900000,21900000,0,0,Uang Lembur PNS Golongan III100 ol x 15.000^00 = 1.500.000^00 Golongan II1^200 ol x 10.000^00 = 12.000.000^00 Golongan I1^200 ol x 7.000^00 = 8.400.000^00
1.08 . 1.03.01 . 15.04 . 5.2.2 ,Belanja Barang dan Jasa ,103922000,103922000,0,0,
1.08 . 1.03.01 . 15.04 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,24250000,24250000,0,0,
1.08 . 1.03.01 . 15.04 . 5.2.2.01.05 ,Belanja Peralatan Kebersihan Dan Bahan Pembersih,24250000,24250000,0,0,Belanja Peralatan Kebersihan dan Bahan Pembersih Keranjang1^300 bh x 12.500^00 = 16.250.000^00 Tomblok150 bh x 15.000^00 = 2.250.000^00 Sapu Lidi400 bh x 5.000^00 = 2.000.000^00 Garuk70 bh x 25.000^00 = 1.750.000^00 Bin Container20 bh x 100.000^00 = 2.000.000^00
1.08 . 1.03.01 . 15.04 . 5.2.2.04 ,Belanja Premi Asuransi ,4200000,4200000,0,0,
1.08 . 1.03.01 . 15.04 . 5.2.2.04.01 ,Belanja Premi Asuransi Kesehatan ,4200000,4200000,0,0,Belanja Premi Asuransi Kesehatan Belanja Premi Asuransi28 or x 150.000^00 = 4.200.000^00
1.08 . 1.03.01 . 15.04 . 5.2.2.20 ,Belanja Pemeliharaan ,75472000,75472000,0,0,
1.08 . 1.03.01 . 15.04 . 5.2.2.20.15 ,Belanja pemeliharaan alat alat bengkel tidak bermesin,75472000,75472000,0,0,Belanja Pemeliharaan alat-alat BengkelPlat Besi/ Eccer102 lbr x 500.000^00 = 51.000.000^00 Cat Besi52 kg x 75.000^00 = 3.900.000^00 Minyak Cat52 ltr x 20.000^00 = 1.040.000^00 Roll Container0 bh x 200.000^00 = 0^00 Perangkaian/ Pengelasan dan Pengecatan 10 unit1 ls x 19.532.000^00 = 19.532.000^00
1.08 . 1.03.01 . 15.09 ,Kerjasama Pengelolaan Sampah Antar Daerah ,3000000000,3438937000,438937000,14.63,Sumber Dana :  Lokasi Kegiatan : Piyungan
1.08 . 1.03.01 . 15.09 . 5.2.1 ,Belanja Pegawai ,488776000,676156000,187380000,38.34,
1.08 . 1.03.01 . 15.09 . 5.2.1.01 ,Honorarium PNS ,87150000,149400000,62250000,71.43,
1.08 . 1.03.01 . 15.09 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,87150000,149400000,62250000,71.43,"Honorarium Pelaksana Kegiatan
Kepala Unit12 orang/bulan x 550.000^00 = 6.600.000^00
Kepala Administrasi Umum12 orang/bulan x 450.000^00 = 5.400.000^00
Kepala Seksi Alat/Pemeliharaan12 orang/bulan x 450.000^00 = 5.400.000^00
Petugas Operasi24 orang/bulan x 400.000^00 = 9.600.000^00
Kepala Seksi Operasi12 orang/bulan x 450.000^00 = 5.400.000^00
Kepala Seksi Perencanaan12 orang/bulan x 450.000^00 = 5.400.000^00
Tim Pengawas132 orang/bulan x 300.000^00 = 39.600.000^00Tim Teknis240 orang/bulan x 300.000^00 = 72.000.000^00"
1.08 . 1.03.01 . 15.09 . 5.2.1.02 ,Honorarium Non PNS ,393720000,518160000,124440000,31.61,
1.08 . 1.03.01 . 15.09 . 5.2.1.02.02 ,Honorarium Pegawai Honorer/Tidak Tetap ,393720000,518160000,124440000,31.61,"Honorarium TPA Piyungan
Upah PHL/PTT/Pegawai Kontrak408 org/bulan x 1.220.000^00 = 497.760.000^00
Peningkatan Kerja PHL/PTT408 org/bulan x 50.000^00 = 20.400.000^00"
1.08 . 1.03.01 . 15.09 . 5.2.1.03 ,Uang Lembur ,7906000,8596000,690000,8.73,
1.08 . 1.03.01 . 15.09 . 5.2.1.03.02 ,Uang Lembur Non PNS ,7906000,8596000,690000,8.73,"Uang lembur non PNS
Upah Lembur1^228 ol x 7.000^00 = 8.596.000^00sisa1 ol x 0^00 = 0^00"
1.08 . 1.03.01 . 15.09 . 5.2.2 ,Belanja Barang dan Jasa ,2474474000,2733531000,259057000,10.47,
1.08 . 1.03.01 . 15.09 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,9600000,9600000,0,0,
1.08 . 1.03.01 . 15.09 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,4800000,4800000,0,0,Alat Tulis KantorATK12 bulan x 400.000^00 = 4.800.000^00
1.08 . 1.03.01 . 15.09 . 5.2.2.01.05 ,Belanja Peralatan Kebersihan Dan Bahan Pembersih,4800000,4800000,0,0,"Belanja Peralatan kebersihan dan bahan pembersih
Belanja peralatan kebersiahn dan bahan pembersih12 bulan x 250.000^00 = 3.000.000^00
Operasional Kompos12 bulan x 150.000^00 = 1.800.000^00"
1.08 . 1.03.01 . 15.09 . 5.2.2.01.09 ,"Belanja pembelian bendera,papan nama dll ",0,0,0,0,"Pembuatan Papan Penunjuk Zonasi
Papan Nama Petunjuk Zonasi"
1.08 . 1.03.01 . 15.09 . 5.2.2.02 ,Belanja Bahan/Material ,205670000,202087500,-3582500,-1.74,
1.08 . 1.03.01 . 15.09 . 5.2.2.02.01 ,Belanja Bahan Baku untuk Bangunan / Kegiatan Pelayanan / Kegiatan Operasi,6000000,6000000,0,0,"Belanja Bahan Baku Bangunan
Pemasangan casing pengaman pipa gas6 titik x 200.000^00 = 1.200.000^00
Pipa gas dan aksesoris12 buah x 400.000^00 = 4.800.000^00
Bis Beton Pengaman Pohon0 bh x 50.000^00 = 0^00"
1.08 . 1.03.01 . 15.09 . 5.2.2.02.02 ,Belanja Bahan/Bibit Tanaman ,0,0,0,0,"Belanja Penanaman Pohon
Penanaman Pohon (pohon 2 m)0 btg x 150.000^00 = 0^00"
1.08 . 1.03.01 . 15.09 . 5.2.2.02.05 ,Belanja Bahan Kimia ,199670000,196087500,-3582500,-1.79,"Pengendalian VektorPengendalian Lalat64 keg x 460.000^00 = 29.440.000^00
Pengeolaan Air LindiPengelolaan Air Lindi (WTP)12 bulan x 5.350.000^00 = 64.200.000^00
Pengelolaan Air Lindi (IPAL)12 bulan x 6.750.000^00 = 81.000.000^00
Pengelolaan Air Lindi (pengganti karbon dan pasir silika)1 ls x 20.097.500^00 = 20.097.500^00
Operasional Pengomposan1 ls x 1.350.000^00 = 1.350.000^00
Biaya Operasional Air Lindi (pgntr)54 botol x 0^00 = 0^00"
1.08 . 1.03.01 . 15.09 . 5.2.2.03 ,Belanja Jasa Kantor ,37650000,37650000,0,0,
1.08 . 1.03.01 . 15.09 . 5.2.2.03.01 ,Belanja Telepon ,2400000,2400000,0,0,Pembayaran rekening Telepon12 bulan x 200.000^00 = 2.400.000^00
1.08 . 1.03.01 . 15.09 . 5.2.2.03.03 ,Belanja Listrik ,18000000,18000000,0,0,Pembayaran Rekening ListrikPembayaran Listrik12 bulan x 1.500.000^00 = 18.000.000^00
1.08 . 1.03.01 . 15.09 . 5.2.2.03.23 ,Belanja Uji Kesehatan ,17250000,17250000,0,0,"Belanja Uji KesehatanUji Kesehatan PNS (pengelola)14 kl x 125.000^00 = 1.750.000^00
Uji Kesehatan non PNS (pegawai honorer)68 kl x 125.000^00 = 8.500.000^00
Uji Kesehatan Masyarakat (Bendo^ Ngablak^ Lemahabang^ Nglengkong)2 kl x 3.500.000^00 = 7.000.000^00"
1.08 . 1.03.01 . 15.09 . 5.2.2.04 ,Belanja Premi Asuransi ,5100000,3680000,-1420000,-27.84,
1.08 . 1.03.01 . 15.09 . 5.2.2.04.01 ,Belanja Premi Asuransi Kesehatan ,5100000,3680000,-1420000,-27.84,Belanja Premi Asuransi KesehatanPremi Asuransi  Kesehatan (kecelakaan)32 org x 115.000^00 = 3.680.000^00
1.08 . 1.03.01 . 15.09 . 5.2.2.05 ,Belanja Perawatan Kendaraan Bermotor ,1318301857,1328522500,10220643,0.78,
1.08 . 1.03.01 . 15.09 . 5.2.2.05.01 ,Belanja Jasa Service ,50000000,40000000,-10000000,-20,"Belanja Jasa Servis
Belanja Servis TPST1 ls x 40.000.000^00 = 40.000.000^00"
1.08 . 1.03.01 . 15.09 . 5.2.2.05.02 ,Belanja Penggantian Suku Cadang ,529439357,651232500,121793143,23,"Belanja Penggantian Suku Cadang
Alat Berat0 ls x 586.750.000^00 = 0^00
Genset0 ls x 1.500.000^00 = 0^00
Kendaraan Roda 60 ls x 18.000.000^00 = 0^00
Kendaraan Roda 20 ls x 1.600.000^00 = 0^00
Alat Kerja Harian0 ls x 6.000.000^00 = 0^00
Accu1 ls x 11.240.000^00 = 11.240.000^00
Suku Cadang1 ls x 639.992.500^00 = 639.992.500^00"
1.08 . 1.03.01 . 15.09 . 5.2.2.05.03 ,Belanja Bahan Bakar Minyak/Gas Dan Pelumas ,738862500,637290000,-101572500,-13.75,"Belanja BBMBensin1 ls x 15.600.000^00 = 15.600.000^00
Solar1 ls x 466.235.000^00 = 466.235.000^00
Solar (operasional pengomposan)1 ls x 1.980.000^00 = 1.980.000^00
Belanja BBM TPA PiyunganOli Mesin675 liter x 30.000^00 = 20.250.000^00
Oli Hidrolik2^015 liter x 35.000^00 = 70.525.000^00
Oli transmisi1^830 liter x 30.000^00 = 54.900.000^00
Oli final drive170 liter x 35.000^00 = 5.950.000^00
vaselin2 piel x 175.000^00 = 350.000^00
Water Coolant20 buah x 75.000^00 = 1.500.000^00"
1.08 . 1.03.01 . 15.09 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,3400000,3400000,0,0,
1.08 . 1.03.01 . 15.09 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,3400000,3400000,0,0,"Belanja Penggandaan
Laporan Jembatan Timbang4 kali x 500.000^00 = 2.000.000^00
Laporan Triwulan4 kali x 350.000^00 = 1.400.000^00"
1.08 . 1.03.01 . 15.09 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,19290143,20128000,837857,4.34,
1.08 . 1.03.01 . 15.09 . 5.2.2.11.01 ,Belanja Makanan dan Minuman harian pegawai ,6000000,6000000,0,0,"Belanja Makan Minum Pegawai
Belanja Makan/Minum Pegawai12 bl x 500.000^00 = 6.000.000^00"
1.08 . 1.03.01 . 15.09 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,3690000,3690000,0,0,Makanan dan Minuman Rapat246 om x 15.000^00 = 3.690.000^00
1.08 . 1.03.01 . 15.09 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,9600143,10438000,837857,8.73,"Biaya makanan dan minuman lembur
Makanan dan Minuman Lembur1^228 om x 8.500^00 = 10.438.000^00sisa1 ol x 0^00 = 0^00"
1.08 . 1.03.01 . 15.09 . 5.2.2.13 ,Belanja Pakaian Kerja ,22550000,22550000,0,0,
1.08 . 1.03.01 . 15.09 . 5.2.2.13.01 ,Belanja Pakaian Kerja Lapangan ,22550000,22550000,0,0,"Belanja Pakaian Kerja Lapangan
Pakaian Kerja Lapangan 37 Paket41 paket x 350.000^00 = 14.350.000^00
Perlengkapan Kerja41 set x 200.000^00 = 8.200.000^00"
1.08 . 1.03.01 . 15.09 . 5.2.2.15 ,Belanja Perjalanan Dinas ,101575000,101575000,0,0,
1.08 . 1.03.01 . 15.09 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,101575000,101575000,0,0,"Belanja Perjalanan Dinas Luar Daerah
Golongan IV15 oh x 1.095.000^00 = 16.425.000^00
Golongan III72 oh x 920.000^00 = 66.240.000^00
Golongan II3 oh x 770.000^00 = 2.310.000^00
sewa kendaraan4 hari x 4.150.000^00 = 16.600.000^00"
1.08 . 1.03.01 . 15.09 . 5.2.2.20 ,Belanja Pemeliharaan ,41338000,64338000,23000000,55.64,
