Judul,Penjabaran Anggaran Pendapatan dan Belanja Daerah,,,,,
1.05 . 1.06.01 . 15 . 20 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,425617000,,,,
1.05 . 1.06.01 . 15 . 20 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,2590600,,,,
1.05 . 1.06.01 . 15 . 20 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,2590600,,,,
1.05 . 1.06.01 . 15 . 20 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,2170000,,,,
1.05 . 1.06.01 . 15 . 20 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,2170000,,,,
1.05 . 1.06.01 . 15 . 20 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,8450000,,,,
1.05 . 1.06.01 . 15 . 20 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,8450000,,,,
1.05 . 1.06.01 . 15 . 20 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,44406400,,,,
1.05 . 1.06.01 . 15 . 20 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,1200000,,,,
1.05 . 1.06.01 . 15 . 20 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,43206400,,,,
1.05 . 1.06.01 . 15 . 20 . 5 . 2 . 2 . 21 ,Belanja Jasa Konsultansi ,368000000,,,,
1.05 . 1.06.01 . 15 . 20 . 5 . 2 . 2 . 21 . 02 ,Belanja Jasa Konsultansi Perencanaan ,368000000,,,,
1.06 . 1.06.01 . 16 ,Program Kerjasama Pengembangan IPTEK ,247724250,,,,
1.06 . 1.06.01 . 16 . 06 ,"Koordinasi Kegiatan KKN  Pengabdian Masyarakat dan Kerjasama Dengan Perguruan Tinggi",49625450,Sumber Dana :  Lokasi Kegiatan : kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 16 . 06 . 5 . 2 . 1 ,Belanja Pegawai ,43485000,,,,
1.06 . 1.06.01 . 16 . 06 . 5 . 2 . 1 . 01 ,Honorarium PNS ,43485000,,,,
1.06 . 1.06.01 . 16 . 06 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,43485000,,,,
1.06 . 1.06.01 . 16 . 06 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,6140450,,,,
1.06 . 1.06.01 . 16 . 06 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,715450,,,,
1.06 . 1.06.01 . 16 . 06 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,715450,,,,
1.06 . 1.06.01 . 16 . 06 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,915000,,,,
1.06 . 1.06.01 . 16 . 06 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,915000,,,,
1.06 . 1.06.01 . 16 . 06 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,1460000,,,,
1.06 . 1.06.01 . 16 . 06 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,1460000,,,,
1.06 . 1.06.01 . 16 . 06 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,3050000,,,,
1.06 . 1.06.01 . 16 . 06 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,3050000,,,,
1.06 . 1.06.01 . 16 . 08 ,Jaring Penelitian (Jarlit) Tingkat Kabupaten ,198098800,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 1 ,Belanja Pegawai ,110750000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 1 . 01 ,Honorarium PNS ,30000000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 1 . 01 . 05 ,Honorarium Penyelenggaraan Kegiatan ,30000000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,79000000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,1000000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 1 . 02 . 04 ,Honorarium Tim ,78000000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 1 . 03 ,Uang Lembur ,1750000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,1750000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,87348800,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,5464300,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,5464300,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,4762500,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,4500000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,262500,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,5580000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,1080000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,4500000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,47042000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,1300000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,45742000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,4500000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,4500000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 2 . 28 ,Belanja Hadiah atas Prestasi dan Penghargaan ,20000000,,,,
1.06 . 1.06.01 . 16 . 08 . 5 . 2 . 2 . 28 . 01 ,Belanja Hadiah Atas Prestasi ,20000000,,,,
1.05 . 1.06.01 . 17 ,Program Pengendalian Pemanfaatan Ruang ,65687000,,,,
1.05 . 1.06.01 . 17 . 06 ,Koordinasi Pemanfaatan Ruang ,65687000,Sumber Dana :  Lokasi Kegiatan : Di Lingkup Kabupaten,,,
1.05 . 1.06.01 . 17 . 06 . 5 . 2 . 1 ,Belanja Pegawai ,32970000,,,,
1.05 . 1.06.01 . 17 . 06 . 5 . 2 . 1 . 01 ,Honorarium PNS ,32970000,,,,
1.05 . 1.06.01 . 17 . 06 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,32970000,,,,
1.05 . 1.06.01 . 17 . 06 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,32717000,,,,
1.05 . 1.06.01 . 17 . 06 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,515600,,,,
1.05 . 1.06.01 . 17 . 06 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,515600,,,,
1.05 . 1.06.01 . 17 . 06 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,717000,,,,
1.05 . 1.06.01 . 17 . 06 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,717000,,,,
1.05 . 1.06.01 . 17 . 06 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,6600000,,,,
1.05 . 1.06.01 . 17 . 06 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,6600000,,,,
1.05 . 1.06.01 . 17 . 06 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,24884400,,,,
1.05 . 1.06.01 . 17 . 06 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,2100000,,,,
1.05 . 1.06.01 . 17 . 06 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,22784400,,,,
1.06 . 1.06.01 . 21 ,Program Perencanaan Pembangunan Daerah ,1322400067,,,,
1.06 . 1.06.01 . 21 . 14 ,Penyusunan Rancangan KUA dan PPAS. ,165491900,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 1 ,Belanja Pegawai ,60352000,,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 1 . 01 ,Honorarium PNS ,39840000,,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,38490000,,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 1 . 01 . 02 ,Honorarium Tim Pengadaan Barang Dan Jasa ,1350000,,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 1 . 03 ,Uang Lembur ,20512000,,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,20512000,,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,105139900,,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,3512400,,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,3512400,,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,20662500,,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,20662500,,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,20400000,,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 2 . 07 . 03 ,Belanja Sewa Ruang Rapat/Pertemuan ,20400000,,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,48065000,,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,19440000,,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,28625000,,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,12500000,,,,
1.06 . 1.06.01 . 21 . 14 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,12500000,,,,
1.06 . 1.06.01 . 21 . 27 ,"Koordinasi  Pengendalian dan Evaluasi Pelaksanaan DAK  Tugas Pembantuan dan Dana Lainnya",85022850,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 21 . 27 . 5 . 2 . 1 ,Belanja Pegawai ,42264000,,,,
1.06 . 1.06.01 . 21 . 27 . 5 . 2 . 1 . 01 ,Honorarium PNS ,37720000,,,,
1.06 . 1.06.01 . 21 . 27 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,37720000,,,,
1.06 . 1.06.01 . 21 . 27 . 5 . 2 . 1 . 03 ,Uang Lembur ,4544000,,,,
1.06 . 1.06.01 . 21 . 27 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,4544000,,,,
1.06 . 1.06.01 . 21 . 27 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,42758850,,,,
1.06 . 1.06.01 . 21 . 27 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,3412850,,,,
1.06 . 1.06.01 . 21 . 27 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,3412850,,,,
1.06 . 1.06.01 . 21 . 27 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,7340000,,,,
1.06 . 1.06.01 . 21 . 27 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,3840000,,,,
1.06 . 1.06.01 . 21 . 27 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,3500000,,,,
1.06 . 1.06.01 . 21 . 27 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,12676000,,,,
1.06 . 1.06.01 . 21 . 27 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,4896000,,,,
1.06 . 1.06.01 . 21 . 27 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,7780000,,,,
1.06 . 1.06.01 . 21 . 27 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,19330000,,,,
1.06 . 1.06.01 . 21 . 27 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,6350000,,,,
1.06 . 1.06.01 . 21 . 27 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,12980000,,,,
1.06 . 1.06.01 . 21 . 31 ,"Koordinasi  Monitoring dan Evaluasi Pembangunan Sumber Daya Air ",259312992,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 1 ,Belanja Pegawai ,41535000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 1 . 01 ,Honorarium PNS ,24735000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,21735000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 1 . 01 . 05 ,Honorarium Penyelenggaraan Kegiatan ,3000000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,16800000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,16800000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,217777992,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,8727900,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,8727900,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 02 ,Belanja Bahan/Material ,14000000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 02 . 08 ,Belanja Bahan Peralatan Diklat/Kursus ,14000000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,800000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 03 . 14 ,Belanja Dekorasi ,800000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,19385092,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,19385092,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,7000000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 07 . 02 ,Belanja Sewa Gedung/Kantor/Tempat ,7000000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 08 ,Belanja Sewa Sarana Mobilitas ,1600000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 08 . 01 ,Belanja Sewa Sarana Mobilitas Darat ,1600000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,37140000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,13780000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 11 . 04 ,"Belanja makanan dan minuman pelatihan  sosialisasi  penyuluhan ",23360000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,37025000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,1700000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,35325000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,92100000,,,,
1.06 . 1.06.01 . 21 . 31 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,92100000,,,,
1.06 . 1.06.01 . 21 . 33 ,Penyusunan Data Dasar Spasial ,14933750,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 21 . 33 . 5 . 2 . 1 ,Belanja Pegawai ,5850000,,,,
1.06 . 1.06.01 . 21 . 33 . 5 . 2 . 1 . 01 ,Honorarium PNS ,5850000,,,,
1.06 . 1.06.01 . 21 . 33 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,5850000,,,,
1.06 . 1.06.01 . 21 . 33 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,9083750,,,,
1.06 . 1.06.01 . 21 . 33 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,291000,,,,
1.06 . 1.06.01 . 21 . 33 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,291000,,,,
1.06 . 1.06.01 . 21 . 33 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,952750,,,,
1.06 . 1.06.01 . 21 . 33 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,720000,,,,
1.06 . 1.06.01 . 21 . 33 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,232750,,,,
1.06 . 1.06.01 . 21 . 33 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,2950000,,,,
1.06 . 1.06.01 . 21 . 33 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,2950000,,,,
1.06 . 1.06.01 . 21 . 33 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,4890000,,,,
1.06 . 1.06.01 . 21 . 33 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,4890000,,,,
1.06 . 1.06.01 . 21 . 38 ,Koordinasi Perumusan Kebijakan dan Sinkronisasi Pelaksanaan Upaya-Upaya Penanggulangan Kemiskinan dan penurunan Kesenjangan,59419000,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 1 ,Belanja Pegawai ,32279850,,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 1 . 01 ,Honorarium PNS ,25349850,,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,25349850,,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,6930000,,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,6930000,,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,27139150,,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,2115150,,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,2115150,,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,759000,,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 2 . 06 . 01 ,Belanja Cetak ,84000,,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,675000,,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,10500000,,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,10500000,,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,11265000,,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,1370000,,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,9895000,,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 2 . 28 ,Belanja Hadiah atas Prestasi dan Penghargaan ,2500000,,,,
1.06 . 1.06.01 . 21 . 38 . 5 . 2 . 2 . 28 . 01 ,Belanja Hadiah Atas Prestasi ,2500000,,,,
1.06 . 1.06.01 . 21 . 42 ,Koordinasi dan Sinkronisasi Upaya Pencegahan dan Pemberantasan Korupsi,24762275,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 21 . 42 . 5 . 2 . 1 ,Belanja Pegawai ,17475000,,,,
1.06 . 1.06.01 . 21 . 42 . 5 . 2 . 1 . 01 ,Honorarium PNS ,17475000,,,,
1.06 . 1.06.01 . 21 . 42 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,17475000,,,,
1.06 . 1.06.01 . 21 . 42 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,7287275,,,,
1.06 . 1.06.01 . 21 . 42 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,682675,,,,
1.06 . 1.06.01 . 21 . 42 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,682675,,,,
1.06 . 1.06.01 . 21 . 42 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,564600,,,,
1.06 . 1.06.01 . 21 . 42 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,564600,,,,
1.06 . 1.06.01 . 21 . 42 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,2100000,,,,
1.06 . 1.06.01 . 21 . 42 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,2100000,,,,
1.06 . 1.06.01 . 21 . 42 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,3940000,,,,
1.06 . 1.06.01 . 21 . 42 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,3940000,,,,
1.06 . 1.06.01 . 21 . 44 ,Penyusunan RKPD ,175682050,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 1 ,Belanja Pegawai ,47900000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 1 . 01 ,Honorarium PNS ,39660000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,39660000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 1 . 02 ,Honorarium Non PNS ,5000000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 1 . 02 . 03 ,Honorarium Harian ,5000000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 1 . 03 ,Uang Lembur ,3240000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,3240000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,127782050,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,8802050,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,8802050,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 2 . 03 ,Belanja Jasa Kantor ,600000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 2 . 03 . 14 ,Belanja Dekorasi ,600000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,37955000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 2 . 06 . 02 ,Belanja Penggandaan ,37955000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 2 . 11 ,Belanja Makanan dan  Minuman ,54635000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 2 . 11 . 01 ,Belanja Makanan Dan Minuman Harian Pegawai ,3510000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 2 . 11 . 02 ,Belanja Makanan Dan Minuman Rapat ,51125000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 2 . 15 ,Belanja Perjalanan Dinas ,21690000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 2 . 15 . 01 ,Belanja Perjalanan Dinas Dalam Daerah ,2360000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 2 . 15 . 02 ,Belanja Perjalanan Dinas Luar Daerah ,19330000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 2 . 27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,4100000,,,,
1.06 . 1.06.01 . 21 . 44 . 5 . 2 . 2 . 27 . 01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,4100000,,,,
1.06 . 1.06.01 . 21 . 45 ,Pengendalian dan Evaluasi Pelaksanaan Rencana Pembangunan Daerah,182975100,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 1 ,Belanja Pegawai ,78600000,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 1 . 01 ,Honorarium PNS ,63880000,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 1 . 01 . 01 ,Honorarium Panitia Pelaksana Kegiatan ,63880000,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 1 . 03 ,Uang Lembur ,14720000,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 1 . 03 . 01 ,Uang Lembur PNS ,14720000,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 2 ,Belanja Barang dan Jasa ,89375100,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 2 . 01 ,Belanja Bahan Pakai Habis ,6703850,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 2 . 01 . 01 ,Belanja Alat Tulis Kantor ,6703850,,,,
1.06 . 1.06.01 . 21 . 45 . 5 . 2 . 2 . 06 ,Belanja Cetak dan Penggandaan ,25801250,,,,
