Judul,Penjabaran Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.19 . 1.19.03 . 15.17 . 5.2.3.03.11 ,Belanja Modal Pengadaan Alat-Alat Angkutan Darat Bermotor Pemadam Kebakaran,941714950.00,941714950.00,0.00,0.00,"pengadaan mobil pemadam kebakaran mobil pemadam kebakaran 1 unit x 938.500.000,00 = 938.500.000,00 Honorarium Pejabat Pembuat Komitmen PPK 2 orang/bulan x 325.000,00 = 650.000,00 Honorarium Kelompok Kerja Pengadaan Barang Ketua 1 orang/paket x 500.000,00 = 500.000,00 Sekretaris 1 orang/paket x 400.000,00 = 400.000,00 anggota 1 orang/paket x 350.000,00 = 350.000,00 Honorarium Panitia/ Pemeriksa ketua 1 0rang x 350.000,00 = 350.000,00 Sekretaris 1 orang x 300.000,00 = 300.000,00 Anggota 1 orang x 250.000,00 = 250.000,00 Administrasi Pengadaan makan minum rapat 40 orang/kali x 6.000,00 = 240.000,00 kertas HVS 70gram folio 1 rim x 45.000,00 = 45.000,00 stopmap plastik folio 4 buah x 6.500,00 = 26.000,00 fotocopy 462 lembar x 225,00 = 103.950,00"
1.19 . 1.19.03 . 22 ,Program Pencegahan Dini dan Penanggulangan Korban Bencana Alam,69984990.00,103983550.00,33998560.00,48.58,
1.19 . 1.19.03 . 22.15 ,Sosialisasi dan pemantauan potensi bencana ,37275000.00,37275000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 22.15 . 5.2.1 ,Belanja Pegawai ,14190000.00,14190000.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.1.01 ,Honorarium PNS ,7940000.00,7940000.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,7940000.00,7940000.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.1.02 ,Honorarium Non PNS ,6250000.00,6250000.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.1.02.03 ,Honorarium Harian ,6250000.00,6250000.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.2 ,Belanja Barang dan Jasa ,23085000.00,23085000.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2589300.00,2589300.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2589300.00,2589300.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.2.03 ,Belanja Jasa Kantor ,400000.00,400000.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.2.03.13 ,Belanja Dokumentasi ,400000.00,400000.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,2045700.00,2045700.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.2.06.02 ,Belanja Penggandaan ,2045700.00,2045700.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,500000.00,500000.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.2.10.01 ,Belanja Sewa Meja Kursi ,500000.00,500000.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,7830000.00,7830000.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,2880000.00,2880000.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.2.11.04 ,"Belanja Makanan dan Minuman Pelatihan, Sosialisasi, Penyuluhan",4950000.00,4950000.00,0.00,0.00,Makan minum sosialisasi
1.19 . 1.19.03 . 22.15 . 5.2.2.15 ,Belanja Perjalanan Dinas ,7020000.00,7020000.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,2625000.00,2625000.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,4395000.00,4395000.00,0.00,0.00,Belanja perjalanan dinas luar daerah
1.19 . 1.19.03 . 22.15 . 5.2.2.27 ,Belanja Tenaga Ahli/Instruktur/Narasumber ,2700000.00,2700000.00,0.00,0.00,
1.19 . 1.19.03 . 22.15 . 5.2.2.27.01 ,Jasa Tenaga Ahli/Instruktur/Narasumber ,2700000.00,2700000.00,0.00,0.00,
1.19 . 1.19.03 . 22.16 ,Pengurangan Resiko Bencana Berbasis Masyarakat,14999990.00,48998550.00,33998560.00,226.66,Sumber Dana :  Lokasi Kegiatan : Lingkup Kabupaten
1.19 . 1.19.03 . 22.16 . 5.2.1 ,Belanja Pegawai ,1085000.00,1085000.00,0.00,0.00,
1.19 . 1.19.03 . 22.16 . 5.2.1.01 ,Honorarium PNS ,1085000.00,1085000.00,0.00,0.00,
1.19 . 1.19.03 . 22.16 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,1085000.00,1085000.00,0.00,0.00,
1.19 . 1.19.03 . 22.16 . 5.2.2 ,Belanja Barang dan Jasa ,13914990.00,47913550.00,33998560.00,244.33,
1.19 . 1.19.03 . 22.16 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,141940.00,140500.00,-1440.00,-1.01,
1.19 . 1.19.03 . 22.16 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,141940.00,140500.00,-1440.00,-1.01,
1.19 . 1.19.03 . 22.16 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,148050.00,148050.00,0.00,0.00,
1.19 . 1.19.03 . 22.16 . 5.2.2.06.02 ,Belanja Penggandaan ,148050.00,148050.00,0.00,0.00,
1.19 . 1.19.03 . 22.16 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,720000.00,720000.00,0.00,0.00,
1.19 . 1.19.03 . 22.16 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,720000.00,720000.00,0.00,0.00,
1.19 . 1.19.03 . 22.16 . 5.2.2.15 ,Belanja Perjalanan Dinas ,480000.00,480000.00,0.00,0.00,
1.19 . 1.19.03 . 22.16 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,480000.00,480000.00,0.00,0.00,
1.19 . 1.19.03 . 22.16 . 5.2.2.23 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat/Pihak Ketiga,12425000.00,46425000.00,34000000.00,273.64,
1.19 . 1.19.03 . 22.16 . 5.2.2.23.01 ,Belanja Barang Yang Akan Diserahkan Kepada Masyarakat,12425000.00,46425000.00,34000000.00,273.64,"Belanja Peralatan Dapur Umum Peralatan Dapur Umum 3 Paket x 4.000.000,00 = 12.000.000,00 0  x 0,00 = 0,00 Soblok Besar 3 buah x 350.000,00 = 1.050.000,00 Panci Besar 3 buah x 150.000,00 = 450.000,00 Penggorengan 3 buah x 120.000,00 = 360.000,00 Ceret 3 buah x 100.000,00 = 300.000,00 Jumbo 3 buah x 250.000,00 = 750.000,00 Piring Plastik 5 buah x 85.000,00 = 425.000,00 Gelas Plastik 5 buah x 70.000,00 = 350.000,00 Sendok Plastik 7 buah x 45.000,00 = 315.000,00 Forum Pengurangan Resiko Bencana Desa Gerbosari Kecamatan Samigaluh  Gergaji Mesin 1 unit x 5.000.000,00 = 5.000.000,00 Forum Pengurangan Resiko Bencana Desa Purwosari Kecamatan Girimulyo Gergaji Mesin 1 unit x 5.000.000,00 = 5.000.000,00 Forum Pengurangan Resiko Bencana Desa Kalirejo Kecamatan Kokap Gergaji Mesin 1 unit x 5.000.000,00 = 5.000.000,00 Forum Pengurangan Resiko Bencana Desa Hargowilis Kecamatan Kokap Gergaji Mesin 1 unit x 5.000.000,00 = 5.000.000,00 Forum Pengurangan Resiko Bencana Desa Hargowilis Kecamatan Kokap Gergaji Mesin 1 unit x 5.000.000,00 = 5.000.000,00 Forum Pengurangan Resiko Bencana Desa Banjaroya Kecamatan Kalibawang Gergaji mesin 1 unit x 5.000.000,00 = 5.000.000,00 Administrasi Pengadaan Pejabat Pengadaan 1 orang x 250.000,00 = 250.000,00 Pejabat Pemeriksa 1 orang x 175.000,00 = 175.000,00"
1.19 . 1.19.03 . 22.18 ,Pengembangan Sistem Pengurangan Resiko Bencana,17710000.00,17710000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Lingkup Kabupaten
1.19 . 1.19.03 . 22.18 . 5.2.2 ,Belanja Barang dan Jasa ,17710000.00,17710000.00,0.00,0.00,
1.19 . 1.19.03 . 22.18 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,720000.00,720000.00,0.00,0.00,
1.19 . 1.19.03 . 22.18 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,720000.00,720000.00,0.00,0.00,
1.19 . 1.19.03 . 22.18 . 5.2.2.15 ,Belanja Perjalanan Dinas ,16990000.00,16990000.00,0.00,0.00,
1.19 . 1.19.03 . 22.18 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,16990000.00,16990000.00,0.00,0.00,Belanja Perjalanan Dinas Luar Daerah
1.19 . 1.19.03 . 25 ,Program Respon Tanggap Darurat ,1177980000.00,1189155000.00,11175000.00,0.95,
1.19 . 1.19.03 . 25.02 ,Penanganan tanggap darurat bencana alam ,1008520000.00,1008520000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 25.02 . 5.2.1 ,Belanja Pegawai ,4940000.00,4940000.00,0.00,0.00,
1.19 . 1.19.03 . 25.02 . 5.2.1.01 ,Honorarium PNS ,4940000.00,4940000.00,0.00,0.00,
1.19 . 1.19.03 . 25.02 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,4940000.00,4940000.00,0.00,0.00,
1.19 . 1.19.03 . 25.02 . 5.2.2 ,Belanja Barang dan Jasa ,1003580000.00,1003580000.00,0.00,0.00,
1.19 . 1.19.03 . 25.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,337300.00,337300.00,0.00,0.00,
1.19 . 1.19.03 . 25.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,337300.00,337300.00,0.00,0.00,
1.19 . 1.19.03 . 25.02 . 5.2.2.02 ,Belanja Bahan/Material ,600000000.00,600000000.00,0.00,0.00,
1.19 . 1.19.03 . 25.02 . 5.2.2.02.01 ,Belanja Bahan Baku Bangunan ,400000000.00,400000000.00,0.00,0.00,
1.19 . 1.19.03 . 25.02 . 5.2.2.02.10 ,Belanja Bahan Makanan ,200000000.00,200000000.00,0.00,0.00,Belanja bahan makanan
1.19 . 1.19.03 . 25.02 . 5.2.2.03 ,Belanja Jasa Kantor ,288000.00,288000.00,0.00,0.00,
1.19 . 1.19.03 . 25.02 . 5.2.2.03.13 ,Belanja Dokumentasi ,288000.00,288000.00,0.00,0.00,
1.19 . 1.19.03 . 25.02 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,74700.00,74700.00,0.00,0.00,
1.19 . 1.19.03 . 25.02 . 5.2.2.06.02 ,Belanja Penggandaan ,74700.00,74700.00,0.00,0.00,
1.19 . 1.19.03 . 25.02 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1800000.00,1800000.00,0.00,0.00,
1.19 . 1.19.03 . 25.02 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1800000.00,1800000.00,0.00,0.00,
1.19 . 1.19.03 . 25.02 . 5.2.2.15 ,Belanja Perjalanan Dinas ,1080000.00,1080000.00,0.00,0.00,
1.19 . 1.19.03 . 25.02 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1080000.00,1080000.00,0.00,0.00,
1.19 . 1.19.03 . 25.02 . 5.2.2.29 ,Belanja Peralatan Tanggap Darurat ,400000000.00,400000000.00,0.00,0.00,
1.19 . 1.19.03 . 25.02 . 5.2.2.29.01 ,Belanja Peralatan Tanggap Darurat ,400000000.00,400000000.00,0.00,0.00,
1.19 . 1.19.03 . 25.03 ,Manajemen distribusi logistik dan prasarana ,8910000.00,8910000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 25.03 . 5.2.1 ,Belanja Pegawai ,835000.00,835000.00,0.00,0.00,
1.19 . 1.19.03 . 25.03 . 5.2.1.01 ,Honorarium PNS ,835000.00,835000.00,0.00,0.00,
1.19 . 1.19.03 . 25.03 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,835000.00,835000.00,0.00,0.00,
1.19 . 1.19.03 . 25.03 . 5.2.2 ,Belanja Barang dan Jasa ,8075000.00,8075000.00,0.00,0.00,
1.19 . 1.19.03 . 25.03 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,237550.00,237550.00,0.00,0.00,
1.19 . 1.19.03 . 25.03 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,237550.00,237550.00,0.00,0.00,
1.19 . 1.19.03 . 25.03 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,102450.00,102450.00,0.00,0.00,
1.19 . 1.19.03 . 25.03 . 5.2.2.06.02 ,Belanja Penggandaan ,102450.00,102450.00,0.00,0.00,
1.19 . 1.19.03 . 25.03 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,540000.00,540000.00,0.00,0.00,
1.19 . 1.19.03 . 25.03 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,540000.00,540000.00,0.00,0.00,
1.19 . 1.19.03 . 25.03 . 5.2.2.15 ,Belanja Perjalanan Dinas ,7195000.00,7195000.00,0.00,0.00,
1.19 . 1.19.03 . 25.03 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1660000.00,1660000.00,0.00,0.00,
1.19 . 1.19.03 . 25.03 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,5535000.00,5535000.00,0.00,0.00,
1.19 . 1.19.03 . 25.04 ,"Penilaian kerusakan, kerugian akibat bencana ",10440000.00,10440000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 25.04 . 5.2.1 ,Belanja Pegawai ,7340000.00,7340000.00,0.00,0.00,
1.19 . 1.19.03 . 25.04 . 5.2.1.01 ,Honorarium PNS ,7340000.00,7340000.00,0.00,0.00,
1.19 . 1.19.03 . 25.04 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,7340000.00,7340000.00,0.00,0.00,
1.19 . 1.19.03 . 25.04 . 5.2.2 ,Belanja Barang dan Jasa ,3100000.00,3100000.00,0.00,0.00,
1.19 . 1.19.03 . 25.04 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,216100.00,216100.00,0.00,0.00,
1.19 . 1.19.03 . 25.04 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,216100.00,216100.00,0.00,0.00,
1.19 . 1.19.03 . 25.04 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,33900.00,33900.00,0.00,0.00,
1.19 . 1.19.03 . 25.04 . 5.2.2.06.02 ,Belanja Penggandaan ,33900.00,33900.00,0.00,0.00,
1.19 . 1.19.03 . 25.04 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,1350000.00,1350000.00,0.00,0.00,
1.19 . 1.19.03 . 25.04 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1350000.00,1350000.00,0.00,0.00,
1.19 . 1.19.03 . 25.04 . 5.2.2.15 ,Belanja Perjalanan Dinas ,1500000.00,1500000.00,0.00,0.00,
1.19 . 1.19.03 . 25.04 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1500000.00,1500000.00,0.00,0.00,
1.19 . 1.19.03 . 25.05 ,Pemberdayaan PUSDATIN / PUSDALOPS ,150110000.00,161285000.00,11175000.00,7.44,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 25.05 . 5.2.1 ,Belanja Pegawai ,93450000.00,93450000.00,0.00,0.00,
1.19 . 1.19.03 . 25.05 . 5.2.1.01 ,Honorarium PNS ,21450000.00,21450000.00,0.00,0.00,
1.19 . 1.19.03 . 25.05 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,21450000.00,21450000.00,0.00,0.00,
1.19 . 1.19.03 . 25.05 . 5.2.1.02 ,Honorarium Non PNS ,72000000.00,72000000.00,0.00,0.00,
1.19 . 1.19.03 . 25.05 . 5.2.1.02.03 ,Honorarium Harian ,72000000.00,72000000.00,0.00,0.00,
1.19 . 1.19.03 . 25.05 . 5.2.2 ,Belanja Barang dan Jasa ,56660000.00,56660000.00,0.00,0.00,
1.19 . 1.19.03 . 25.05 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2448800.00,2448800.00,0.00,0.00,
1.19 . 1.19.03 . 25.05 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1143800.00,1143800.00,0.00,0.00,
1.19 . 1.19.03 . 25.05 . 5.2.2.01.08 ,Belanja Pengisian Tabung Gas ,225000.00,225000.00,0.00,0.00,
1.19 . 1.19.03 . 25.05 . 5.2.2.01.10 ,Belanja peralatan pendukung rumah tangga ,1080000.00,1080000.00,0.00,0.00,
1.19 . 1.19.03 . 25.05 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,451200.00,451200.00,0.00,0.00,
1.19 . 1.19.03 . 25.05 . 5.2.2.06.02 ,Belanja Penggandaan ,451200.00,451200.00,0.00,0.00,
1.19 . 1.19.03 . 25.05 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,53760000.00,53760000.00,0.00,0.00,
1.19 . 1.19.03 . 25.05 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1920000.00,1920000.00,0.00,0.00,
1.19 . 1.19.03 . 25.05 . 5.2.2.11.07 ,Balanja Makanan dan Minuman Harian Umum ,51840000.00,51840000.00,0.00,0.00,
1.19 . 1.19.03 . 25.05 . 5.2.3 ,Belanja Modal ,0.00,11175000.00,11175000.00,0.00,
1.19 . 1.19.03 . 25.05 . 5.2.3.17 ,Belanja Modal Pengadaan Alat-Alat Komunikasi ,0.00,11175000.00,11175000.00,0.00,
1.19 . 1.19.03 . 25.05 . 5.2.3.17.04 ,Belanja Modal Pengadaan Radio HF/FM (Handy Talkie),0.00,11175000.00,11175000.00,0.00,"Belanja Modal Peralatan Komunikasi Radio HT 5 bh x 2.150.000,00 = 10.750.000,00 Pejabat Pengadaan 1 org x 250.000,00 = 250.000,00 Pejabat Penerima 1 org x 175.000,00 = 175.000,00"
1.19 . 1.19.03 . 26 ,Program Rehabilitasi dan Rekonstruksi Bencana ,32100000.00,32100000.00,0.00,0.00,
1.19 . 1.19.03 . 26.02 ,Rehabilitasi dan rekonstruksi pasca bencana ,32100000.00,32100000.00,0.00,0.00,Sumber Dana :  Lokasi Kegiatan : Kabupaten Kulon Progo
1.19 . 1.19.03 . 26.02 . 5.2.1 ,Belanja Pegawai ,7410000.00,7410000.00,0.00,0.00,
1.19 . 1.19.03 . 26.02 . 5.2.1.01 ,Honorarium PNS ,7410000.00,7410000.00,0.00,0.00,
1.19 . 1.19.03 . 26.02 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,7410000.00,7410000.00,0.00,0.00,
1.19 . 1.19.03 . 26.02 . 5.2.2 ,Belanja Barang dan Jasa ,24690000.00,24690000.00,0.00,0.00,
1.19 . 1.19.03 . 26.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2021800.00,2021800.00,0.00,0.00,
1.19 . 1.19.03 . 26.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2021800.00,2021800.00,0.00,0.00,
1.19 . 1.19.03 . 26.02 . 5.2.2.06 ,Belanja Cetak Dan Penggandaan ,388200.00,388200.00,0.00,0.00,
1.19 . 1.19.03 . 26.02 . 5.2.2.06.02 ,Belanja Penggandaan ,388200.00,388200.00,0.00,0.00,
1.19 . 1.19.03 . 26.02 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,2700000.00,2700000.00,0.00,0.00,
1.19 . 1.19.03 . 26.02 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,2700000.00,2700000.00,0.00,0.00,
1.19 . 1.19.03 . 26.02 . 5.2.2.15 ,Belanja Perjalanan Dinas ,19580000.00,19580000.00,0.00,0.00,
1.19 . 1.19.03 . 26.02 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,3300000.00,3300000.00,0.00,0.00,
1.19 . 1.19.03 . 26.02 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,16280000.00,16280000.00,0.00,0.00,Belanja Perjalanan dinas luar daerah
,SURPLUS / (DEFISIT) ,-3707396472.00,-3838007764.00,-130611292.00,3.52,
