JUDUL,KANTOR PEMBERDAYAAN MASYARAKAT DAN PEREMPUAN,,
1.22.1.22.01.181.006.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"10,800,000",
1.22.1.22.01.181.006.5.2.2.31.01 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"10,800,000",Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator 10800000
1.11.1.22.01.087.000.5.2 ,Program Peningkatan Kualitas Hidup dan Perlindungan Perempuan dan Anak ,"1,213,279,545",
1.11.1.22.01.087.001.5.2 ,Peningkatan Kualitas Hidup Perempuan dan Anak ,"535,879,250",
1.11.1.22.01.087.001.5.2.1 ,BELANJA PEGAWAI ,"89,995,000",
1.11.1.22.01.087.001.5.2.1.01 ,Honorarium PNS ,"89,995,000",
1.11.1.22.01.087.001.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,"89,670,000",Honorarium Panitia Pelaksana Kegiatan 89670000
1.11.1.22.01.087.001.5.2.1.01.02 ,Honorarium Tim Pengadaan Barang dan Jasa ,"325,000",Honorarium Tim Pengadaan Barang dan Jasa 325000
1.11.1.22.01.087.001.5.2.2 ,BELANJA BARANG DAN JASA ,"445,884,250",
1.11.1.22.01.087.001.5.2.2.01 ,Belanja Bahan Pakai Habis ,"3,960,000",
1.11.1.22.01.087.001.5.2.2.01.01 ,Belanja  Alat Tulis Kantor ,"3,960,000",Belanja  Alat Tulis Kantor 3960000
1.11.1.22.01.087.001.5.2.2.02 ,Belanja Bahan/Material ,"91,500,000",
1.11.1.22.01.087.001.5.2.2.02.07 ,Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja ,"24,000,000",Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja 24000000
1.11.1.22.01.087.001.5.2.2.02.09 ,Belanja Bahan Percontohan ,"67,500,000",Belanja Bahan Percontohan 67500000
1.11.1.22.01.087.001.5.2.2.03 ,Belanja Jasa Kantor ,"3,087,500",
1.11.1.22.01.087.001.5.2.2.03.13 ,"Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film ","3,087,500","Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film 3087500"
1.11.1.22.01.087.001.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,"11,314,750",
1.11.1.22.01.087.001.5.2.2.06.01 ,Belanja Cetak ,"5,000,000",Belanja Cetak 5000000
1.11.1.22.01.087.001.5.2.2.06.02 ,Belanja Penggandaan ,"6,314,750",Belanja Penggandaan 6314750
1.11.1.22.01.087.001.5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,"4,800,000",
1.11.1.22.01.087.001.5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,"4,800,000",Belanja Sewa Sarana Mobilitas Darat 4800000
1.11.1.22.01.087.001.5.2.2.10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,"6,150,000",
1.11.1.22.01.087.001.5.2.2.10.01 ,Belanja Sewa Meja Kursi ,"1,200,000",Belanja Sewa Meja Kursi 1200000
1.11.1.22.01.087.001.5.2.2.10.05 ,Belanja Sewa Tenda ,"4,950,000",Belanja Sewa Tenda 4950000
1.11.1.22.01.087.001.5.2.2.11 ,Belanja Makanan Dan Minuman ,"160,905,000",
1.11.1.22.01.087.001.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,"160,905,000",Belanja Makanan Dan Minuman Rapat 160905000
1.11.1.22.01.087.001.5.2.2.15 ,Belanja Perjalanan Dinas ,"43,250,000",
1.11.1.22.01.087.001.5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,"31,250,000",Belanja Perjalanan Dinas Dalam Daerah 31250000
1.11.1.22.01.087.001.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,"12,000,000",Belanja Perjalanan Dinas Luar Daerah 12000000
1.11.1.22.01.087.001.5.2.2.21 ,Belanja Jasa Konsultansi ,"48,367,000",
1.11.1.22.01.087.001.5.2.2.21.01 ,Belanja Jasa Konsultansi Penelitian ,"48,367,000",Belanja Jasa Konsultansi Penelitian 48367000
1.11.1.22.01.087.001.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"72,550,000",
1.11.1.22.01.087.001.5.2.2.31.01 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"72,550,000",Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator 72550000
1.11.1.22.01.087.002.5.2 ,Perlindungan Perempuan dan Anak ,"427,859,670",
1.11.1.22.01.087.002.5.2.1 ,BELANJA PEGAWAI ,"87,150,000",
1.11.1.22.01.087.002.5.2.1.01 ,Honorarium PNS ,"87,150,000",
1.11.1.22.01.087.002.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,"86,825,000",Honorarium Panitia Pelaksana Kegiatan 86825000
1.11.1.22.01.087.002.5.2.1.01.02 ,Honorarium Tim Pengadaan Barang dan Jasa ,"325,000",Honorarium Tim Pengadaan Barang dan Jasa 325000
1.11.1.22.01.087.002.5.2.2 ,BELANJA BARANG DAN JASA ,"340,709,670",
1.11.1.22.01.087.002.5.2.2.01 ,Belanja Bahan Pakai Habis ,"2,800,000",
1.11.1.22.01.087.002.5.2.2.01.01 ,Belanja  Alat Tulis Kantor ,"2,800,000",Belanja  Alat Tulis Kantor 2800000
1.11.1.22.01.087.002.5.2.2.03 ,Belanja Jasa Kantor ,"79,428,304",
1.11.1.22.01.087.002.5.2.2.03.12 ,Belanja Jasa Administrasi Persidangan ,"10,000,000",Belanja Jasa Administrasi Persidangan 10000000
1.11.1.22.01.087.002.5.2.2.03.13 ,"Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film ","7,837,500","Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film 7837500"
1.11.1.22.01.087.002.5.2.2.03.27 ,Belanja Jasa Penyedia /Tenaga Teknis ,"61,590,804",Belanja Jasa Penyedia /Tenaga Teknis 61590804
1.11.1.22.01.087.002.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,"26,206,366",
1.11.1.22.01.087.002.5.2.2.06.01 ,Belanja Cetak ,"20,000,000",Belanja Cetak 20000000
1.11.1.22.01.087.002.5.2.2.06.02 ,Belanja Penggandaan ,"6,206,366",Belanja Penggandaan 6206366
1.11.1.22.01.087.002.5.2.2.11 ,Belanja Makanan Dan Minuman ,"106,400,000",
1.11.1.22.01.087.002.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,"106,400,000",Belanja Makanan Dan Minuman Rapat 106400000
1.11.1.22.01.087.002.5.2.2.15 ,Belanja Perjalanan Dinas ,"32,375,000",
1.11.1.22.01.087.002.5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,"23,375,000",Belanja Perjalanan Dinas Dalam Daerah 23375000
1.11.1.22.01.087.002.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,"9,000,000",Belanja Perjalanan Dinas Luar Daerah 9000000
1.11.1.22.01.087.002.5.2.2.21 ,Belanja Jasa Konsultansi ,"60,000,000",
1.11.1.22.01.087.002.5.2.2.21.01 ,Belanja Jasa Konsultansi Penelitian ,"60,000,000",Belanja Jasa Konsultansi Penelitian 60000000
1.11.1.22.01.087.002.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"29,750,000",
1.11.1.22.01.087.002.5.2.2.31.01 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"29,750,000",Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator 29750000
1.11.1.22.01.087.002.5.2.2.32 ,Belanja Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,"3,750,000",
1.11.1.22.01.087.002.5.2.2.32.01 ,Belanja Uang Untuk Diberikan Kepada Pihak Ketiga ,"3,750,000",Belanja Uang Untuk Diberikan Kepada Pihak Ketiga 3750000
1.11.1.22.01.087.003.5.2 ,Penguatan Kelembagaan Peningkatan Kualitas Hidup Perempuan dan Anak ,"249,540,625",
1.11.1.22.01.088.000.5.2 ,Program Pemberdayaan dan Peningkatan Partisipasi Perempuan dan Anak ,"2,207,625,423",
1.11.1.22.01.088.001.5.2 ,Pengembangan Partisipasi Perempuan dan Pengarusatamaan Gender ,"454,686,750",
1.11.1.22.01.088.001.5.2.1 ,BELANJA PEGAWAI ,"79,225,000",
1.11.1.22.01.088.001.5.2.1.01 ,Honorarium PNS ,"79,225,000",
1.11.1.22.01.088.001.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,"78,900,000",Honorarium Panitia Pelaksana Kegiatan 78900000
1.11.1.22.01.088.001.5.2.1.01.02 ,Honorarium Tim Pengadaan Barang dan Jasa ,"325,000",Honorarium Tim Pengadaan Barang dan Jasa 325000
1.11.1.22.01.088.001.5.2.2 ,BELANJA BARANG DAN JASA ,"375,461,750",
1.11.1.22.01.088.001.5.2.2.01 ,Belanja Bahan Pakai Habis ,"10,636,750",
1.11.1.22.01.088.001.5.2.2.01.01 ,Belanja  Alat Tulis Kantor ,"10,636,750",Belanja  Alat Tulis Kantor 10636750
1.11.1.22.01.088.001.5.2.2.02 ,Belanja Bahan/Material ,"28,900,000",
1.11.1.22.01.088.001.5.2.2.02.08 ,Belanja Hadiah/Trophy ,"28,900,000",Belanja Hadiah/Trophy 28900000
,,,Lokasi Kota Yogyakarta
,,,Tropy Kejuaraan Lomba Hari Besar Perempuan 28900000
1.11.1.22.01.088.001.5.2.2.03 ,Belanja Jasa Kantor ,"4,987,500",
1.11.1.22.01.088.001.5.2.2.03.13 ,"Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film ","4,987,500","Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film 4987500"
1.11.1.22.01.088.001.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,"12,397,500",
1.11.1.22.01.088.001.5.2.2.06.01 ,Belanja Cetak ,"9,000,000",Belanja Cetak 9000000
1.11.1.22.01.088.001.5.2.2.06.02 ,Belanja Penggandaan ,"3,397,500",Belanja Penggandaan 3397500
1.11.1.22.01.088.001.5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,"5,000,000",
1.11.1.22.01.088.001.5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,"5,000,000",Belanja Sewa Sarana Mobilitas Darat 5000000
1.11.1.22.01.088.001.5.2.2.11 ,Belanja Makanan Dan Minuman ,"135,090,000",
1.11.1.22.01.088.001.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,"135,090,000",Belanja Makanan Dan Minuman Rapat 135090000
1.11.1.22.01.088.001.5.2.2.14 ,Belanja Pakaian Khusus Dan Hari-hari Tertentu ,"13,750,000",
1.11.1.22.01.088.001.5.2.2.14.02 ,Belanja Pakaian Adat Daerah ,"13,750,000",Belanja Pakaian Adat Daerah 13750000
1.11.1.22.01.088.001.5.2.2.15 ,Belanja Perjalanan Dinas ,"81,500,000",
1.11.1.22.01.088.001.5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,"34,500,000",Belanja Perjalanan Dinas Dalam Daerah 34500000
1.11.1.22.01.088.001.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,"47,000,000",Belanja Perjalanan Dinas Luar Daerah 47000000
1.11.1.22.01.088.001.5.2.2.21 ,Belanja Jasa Konsultansi ,"30,000,000",
1.11.1.22.01.088.001.5.2.2.21.01 ,Belanja Jasa Konsultansi Penelitian ,"30,000,000",Belanja Jasa Konsultansi Penelitian 30000000
1.11.1.22.01.088.001.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"37,700,000",
1.11.1.22.01.088.001.5.2.2.31.01 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"37,700,000",Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator 37700000
1.11.1.22.01.088.001.5.2.2.32 ,Belanja Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat ,"15,500,000",
1.11.1.22.01.088.001.5.2.2.32.01 ,Belanja Uang Untuk Diberikan Kepada Pihak Ketiga ,"15,500,000",Belanja Uang Untuk Diberikan Kepada Pihak Ketiga 15500000
,,,Lokasi Kegiatan Kota Yogyakarta
,,,Hadiah Lomba Peringatan Hari Besar Perempuan 15500000
1.11.1.22.01.088.002.5.2 ,Penguatan Kelembagaan dan Pengembangan Partisipasi Anak ,"749,589,904",
1.11.1.22.01.088.002.5.2.1 ,BELANJA PEGAWAI ,"124,975,000",
1.11.1.22.01.088.002.5.2.1.01 ,Honorarium PNS ,"124,975,000",
1.11.1.22.01.088.002.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,"124,975,000",Honorarium Panitia Pelaksana Kegiatan 124975000
1.11.1.22.01.088.002.5.2.2 ,BELANJA BARANG DAN JASA ,"624,614,904",
1.11.1.22.01.088.002.5.2.2.01 ,Belanja Bahan Pakai Habis ,"30,907,900",
1.11.1.22.01.088.002.5.2.2.01.01 ,Belanja  Alat Tulis Kantor ,"30,450,000",Belanja  Alat Tulis Kantor 30450000
1.11.1.22.01.088.002.5.2.2.01.05 ,Belanja Peralatan Kebersihan Dan Bahan Pembersih ,"457,900",Belanja Peralatan Kebersihan Dan Bahan Pembersih 457900
1.11.1.22.01.088.002.5.2.2.03 ,Belanja Jasa Kantor ,"42,463,804",
1.11.1.22.01.088.002.5.2.2.03.13 ,"Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film ","11,035,000","Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film 11035000"
1.11.1.22.01.088.002.5.2.2.03.27 ,Belanja Jasa Penyedia /Tenaga Teknis ,"31,428,804",Belanja Jasa Penyedia /Tenaga Teknis 31428804
1.11.1.22.01.088.002.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,"12,022,300",
1.11.1.22.01.088.002.5.2.2.06.01 ,Belanja Cetak ,"3,700,000",Belanja Cetak 3700000
1.11.1.22.01.088.002.5.2.2.06.02 ,Belanja Penggandaan ,"8,322,300",Belanja Penggandaan 8322300
1.11.1.22.01.088.002.5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,"6,000,000",
1.11.1.22.01.088.002.5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,"6,000,000",Belanja Sewa Sarana Mobilitas Darat 6000000
1.11.1.22.01.088.002.5.2.2.11 ,Belanja Makanan Dan Minuman ,"271,000,000",
1.11.1.22.01.088.002.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,"271,000,000",Belanja Makanan Dan Minuman Rapat 271000000
1.11.1.22.01.088.002.5.2.2.15 ,Belanja Perjalanan Dinas ,"121,095,900",
1.11.1.22.01.088.002.5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,"94,395,000",Belanja Perjalanan Dinas Dalam Daerah 94395000
1.11.1.22.01.088.002.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,"26,700,900",Belanja Perjalanan Dinas Luar Daerah 26700900
1.11.1.22.01.088.002.5.2.2.31 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"141,125,000",
1.11.1.22.01.088.002.5.2.2.31.01 ,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator ,"141,125,000",Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator 141125000
1.11.1.22.01.088.004.5.2 ,Pemberdayaan Kesejahteraan Keluarga dan Perlindungan Anak ,"1,003,348,769",
1.11.1.22.01.088.004.5.2.1 ,BELANJA PEGAWAI ,"111,370,000",
1.11.1.22.01.088.004.5.2.1.01 ,Honorarium PNS ,"111,370,000",
1.11.1.22.01.088.004.5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,"111,370,000",Honorarium Panitia Pelaksana Kegiatan 111370000
1.11.1.22.01.088.004.5.2.2 ,BELANJA BARANG DAN JASA ,"891,978,769",
1.11.1.22.01.088.004.5.2.2.01 ,Belanja Bahan Pakai Habis ,"9,652,250",
1.11.1.22.01.088.004.5.2.2.01.01 ,Belanja  Alat Tulis Kantor ,"5,397,100",Belanja  Alat Tulis Kantor 5397100
1.11.1.22.01.088.004.5.2.2.01.05 ,Belanja Peralatan Kebersihan Dan Bahan Pembersih ,"155,150",Belanja Peralatan Kebersihan Dan Bahan Pembersih 155150
1.11.1.22.01.088.004.5.2.2.01.08 ,Belanja Pengisian Tabung Gas ,"4,100,000",Belanja Pengisian Tabung Gas 4100000
1.11.1.22.01.088.004.5.2.2.02 ,Belanja Bahan/Material ,"2,151,500",
1.11.1.22.01.088.004.5.2.2.02.07 ,Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja ,"471,500",Belanja  Alat - Alat/Perlengkapan Kantor/Rumah Tangga/Kerja 471500
1.11.1.22.01.088.004.5.2.2.02.11 ,Belanja Plakat/Cinderamata ,"1,680,000",Belanja Plakat/Cinderamata 1680000
1.11.1.22.01.088.004.5.2.2.03 ,Belanja Jasa Kantor ,"348,706,844",
1.11.1.22.01.088.004.5.2.2.03.13 ,"Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film ","2,990,000","Belanja Dekorasi, Dokumentasi, Publikasi, Pembuatan Film 2990000"
1.11.1.22.01.088.004.5.2.2.03.27 ,Belanja Jasa Penyedia /Tenaga Teknis ,"345,716,844",Belanja Jasa Penyedia /Tenaga Teknis 345716844
1.11.1.22.01.088.004.5.2.2.06 ,Belanja Cetak Dan Penggandaan ,"19,652,850",
1.11.1.22.01.088.004.5.2.2.06.01 ,Belanja Cetak ,"412,500",Belanja Cetak 412500
1.11.1.22.01.088.004.5.2.2.06.02 ,Belanja Penggandaan ,"19,240,350",Belanja Penggandaan 19240350
1.11.1.22.01.088.004.5.2.2.10 ,Belanja Sewa Perlengkapan dan Peralatan Kantor ,"382,500",
1.11.1.22.01.088.004.5.2.2.10.01 ,Belanja Sewa Meja Kursi ,"382,500",Belanja Sewa Meja Kursi 382500
1.11.1.22.01.088.004.5.2.2.11 ,Belanja Makanan Dan Minuman ,"169,745,000",
1.11.1.22.01.088.004.5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,"144,125,000",Belanja Makanan Dan Minuman Rapat 144125000
1.11.1.22.01.088.004.5.2.2.11.03 ,Belanja Makanan Dan Minuman Tamu ,"25,620,000",Belanja Makanan Dan Minuman Tamu 25620000
1.11.1.22.01.088.004.5.2.2.15 ,Belanja Perjalanan Dinas ,"250,312,825",
1.11.1.22.01.088.004.5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,"58,025,000",Belanja Perjalanan Dinas Dalam Daerah 58025000
1.11.1.22.01.088.004.5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,"192,287,825",Belanja Perjalanan Dinas Luar Daerah 192287825
1.11.1.22.01.088.004.5.2.2.20 ,Belanja Pemeliharaan ,"500,000",
1.11.1.22.01.088.004.5.2.2.20.04,Belanja Pemeliharaan Peralatan Dan Perlengkapan,"500,000",Belanja Pemeliharaan Peralatan Dan Perlengkapan
,Kantor/Kerja/Kerumahtanggaan/Komunikasi/Studio,,Kantor/Kerja/Kerumahtanggaan/Komunikasi/Studio
1.11.1.22.01.088.004.5.2.2.31,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator,"63,375,000",
1.11.1.22.01.088.004.5.2.2.31.01,Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator,"63,375,000",Belanja Jasa Tenaga Ahli/Instruktur/Narasumber/Moderator
1.11.1.22.01.088.004.5.2.2.32,Belanja Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,"27,500,000",
1.11.1.22.01.088.004.5.2.2.32.02,Belanja Uang Untuk Diberikan Kepada Masyarakat,"27,500,000",Belanja Uang Untuk Diberikan Kepada Masyarakat
,,,Lokasi Kegiatan Kota Yogyakarta
,,," Lomba Administrasi PKK, UP2K, KKG PKK Tingkat Kota"
,JUMLAH BELANJA,"7,695,841,882",
