Judul,"Ringkasan APBD Berdasarkan Rincian Obyek Pendapatan, Belanja Dan Pembiayaan",,
4 . 2 . 1 . 02 . 07 ,Bagi Hasil Dari Pungutan Hasil Perikanan ,395257000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 2 ,Dana Alokasi Umum ,657260489000,
4 . 2 . 2 . 01 ,Dana Alokasi Umum ,657260489000,
4 . 2 . 2 . 01 . 01 ,Dana Alokasi Umum ,657260489000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 3 ,Dana Alokasi Khusus ,53805650000,
4 . 2 . 3 . 01 ,Dana Alokasi Khusus (DAK) ,53805650000,
4 . 2 . 3 . 01 . 01 ,DAK Bidang Pendidikan ,14934540000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 3 . 01 . 02 ,DAK Bidang Kesehatan ,5659850000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 3 . 01 . 04 ,DAK Bidang Infrastruktur Irigasi ,2178060000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 3 . 01 . 05 ,DAK Bidang Infrastruktur Air Minum dan Sanitasi ,4034230000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 3 . 01 . 07 ,DAK Bidang Prasarana Pemerintahan Daerah ,1819680000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 3 . 01 . 08 ,DAK Bidang Kelautan dan Perikanan ,3383310000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 3 . 01 . 09 ,DAK Bidang Pertanian ,6695900000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 3 . 01 . 10 ,DAK Bidang Lingkungan Hidup ,1041780000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 3 . 01 . 11 ,DAK Bidang Keluarga Berencana ,1126150000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 3 . 01 . 12 ,DAK Bidang Kehutanan ,1382160000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 3 . 01 . 14 ,DAK Bidang Perdagangan ,1415960000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 2 . 3 . 01 . 15 ,DAK Bidang Transportasi ,10134030000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 3 ,LAIN-LAIN PENDAPATAN DAERAH YANG SAH ,319312462265.24,
4 . 3 . 1 ,Pendapatan Hibah ,2722690000,
4 . 3 . 1 . 01 ,Pendapatan Hibah Dari Pemerintah ,2722690000,
4 . 3 . 1 . 01 . 04 ,Hibah Water Resources and Irrigation Sector Management Program (WISMP 2) ,1472690000,Perjanjian Hibah Daerah antara Pemerintah Pusat dan Pemerintah Daerah Kabupaten Kulon Progo Untuk Kegiatan Water Resources and Irrigation Sector Management Program (WISMP) Nomor : PHD-058/PK/2012 tanggal 27 Februari 2012
4 . 3 . 1 . 01 . 06 ,Hibah PKP SPM DIKDAS ,1250000000,Perjanjian Penerusan Hibah (PPH) untuk Hibah Pengembangan Kapasitas Penerapan Standar Pelayanan Minimal Pendidikan Dasar (PKP-SPM Dikdas) antara Pemerintah Pusat dan Pemerintah Kulon Progo Nomor : PPH-056/MK-7/2014 tanggal 31 Oktober 2014
4 . 3 . 3 ,Dana Bagi Hasil Pajak dari Provinsi dan Pemerintah Daerah Lainnya ,58760599265.24,
4 . 3 . 3 . 01 ,Dana Bagi Hasil Pajak Dari Provinsi ,58760599265.24,
4 . 3 . 3 . 01 . 01 ,Bagi Hasil Dari Pajak Kendaraan Bermotor ,15535863162.72,Peraturan Daerah Daerah Istimewa Yogyakarta Nomor 9 Tahun 2014 tentang Perubahan Anggaran Pendapatan dan Belanja Daerah Daerah Istimewa Yogyakarta Tahun Anggaran 2014  Lembaran Daerah Daerah Istimewa Yogyakarta Tahun 2014 Nomor 9
4 . 3 . 3 . 01 . 03 ,Bagi Hasil Dari Bea Balik Nama Kendaraan Bermotor ,13629382523.46,Peraturan Daerah Daerah Istimewa Yogyakarta Nomor 9 Tahun 2014 tentang Perubahan Anggaran Pendapatan dan Belanja Daerah Daerah Istimewa Yogyakarta Tahun Anggaran 2014  Lembaran Daerah Daerah Istimewa Yogyakarta Tahun 2014 Nomor 9
4 . 3 . 3 . 01 . 05 ,Bagi Hasil Dari Pajak Bahan Bakar Kendaraan Bermotor ,12845471380,Peraturan Daerah Daerah Istimewa Yogyakarta Nomor 9 Tahun 2014 tentang Perubahan Anggaran Pendapatan dan Belanja Daerah Daerah Istimewa Yogyakarta Tahun Anggaran 2014  Lembaran Daerah Daerah Istimewa Yogyakarta Tahun 2014 Nomor 9
4 . 3 . 3 . 01 . 07 ,Bagi Hasil Dari Pajak Pengambilan dan Pemanfaatan Air Permukaan ,25608000,Peraturan Daerah Daerah Istimewa Yogyakarta Nomor 9 Tahun 2014 tentang Perubahan Anggaran Pendapatan dan Belanja Daerah Daerah Istimewa Yogyakarta Tahun Anggaran 2014  Lembaran Daerah Daerah Istimewa Yogyakarta Tahun 2014 Nomor 9
4 . 3 . 3 . 01 . 10 ,Bagi Hasil Pajak Rokok Daerah ,16724274199.06,
4 . 3 . 4 ,Dana Penyesuaian dan Otonomi Khusus ,238623273000,
4 . 3 . 4 . 01 ,Dana Penyesuaian ,238623273000,
4 . 3 . 4 . 01 . 01 ,Tunjangan Profesi Guru PNSD ,208841571000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 3 . 4 . 01 . 02 ,Dana Tambahan Penghasilan Guru PNSD ,1773000000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 3 . 4 . 01 . 03 ,Dana Insentif Daerah ,3000000000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 3 . 4 . 01 . 06 ,Dana Desa ,25008702000,Peraturan Presiden Republik Indonesia Nomor 162 Tahun 2014 tentang Rincian Anggaran Pendapatan dan Belanja Negara Tahun Anggaran 2015
4 . 3 . 5 ,Bantuan Keuangan dari Provinsi atau Pemerintah Daerah Lainnya ,19205900000,
4 . 3 . 5 . 01 ,Bantuan Keuangan Dari Provinsi ,19205900000,
4 . 3 . 5 . 01 . 02 ,Bantuan Keuangan kepada Pemerintah Daerah ,14349900000,Peraturan Daerah Daerah Istimewa Yogyakarta Nomor 9 Tahun 2014 tentang Perubahan Anggaran Pendapatan dan Belanja Daerah Daerah Istimewa Yogyakarta Tahun Anggaran 2014  Lembaran Daerah Daerah Istimewa Yogyakarta Tahun 2014 Nomor 9
4 . 3 . 5 . 01 . 03 ,Bantuan Keuangan kepada Pemerintah Desa/Kelurahan ,4856000000,Peraturan Daerah Daerah Istimewa Yogyakarta Nomor 9 Tahun 2014 tentang Perubahan Anggaran Pendapatan dan Belanja Daerah Daerah Istimewa Yogyakarta Tahun Anggaran 2014  Lembaran Daerah Daerah Istimewa Yogyakarta Tahun 2014 Nomor 9
5,BELANJA ,1306477084425.57,
5 . 1 ,BELANJA TIDAK LANGSUNG ,849962651041.57,
5 . 1 . 1 ,Belanja Pegawai ,722384750254.23,
5 . 1 . 1 . 01 ,Belanja Gaji dan Tunjangan ,490536217049,
5 . 1 . 1 . 01 . 01 ,Gaji Pokok PNS/Uang Representasi ,371297149170,
5 . 1 . 1 . 01 . 02 ,Tunjangan Keluarga ,34093815613,
5 . 1 . 1 . 01 . 03 ,Tunjangan Jabatan ,7416394000,
5 . 1 . 1 . 01 . 04 ,Tunjangan Fungsional ,27565741849,
5 . 1 . 1 . 01 . 05 ,Tunjangan Fungsional Umum ,5396363090,
5 . 1 . 1 . 01 . 06 ,Tunjangan Beras ,19340446215,
5 . 1 . 1 . 01 . 07 ,Tunjangan PPh/Tunjangan Khusus ,11306048443,
5 . 1 . 1 . 01 . 08 ,Pembulatan Gaji ,5621626,
5 . 1 . 1 . 01 . 09 ,Iuran Asuransi Jaminan Kesehatan BPJS Ketenagakerjaan ,11520327593,
5 . 1 . 1 . 01 . 10 ,Uang Paket ,76482000,
5 . 1 . 1 . 01 . 11 ,Tunjangan Badan Musyawarah ,26491500,
5 . 1 . 1 . 01 . 12 ,Tunjangan Komisi ,54810000,
5 . 1 . 1 . 01 . 13 ,Tunjangan Badan Anggaran ,26491500,
5 . 1 . 1 . 01 . 14 ,Tunjangan Badan Kehormatan ,7856100,
5 . 1 . 1 . 01 . 15 ,Tunjangan Alat Kelengkapan Lainnya ,58007250,
5 . 1 . 1 . 01 . 16 ,Tunjangan Perumahan ,1990800000,
5 . 1 . 1 . 01 . 17 ,Uang Duka Wafat/Tewas ,17600000,
5 . 1 . 1 . 01 . 18 ,Uang Jasa Pengabdian ,6300000,
5 . 1 . 1 . 01 . 19 ,Belanja Penunjang Operasional Pimpinan DPRD ,312480000,
5 . 1 . 1 . 01 . 21 ,Tunjangan Badan Legislasi ,16991100,
5 . 1 . 1 . 02 ,Belanja Tambahan Penghasilan PNS ,223805831000,
5 . 1 . 1 . 02 . 01 ,Tambahan Penghasilan Berdasarkan Beban Kerja ,14901860000,
5 . 1 . 1 . 02 . 03 ,Tambahan Penghasilan Berdasarkan Kondisi Kerja ,26400000,
5 . 1 . 1 . 02 . 05 ,Tambahan Penghasilan Berdasarkan Prestasi Kerja ,208841571000,
5 . 1 . 1 . 02 . 07 ,Tambahan Penghasilan Berdasarkan Resiko Kerja ,36000000,
5 . 1 . 1 . 03 ,Belanja Penerimaan lainnya Pimpinan dan anggota DPRD serta KDH/WKDH ,3624000000,
5 . 1 . 1 . 03 . 01 ,Tunjangan Komunikasi Intensif Pimpinan Dan Anggota DPRD ,3024000000,
5 . 1 . 1 . 03 . 02 ,Belanja Penunjang Operasional KDH/WKDH ,600000000,
5 . 1 . 1 . 05 ,Insentif Pemungutan Pajak Daerah ,1633121616.6,
5 . 1 . 1 . 05 . 07 ,Insentif Pemungutan Pajak Daerah - Pajak Hotel ,4995000,
5 . 1 . 1 . 05 . 08 ,Insentif Pemungutan Pajak Daerah - Pajak Restoran ,29000000,
5 . 1 . 1 . 05 . 09 ,Insentif Pemungutan Pajak Daerah - Pajak Hiburan ,403525,
5 . 1 . 1 . 05 . 10 ,Insentif Pemungutan Pajak Daerah - Pajak Reklame ,27513147.43,
5 . 1 . 1 . 05 . 11 ,Insentif Pemungutan Pajak Daerah - Pajak Penerangan Jalan ,104537944.73,
5 . 1 . 1 . 05 . 12 ,Insentif Pemungutan Pajak Daerah - Pajak Parkir ,839285.11,
5 . 1 . 1 . 05 . 13 ,Insentif Pemungutan Pajak Daerah - Pajak Air Tanah ,543452.38,
5 . 1 . 1 . 05 . 15 ,Insentif Pemungutan Pajak Daerah - Pajak Mineral Bukan Logam dan Batuan ,75000000,
5 . 1 . 1 . 05 . 16 ,Insentif Pemungutan Pajak Daerah - Pajak Bumi dan Bangunan Pedesaan dan Perkotaan ,555289261.95,
5 . 1 . 1 . 05 . 17 ,Insentif Pemungutan Pajak Daerah - Bea Perolehan Hak Atas Tanah dan Bangunan ,835000000,
5 . 1 . 1 . 06 ,Insentif Pemungutan Retribusi Daerah ,848058979.8,
5 . 1 . 1 . 06 . 03 ,Insentif Pemungutan Retribusi Daerah - Pelayanan Persampahan/ Kebersihan ,10716115,
5 . 1 . 1 . 06 . 06 ,Insentif Pemungutan Retribusi Daerah - Pelayanan Parkir di Tepi Jalan Umum ,1558860,
5 . 1 . 1 . 06 . 07 ,Insentif Pemungutan Retribusi Daerah - Pelayanan Pasar ,48902190,
5 . 1 . 1 . 06 . 08 ,Insentif Pemungutan Retribusi Daerah - Pengujian Kendaraan Bermotor ,15495725,
5 . 1 . 1 . 06 . 15 ,Insentif Pemungutan Retribusi Daerah - Pengendalian Menara Telekomunikasi ,34174083.1,
5 . 1 . 1 . 06 . 16 ,Insentif Pemungutan Retribusi Daerah - Pemakaian Kekayaan Daerah ,27249000,
5 . 1 . 1 . 06 . 18 ,Insentif Pemungutan Retribusi Daerah - Tempat Pelelangan ,1000000,
5 . 1 . 1 . 06 . 19 ,Insentif Pemungutan Retribusi Daerah - Terminal ,11628600,
5 . 1 . 1 . 06 . 20 ,Insentif Pemungutan Retribusi Daerah - Tempat Khusus Parkir ,1163900,
5 . 1 . 1 . 06 . 24 ,Insentif Pemungutan Retribusi Daerah - Tempat Rekreasi dan Olah raga ,31615312.5,
5 . 1 . 1 . 06 . 26 ,Insentif Pemungutan Retribusi Daerah - Penjualan Produksi Usaha Daerah ,2832500,
5 . 1 . 1 . 06 . 27 ,Insentif Pemungutan Retribusi Daerah - Izin Mendirikan Bangunan ,640000000,
5 . 1 . 1 . 06 . 29 ,Insentif Pemungutan Retribusi Daerah - Izin Gangguan ,12243519.2,
5 . 1 . 1 . 06 . 30 ,Insentif Pemungutan Retribusi Daerah - Izin Trayek ,703800,
5 . 1 . 1 . 06 . 34 ,Insentif Pemungutan Retribusi Daerah - Pelayanan Kesehatan Hewan ,8775375,
5 . 1 . 1 . 07 ,Iuran Asuransi Jaminan  Kecelakaan BPJS Ketenagakerjaan ,861454935.83,
5 . 1 . 1 . 07 . 01 ,Iuran Asuransi Jaminan  Kecelakaan BPJS Ketenagakerjaan. ,861454935.83,
5 . 1 . 1 . 08 ,Iuran Asuransi  Jaminan Kematian BPJS Ketenagakerjaan ,1076066673,
5 . 1 . 1 . 08 . 01 ,Iuran Asuransi  Jaminan Kematian BPJS Ketenagakerjaan. ,1076066673,
5 . 1 . 2 ,Belanja Bunga ,13631302.02,
5 . 1 . 2 . 01 ,Bunga Utang Pinjaman ,13631302.02,
5 . 1 . 2 . 01 . 03 ,Bunga Utang Pinjaman Kepada Lembaga Keuangan Bank ,13631302.02,
5 . 1 . 4 ,Belanja Hibah ,9269314372,
5 . 1 . 4 . 06 ,Belanja Hibah kepada Kelompok/Anggota Masyarakat ,9269314372,
5 . 1 . 4 . 06 . 01 ,Belanja Hibah kepada Kelompok/Anggota Masyarakat ,9269314372,
5 . 1 . 5 ,Belanja Bantuan Sosial ,8633400000,
5 . 1 . 5 . 03 ,Belanja Bantuan Sosial Kepada Anggota Masyarakat ...... ,8633400000,
5 . 1 . 5 . 03 . 01 ,Belanja Bantuan Sosial Kepada Masyarakat ,8633400000,
5 . 1 . 6 ,Belanja Bagi Hasil kepada Provinsi/Kabupaten/Kota dan Pemerintah Desa ,5315005482,
5 . 1 . 6 . 03 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa ,3493857067,
5 . 1 . 6 . 03 . 01 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Jangkaran ,0,
5 . 1 . 6 . 03 . 02 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Sindutan ,0,
5 . 1 . 6 . 03 . 03 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Palihan ,0,
5 . 1 . 6 . 03 . 04 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Glagah ,0,
5 . 1 . 6 . 03 . 05 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Kalidengen ,0,
5 . 1 . 6 . 03 . 06 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Plumbon ,0,
5 . 1 . 6 . 03 . 07 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Kedundang ,0,
5 . 1 . 6 . 03 . 08 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Demen ,0,
5 . 1 . 6 . 03 . 09 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Kulur ,0,
5 . 1 . 6 . 03 . 10 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Kaligintung ,0,
5 . 1 . 6 . 03 . 11 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Temon Wetan ,0,
5 . 1 . 6 . 03 . 12 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Temon Kulon ,0,
5 . 1 . 6 . 03 . 13 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Kebonrejo ,0,
5 . 1 . 6 . 03 . 14 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Janten ,0,
5 . 1 . 6 . 03 . 15 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Karangwuluh ,0,
5 . 1 . 6 . 03 . 16 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Karangwuni ,0,
5 . 1 . 6 . 03 . 17 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Sogan ,0,
5 . 1 . 6 . 03 . 18 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Kulwaru ,0,
5 . 1 . 6 . 03 . 19 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Ngestiharjo ,0,
5 . 1 . 6 . 03 . 20 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Bendungan ,0,
5 . 1 . 6 . 03 . 21 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Triharjo ,0,
5 . 1 . 6 . 03 . 22 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Giripeni ,0,
5 . 1 . 6 . 03 . 23 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Wates ,0,
5 . 1 . 6 . 03 . 24 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Garongan ,0,
5 . 1 . 6 . 03 . 25 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Pleret ,0,
5 . 1 . 6 . 03 . 26 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Bugel ,0,
5 . 1 . 6 . 03 . 27 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Kanoman ,0,
5 . 1 . 6 . 03 . 28 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Depok ,0,
5 . 1 . 6 . 03 . 29 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Bojong ,0,
5 . 1 . 6 . 03 . 30 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Tayuban ,0,
5 . 1 . 6 . 03 . 31 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Gotakan ,0,
5 . 1 . 6 . 03 . 32 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Panjatan ,0,
5 . 1 . 6 . 03 . 33 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Cerme ,0,
5 . 1 . 6 . 03 . 34 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Krembangan ,0,
5 . 1 . 6 . 03 . 35 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Banaran ,0,
5 . 1 . 6 . 03 . 36 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Kranggan ,0,
5 . 1 . 6 . 03 . 37 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Nomporejo ,0,
5 . 1 . 6 . 03 . 38 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Karangsewu ,0,
5 . 1 . 6 . 03 . 39 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Tirtorahayu ,0,
5 . 1 . 6 . 03 . 40 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Pandowan ,0,
5 . 1 . 6 . 03 . 41 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Brosot ,0,
5 . 1 . 6 . 03 . 42 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Wahyuharjo ,0,
5 . 1 . 6 . 03 . 43 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Bumirejo ,0,
5 . 1 . 6 . 03 . 44 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Jatirejo ,0,
5 . 1 . 6 . 03 . 45 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Sidorejo ,0,
5 . 1 . 6 . 03 . 46 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Gulurejo ,0,
5 . 1 . 6 . 03 . 47 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Ngentakrejo ,0,
5 . 1 . 6 . 03 . 48 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Demangrejo ,0,
5 . 1 . 6 . 03 . 49 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Srikayangan ,0,
5 . 1 . 6 . 03 . 50 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Tuksono ,0,
5 . 1 . 6 . 03 . 51 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Salamrejo ,0,
5 . 1 . 6 . 03 . 52 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Sukoreno ,0,
5 . 1 . 6 . 03 . 53 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Kaliagung ,0,
5 . 1 . 6 . 03 . 54 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Sentolo ,0,
5 . 1 . 6 . 03 . 55 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Banguncipto ,0,
5 . 1 . 6 . 03 . 56 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Tawangsari ,0,
5 . 1 . 6 . 03 . 57 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Karangsari ,0,
5 . 1 . 6 . 03 . 58 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Kedungsari ,0,
5 . 1 . 6 . 03 . 59 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Margosari ,0,
5 . 1 . 6 . 03 . 60 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Pengasih ,0,
5 . 1 . 6 . 03 . 61 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Sendangsari ,0,
5 . 1 . 6 . 03 . 62 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Sidomulyo ,0,
5 . 1 . 6 . 03 . 63 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Hargomulyo ,0,
5 . 1 . 6 . 03 . 64 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Hargorejo ,0,
5 . 1 . 6 . 03 . 65 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Hargowilis ,0,
5 . 1 . 6 . 03 . 66 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Kalirejo ,0,
5 . 1 . 6 . 03 . 67 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Hargotirto ,0,
5 . 1 . 6 . 03 . 68 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Jatimulyo ,0,
5 . 1 . 6 . 03 . 69 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Giripurwo ,0,
5 . 1 . 6 . 03 . 70 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Pendoworejo ,0,
5 . 1 . 6 . 03 . 71 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Purwosari ,0,
5 . 1 . 6 . 03 . 72 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Ban uroto ,0,
5 . 1 . 6 . 03 . 73 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Donomulyo ,0,
5 . 1 . 6 . 03 . 74 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Wijimulyo ,0,
5 . 1 . 6 . 03 . 75 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Tanjungharjo ,0,
5 . 1 . 6 . 03 . 76 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Jatisarono ,0,
5 . 1 . 6 . 03 . 77 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Kembang ,0,
5 . 1 . 6 . 03 . 78 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Kebonharjo ,0,
5 . 1 . 6 . 03 . 79 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Banjarsari ,0,
5 . 1 . 6 . 03 . 80 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Purwoharjo ,0,
5 . 1 . 6 . 03 . 81 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Sidoharjo ,0,
5 . 1 . 6 . 03 . 82 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Gerbosari ,0,
5 . 1 . 6 . 03 . 83 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Ngargosari ,0,
5 . 1 . 6 . 03 . 84 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Pagerharjo ,0,
5 . 1 . 6 . 03 . 85 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Banjararum ,0,
5 . 1 . 6 . 03 . 86 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Banjarasri ,0,
5 . 1 . 6 . 03 . 87 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Banjarharjo ,0,
5 . 1 . 6 . 03 . 88 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa Banjaroyo ,0,
5 . 1 . 6 . 03 . 90 ,Belanja Bagi Hasil Pajak Daerah Kepada Pemerintahan Desa ...... ,3493857067,
5 . 1 . 6 . 05 ,Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintah Desa ,1821148415,
5 . 1 . 6 . 05 . 01 ,Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintahan Desa Jangkaran ,0,
5 . 1 . 6 . 05 . 02 ,Belanja Bagi Hasil Retribusi Daerah Kepada Pemerintahan Desa Sindutan ,0,
