Judul ,Penjabarn Anggaran Pendapatan dan Belanja Daerah,,
1.15.1.15.01.06.02.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,868000, fotocopy 588000.00 penggandaan dan penjilidan 280000.00
1.15.1.15.01.06.02.5.2.2.11. ,Belanja Makanan dan Minuman ,1580000,
1.15.1.15.01.06.02.5.2.2.11.001. ,Belanja makanan dan minuman harian pegawai ,480000, Makan minum lembur 480000.00
1.15.1.15.01.06.02.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,1100000, minum snack rapat 300000.00 makan minum rapat 800000.00
1.15.1.15.01.06.04. ,PENGENDALIAN INTERNAL SKPD ,2310000,Lokasi Kegiatan: Disperindagkop Sumber Dana: DAU.  Bagi Hasil Pajak Prov.
1.15.1.15.01.06.04.5.2.1. ,BELANJA PEGAWAI ,300000,
1.15.1.15.01.06.04.5.2.1.03. ,Uang Lembur ,300000,
1.15.1.15.01.06.04.5.2.1.03.001. ,Uang Lembur PNS ,300000, Golongan IV 120000.00 Golongan III 180000.00
1.15.1.15.01.06.04.5.2.2. ,BELANJA BARANG DAN JASA ,2010000,
1.15.1.15.01.06.04.5.2.2.01. ,Belanja Bahan Pakai Habis ,355000,
1.15.1.15.01.06.04.5.2.2.01.001. ,Belanja alat tulis kantor ,355000, HVS 70 gr folio 75000.00 HVS 70 gr kwarto 67000.00 box ordner 50000.00 stabilo boss 58000.00 stopmap plastik 28000.00 pensil 40000.00 balpoint 28000.00 trigonal clip 9000.00
1.15.1.15.01.06.04.5.2.2.06. ,Belanja Cetak dan Penggandaan ,555000,
1.15.1.15.01.06.04.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,555000, fotocopy 380000.00 penggandaan 175000.00
1.15.1.15.01.06.04.5.2.2.11. ,Belanja Makanan dan Minuman ,1100000,
1.15.1.15.01.06.04.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,1100000, Minum snek rapat 300000.00 Makan minum rapat 800000.00
1.15.1.15.01.06.05. ,MONEV PENILAIAN MANDIRI PELAKSANAAN ,346000,Lokasi Kegiatan: Disperindagkop REFORMASI BIROKRASI Sumber Dana: DAU.
1.15.1.15.01.06.05.5.2.2. ,BELANJA BARANG DAN JASA ,346000,
1.15.1.15.01.06.05.5.2.2.01. ,Belanja Bahan Pakai Habis ,96000,
1.15.1.15.01.06.05.5.2.2.01.001. ,Belanja alat tulis kantor ,96000, HVS 70 gr folio 37500.00 HVS 70 gr kwarto 33500.00 box ordner 25000.00
1.15.1.15.01.06.05.5.2.2.06. ,Belanja Cetak dan Penggandaan ,250000,
1.15.1.15.01.06.05.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,250000, fotocopy 50000.00 penggandaan 200000.00
1.15.1.15.01.06.08. ,PENYUSUNAN STANDAR DAN PROSEDUR ,3757000,Lokasi Kegiatan: Disperindagkop PELAYANAN Sumber Dana: PAD.
1.15.1.15.01.06.08.5.2.1. ,BELANJA PEGAWAI ,540000,
1.15.1.15.01.06.08.5.2.1.03. ,Uang Lembur ,540000,
1.15.1.15.01.06.08.5.2.1.03.001. ,Uang Lembur PNS ,540000, Golongan III 360000.00 Golongan II 180000.00
1.15.1.15.01.06.08.5.2.2. ,BELANJA BARANG DAN JASA ,3217000,
1.15.1.15.01.06.08.5.2.2.01. ,Belanja Bahan Pakai Habis ,677000,
1.15.1.15.01.06.08.5.2.2.01.001. ,Belanja alat tulis kantor ,677000, HVS 70 gr folio 75000.00 HVS 70 gr kwarto 67000.00 box ordner 25000.00 catridge 510000.00
1.15.1.15.01.06.08.5.2.2.06. ,Belanja Cetak dan Penggandaan ,840000,
1.15.1.15.01.06.08.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,840000, fotoco y 630000.00 penggandaan 210000.00
1.15.1.15.01.06.08.5.2.2.11. ,Belanja Makanan dan Minuman ,1700000,
1.15.1.15.01.06.08.5.2.2.11.001. ,Belanja makanan dan minuman harian pegawai ,600000, makan minum lembur 600000.00
1.15.1.15.01.06.08.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,1100000, Minum snek rapat 300000.00 makan minum rapat 800000.00
1.15.1.15.01.07. ,PROGRAM PENINGKATAN KUALITAS PERENCANAAN ,66500000,
1.15.1.15.01.07.01. ,PENYUSUNAN DAN EVALUASI RENCANA STRATEGIS ,10335000,Lokasi Kegiatan: Disperindagkop SKPD Sumber Dana: DAU.
1.15.1.15.01.07.01.5.2.1. ,BELANJA PEGAWAI ,6650000,
1.15.1.15.01.07.01.5.2.1.01. ,Honorarium PNS ,6150000,
1.15.1.15.01.07.01.5.2.1.01.001. ,Honorarium Tim Pelaksana Kegiatan ,6150000, Penanggungjawab 600000.00 Ketua 550000.00 Sekretaris 500000.00 Anggota 4500000.00
1.15.1.15.01.07.01.5.2.1.03. ,Uang Lembur ,500000,
1.15.1.15.01.07.01.5.2.1.03.001. ,Uang Lembur PNS ,500000, Golongan IV 120000.00 Golongan III 320000.00 Golongan II 60000.00
1.15.1.15.01.07.01.5.2.2. ,BELANJA BARANG DAN JASA ,3685000,
1.15.1.15.01.07.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,795000,
1.15.1.15.01.07.01.5.2.2.01.001. ,Belanja alat tulis kantor ,795000, Kertas HVS 225000.00 Ballpoint 24000.00 Binder clip besar 38000.00 Block note 90000.00 Stapler 18000.00 Refill toner 400000.00
1.15.1.15.01.07.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,1280000,
1.15.1.15.01.07.01.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,1280000, Fotocopy 860000.00 Penggandaan renstra 420000.00
1.15.1.15.01.07.01.5.2.2.11. ,Belanja Makanan dan Minuman ,1070000,
1.15.1.15.01.07.01.5.2.2.11.001. ,Belanja makanan dan minuman harian pegawai ,520000, Makan minum lembur 520000.00
1.15.1.15.01.07.01.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,550000, Minum snek rapat 150000.00 Makan minum rapat 400000.00
1.15.1.15.01.07.01.5.2.2.15. ,Belanja Perjalanan Dinas ,540000,
1.15.1.15.01.07.01.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,540000, Wilayah DIY Golongan III 240000.00 Wilayah Kabupaten Gunungkidul Golongan III 300000.00
1.15.1.15.01.07.02. ,PENYUSUNAN DAN EVALUASI RENCANA KERJA ,3945000,Lokasi Kegiatan: Disperindagkop SKPD Sumber Dana: PAD.  DAU.  Bagi Hasil Pajak Prov.
1.15.1.15.01.07.02.5.2.1. ,BELANJA PEGAWAI ,2420000,
1.15.1.15.01.07.02.5.2.1.03. ,Uang Lembur ,420000,
1.15.1.15.01.07.02.5.2.1.03.001. ,Uang Lembur PNS ,420000, Golongan III 360000.00 Golongan II 60000.00
1.15.1.15.01.07.02.5.2.1.06. ,Honorarium Pengelola SIPKD ,2000000,
1.15.1.15.01.07.02.5.2.1.06.002. ,Honorarium Operator SIPKD ,2000000, Honorarium SIPKD 2000000.00
1.15.1.15.01.07.02.5.2.2. ,BELANJA BARANG DAN JASA ,1525000,
1.15.1.15.01.07.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,174600,
1.15.1.15.01.07.02.5.2.2.01.001. ,Belanja alat tulis kantor ,174600, Kertas HVS 112500.00 Ballpoint 17500.00 Binder clip besar 38000.00 Paper clip 6600.00
1.15.1.15.01.07.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,635400,
1.15.1.15.01.07.02.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,635400, Fotocopy 425400.00 Penggandaan dan penjilidan 210000.00
1.15.1.15.01.07.02.5.2.2.11. ,Belanja Makanan dan Minuman ,715000,
1.15.1.15.01.07.02.5.2.2.11.001. ,Belanja makanan dan minuman harian pegawai ,440000, Makan minum lembur 440000.00
1.15.1.15.01.07.02.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,275000, Minum snek rapat 75000.00 Makan minum rapat 200000.00
1.15.1.15.01.07.03. ,PENYELENGGARAAN FORUM SKPD/FORUM ,6660000,Lokasi Kegiatan: Disperindagkop GABUNGAN SKPD Sumber Dana: PAD.  DAU.
1.15.1.15.01.07.03.5.2.1. ,BELANJA PEGAWAI ,200000,
1.15.1.15.01.07.03.5.2.1.01. ,Honorarium PNS ,200000,
1.15.1.15.01.07.03.5.2.1.01.004. ,Honorarium Moderator ,200000, Moderator 200000.00
1.15.1.15.01.07.03.5.2.2. ,BELANJA BARANG DAN JASA ,6460000,
1.15.1.15.01.07.03.5.2.2.01. ,Belanja Bahan Pakai Habis ,730000,
1.15.1.15.01.07.03.5.2.2.01.001. ,Belanja alat tulis kantor ,630000, Alat Tulis Kantor 630000.00
1.15.1.15.01.07.03.5.2.2.01.009. ,Belanja Dekorasi ,100000, Dekorasi 100000.00
1.15.1.15.01.07.03.5.2.2.06. ,Belanja Cetak dan Penggandaan ,800000,
1.15.1.15.01.07.03.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,800000, Fotocopy 800000.00
1.15.1.15.01.07.03.5.2.2.11. ,Belanja Makanan dan Minuman ,2750000,
1.15.1.15.01.07.03.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,2750000, Minum snek rapat 750000.00 Makan minum rapat 2000000.00
1.15.1.15.01.07.03.5.2.2.15. ,Belanja Perjalanan Dinas ,780000,
1.15.1.15.01.07.03.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,780000, Gol IV 180000.00 Gol III 600000.00
1.15.1.15.01.07.03.5.2.2.23. ,Belanja Jasa Narasumber/Tenaga Ahli ,1400000,
1.15.1.15.01.07.03.5.2.2.23.001. ,Belanja jasa narasumber ,1400000, Jasa narasumber PNS 1000000.00 Jasa narasumber non PNS 400000.00
1.15.1.15.01.07.04. ,MONITORING^ EVALUASI^ DAN PENGENDALIAN ,45560000,Lokasi Kegiatan: Disperindagkop PROGRAM KEGIATAN SKPD Sumber Dana: DAU.  Bantuan Keuangan Prov.
1.15.1.15.01.07.04.5.2.1. ,BELANJA PEGAWAI ,3050000,
1.15.1.15.01.07.04.5.2.1.01. ,Honorarium PNS ,3050000,
1.15.1.15.01.07.04.5.2.1.01.001. ,Honorarium Tim Pelaksana Kegiatan ,3050000, Penanggungjawab 600000.00 Ketua 550000.00 Anggota 1500000.00 Staf sekretariat 400000.00
1.15.1.15.01.07.04.5.2.2. ,BELANJA BARANG DAN JASA ,42510000,
1.15.1.15.01.07.04.5.2.2.01. ,Belanja Bahan Pakai Habis ,445000,
1.15.1.15.01.07.04.5.2.2.01.001. ,Belanja alat tulis kantor ,182500, Kertas HVS 70 gr folio 150000.00 Balpoint 18000.00 Snel 14500.00
1.15.1.15.01.07.04.5.2.2.01.008. ,Belanja Dokumentasi ,262500, Cetak dokumentasi 262500.00
1.15.1.15.01.07.04.5.2.2.06. ,Belanja Cetak dan Penggandaan ,375000,
1.15.1.15.01.07.04.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,375000, Fotocopy 200000.00 Penggandaan dan penjilidan 175000.00
1.15.1.15.01.07.04.5.2.2.11. ,Belanja Makanan dan Minuman ,550000,
1.15.1.15.01.07.04.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,550000, Minum snek rapat 150000.00 Makan minum rapat 400000.00
1.15.1.15.01.07.04.5.2.2.15. ,Belanja Perjalanan Dinas ,41140000,
1.15.1.15.01.07.04.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,2500000, Golongan IV 600000.00 Golongan III 1500000.00 Golongan II 400000.00
1.15.1.15.01.07.04.5.2.2.15.002. ,Belanja perjalanan dinas luar daerah ,38640000, Golongan IV (Jabodetabek) 3600000.00 Penginapan 1500000.00 Uang harian 1590000.00 Uang taxi 510000.00 Golongan III (Jabodetabek) 3000000.00 Penginapan 900000.00 Uang harian 1590000.00 Uang taxi 510000.00 Golongan IV ( Jatim) 3240000.00 Penginapan 1500000.00 Uang harian 1230000.00 Uang taxi 510000.00 Golongan III (Jawa timur) 2640000.00 Penginapan 900000.00 Uang harian 1230000.00 Uang taxi 510000.00 Gol IV (luar pulau jawa sumatra. sulawesi) 7680000.00 Penginapan 3000000.00 Uang harian 2880000.00 Uang taxi 1800000.00 Golongan III (luar pulau jawa. sumatra. sulawesi) 6480000.00 Penginapan 1800000.00 Uang harian 2880000.00 Uang taxi 1800000.00 Tiket 12000000.00
1.15.1.15.01.15. ,PROGRAM PENGEMBANGAN KEWIRAUSAHAAN^ ,93785000, KEUNGGULAN KOMPETITIF DAN SISTEM PENDUKUNG USAHA KOPERASI DAN UMKM
1.15.1.15.01.15.01. ,PENYELENGGARAAN PELATIHAN KEWIRAUSAHAAN ,58005000,Lokasi Kegiatan: Kab Gunungkidul Sumber Dana: PAD.  DAU.
1.15.1.15.01.15.01.5.2.1. ,BELANJA PEGAWAI ,570000,
1.15.1.15.01.15.01.5.2.1.01. ,Honorarium PNS ,570000,
1.15.1.15.01.15.01.5.2.1.01.001. ,Honorarium Tim Pelaksana Kegiatan ,570000, Ketua 150000.00 Sekretaris 120000.00 Anggota 300000.00
1.15.1.15.01.15.01.5.2.2. ,BELANJA BARANG DAN JASA ,57435000,
1.15.1.15.01.15.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,500000,
1.15.1.15.01.15.01.5.2.2.01.001. ,Belanja alat tulis kantor ,500000, Alat Tulis Kantor kewirausahaan 500000.00
1.15.1.15.01.15.01.5.2.2.02. ,Belanja Bahan/Material ,4000000,
1.15.1.15.01.15.01.5.2.2.02.006. ,Belanja bahan praktek KBM ,4000000, ATK peserta seminar kit 4000000.00
1.15.1.15.01.15.01.5.2.2.03. ,Belanja Jasa Kantor ,6250000,
1.15.1.15.01.15.01.5.2.2.03.020. ,Transport peserta penyuluhan/pembinaan/pelatihan ,6250000, Transport peserta kewirausahaan (50 org x 5 hari) 6250000.00
1.15.1.15.01.15.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,575000,
1.15.1.15.01.15.01.5.2.2.06.001. ,Belanja Cetak ,175000, Cetak blangko sertifikat 175000.00
1.15.1.15.01.15.01.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,400000, Fotocopy diklat kewirausahaan 400000.00
1.15.1.15.01.15.01.5.2.2.11. ,Belanja Makanan dan Minuman ,14000000,
1.15.1.15.01.15.01.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,14000000, Konsumsi diklat kewirausahaan ( 40 org x 5 hari x 2 kali) 14000000.00
1.15.1.15.01.15.01.5.2.2.15. ,Belanja Perjalanan Dinas ,16110000,
1.15.1.15.01.15.01.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,2310000, Golongan IV 300000.00 Golongan III 850000.00 Golongan II 1160000.00
1.15.1.15.01.15.01.5.2.2.15.002. ,Belanja perjalanan dinas luar daerah ,13800000, Golongan IV 3300000.00 Uang harian 1200000.00 Uang harian 1590000.00 Uang taxi 510000.00 Golongan III 6000000.00 Penginapan 1800000.00 Uang harian 3180000.00 Uang taxi 1020000.00 Tiket 4500000.00
1.15.1.15.01.15.01.5.2.2.23. ,Belanja Jasa Narasumber/Tenaga Ahli ,16000000,
1.15.1.15.01.15.01.5.2.2.23.001. ,Belanja jasa narasumber ,16000000, Narasumber diklat kewirausahaan (8 jpl x 5 hari x 2 kali) 16000000.00
1.15.1.15.01.15.02. ,DUKUNGAN PENYEDIAAN PERMODALAN BAGI ,35780000,Lokasi Kegiatan: Disperindagkop. Malang Jatim KOPERASI DAN UMKM Sumber Dana: PAD.
1.15.1.15.01.15.02.5.2.2. ,BELANJA BARANG DAN JASA ,35780000,
1.15.1.15.01.15.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,1330000,
1.15.1.15.01.15.02.5.2.2.01.001. ,Belanja alat tulis kantor ,1330000, Alat Tulis Kantor sertifikasi tanah 400000.00 Alat tulis kantor (3 angkatan) 930000.00
1.15.1.15.01.15.02.5.2.2.03. ,Belanja Jasa Kantor ,2250000,
1.15.1.15.01.15.02.5.2.2.03.020. ,Transport peserta penyuluhan/pembinaan/pelatihan ,2250000, Transport peserta (30 Org x 3 angkt) 2250000.00
1.15.1.15.01.15.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,1300000,
1.15.1.15.01.15.02.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,1300000, Fotocopy ( 3 angktan) 1000000.00 Fotocopy sertifikasi tanah 300000.00
1.15.1.15.01.15.02.5.2.2.11. ,Belanja Makanan dan Minuman ,5500000,
1.15.1.15.01.15.02.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,5500000, Konsumsi (40 org x 3 kali) 3300000.00 Konsumsi rapat persiapan 825000.00 Konsumsi rapat sertifikasi tanah 1375000.00
1.15.1.15.01.15.02.5.2.2.15. ,Belanja Perjalanan Dinas ,21800000,
1.15.1.15.01.15.02.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,3200000, Golongan IV 1200000.00 Golongan III 2000000.00
1.15.1.15.01.15.02.5.2.2.15.002. ,Belanja perjalanan dinas luar daerah ,18600000, Golongan IV 6600000.00 Penginapan 2400000.00 Uang harian 3180000.00 Uang taxi 1020000.00 Golongan III 12000000.00 Penginapan 3600000.00 Uang harian 6360000.00 Uang taxi 2040000.00
1.15.1.15.01.15.02.5.2.2.23. ,Belanja Jasa Narasumber/Tenaga Ahli ,3600000,
1.15.1.15.01.15.02.5.2.2.23.001. ,Belanja jasa narasumber ,3600000, Honorarium narasumber/PNS (6 Jpl x 3 kali) 3600000.00
1.15.1.15.01.16. ,PROGRAM PENINGKATAN KUALITAS KELEMBAGAAN ,585401500, KOPERASI
1.15.1.15.01.16.01. ,PELATIHAN MANAJEMEN PENGELOLAAN KOPERASI ,263539000,Lokasi Kegiatan: Kab Gunungkidul Sumber Dana: PAD.  DAU.
1.15.1.15.01.16.01.5.2.1. ,BELANJA PEGAWAI ,3080000,
1.15.1.15.01.16.01.5.2.1.01. ,Honorarium PNS ,3080000,
1.15.1.15.01.16.01.5.2.1.01.001. ,Honorarium Tim Pelaksana Kegiatan ,2280000, Ketua 600000.00 Sekretaris 480000.00 Anggota 1200000.00
1.15.1.15.01.16.01.5.2.1.01.003. ,Honorarium Bendahara/Pembantu ,800000, Bendaraha/ppk-skpd/pembantu ppk-skpd Pejabat pengadaan aplikasi akuntansi 400000.00 Pejabat penerima aplikasi akuntansi 400000.00
1.15.1.15.01.16.01.5.2.2. ,BELANJA BARANG DAN JASA ,260459000,
1.15.1.15.01.16.01.5.2.2.01. ,Belanja Bahan Pakai Habis ,4000000,
1.15.1.15.01.16.01.5.2.2.01.001. ,Belanja alat tulis kantor ,4000000, Alat Tulis Kantor 4000000.00
1.15.1.15.01.16.01.5.2.2.02. ,Belanja Bahan/Material ,9750000,
1.15.1.15.01.16.01.5.2.2.02.006. ,Belanja bahan praktek KBM ,9750000, ATK Seminar kit 9750000.00
1.15.1.15.01.16.01.5.2.2.03. ,Belanja Jasa Kantor ,20375000,
1.15.1.15.01.16.01.5.2.2.03.020. ,Transport peserta penyuluhan/pembinaan/pelatihan ,20375000, Transport Peserta Pelatihan (180 org x 4 hari) 18000000.00 Transport peserta magang (10 org x 2 hari) 500000.00 Transport peserta diklat sistem informasi (25 org x 3 hari) 1875000.00
1.15.1.15.01.16.01.5.2.2.06. ,Belanja Cetak dan Penggandaan ,5384000,
1.15.1.15.01.16.01.5.2.2.06.001. ,Belanja Cetak ,984000, Cetak blangko sertivikat 984000.00
1.15.1.15.01.16.01.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,4400000, Fotocopy 1500000.00 Fotocopy materi 2500000.00 Fotocopy penggandaan 400000.00
1.15.1.15.01.16.01.5.2.2.07. ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,1400000,
1.15.1.15.01.16.01.5.2.2.07.002. ,Belanja sewa gedung/ruang pertemuan ,1400000, Sewa gedung 1400000.00
1.15.1.15.01.16.01.5.2.2.11. ,Belanja Makanan dan Minuman ,37050000,
1.15.1.15.01.16.01.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,37050000, Konsumsi diklat akuntansi (40 org x 4 Hari x 2 kali) 11200000.00 Konsumsi diklat auditing (40 org x 4 Hari x 2 kali) 11200000.00 Konsumsi diklat manajemen usaha (40 org x 4 Hari x 2 kali) 11200000.00 Konsumsi OTJ (15 org x 2 hari) 825000.00 Konsumsi diklat sistem informasi (25 org x 3 hari) 2625000.00
1.15.1.15.01.16.01.5.2.2.15. ,Belanja Perjalanan Dinas ,4300000,
1.15.1.15.01.16.01.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,4300000, Golongan IV 1200000.00 Golongan III 3100000.00
1.15.1.15.01.16.01.5.2.2.19. ,Belanja Jasa Konsultan ,135000000,
1.15.1.15.01.16.01.5.2.2.19.001. ,Belanja Jasa Konsultan Perencana ,135000000, Jasa konsultan perencana 135000000.00
1.15.1.15.01.16.01.5.2.2.23. ,Belanja Jasa Narasumber/Tenaga Ahli ,43200000,
1.15.1.15.01.16.01.5.2.2.23.001. ,Belanja jasa narasumber ,43200000, Honorarium narasumber diklat akuntansi (8Jpl x 4 hari x 2 kali) 12800000.00 Honorarium narasumber diklat auditing (8Jpl x 4 hari x 2 kali) 12800000.00 Honorarium narasumber diklat manajemen usaha (8Jpl x 3 hari ) 4800000.00 Honorarium narasumber OTJ (5 angkatan x 8Jpl ) 8000000.00 Honorarium narasumber sistem informasi (8Jpl x 3 hari ) 4800000.00
1.15.1.15.01.16.02. ,PEMBINAAN DAN PENGAWASAN KINERJA ,284602500,Lokasi Kegiatan: Kab Gunungkidul KOPERASI Sumber Dana: DAU.
1.15.1.15.01.16.02.5.2.1. ,BELANJA PEGAWAI ,54070000,
1.15.1.15.01.16.02.5.2.1.01. ,Honorarium PNS ,20185000,
1.15.1.15.01.16.02.5.2.1.01.001. ,Honorarium Tim Pelaksana Kegiatan ,20085000, Honorarium Tim Penilaian kesehatan KSP/USP 4950000.00 Ketua 825000.00 Sekretaris 750000.00 Anggota (5 org x 3 bln) 3375000.00 Honorarium tim pelaksana kegiatan tangkas trampil perkoperasian 285000.00 Ketua 75000.00 Sekretaris 60000.00 Anggota (3 org) 150000.00 Honorarium tim pelaksana kegiatan pembentukan koperasi 5700000.00 Ketua (1 org x 20 kop) 1500000.00 Sekretaris (1 org x 20 kop) 1200000.00 Anggota (3 org x 20 kop) 3000000.00 Honor tim pelaksana kegtn pelatihan bagi anggota koperasi baru Ketua ( 1 org x 10 kop) 750000.00 Sekretaris (1 org x 10 kop) 600000.00 Anggota (3 org x 10 kop) 1500000.00 Tim pembubaran koperasi 6300000.00 Ketua (1 org x 3 bulan) 825000.00 Sekretaris ( 1 org x 3 bulan) 750000.00 Anggota (7 org x 3 bulan) 4725000.00
1.15.1.15.01.16.02.5.2.1.01.004. ,Honorarium Moderator ,100000, Moderator 100000.00
1.15.1.15.01.16.02.5.2.1.02. ,Honorarium Non PNS ,33885000,
1.15.1.15.01.16.02.5.2.1.02.001. ,Honorarium Tenaga Kontrak ,33885000, Tenaga penyuluh koperasi/THL (3 org x 251 hari) 33885000.00
1.15.1.15.01.16.02.5.2.2. ,BELANJA BARANG DAN JASA ,230532500,
1.15.1.15.01.16.02.5.2.2.01. ,Belanja Bahan Pakai Habis ,2650000,
1.15.1.15.01.16.02.5.2.2.01.001. ,Belanja alat tulis kantor ,2650000, Alat tulis penyuluhan pembentukan koperasi 250000.00 Alat tulis pelatihan perkoperasian bagi anggota kop baru 400000.00 Alat tulis lomba tangkas trampil 500000.00 Alat tulis Kantor pembubaran koperasi 500000.00 Alat tulis Kantor penilaian kesehatan koperasi 500000.00 Alat Tulis Pendampingan RAT 500000.00
1.15.1.15.01.16.02.5.2.2.02. ,Belanja Bahan/Material ,18500000,
1.15.1.15.01.16.02.5.2.2.02.007. ,Belanja bahan sosiliasasi^diklat^seminar ,12500000, ATK/seminar kit peserta pelat perkoperasian bagi anggota kop baru 12500000.00
1.15.1.15.01.16.02.5.2.2.02.008. ,Hadiah lomba/Cinderamata ,6000000, Tropy dan uang pembinaan lomba tangkas trampil koperasi 6000000.00
1.15.1.15.01.16.02.5.2.2.03. ,Belanja Jasa Kantor ,23675000,
1.15.1.15.01.16.02.5.2.2.03.012. ,Belanja jasa publikasi ,4000000, Pemasangan iklan pembubaran koperasi 4000000.00
1.15.1.15.01.16.02.5.2.2.03.020. ,Transport peserta penyuluhan/pembinaan/pelatihan ,19675000, Transport peserta lomba tangkas trampil tingkat kabupaten 800000.00 Transport peserta lomba trangkas trampil tingkat propinsi 125000.00 Transport peserta penyuluhan pembentukan koperasi 12500000.00 Transport peserta pelatihan bagi anggota kop baru 6250000.00
1.15.1.15.01.16.02.5.2.2.06. ,Belanja Cetak dan Penggandaan ,2100000,
1.15.1.15.01.16.02.5.2.2.06.002. ,Belanja Penggandaan/Foto copy ,2100000, Fotocopy tangkas trampil 500000.00 Fotocopy penilaian kesehatan 400000.00 Fotocopy pembentukan koperasi baru 300000.00 Fotocopy pelatihan bagi anggota 300000.00 Fotocopy pembubaran koperasi 300000.00 Fotocopy pendampingan RAT 300000.00
1.15.1.15.01.16.02.5.2.2.07. ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,500000,
1.15.1.15.01.16.02.5.2.2.07.002. ,Belanja sewa gedung/ruang pertemuan ,500000, Sewa gedung lomba tangkas trampil 500000.00
1.15.1.15.01.16.02.5.2.2.08. ,Belanja Sewa Sarana Mobilitas ,1000000,
1.15.1.15.01.16.02.5.2.2.08.001. ,Belanja Sewa Sarana Mobilitas Darat ,1000000, Sewa kendaraan tangkas trampil 1000000.00
1.15.1.15.01.16.02.5.2.2.11. ,Belanja Makanan dan Minuman ,49237500,
1.15.1.15.01.16.02.5.2.2.11.002. ,Belanja makanan dan minuman rapat ,49237500, Konsumsi rapat penilaian kesehatan koperasi (15 org x 3 kali) 1237500.00 Konsumsi tangkas trampil 1375000.00 Konsumsi rapat pembentukan koperasi baru (30 org x 20 kop) 21000000.00 Konsumsi rapat pelatihan perkoperasi (30 org x 1 hari x 10 angkatan) 10500000.00 Konsumsi rapat pembubaran koperasi (20 org x 5 kali) 2750000.00 Konsumsi rapat pendampingan RAT (30 kop x 15 Org) 12375000.00
1.15.1.15.01.16.02.5.2.2.15. ,Belanja Perjalanan Dinas ,53070000,
1.15.1.15.01.16.02.5.2.2.15.001. ,Belanja perjalanan dinas dalam daerah ,30870000, Pembinaan dan pengawasan koperasi 7300000.00 Golongan IV 1200000.00 Golongan III 2500000.00 Golongan II 3600000.00 Pembentukan koperasi 2900000.00 Golongan IV 300000.00 Golongan III 1000000.00 Golongan II 1600000.00 Pelatihan perkoperasian bagi anggota koperasi baru 2100000.00 Golongan IV 300000.00 Golongan III 1000000.00 Golongan II 800000.00 Penilaian kesehatan KSP/USP 7950000.00 Golongan IV 1800000.00 Golongan III 3750000.00 Golongan II 2400000.00 Pembinaan/pendampingan RAT 4200000.00 Golongan IV 600000.00 Golongan III 2000000.00 Golongan II 1600000.00 Pembubaran koperasi 5000000.00 Golongan IV 600000.00 Golongan III 2000000.00 Golongan II 2400000.00 Lomba tangkas trampil perkoperasian 1420000.00 Golongan IV 120000.00 Golongan III 500000.00 Golongan II 800000.00
1.15.1.15.01.16.02.5.2.2.15.002. ,Belanja perjalanan dinas luar daerah ,22200000, Rakernas Golongan IV 3300000.00 Penginapan 1200000.00 Uang harian 1590000.00 Uang taxi 510000.00 Rapat Regional Golongan IV 3300000.00 Penginapan 1200000.00 Uang harian 1590000.00 Uang taxi 510000.00 Koordinasi konsultasi 8400000.00 Golongan IV penginapan 1600000.00 Golongan IV Uang harian 2120000.00 Golongan IV taxi 680000.00 Golongan III penginapan 1200000.00 Golongan III uang harian 2120000.00 Golongan III uang taxi 680000.00 Tiket 7200000.00
