Judul,Penjabaran Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.17 . 1.17.01 . 02.34 . 5.2.3.12.02 ,Belanja Modal Pengadaan Komputer/PC ,24000000,24000000,0,0,"Belanja Modal Pengadaan Komputer / PCKomputer+Printer3 unit x 8.000.000,00 = 24.000.000,00"
1.17 . 1.17.01 . 02.34 . 5.2.3.12.03 ,Belanja Modal Pengadaan Komputer Note Book ,28175000,28175000,0,0,"Belanja Modal Pengadaan Notebook
Pengadaan Notebook3 unit x 9.000.000,00 = 27.000.000,00
Pejabat Pembuat Komitmen1 ok x 300.000,00 = 300.000,00
Pejabat Pengadaan Barang1 ok x 525.000,00 = 525.000,00
Pejabat Penerima dan Pemeriksa Barang1 ok x 350.000,00 = 350.000,00"
1.17 . 1.17.01 . 02.34 . 5.2.3.12.04 ,Belanja Modal Pengadaan Printer ,10000000,10225000,225,2.25,"Pengadaan Printer2 unit x 5.112.500,00 = 10.225.000,00"
1.17 . 1.17.01 . 02.34 . 5.2.3.13 ,Belanja Modal Pengadaan Mebeulair ,0,15500000,15500000,0,
1.17 . 1.17.01 . 02.34 . 5.2.3.13.01 ,Belanja Modal Pengadaan Meja Kerja ,0,15500000,15500000,0,"Pengadaan Modal Meja Kerja5 Unit x 1.975.000,00 = 9.875.000,00
Pengadaan Modal Kursi Kerja5 Unit x 1.125.000,00 = 5.625.000,00"
1.17 . 1.17.01 . 02.34 . 5.2.3.14 ,Belanja Modal Pengadaan Peralatan Dapur ,2000000,2000000,0,0,
1.17 . 1.17.01 . 02.34 . 5.2.3.14.05 ,Belanja Modal Pengadaan Kulkas ,2000000,2000000,0,0,"Pembelian Kulkas mini1 unit x 2.000.000,00 = 2.000.000,00"
1.17 . 1.17.01 . 02.34 . 5.2.3.16 ,Belanja Modal Pengadaan Alat-Alat Studio ,10000000,10000000,0,0,
1.17 . 1.17.01 . 02.34 . 5.2.3.16.01 ,Belanja Modal Pengadaan Kamera ,10000000,10000000,0,0,"Pengadaan Kamera
Pengadaan Kamera untuk Pelestarian dan Aktualisasi Adat Budaya1 unit x 10.000.000,00 = 10.000.000,00"
1.17 . 1.17.01 . 06 ,Program Peningkatan Pengembangan Sistem Pelaporan Capaian Kinerja dan Keuangan,19330000,19330000,0,0,
1.17 . 1.17.01 . 06.01 ,Penyusunan Laporan Capaian Kinerja dan Ikhtisar Realisasi Kinerja SKPD,19330000,19330000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Dinas Kebudayaan dan Pariwisata"
1.17 . 1.17.01 . 06.01 . 5.2.1 ,Belanja Pegawai ,9880000,9880000,0,0,
1.17 . 1.17.01 . 06.01 . 5.2.1.03 ,Uang Lembur ,9880000,9880000,0,0,
1.17 . 1.17.01 . 06.01 . 5.2.1.03.01 ,Uang Lembur PNS ,9880000,9880000,0,0,"Uang lembur PNS
Gol. II250 OH x 10.000,00 = 2.500.000,00
Gol. III dan IV492 OH x 15.000,00 = 7.380.000,00"
1.17 . 1.17.01 . 06.01 . 5.2.2 ,Belanja Barang dan Jasa ,9450000,9450000,0,0,
1.17 . 1.17.01 . 06.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,9450000,9450000,0,0,
1.17 . 1.17.01 . 06.01 . 5.2.2.11.04 ,Belanja Makanan dan Minuman lembur ,9450000,9450000,0,0,"Belanja Makanan dan Minuman Lembur
Makan dan minum540 OH x 17.500,00 = 9.450.000,00"
1.17 . 1.17.01 . 15 ,Program Pengembangan Nilai Budaya ,1416520000,1544124000,127604000,9.01,
1.17 . 1.17.01 . 15.01 ,Pelestarian dan Aktualisasi Adat Budaya Daerah ,1341520000,1469124000,127604000,9.51,"Sumber Dana :
 Lokasi Kegiatan : Bantul"
1.17 . 1.17.01 . 15.01 . 5.2.1 ,Belanja Pegawai ,25010000,26570000,1560000,6.24,
1.17 . 1.17.01 . 15.01 . 5.2.1.01 ,Honorarium PNS ,25010000,26570000,1560000,6.24,
1.17 . 1.17.01 . 15.01 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,25010000,26570000,1560000,6.24,"Honorarium Panitia Pelaksana Kegiatan
Honorarium Panitia Pelaksana Kegiatan GSBY1 ls x 1.560.000^00 = 1.560.000^00
Honorarium Panitia Pelaksana Kegiatan GSBB1 ls x 1.410.000^00 = 1.410.000^00
Honorarium Panitia Pelaksana Kegiatan FKT1 ls x 1.560.000^00 = 1.560.000^00
Honorarium Panitia Pelaksana Kegiatan FDC1 ls x 1.560.000^00 = 1.560.000^00
Honorarium Panitia Pelaksana Kegiatan GKLD 11 ls x 1.560.000^00 = 1.560.000^00
Honorarium Panitia Pelaksana Kegiatan GKLD 21 ls x 1.560.000^00 = 1.560.000^00
Honorarium Panitia Pelaksana Kegiatan GKLD 31 ls x 1.560.000^00 = 1.560.000^00
Honorarium Panitia Pelaksana Kegiatan Tim verifikasi Keg.Seni Budaya1 ls x 8.760.000^00 = 8.760.000^00
PPK (Pejabat Pembuat Komitmen)1 org x 350.000^00 = 350.000^00
Pejabat Pengadaan1 org x 250.000^00 = 250.000^00
Pejabat Pemeriksa1 org x 200.000^00 = 200.000^00
Honorarium Panitia Pelaksana Kegiatan Festival Keroncong1 ls x 1.560.000^00 = 1.560.000^00
Honorarium Panitia Pelaksana Kegiatan Festival Kethoprak1 ls x 1.560.000^00 = 1.560.000^00
Honorarium Panitia Pelaksana Kegiatan Festival Sendratari1 ls x 1.560.000^00 = 1.560.000^00
Honorarium Panitia Pelaksana Gebyar Budaya Bantul1 ls x 1.560.000^00 = 1.560.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2 ,Belanja Barang dan Jasa ,1316510000,1442554000,126044000,9.57,
1.17 . 1.17.01 . 15.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2161000,2161000,0,0,
1.17 . 1.17.01 . 15.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2161000,2161000,0,0,"Belanja ATK
Belanja Alat Tulis Kantor1 ls x 2.161.000^00 = 2.161.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.02 ,Belanja Bahan/Material ,5400000,5400000,0,0,
1.17 . 1.17.01 . 15.01 . 5.2.2.02.04 ,Belanja Bahan Obat-Obatan ,1200000,1200000,0,0,"Belanja Bahan Obat-obatan
Belanja Bahan Obat-obatan (GSBY^ GKLD 1^ GSBB^ GKLD 3)1 ls x 1.200.000^00 = 1.200.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.02.07 ,Belanja Cindera Mata ,4200000,4200000,0,0,"Belanja Cinderamata
Belanja Trophy (FKT^ Festival Keroncong^ Festival Ketoprak)1 ls x 4.200.000^00 = 4.200.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.03 ,Belanja Jasa Kantor ,5375000,6675000,1300000,24.19,
1.17 . 1.17.01 . 15.01 . 5.2.2.03.08 ,Belanja Sertifikasi ,60,60000,0,0,Belanja Sertifikat1 ls x 60.000^00 = 60.000^00
1.17 . 1.17.01 . 15.01 . 5.2.2.03.13 ,Belanja Dokumentasi ,2400000,3400000,1000000,41.67,Belanja Dokumentasi1 ls x 3.400.000^00 = 3.400.000^00
1.17 . 1.17.01 . 15.01 . 5.2.2.03.14 ,Belanja Dekorasi ,1350000,1350000,0,0,"Belanja Dekorasi
Belanja Dekorasi (FKT^ FDC^ FS^ Festival Keroncong^ Festival Ketoprak^ Festival Jathilan dan Reog)1 ls x 1.350.000^00 = 1.350.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.03.15 ,Belanja Publikasi ,1565000,1865000,300,19.17,"Belanja Publikasi
Belanja Jasa Publikasi (GSBB^ FKT^ Festival Keroncong^ Festival Ketoprak^ Festival Jathilan dan Reog^ Gebyar Budaya Bantul)1 ls x 1.865.000^00 = 1.865.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1664000,1786000,122,7.33,
1.17 . 1.17.01 . 15.01 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1664000,1786000,122,7.33,Belanja Penggandaan8^930 lbr x 200^00 = 1.786.000^00
1.17 . 1.17.01 . 15.01 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,76500000,51250000,-25250000,-33.01,
1.17 . 1.17.01 . 15.01 . 5.2.2.07.05 ,Belanja Sewa Kamar Hotel/Penginapan ,76500000,51250000,-25250000,-33.01,"Belanja Sewa Kamar Hotel/Penginapan
Sewa Penginapan (GSBY 1^ GSBY 2^ GSBB^ GKLD 1^ GKLD 2^ GKLD 3)1 ls x 45.000.000^00 = 45.000.000^00
Sewa Gedung/Kantor/Tempat
Belanja Sewa Gedung/Tempat5 kali x 1.250.000^00 = 6.250.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.08 ,Belanja Sewa Sarana Mobilitas ,58400000,65000000,6600000,11.3,
1.17 . 1.17.01 . 15.01 . 5.2.2.08.01 ,Belanja Sewa Sarana Mobilitas Darat ,58400000,65000000,6600000,11.3,"Sewa Sarana Mobilitas Darat
Sewa Bus (GSBY1^ FS^ GSBB^ GKLD1^ GKLD2^ GKLD3^ GSBY 2)1 ls x 65.000.000^00 = 65.000.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.10 ,Belanja Sewa Perlengkapan Dan Peralatan Kantor ,31690000,63940000,32250000,101.77,
1.17 . 1.17.01 . 15.01 . 5.2.2.10.01 ,Belanja Sewa Meja Kursi ,1890000,2890000,1000000,52.91,"Belanja Sewa Meja Kursi
Sewa Meja Kursi (FKT^ FDC^ Festival Keroncong^ Festival Ketoprak^ Festival Jathilan dan Reog^ Gebyar budaya Bantul)1 ls x 2.890.000^00 = 2.890.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.10.04 ,Belanja Sewa Generator ,0,10000000,10000000,0,"Belanaj Sewa Generator
Belanja Sewa Generator5 unit x 2.000.000^00 = 10.000.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.10.05 ,Belanja Sewa Tenda/panggung/tikar/taman ,1800000,21550000,19750000, 1.097.22 ,"Belanja Sewa Tenda
Sewa Panggung150 m2 x 30.000^00 = 4.500.000^00
Sewa Panggung Riging/Lighting2 unit x 5.000.000^00 = 10.000.000^00
Sewa Taman2 set x 1.500.000^00 = 3.000.000^00
Sewa Tenda1 ls x 4.050.000^00 = 4.050.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.10.07 ,Belanja Sewa Sound System ,14500000,16000000,1500000,10.34,"Belanja Sewa Sound System
Sewa Sound System (FKT^ FDC^ FS^ Festival Keroncong^ Festival Kethoprak^ Festival Jathilan dan Reog^ Gelar Budaya Bantul)1 ls x 16.000.000^00 = 16.000.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.10.12 ,Belanja sewa peralatan dan perlengkapan kesenian/lomba,13500000,13500000,0,0,"Belanja Sewa Peralatan dan Perlengkapan Kesenian
Sewa alat kesenian (FDC^ FKT^ Festival Keroncong^ Festival Kethoprak^ Festival Jathilan dan Reog)1 ls x 13.500.000^00 = 13.500.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,72825000,58617000,-14208000,-19.51,
1.17 . 1.17.01 . 15.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,3850000,4635000,785,20.39,"Belanja Makanan dan Minuman Rapat
Belanja Makan dan Minum Rapat100 porsi x 20.000^00 = 2.000.000^00
Belanja Snack Minum Rapat230 dooz x 8.500^00 = 1.955.000^00
Belanja Snack Minum Rapat (Festival Kethoprak)80 dooz x 8.500^00 = 680.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,68975000,53982000,-14993000,-21.74,"Belanja Makanan dan Minuman Pelaksanaan Kegiatan
Belanja Makan Minum Pelaksanaan GSBY 130 porsi x 18.000^00 = 540.000^00
Belanja Makan Minum Pelaksanaan GSBY 2450 porsi x 35.000^00 = 15.750.000^00
Belanja Makan Minum Festival FKT100 porsi x 17.500^00 = 1.750.000^00
Belanja Makan Minum Festival FDC60 porsi x 17.500^00 = 1.050.000^00
Belanja Snack Minum Latihan FDC60 dooz x 7.500^00 = 450.000^00
Belanja Makan Minum Blocking Tempat dan Festival FS50 porsi x 17.500^00 = 875.000^00
Belanja Snack Minum Gladi Bersih FS100 dooz x 7.500^00 = 750.000^00
Belanja Snack Minum Pelaksanaan GSBB38 dooz x 7.500^00 = 285.000^00
Belanja Makan Minum Pelaksanaan GSBB1 ls x 3.762.000^00 = 3.762.000^00
Belanja Snack Minum Pelaksanaan GKLD 1
Belanja Makan Minum Pelaksanaan GKLD 138 porsi x 18.000^00 = 684.000^00
Belanja Snack Minum Pelaksanaan Festival Keroncong50 dooz x 7.500^00 = 375.000^00
Belanja Makan Minum Pelaksanaan Festival Keroncong50 porsi x 17.500^00 = 875.000^00
Belanja Snack Minum Pelaksanaan GKLD 230 dooz x 7.500^00 = 225.000^00
Belanja Makan Minum Pelaksanaan GKLD 21 ls x 10.676.000^00 = 10.676.000^00
Belanja Snack Minum Pelaksanaan GKLD 330 dooz x 7.500^00 = 225.000^00
Belanja Makan Minum Pelaksanaan GKLD 31 ls x 4.410.000^00 = 4.410.000^00
Belanja Snack Minum Pelaksanaan Festival Kethoprak225 dooz x 7.500^00 = 1.687.500^00
Belanja Makan Minum Pelaksanaan Festival Kethoprak225 porsi x 17.500^00 = 3.937.500^00
Belanja Snack Minum Pelaksanaan GSBY 250 dooz x 8.500^00 = 425.000^00
Belanja Snack Minum Pelaksanaan Gebyar Budaya Bantul100 dooz x 8.500^00 = 850.000^00
Belanja Makan Minum Pelaksanaan Gebyar Budaya Bantul220 porsi x 20.000^00 = 4.400.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.14 ,Belanja Pakaian Khusus Dan Hari-Hari Tertentu ,145250000,56650000,-88600000,-61,
1.17 . 1.17.01 . 15.01 . 5.2.2.14.03 ,Belanja Pakaian Batik Tradisional ,39000000,50400000,11400000,29.23,"Belanja Pakaian Batik Tradisional
Belanja Pakaian Batik Tradisional (GSBY)90 buah x 160.000^00 = 14.400.000^00
Belanja Pakaian Batik Tradisional (GSBB)70 buah x 150.000^00 = 10.500.000^00
Belanja Pakaian Batik Tradisional (GKLD 1)70 buah x 150.000^00 = 10.500.000^00
Belanja Pakaian Batik Tradisional (GKLD 2)50 buah x 150.000^00 = 7.500.000^00
Belanja Pakaian Batik Tradisional (Gebyar Budaya Bantul)50 buah x 150.000^00 = 7.500.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.14.05 ,Belanja pakaian kejuaraan/ lomba ,6250000,6250000,0,0,"Belanja Pakaian Tertentu
Belanja Pakaian Duta Seni (FS)50 buah x 125.000^00 = 6.250.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.14.12 ,Belanja Pakaian Kesenian ,100000000,0,-100000000,-100,Belanja Pakaian Kesenian
1.17 . 1.17.01 . 15.01 . 5.2.2.15 ,Belanja Perjalanan Dinas ,185480000,129810000,-55670000,-30.01,
1.17 . 1.17.01 . 15.01 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,3160000,4810000,1650000,52.22,"Belanja Perjalanan Dinas Dalam Daerah
G.IV1 ls x 1.500.000^00 = 1.500.000^00
G.III1 ls x 1.480.000^00 = 1.480.000^00
G.II1 ls x 180.000^00 = 180.000^00
Belanja Perjalanan Dinas Dalam Daerah Kab/Kota di DIY
Gol IV1 ls x 350.000^00 = 350.000^00
Gol.III1 ls x 900.000^00 = 900.000^00
Gol.II1 ls x 400.000^00 = 400.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,182320000,125000000,-57320000,-31.44,"Belanja Perjalanan Dinas Luar Daerah
Tiket1 ls x 15.000.000^00 = 15.000.000^00
Lumpsum1 ls x 30.000.000^00 = 30.000.000^00
Uang Saku1 ls x 80.000.000^00 = 80.000.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.23 ,Belanja Barang yang akan diserahkan kepada Masyarakat/ Pihak ketiga,0,90000000,90000000,0,
1.17 . 1.17.01 . 15.01 . 5.2.2.23.01 ,Belanja Barang yang akan diserahkan kepada Masyarakat,0,90000000,90000000,0,"Belanja Barang Yang Akan Diserahkan Kepada Masyarakat
Belanja Gamelan1 ls x 90.000.000^00 = 90.000.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,10575000,14075000,3500000,33.1,
1.17 . 1.17.01 . 15.01 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,800,800000,0,0,"Honorarium Narasumber
Honorarium Narasumber (FDC)4 ok x 200.000^00 = 800.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.34.02 ,Honorarium Yuri Perlombaan ,6000000,9000000,3000000,50,"Hnorarium Yuri Lomba
Honorarium Yuri (FKT)3 ok x 750.000^00 = 2.250.000^00
Honorarium Yuri (Festival Keroncong)3 ok x 750.000^00 = 2.250.000^00
Honorarium Yuri (Festival Kethoprak)3 ok x 1.500.000^00 = 4.500.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.34.06 ,Honorarium Tenaga Harian Lepas ,2775000,2775000,0,0,"Honorarium Tenaga Harian lepas
Honorarium Penabuh (FDC)25 ok x 75.000^00 = 1.875.000^00
Honorarium Dalang (FDC)6 ok x 150.000^00 = 900.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.34.09 ,Honor Petugas Lapangan ,1000000,1500000,500,50,"Honor Petugas Lapangan
Honor Petugas Lapangan (Pengamanan FKT)20 ok x 25.000^00 = 500.000^00
Honor Petugas Lapangan (Pengamanan  Festival Kethoprak)20 orang x 25.000^00 = 500.000^00
Honor Petugas Lapangan (Pengamanan Festival Keroncong)20 ok x 25.000^00 = 500.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.35 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,60200000,60200000,0,0,
1.17 . 1.17.01 . 15.01 . 5.2.2.35.01 ,Uang Untuk Diberikan Kepada Pihak Ketiga/Masyarakat,60200000,60200000,0,0,"Uang untuk diberikan kepada masyarakat (Hadiah)
Pengendang Terbaik (FKT)1 org x 750.000^00 = 750.000^00
Penggender Terbaik (FKT)1 org x 750.000^00 = 750.000^00
Sinden Terbaik (FKT)1 org x 750.000^00 = 750.000^00
Pengrebab Terbaik (FKT)1 org x 750.000^00 = 750.000^00
Grup Terbaik I (FKT)1 grup x 3.000.000^00 = 3.000.000^00
Grup Terbaik II (FKT)1 grup x 2.500.000^00 = 2.500.000^00G
rup Terbaik III (FKT)1 grup x 2.000.000^00 = 2.000.000^00
Grup Harapan I (FKT)1 grup x 1.500.000^00 = 1.500.000^00
Grup Harapan Terbaik II (FKT)1 grup x 1.250.000^00 = 1.250.000^00
Grup Harapan Terbaik III (FKT)1 grup x 1.000.000^00 = 1.000.000^00
Juara I (Festival Keroncong)1 grup x 3.000.000^00 = 3.000.000^00
Juara II (Festival Keroncong)1 grup x 2.500.000^00 = 2.500.000^00
Juara III (Festival Keroncong)1 grup x 2.000.000^00 = 2.000.000^00
Juara Harapan I (Festival Keroncong)1 grup x 1.000.000^00 = 1.000.000^00
Juara Harapan II (Festival Keroncong)1 grup x 1.000.000^00 = 1.000.000^00
Juara Harapan III (Festival Keroncong)1 grup x 1.000.000^00 = 1.000.000^00
Penyaji Terbaik 1 (Festival Kethoprak)1 grup x 7.000.000^00 = 7.000.000^00
Penyaji Terbaik 2 (Festival Kethoprak)1 grup x 6.500.000^00 = 6.500.000^00
Penyaji Terbaik 3 (Festival Kethoprak)1 grup x 6.000.000^00 = 6.000.000^00
Penyaji Terbaik 4 (Festival Kethoprak)1 grup x 5.500.000^00 = 5.500.000^00
Penyaji Terbaik 5 (Festival Kethoprak)1 grup x 5.000.000^00 = 5.000.000^00
Pemeran Utama Wanita Terbaik (Festival Kethoprak)1 orang x 750.000^00 = 750.000^00
Pemeran Utama Pria Terbaik (Festival Kethoprak)1 orang x 750.000^00 = 750.000^00
Pemeran Pembantu Wanita Terbaik (Festival Kethoprak)1 orang x 700.000^00 = 700.000^00P
emeran Pembantu Pria Terbaik (Festival Kethoprak)1 orang x 700.000^00 = 700.000^00
Sutradara Terbaik (Festival Kethoprak)1 orang x 850.000^00 = 850.000^00
Penata Iringan Terbaik (Festival Kethoprak)1 orang x 850.000^00 = 850.000^00
Penulis Naskah Terbaik (Festival Kethoprak)1 orang x 850.000^00 = 850.000^00"
1.17 . 1.17.01 . 15.01 . 5.2.2.36 ,Belanja Jasa Pentas/Pertunjukan ,660990000,836990000,176000000,26.63,
1.17 . 1.17.01 . 15.01 . 5.2.2.36.01 ,Belanja Jasa Pentas/Pertunjukan ,660990000,836990000,176000000,26.63,"Belanja Jasa Pentas/Pertunjukan
Belanja Jasa Pentas GSBY 11 ls x 7.500.000^00 = 7.500.000^00
Belanja Jasa Pentas GSBB1 kali x 24.500.000^00 = 24.500.000^00
Belanja Jasa Pentas FS1 ls x 29.000.000^00 = 29.000.000^00
Belanja Jasa Pentas GKLD 11 ls x 25.500.000^00 = 25.500.000^00
Belanja Jasa Pentas GKLD 21 ls x 29.125.000^00 = 29.125.000^00
Belanja Jasa Pentas FKT17 grup x 2.500.000^00 = 42.500.000^00
Belanja Jasa Festival Kotagede1 ls x 75.000.000^00 = 75.000.000^00
Belanja Jasa Pentas Festival Keroncong17 grup x 2.500.000^00 = 42.500.000^00
Belanja Jasa Pentas GKLD 31 kali x 29.865.000^00 = 29.865.000^00
Belanja Jasa Pentas Festival Ketoprak17 grup x 5.500.000^00 = 93.500.000^00
Belanja Jasa Pentas-Pentas Seni Budaya1 kali x 20.000.000^00 = 20.000.000^00
Belanja Jasa Pentas-Pentas Kesenian17 kali x 20.000.000^00 = 340.000.000^00
Belanja Jasa Pentas GSBY 21 ls x 30.000.000^00 = 30.000.000^00
Belanja Jasa Pentas Gebyar Budaya Bantul (Reog Keprajuritan^ Ketoprak Lesung^ Tari Bantul Harmoni^ Wayang Kulit^ Pek Bung)1 ls x 48.000.000^00 = 48.000.000^00"
1.17 . 1.17.01 . 15.04 ,Pemantauan dan Evaluasi Pelaksanaan Program Pengembangan Nilai Budaya,25000000,25000000,0,0,"Sumber Dana :
 Lokasi Kegiatan : Bantul"
1.17 . 1.17.01 . 15.04 . 5.2.1 ,Belanja Pegawai ,1260000,1260000,0,0,
1.17 . 1.17.01 . 15.04 . 5.2.1.01 ,Honorarium PNS ,1260000,1260000,0,0,
1.17 . 1.17.01 . 15.04 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,1260000,1260000,0,0,"Honorarium Panitia Pelaksana Kegiatan
Pengarah1 ok x 180.000^00 = 180.000^00
Ketua1 ok x 170.000^00 = 170.000^00
Sekretaris1 ok x 160.000^00 = 160.000^00
Anggota5 ok x 150.000^00 = 750.000^00"
1.17 . 1.17.01 . 15.04 . 5.2.2 ,Belanja Barang dan Jasa ,23740000,23740000,0,0,
1.17 . 1.17.01 . 15.04 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,3800000,3800000,0,0,
1.17 . 1.17.01 . 15.04 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,3800000,3800000,0,0,"Belanja ATKPembelian Alat Tulis2 paket x 400.000^00 = 800.000^00
Pembelian ATK Peserta200 paket x 15.000^00 = 3.000.000^00"
1.17 . 1.17.01 . 15.04 . 5.2.2.03 ,Belanja Jasa Kantor ,2100000,2100000,0,0,
1.17 . 1.17.01 . 15.04 . 5.2.2.03.08 ,Belanja Sertifikasi ,800,800000,0,0,Belanja Sertifikat200 buah x 4.000^00 = 800.000^00
1.17 . 1.17.01 . 15.04 . 5.2.2.03.13 ,Belanja Dokumentasi ,400,400000,0,0,Belanja Dokumentasi2 paket x 200.000^00 = 400.000^00
1.17 . 1.17.01 . 15.04 . 5.2.2.03.14 ,Belanja Dekorasi ,300,300000,0,0,Belanja Dekorasi2 paket x 150.000^00 = 300.000^00
1.17 . 1.17.01 . 15.04 . 5.2.2.03.15 ,Belanja Publikasi ,600,600000,0,0,Belanja PublikasiBelanja Publikasi Sarasehan2 paket x 300.000^00 = 600.000^00
1.17 . 1.17.01 . 15.04 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1140000,1140000,0,0,
1.17 . 1.17.01 . 15.04 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1140000,1140000,0,0,"Belanja Penggandaan / Fotocopy
Belanja Penggandaan/Fotocopy5^700 lbr x 200^00 = 1.140.000^00"
1.17 . 1.17.01 . 15.04 . 5.2.2.07 ,Belanja Sewa Rumah/Gedung/Gudang/Parkir ,2500000,2500000,0,0,
1.17 . 1.17.01 . 15.04 . 5.2.2.07.02 ,Belanja Sewa Gedung/Kantor/Tempat ,2500000,2500000,0,0,"Belanja Sewa Gedung/Kantor/Tempat
Belanja Sewa Gedung/Tempat2 kali x 1.250.000^00 = 2.500.000^00"
1.17 . 1.17.01 . 15.04 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,4600000,4600000,0,0,
1.17 . 1.17.01 . 15.04 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,750,750000,0,0,Belanja Makanan dan Minuman Rapat100 dooz x 7.500^00 = 750.000^00
1.17 . 1.17.01 . 15.04 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,3850000,3850000,0,0,"Belanja Makan dan Minum Pelaksanaan Kegiatan
Belanja Makan dan Minum Kegiatan Sarasehan220 porsi x 17.500^00 = 3.850.000^00"
1.17 . 1.17.01 . 15.04 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,9600000,9600000,0,0,
1.17 . 1.17.01 . 15.04 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,3600000,3600000,0,0,"Honorarium Narasumber/Moderator
Honorarium Narasumber6 ok x 500.000^00 = 3.000.000^00
Honorarium Moderator2 ok x 300.000^00 = 600.000^00"
1.17 . 1.17.01 . 15.04 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,6000000,6000000,0,0,Honor Peserta Sarasehan200 ok x 30.000^00 = 6.000.000^00
1.17 . 1.17.01 . 15.05 ,"Pemberian Dukungan, Penghargaan dan Kerjasama Di Bidang Budaya",50000000,50000000,0,0,"Sumber Dana : 
Lokasi Kegiatan : Bantul"
1.17 . 1.17.01 . 15.05 . 5.2.1 ,Belanja Pegawai ,8210000,8210000,0,0,
1.17 . 1.17.01 . 15.05 . 5.2.1.01 ,Honorarium PNS ,8210000,8210000,0,0,
1.17 . 1.17.01 . 15.05 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,8210000,8210000,0,0,"Honorarium Panitia Pelaksana Kegiatan
Pengarah1 Ok x 180.000^00 = 180.000^00
Ketua1 Ok x 170.000^00 = 170.000^00
Sekretaris1 Ok x 160.000^00 = 160.000^00
Anggota6 Ok x 150.000^00 = 900.000^00
HR Tim Seleksi Penghargaan Seniman^ Budayawan
Ketua1 ok x 750.000^00 = 750.000^00
Sekretaris1 ok x 650.000^00 = 650.000^00
Anggota4 ok x 500.000^00 = 2.000.000^00
HR Tim Seleksi Penghargaan Organisasi Seni Budaya
Ketua1 ok x 750.000^00 = 750.000^00
Sekretaris1 ok x 650.000^00 = 650.000^00
Anggota4 ok x 500.000^00 = 2.000.000^00"
1.17 . 1.17.01 . 15.05 . 5.2.2 ,Belanja Barang dan Jasa ,41790000,41790000,0,0,
