Judul,Perubahan Anggaran Pendapatan dan Belanja Daerah,,,,,
1.22 . 1.22.01 . 15.01 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,2250000.00,2250000.00,0.00,0.00,
1.22 . 1.22.01 . 15.01 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,2250000.00,2250000.00,0.00,0.00,"Belanja Alat Tulis kantor
Belanja Alat Tulis Penunjang Kegiatan1  ls x 2.250.000,00 = 2.250.000,00"
1.22 . 1.22.01 . 15.01 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,2000000.00,2000000.00,0.00,0.00,
1.22 . 1.22.01 . 15.01 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,2000000.00,2000000.00,0.00,0.00," > Blj Fotocopy Penunjang kegiatan1  ls x 2.000.000,00 = 2.000.000,00"
1.22 . 1.22.01 . 15.01 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,15500000.00,17300000.00,1800000.00,11.61,
1.22 . 1.22.01 . 15.01 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1500000.00,1700000.00,200000.00,13.33," > Makan Minum Rakor200  o.k x 8.500,00 = 1.700.000,00"
1.22 . 1.22.01 . 15.01 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,14000000.00,15600000.00,1600000.00,11.43," Belanja Makan Minum Kegiatan
 > Makan Minum Sosialisasi200  o.k x 17.500,00 = 3.500.000,00
 > Makan Minum Asistensi Kelompok Sasaran105  o.k x 20.000,00 = 2.100.000,00
 > Makan MinumSurvey dan Monev400 org x 25.000,00 = 10.000.000,00"
1.22 . 1.22.01 . 15.01 . 5.2.2.15 ,Belanja Perjalanan Dinas ,8000000.00,0.00,-8000000.00,-100.00,
1.22 . 1.22.01 . 15.01 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,8000000.00,0.00,-8000000.00,-100.00," Perjalanan Dalam Daerah Gol III / IV
 Perjalanan Dalam Daerah Gol III / IV 
perjalanan Study Banding Ke jateng"
1.22 . 1.22.01 . 15.01 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,0.00,2250000.00,2250000.00,0.00,
1.22 . 1.22.01 . 15.01 . 5.2.2.34.06 ,Honorarium Tenaga Harian Lepas ,0.00,2250000.00,2250000.00,0.00,"Honorarium Tenaga Harian Lepas
Transport peserta asistensi P2MD75 bjj x 30.000,00 = 2.250.000,00"
1.22 . 1.22.01 . 15.01 . 5.2.2.38 ,Belanja Jasa Upgrade ,2500000.00,2500000.00,0.00,0.00,
1.22 . 1.22.01 . 15.01 . 5.2.2.38.01 ,Belanja Jasa Upgrade Software ,2500000.00,2500000.00,0.00,0.00,"Upgrade software Aplikasi SIM P2MD
Upgrade Software Aplikasi SIM P2MD1 Paket x 2.500.000,00 = 2.500.000,00"
1.22 . 1.22.01 . 15.03 ,Penyelenggaraan Diseminasi Informasi Bagi Masyarakat Desa,150000000.00,138653378.00,-11346622.00,-7.56,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.22 . 1.22.01 . 15.03 . 5.2.1 ,Belanja Pegawai ,103925000.00,103925000.00,0.00,0.00,
1.22 . 1.22.01 . 15.03 . 5.2.1.01 ,Honorarium PNS ,103925000.00,103925000.00,0.00,0.00,
1.22 . 1.22.01 . 15.03 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,103925000.00,103925000.00,0.00,0.00,"Honor Pelaksana Kegiatan
Honor Pembuat Dokumen12 Ob x 100.000,00 = 1.200.000,00
Honor Tim Desiminasi Informasi bagi Masyarakat (Personal Kab, Kec, dan Desa)1 Bjj x 99.350.000,00 = 99.350.000,00
Honor Panitia evaluasi Profil Desa4 ok x 75.000,00 = 300.000,00
Honor  Panitia Pelatihan Kinerja Profil desa8 ok x 75.000,00 = 600.000,00
 >  Hr Panitia  Work Shop5  Oh x 75.000,00 = 375.000,00
 >  Hr  Tim Yuri  Lomba Profil Desa1 BJJ x 2.100.000,00 = 2.100.000,00"
1.22 . 1.22.01 . 15.03 . 5.2.2 ,Belanja Barang dan Jasa ,46075000.00,34728378.00,-11346622.00,-24.63,
1.22 . 1.22.01 . 15.03 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1870000.00,1870000.00,0.00,0.00,
1.22 . 1.22.01 . 15.03 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1870000.00,1870000.00,0.00,0.00,"Belanja Bahan Pakai Habis 
Belanja Alat Tulis Penunjang Kegiatan1 Ls x 1.120.000,00 = 1.120.000,00
Belanja ATK peserta Pelatihan Kinerja Prodes75 Ls x 10.000,00 = 750.000,00"
1.22 . 1.22.01 . 15.03 . 5.2.2.02 ,Belanja Bahan/Material ,750000.00,750000.00,0.00,0.00,
1.22 . 1.22.01 . 15.03 . 5.2.2.02.07 ,Belanja Cindera Mata ,750000.00,750000.00,0.00,0.00," > Belanja Cindera Mata1 Pkt x 750.000,00 = 750.000,00"
1.22 . 1.22.01 . 15.03 . 5.2.2.03 ,Belanja Jasa Kantor ,900000.00,900000.00,0.00,0.00,
1.22 . 1.22.01 . 15.03 . 5.2.2.03.14 ,Belanja Dekorasi ,400000.00,400000.00,0.00,0.00,"Belanja Spanduk/ Dekorasi
Belanja Spanduk / Dekorasi2 Pkt x 200.000,00 = 400.000,00"
1.22 . 1.22.01 . 15.03 . 5.2.2.03.15 ,Belanja Publikasi ,500000.00,500000.00,0.00,0.00," > Belanja Publikasi1  Ok x 500.000,00 = 500.000,00"
1.22 . 1.22.01 . 15.03 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1635000.00,1635000.00,0.00,0.00,
1.22 . 1.22.01 . 15.03 . 5.2.2.06.01 ,Belanja Cetak ,320000.00,320000.00,0.00,0.00,"Belanja Cetak Undangan80 Lbr x 4.000,00 = 320.000,00"
1.22 . 1.22.01 . 15.03 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1315000.00,1315000.00,0.00,0.00,"Belanja Penggandaan / Fotocopy
Belanja Foto copy kegiatan10,520 lbr x 125,00 = 1.315.000,00"
1.22 . 1.22.01 . 15.03 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,8580000.00,8580000.00,0.00,0.00,
1.22 . 1.22.01 . 15.03 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1920000.00,1920000.00,0.00,0.00,"Belanja makan minum rakor
Belanja makan snack minum Rakor160 ok x 12.000,00 = 1.920.000,00"
1.22 . 1.22.01 . 15.03 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,6660000.00,6660000.00,0.00,0.00,"Belanja Makan minum kegiatan
 > Blj Makan snack minum  Evaluasi90 oh x 18.000,00 = 1.620.000,00
Belanja Makan Minum Snack Pelatihan kinerja180 oh x 18.000,00 = 3.240.000,00
 > Blj Makan snack minum  Work  Shop100  Oh x 18.000,00 = 1.800.000,00"
1.22 . 1.22.01 . 15.03 . 5.2.2.15 ,Belanja Perjalanan Dinas ,19760000.00,9413378.00,-10346622.00,-52.36,
1.22 . 1.22.01 . 15.03 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,5600000.00,0.00,-5600000.00,-100.00,"Belanja Perjalanan Dinas Dalam 
Daerah Perjalanan Dinas Dalam Daerah"
1.22 . 1.22.01 . 15.03 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,14160000.00,9413378.00,-4746622.00,-33.52,"Belanja Perjalanan Dinas Luar Daerah
Perjalanan Dinas Luar Daerah1 BJJ x 9.413.378,00 = 9.413.378,00"
1.22 . 1.22.01 . 15.03 . 5.2.2.20 ,Belanja Pemeliharaan ,3000000.00,2000000.00,-1000000.00,-33.33,
1.22 . 1.22.01 . 15.03 . 5.2.2.20.18 ,Belanja pemeliharaan alat kantor ,3000000.00,2000000.00,-1000000.00,-33.33,"Belanja Pemeliharaan alat kantor
Pemeliharaan komputer1 ls x 2.000.000,00 = 2.000.000,00"
1.22 . 1.22.01 . 15.03 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,9580000.00,9580000.00,0.00,0.00,
1.22 . 1.22.01 . 15.03 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,4750000.00,4750000.00,0.00,0.00,"Honor T. Ahli / Instruktur / Nara Sumber
Hr Narasumber Interaktif2 Ok x 200.000,00 = 400.000,00
 > Hr Moderator Pelatihan  kinerja4 OH x 150.000,00 = 600.000,00
 > Hr Narasumber  Evaluasi  Profil Desa5  JPL x 150.000,00 = 750.000,00
 > Hr Moderator  Evakuasi Profil  Desa2  OK x 150.000,00 = 300.000,00 
> Hr Narasumber Pelatihan kinerja Prodes12 JPL x 150.000,00 = 1.800.000,00 
> Hr Narasumber  WorK ShopProfil Desa4  JPL x 150.000,00 = 600.000,00
 > Hr  Moderator  WorK ShopProfil Desa2  OK x 150.000,00 = 300.000,00"
1.22 . 1.22.01 . 15.03 . 5.2.2.34.06 ,Honorarium Tenaga Harian Lepas ,4830000.00,4830000.00,0.00,0.00,"Honor Harian Peserta
 > Hr Harian Peserta  Evaluasi Profil Desa75  OK x 15.000,00 = 1.125.000,00 
> Hr Harian Peserta Pelatihan kinerja prodes150  OP x 15.000,00 = 2.250.000,00
 > HR Harian Peserta  Work  Shop97  OH x 15.000,00 = 1.455.000,00"
1.22 . 1.22.01 . 15.05 ,Kegiatan Penyiapan masyarakat pengelola air bersih (PAB) Pedesaan,47500000.00,43500000.00,-4000000.00,-8.42,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.22 . 1.22.01 . 15.05 . 5.2.1 ,Belanja Pegawai ,7850000.00,7850000.00,0.00,0.00,
1.22 . 1.22.01 . 15.05 . 5.2.1.01 ,Honorarium PNS ,7850000.00,7850000.00,0.00,0.00,
1.22 . 1.22.01 . 15.05 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,7850000.00,7850000.00,0.00,0.00," Honor Pelaksana Kegiatan 
Hr Tim Koordinasi PAB1 ls x 6.500.000,00 = 6.500.000,00
Honor Panitia  Bimtek Manajemen SPAM18 Oa x 75.000,00 = 1.350.000,00"
1.22 . 1.22.01 . 15.05 . 5.2.2 ,Belanja Barang dan Jasa ,39650000.00,35650000.00,-4000000.00,-10.09,
1.22 . 1.22.01 . 15.05 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1400000.00,1550000.00,150000.00,10.71,
1.22 . 1.22.01 . 15.05 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1400000.00,1550000.00,150000.00,10.71," Blj Alat Tulis Penunjang Kegiatan
Blj Alat Tulis Penunjang Kegiatan1 ls x 1.550.000,00 = 1.550.000,00"
1.22 . 1.22.01 . 15.05 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,15750000.00,15750000.00,0.00,0.00,
1.22 . 1.22.01 . 15.05 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,15750000.00,15750000.00,0.00,0.00," Belanja Cetak dan Penggandaan Modul Bimtek Manajemen SPAMDes150 Paket x 100.000,00 = 15.000.000,00
Fotocopy Penunjang kegiatan6,000  lembar x 125,00 = 750.000,00"
1.22 . 1.22.01 . 15.05 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,10850000.00,10700000.00,-150000.00,-1.38,
1.22 . 1.22.01 . 15.05 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,5300000.00,4700000.00,-600000.00,-11.32," Belanja Makanan dan Minuman
Makan Minum Rakor PAB200 tahun x 8.500,00 = 1.700.000,00
Makan Minum Evaluasi TriwulananJamuan Monitoring ke Lokasi150  oms x 20.000,00 = 3.000.000,00"
1.22 . 1.22.01 . 15.05 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,5550000.00,6000000.00,450000.00,8.11," Belanja Makanan dan Minuman pelaksanaan kegiatan
Jamuan Bimtek Manajemen SPAMDes180  o.angk x 20.000,00 = 3.600.000,00
Jamuan Pembentukan BP-SPAM1 LS x 2.400.000,00 = 2.400.000,00"
1.22 . 1.22.01 . 15.05 . 5.2.2.15 ,Belanja Perjalanan Dinas ,4000000.00,0.00,-4000000.00,-100.00,
1.22 . 1.22.01 . 15.05 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,4000000.00,0.00,-4000000.00,-100.00,"Belanja Perjalanan Dinas Dalam Daerah
Perjalanan Dinas Dalam Daerah PNS Gol III dan IV"
1.22 . 1.22.01 . 15.05 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,7650000.00,7650000.00,0.00,0.00,
1.22 . 1.22.01 . 15.05 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,3600000.00,3600000.00,0.00,0.00,"Honor Narasumber 
Hr Narasumber Bimtek Manajemen Pengelolaan SPAMDes24 JPL x 150.000,00 = 3.600.000,00"
1.22 . 1.22.01 . 15.05 . 5.2.2.34.06 ,Honorarium Tenaga Harian Lepas ,4050000.00,4050000.00,0.00,0.00,"Honor Harian Pesert
aHonor Harian Peserta Bimtek SPAMDES150 Oa x 15.000,00 = 2.250.000,00
Honor Harian Peserta Rakor Triwualnan120 Oa x 15.000,00 = 1.800.000,00"
1.22 . 1.22.01 . 16 ,Program Pengembangan Lembaga Ekonomi Pedesaan,186000000.00,171909800.00,-14090200.00,-7.58,
1.22 . 1.22.01 . 16.02 ,Pelatihan Ketrampilan Manajemen Badan Usaha Milik Desa,86000000.00,80859800.00,-5140200.00,-5.98,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul"
1.22 . 1.22.01 . 16.02 . 5.2.1 ,Belanja Pegawai ,11930000.00,10850000.00,-1080000.00,-9.05,
1.22 . 1.22.01 . 16.02 . 5.2.1.01 ,Honorarium PNS ,11930000.00,10850000.00,-1080000.00,-9.05,
1.22 . 1.22.01 . 16.02 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,11930000.00,10850000.00,-1080000.00,-9.05,"Honorarium Panitia Pelaksana KegiatanPembuat Dokumen
Honor Tim Pembina Berjenjang1 bjj x 7.000.000,00 = 7.000.000,00
Honor Panitia Bimtek Pengelola UED SP menuju BUMDes7 ok x 70.000,00 = 490.000,00
Honor Panitia Pelat Manajemen BUMDes7 ok x 70.000,00 = 490.000,00
Honor Pengelola Pasar Desa7 ok x 70.000,00 = 490.000,00
Honor Panitia Pelatihan Pengelolaan UP2K-PKK7 ok x 70.000,00 = 490.000,00
Honor panitia sosialisasi pengembangan Hutan Mangrove berbasis masyarakat7 org x 70.000,00 = 490.000,00
Honor Tim Penilai Lomba UP2K PKK7 org x 200.000,00 = 1.400.000,00"
1.22 . 1.22.01 . 16.02 . 5.2.2 ,Belanja Barang dan Jasa ,74070000.00,70009800.00,-4060200.00,-5.48,
1.22 . 1.22.01 . 16.02 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,6880000.00,6880000.00,0.00,0.00,
1.22 . 1.22.01 . 16.02 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,6880000.00,6880000.00,0.00,0.00,"Belanja Alat Tulis Kantor
Belanja Alat Tulis Kegiatan1 ls x 2.800.000,00 = 2.800.000,00
Belanja Alat Tulis peserta Bimtek Pengelola UED-SP75 set x 10.000,00 = 750.000,00
Belanja Alat Tulis peserta Pelatihan Manajemen BUMDes75 set x 10.000,00 = 750.000,00
Belanja Alat Tulis peserta Bimtek Pengelola Pasar Desa108 set x 10.000,00 = 1.080.000,00
Belanja Alat Tulis peserta Pelatihan Pengelolaan UP2K-PKK75 set x 10.000,00 = 750.000,00
Belanja ATK peserta sosialisasi pengembangan Hutan Mangrove berbasis mayarakat75 set x 10.000,00 = 750.000,00"
1.22 . 1.22.01 . 16.02 . 5.2.2.02 ,Belanja Bahan/Material ,4000000.00,4000000.00,0.00,0.00,
1.22 . 1.22.01 . 16.02 . 5.2.2.02.07 ,Belanja Cindera Mata ,4000000.00,4000000.00,0.00,0.00,"Belanja Cindera Mata
Pembelian cinderamata lomba UP2K-PKK1 paket x 4.000.000,00 = 4.000.000,00"
1.22 . 1.22.01 . 16.02 . 5.2.2.03 ,Belanja Jasa Kantor ,2400000.00,2400000.00,0.00,0.00,
1.22 . 1.22.01 . 16.02 . 5.2.2.03.13 ,Belanja Dokumentasi ,600000.00,600000.00,0.00,0.00,"Belanja Dokumentasi6 paket x 100.000,00 = 600.000,00"
1.22 . 1.22.01 . 16.02 . 5.2.2.03.14 ,Belanja Dekorasi ,600000.00,600000.00,0.00,0.00,"Belanja Dekorasi6 paket x 100.000,00 = 600.000,00"
1.22 . 1.22.01 . 16.02 . 5.2.2.03.15 ,Belanja Publikasi ,1200000.00,1200000.00,0.00,0.00,"Belanja publikasi3 ls x 400.000,00 = 1.200.000,00"
1.22 . 1.22.01 . 16.02 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,9267500.00,9267500.00,0.00,0.00,
1.22 . 1.22.01 . 16.02 . 5.2.2.06.01 ,Belanja Cetak ,790000.00,790000.00,0.00,0.00,"Belanja Cetak
Blangko SPPD4 buku x 80.000,00 = 320.000,00
Blangko Kop PMD4 buku x 80.000,00 = 320.000,00
Blangko Bend 2610 buku x 15.000,00 = 150.000,00"
1.22 . 1.22.01 . 16.02 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,8477500.00,8477500.00,0.00,0.00,"Belanja Penggandaan
Belanja penggandaan materi peserta bimtek UED-SP75 set x 10.000,00 = 750.000,00
Belanja penggandaan materi peserta Pelatihan Manajemen BUMDes75 set x 10.000,00 = 750.000,00
Belanja penggandaan materi peserta Bimtek Pasar Desa108 set x 10.000,00 = 1.080.000,00
Belanja penggandaan materi peserta Pelatihan Pengelolaan UP2K-PKK75 set x 10.000,00 = 750.000,00
Belanja foto copy kegiatan24,980 lbr x 125,00 = 3.122.500,00
Belanja penggandaan laporan pengelola UED SP, BUMDes, Pasar Desa, UP2K-PKK an akhir tahun18 buku x 50.000,00 = 900.000,00
Belanja Foto copy penilaian Lomba UP2K-PKK3,000 lbr x 125,00 = 375.000,00
Belanja penggandaan materi peserta sosialisasi pengembangan Hutan Mangrove berbasis masyarakat75 ls x 10.000,00 = 750.000,00"
1.22 . 1.22.01 . 16.02 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,20772500.00,20772500.00,0.00,0.00,
1.22 . 1.22.01 . 16.02 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,1125000.00,1125000.00,0.00,0.00,"Belanja Makan Minum Rapat
Belanja makan minum rakor150 or x 7.500,00 = 1.125.000,00"
1.22 . 1.22.01 . 16.02 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,19647500.00,19647500.00,0.00,0.00,"Belanja Makan minum Kegiatan
Belanja snack minum Bimtek UED-SP180 ok x 7.500,00 = 1.350.000,00
Belanja makan minum Bimtek UED-SP90 ok x 17.500,00 = 1.575.000,00
Belanja snack minum Bimtek BUMDes180 ok x 7.500,00 = 1.350.000,00
Belanja makan minum Bimtek BUMDes90 ok x 17.500,00 = 1.575.000,00
Belanja snack minum Bimtek Pasar Desa246 ok x 7.500,00 = 1.845.000,00
Belanja makan minum Bimtek Pasar Desa123 ok x 17.500,00 = 2.152.500,00
Belanja snack minum Pelatihan UP2K-PKK180 ok x 7.500,00 = 1.350.000,00
Belanja makan minum Pelatihan Pengelolaan UP2K-PKK90 ok x 17.500,00 = 1.575.000,00
Belanja minum snack sosialisasi pengembangan hutan mangrove berbasis masyarakat180 ok x 7.500,00 = 1.350.000,00
Belanja makan minum peserta sosialisasi pengembangan hutan mangrove berbasis masy90 ok x 17.500,00 = 1.575.000,00
Belanja snack dan minum Lomba UP2K-PKK113 ok x 7.500,00 = 847.500,00
Belanja makan minum Lomba UP2K-PKK113 ok x 17.500,00 = 1.977.500,00
belanja snack makan minum uji petik UP2k-PKK25 ok x 45.000,00 = 1.125.000,00"
1.22 . 1.22.01 . 16.02 . 5.2.2.15 ,Belanja Perjalanan Dinas ,13100000.00,9539800.00,-3560200.00,-27.18,
1.22 . 1.22.01 . 16.02 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,5700000.00,2780000.00,-2920000.00,-51.23,"Belanja Perjalanan Dinas Dalam Daerah
Perjalanan Dinas Kegiatan UED-SP Gol IV dan III18 ok x 40.000,00 = 720.000,00
Perjalanan Dinas Kegiatan UED-SP Gol II4 ok x 30.000,00 = 120.000,00
Perjalanan Dinas Kegiatan Pasar Desa Gol IV dan III18 ok x 40.000,00 = 720.000,00
Perjalanan Dinas Kegiatan Pasar Desa Gol II4 ok x 30.000,00 = 120.000,00
Perjalanan Dinas Kegiatan BUMDes Gol IV dan III18 ok x 40.000,00 = 720.000,00
Perjalanan Dinas Kegiatan BUMDes Gol II4 ok x 30.000,00 = 120.000,00
Perjalanan Dinas Keg. Sosialisasi Hutan Mangrove Gol III & IV5 ok x 40.000,00 = 200.000,00
Perjalanan Dinas Keg. Sosialisasi Hutan Mangrove Gol II2 ok x 30.000,00 = 60.000,00"
1.22 . 1.22.01 . 16.02 . 5.2.2.15.02 ,Belanja Perjalanan Dinas Luar Daerah ,7400000.00,6759800.00,-640200.00,-8.65,"Belanja Perjalanan Dinas Luar Daerah1 ls x 6.759.800,00 = 6.759.800,00"
1.22 . 1.22.01 . 16.02 . 5.2.2.20 ,Belanja Pemeliharaan ,1200000.00,700000.00,-500000.00,-41.67,
1.22 . 1.22.01 . 16.02 . 5.2.2.20.11 ,Belanja pemeliharaan jaringan komputer ,1200000.00,700000.00,-500000.00,-41.67,"Belanja pemeliharaan/servis komputer, laptop, printerServis Komputer, Lap top, printer1 LS x 700.000,00 = 700.000,00"
1.22 . 1.22.01 . 16.02 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,16450000.00,16450000.00,0.00,0.00,
1.22 . 1.22.01 . 16.02 . 5.2.2.34.01 ,Honorarium Nara Sumber/Moderator/Tenaga Ahli ,4300000.00,4300000.00,0.00,0.00,"Honorarium Nara Sumber
Honor Penceramah Bimtek Pengelola UED -SP menuju BUMDes6 jpl x 100.000,00 = 600.000,00
Honor Penceramah Pelatihan Manajemen BUMDes8 jpl x 100.000,00 = 800.000,00
Honor Penceramah Bimtek Pengelola Pasar Desa6 jpl x 100.000,00 = 600.000,00
Honor Penceramah Pelatihan Pengelola UP2K-PKK8 jpl x 100.000,00 = 800.000,00
Honor Penceramah sosialisasi Pengembangan Hutan Mangrove berbasis masyarakat8 jpl x 100.000,00 = 800.000,00
Honor Tenaga ahli/Instruktur3 ok x 100.000,00 = 300.000,00
Honor Narasumber Non PNS4 jpl x 100.000,00 = 400.000,00"
1.22 . 1.22.01 . 16.02 . 5.2.2.34.05 ,Honor Peserta Seminar/Simposium /Workshop/Sosialisasi,12150000.00,12150000.00,0.00,0.00,"Honorarium Harian
Honor peserta Bimtek Pengelola UED SP75 oh x 25.000,00 = 1.875.000,00
Honor peserta Pelatihan Manajemen BUMDes75 oh x 25.000,00 = 1.875.000,00
Honor peserta Bimtek Pengelola Pasar Desa108 oh x 25.000,00 = 2.700.000,00
Honor peserta pelatihan pengelolaan UP2K-PKK75 oh x 25.000,00 = 1.875.000,00
Honor peserta sosialisasi pengembangan Hutan Mangrove berbasis masyarakat75 oh x 25.000,00 = 1.875.000,00
Honor peserta rapat koordinasi100 or x 12.500,00 = 1.250.000,00
Honor tenaga bersih bersih tempat28 oh x 25.000,00 = 700.000,00"
1.22 . 1.22.01 . 16.04 ,Pelatihan Ketrampilan Usaha Pertanian dan Peternakan,20000000.00,20000000.00,0.00,0.00,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul"
1.22 . 1.22.01 . 16.04 . 5.2.1 ,Belanja Pegawai ,1120000.00,1120000.00,0.00,0.00,
1.22 . 1.22.01 . 16.04 . 5.2.1.01 ,Honorarium PNS ,1120000.00,1120000.00,0.00,0.00,
1.22 . 1.22.01 . 16.04 . 5.2.1.01.01 ,Honorarium Panitia Pelaksana Kegiatan ,1120000.00,1120000.00,0.00,0.00,"Honorarium Panitia Pelaksana Kegiatan
Honor Panitia Pelaksana Keg Pelatihan16 oa x 70.000,00 = 1.120.000,00"
1.22 . 1.22.01 . 16.04 . 5.2.2 ,Belanja Barang dan Jasa ,18880000.00,18880000.00,0.00,0.00,
1.22 . 1.22.01 . 16.04 . 5.2.2.01 ,Belanja Bahan Pakai Habis ,1750000.00,1750000.00,0.00,0.00,
1.22 . 1.22.01 . 16.04 . 5.2.2.01.01 ,Belanja Alat Tulis Kantor ,1750000.00,1750000.00,0.00,0.00,"Belanja Alat Tulis Kegiatan Kantor
Belanja Alat Tulis Kantor1 paket x 550.000,00 = 550.000,00
Belanja Alat Tulis Peserta Pelatihan120 oa x 10.000,00 = 1.200.000,00"
1.22 . 1.22.01 . 16.04 . 5.2.2.02 ,Belanja Bahan/Material ,3200000.00,3200000.00,0.00,0.00,
1.22 . 1.22.01 . 16.04 . 5.2.2.02.12 ,Belanja alat-alat/perlengkapan ,3200000.00,3200000.00,0.00,0.00,"Belanja Bahan dan Peralatan Pelatihan
Belanja Bahan dan Peralatan4 paket x 800.000,00 = 3.200.000,00"
1.22 . 1.22.01 . 16.04 . 5.2.2.03 ,Belanja Jasa Kantor ,1100000.00,1100000.00,0.00,0.00,
1.22 . 1.22.01 . 16.04 . 5.2.2.03.13 ,Belanja Dokumentasi ,300000.00,300000.00,0.00,0.00,"Belanja Dokumentasi Pelatihan Ketrampilan1 paket x 300.000,00 = 300.000,00"
1.22 . 1.22.01 . 16.04 . 5.2.2.03.14 ,Belanja Dekorasi ,400000.00,400000.00,0.00,0.00,"Belanja Dekorasi Pelatihan Ketrampilan1 paket x 400.000,00 = 400.000,00"
1.22 . 1.22.01 . 16.04 . 5.2.2.03.15 ,Belanja Publikasi ,400000.00,400000.00,0.00,0.00,"Belanja publikasi1 kali x 400.000,00 = 400.000,00"
1.22 . 1.22.01 . 16.04 . 5.2.2.06 ,Belanja Cetak/Penggandaan/Dokumentasi ,1420000.00,1420000.00,0.00,0.00,
1.22 . 1.22.01 . 16.04 . 5.2.2.06.02 ,Belanja Penggandaan/Foto Copy ,1420000.00,1420000.00,0.00,0.00,"Belanja Penggandaan/Foto copy4,400 lbr x 125,00 = 550.000,00
Belanja Fotocopy materi peserta120 set x 6.000,00 = 720.000,00
Belanja Penggandaan laporan3 buku x 50.000,00 = 150.000,00"
1.22 . 1.22.01 . 16.04 . 5.2.2.11 ,Belanja Makanan Dan Minuman ,5090000.00,5090000.00,0.00,0.00,
1.22 . 1.22.01 . 16.04 . 5.2.2.11.02 ,Belanja Makanan Dan Minuman Rapat ,150000.00,150000.00,0.00,0.00,"Belanja Makan dan Minum Rapat20 oh x 7.500,00 = 150.000,00"
1.22 . 1.22.01 . 16.04 . 5.2.2.11.05 ,Belanja makanan dan minuman pelaksanaan kegiatan,4940000.00,4940000.00,0.00,0.00,"Belanja Makan dan Minum Kegiatan Pelatihan
Belanja Makan dan Minum Pelatihan152 oa x 32.500,00 = 4.940.000,00"
1.22 . 1.22.01 . 16.04 . 5.2.2.15 ,Belanja Perjalanan Dinas ,1210000.00,1210000.00,0.00,0.00,
1.22 . 1.22.01 . 16.04 . 5.2.2.15.01 ,Belanja Perjalanan Dinas Dalam Daerah ,1210000.00,1210000.00,0.00,0.00,"Belanja Perjalanan Dinas Dalam Daerah
Golongan III dan IV25 oh x 40.000,00 = 1.000.000,00
Golongan II7 oh x 30.000,00 = 210.000,00"
1.22 . 1.22.01 . 16.04 . 5.2.2.34 ,Honorarium Pelaksanaan Kegiatan ,5110000.00,5110000.00,0.00,0.00,
