Judul,Penjabaran Anggaran Pendaptan dan Belanja Daerah,,
1.01 . 1.01.01 . 05 . 04 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,7431000,"APBD
 Pembelian ATK
ATK kegiatan penilaian PAK (dicairkan 2 X Kegiatan penilaian)1 Ls x 7.431.000,00 = 7.431.000,00"
1.01 . 1.01.01 . 05 . 04 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,4500000,
1.01 . 1.01.01 . 05 . 04 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,4500000,"APBD
 Biaya penggandaan/ fotocopyPenggandaan/ Fotocopy kegiatan PAK (Di cairkan 2X Kegiatan penialain)30,000 lembar x 150,00 = 4.500.000,00"
1.01 . 1.01.01 . 05 . 04 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,9275000,
1.01 . 1.01.01 . 05 . 04 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,5000000,"APBD
 Belanja makan minum rapat
Belanja makan minum rapat PAK (Dicairkan 2 X kegiatan penilaian )250 orang x 20.000,00 = 5.000.000,00"
1.01 . 1.01.01 . 05 . 04 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,4275000,"APBD 
Belanja Makan Minum Kegiatan
Belanja Makan minum kegiatan PAK (dicairkan 2 X kegiatan penilain)150 orang x 28.500,00 = 4.275.000,00"
1.01 . 1.01.01 . 05 . 04 . 5 . 2 . 2 . 35,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",15000000,
1.01 . 1.01.01 . 05 . 04 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,15000000," Jasa Tenaga Ahli Penilaian angka kredit pejabat fungsional
Jaras Tenaga Ahli Penilaian angka kredit pejabat fungsional200 jpl x 75.000,00 = 15.000.000,00"
1.01 . 1.01.01 . 05 . 09,Verifikasi data sertifikasi guru dalam jabatan,128722000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Data usulan profesi tenaga pendidik
Target : 4 kegiatan/Sosilasisasi"
1.01 . 1.01.01 . 05 . 09 . 5 . 2 . 2,Belanja Barang dan Jasa,128722000,
1.01 . 1.01.01 . 05 . 09 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,6722000,
1.01 . 1.01.01 . 05 . 09 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,6722000,"APBD 
Belanja Alat Tulis kantor
Belanja ATK (Di cairkan 2 X kegiatan sosialisasi tunjangan profesi)1 Ls x 6.722.000,00 = 6.722.000,00"
1.01 . 1.01.01 . 05 . 09 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,7500000,
1.01 . 1.01.01 . 05 . 09 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,7500000,"APBD
 Biaya Penggandaan/ fotocopy
Biaya Penggandaan/ fotocopy (diberikan 2 X kegiatan sosialisasi)50,000 Lembar x 150,00 = 7.500.000,00"
1.01 . 1.01.01 . 05 . 09 . 5 . 2 . 2 . 10,Belanja Sewa Perlengkapan dan Peralatan Kantor,7600000,
1.01 . 1.01.01 . 05 . 09 . 5 . 2 . 2 . 10 . 01,Belanja Sewa Meja Kursi,7600000,"APBD
 Belanja Sewa Meja Kursi
Belanja Sewa meja kursi (dicairkan 2X Kegiatan sosialisasi)3,800 buah x 2.000,00 = 7.600.000,00"
1.01 . 1.01.01 . 05 . 09 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,91900000,
1.01 . 1.01.01 . 05 . 09 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,8000000,"APBD
 Belanja makan Minum Rapat400 Orang x 20.000,00 = 8.000.000,00"
1.01 . 1.01.01 . 05 . 09 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,83900000,"APBD
 Biaya makan minum kegiatan
Belanja makan minum kegiatan (dicairkan 2 x Kegiatan sosialisasi)9,400 Orang x 8.500,00 = 79.900.000,00
Belanja makan minum kegiatan200 Orang x 20.000,00 = 4.000.000,00"
1.01 . 1.01.01 . 05 . 09 . 5 . 2 . 2 . 35,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",15000000,
1.01 . 1.01.01 . 05 . 09 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,15000000,"APBD 
honor narasumber/ Moderator/ Tenaga Ahli60 JPL x 250.000,00 = 15.000.000,00"
1.01 . 1.01.01 . 05 . 11,Pengembangan Kapasitas Sumberdaya Aparatur,126200000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Terlaksananya PKG
Target : 1 kegiatan"
1.01 . 1.01.01 . 05 . 11 . 5 . 2 . 2,Belanja Barang dan Jasa,126200000,
1.01 . 1.01.01 . 05 . 11 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,9320000,
1.01 . 1.01.01 . 05 . 11 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,9320000,"APBD
 ATK Kegiatan Penilaian Kinerja Guru
Belanja ATK Kegiatan Kinerja Guru (Dicairkan 2 X Kegiatan)1 LS x 9.320.000,00 = 9.320.000,00"
1.01 . 1.01.01 . 05 . 11 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,6000000,
1.01 . 1.01.01 . 05 . 11 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,6000000,"APBD
 Belanja Penggandaan/ Fotocopy
Belanja Penggandaan kegiatan Penilaian Kinerja guru )dicairkan 2 X kegiatan)40,000 Lembar x 150,00 = 6.000.000,00"
1.01 . 1.01.01 . 05 . 11 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,40880000,
1.01 . 1.01.01 . 05 . 11 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,27200000,"APBD 
Makan Minum Rapat Kegiatan Penilaian Kinerja Guru
Belanja Makan dan Minum Rapat kegiatan Penilaian Kinerja Guru ( 17 UPT x 80 orang X Rp. 20.000,-)1,360 Orang x 20.000,00 = 27.200.000,00"
1.01 . 1.01.01 . 05 . 11 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,13680000,"APBD 
Belanja makan dan minum Kegiatan Penialain Kinerja Guru
Belanja Makan dan Minum Kegiatan Penilaian Kinerja Guru480 Orang x 28.500,00 = 13.680.000,00"
1.01 . 1.01.01 . 05 . 11 . 5 . 2 . 2 . 35,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",70000000,
1.01 . 1.01.01 . 05 . 11 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,70000000,"APBD
 Jasa Tenaga Ahli/ Tim Penilai Kinerjan GuruJasa tim Kinerja Guru Kabupaten Bantul1,400 JPL x 50.000,00 = 70.000.000,00"
1.01 . 1.01.01 . 05 . 15,Evaluasi Karya Ilmiah Jabatan Fungsional,55800000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : terlaksananya penilaian karya ilmiah bagi pejabat fungsional
Target : 1 kegiatan/periode"
1.01 . 1.01.01 . 05 . 15 . 5 . 2 . 1,Belanja Pegawai,1620000,
1.01 . 1.01.01 . 05 . 15 . 5 . 2 . 1 . 03,Uang Lembur,1620000,
1.01 . 1.01.01 . 05 . 15 . 5 . 2 . 1 . 03 . 01,Uang Lembur PNS,1620000,"APBD
 Uang Lembur
Uang Lembur kegiatan penilaian Karya Ilmiah1 LS x 1.620.000,00 = 1.620.000,00"
1.01 . 1.01.01 . 05 . 15 . 5 . 2 . 2,Belanja Barang dan Jasa,54180000,
1.01 . 1.01.01 . 05 . 15 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,3680000,
1.01 . 1.01.01 . 05 . 15 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,3680000,"APBD 
Belanja Alat Tulis Kantor
Belanja Alat Tulis Kantor 9Dicairkan 2 X kegiatan penilaian)1 LS x 3.680.000,00 = 3.680.000,00"
1.01 . 1.01.01 . 05 . 15 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,3000000,
1.01 . 1.01.01 . 05 . 15 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,3000000,"APBD 
Belanja Penggandaan
Belanja Penggandaan/ Fotocopy (dicairkan 2 X Kegiatan penilaian)20,000 Lembar x 150,00 = 3.000.000,00"
1.01 . 1.01.01 . 05 . 15 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,9100000,
1.01 . 1.01.01 . 05 . 15 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,4000000,"APBD 
Belanja Makan dan Minum Rapat
belanja Makan dabn Minum Rapat (Dicairkan 2 X Kegiatan Penilaian)200 orang x 20.000,00 = 4.000.000,00"
1.01 . 1.01.01 . 05 . 15 . 5 . 2 . 2 . 11 . 04,Belanja makanan dan minuman Lembur,1800000,"APBD 
Belanja Makan dan Minum Lembur120 Orang x 15.000,00 = 1.800.000,00"
1.01 . 1.01.01 . 05 . 15 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,3300000,"APBD
 Belanja makan dan Minum Kegiatan Penilaian Karya Ilmiah
Belanja Makan dan Minum Rapat Penilaian Karya Ilmiah ( dicairkan 2 X Kegiatan penilaian)120 Orang x 27.500,00 = 3.300.000,00"
1.01 . 1.01.01 . 05 . 15 . 5 . 2 . 2 . 35,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",38400000,
1.01 . 1.01.01 . 05 . 15 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,38400000,"APBD 
Honor Tenaga Ahli/ Tim Penilai Karya Ilmiah
Honor Tim Penilai Karya Ilmiah (dicairkan 2X kegiatan Penilaian)384 JPL x 100.000,00 = 38.400.000,00"
1.01 . 1.01.01 . 06,Program peningkatan pengembangan sistem pelaporan capaian kinerja dan keuangan,130880000,
1.01 . 1.01.01 . 06 . 01,Penyusunan laporan capaian kinerja dan ikhtisar realisasi kinerja SKPD,10140000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Penyusunan Laporan Penyusunan Laporan Kerja dan Realisasi SKPD
Target : 3 dokumen"
1.01 . 1.01.01 . 06 . 01 . 5 . 2 . 1,Belanja Pegawai,1040000,
1.01 . 1.01.01 . 06 . 01 . 5 . 2 . 1 . 03,Uang Lembur,1040000,
1.01 . 1.01.01 . 06 . 01 . 5 . 2 . 1 . 03 . 01,Uang Lembur PNS,1040000,"APBD 
Uang lembur Penyusunan LakipUang lembur1 ls x 1.040.000,00 = 1.040.000,00"
1.01 . 1.01.01 . 06 . 01 . 5 . 2 . 2,Belanja Barang dan Jasa,9100000,
1.01 . 1.01.01 . 06 . 01 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,475000,
1.01 . 1.01.01 . 06 . 01 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,475000,"APBD 
ATK Pelaksanaan1 ls x 475.000,00 = 475.000,00"
1.01 . 1.01.01 . 06 . 01 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,1250000,
1.01 . 1.01.01 . 06 . 01 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,1250000,"APBD 
Fotokopi Pelaksanaan10,000 lembar x 125,00 = 1.250.000,00"
1.01 . 1.01.01 . 06 . 01 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,1975000,
1.01 . 1.01.01 . 06 . 01 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,225000,"APBD 
Pembelian Makan Minum RapatMakan Minum Rapat30 or x 7.500,00 = 225.000,00"
1.01 . 1.01.01 . 06 . 01 . 5 . 2 . 2 . 11 . 04,Belanja makanan dan minuman Lembur,1750000,"APBD 
Pembelian Makan minum lembur
Makan minum lembur100 or x 17.500,00 = 1.750.000,00"
1.01 . 1.01.01 . 06 . 01 . 5 . 2 . 2 . 35,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",5400000,
1.01 . 1.01.01 . 06 . 01 . 5 . 2 . 2 . 35 . 03,Jasa Petugas Entry Data dan Digital SIG,5400000," Jasa entri data esakip, simdalbangda, simda keuangan
Hr Operator entri Data36 ob x 150.000,00 = 5.400.000,00"
1.01 . 1.01.01 . 06 . 08,"Penyusunan laporan keuangan, barang, kepegawaian, dan ketatausahaan",120740000,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Tersedianya laporan keuangan barang kepegawaian dan ketatausahaan
Target : 1 dokumen"
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 1,Belanja Pegawai,30900000,
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 1 . 01,Honorarium PNS,21000000,
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 1 . 01 . 06,Honor Pengelola Keuangan dan Barang,21000000," Honor Pengelola keuangan dan barang
HR Entry data aset/barang12 ob x 1.750.000,00 = 21.000.000,00"
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 1 . 03,Uang Lembur,9900000,
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 1 . 03 . 01,Uang Lembur PNS,9900000," Uang Lembur
Uang Lembur Lap Keuangan, Kepeg, dan Aset1 Ls x 9.900.000,00 = 9.900.000,00"
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2,Belanja Barang dan Jasa,89840000,
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,12940000,
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,12940000," Belanja ATK
ATK Peserta Rakerda70 Set x 125.000,00 = 8.750.000,00
ATK Laporan Keu, Kepeg dan Aset1 Ls x 4.190.000,00 = 4.190.000,00"
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,250000,
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2 . 03 . 14,Belanja Dekorasi,250000," Belanja Dekorasi
Belanja Dekorasi/Bacdrop Kegiatan Rakerda1 Ls x 250.000,00 = 250.000,00"
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,14250000,
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,14250000," Belanja Pengandaan
Belanja Pengandaan Fc Lap Keu, Kepeg dan Aset65,000 Lbr x 150,00 = 9.750.000,00
Belanja Penggandaan Materi Rakerda30,000 150 x 150,00 = 4.500.000,00"
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2 . 07,Belanja Sewa Rumah/Gedung/Gudang/Parkir,23500000,
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2 . 07 . 03,Belanja Sewa Ruang Rapat/Pertemuan,2500000," Belanja Sewa Ruang Rapat/Pertemuan
Belanja Sewa Ruang Rapat Pertemuan2 Hr x 1.250.000,00 = 2.500.000,00"
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2 . 07 . 05,Belanja Sewa Kamar Hotel/Penginapan,21000000," Belanja Sewa Kamar Hotel/PenginapanBelanja Sewa Kamar/Penginapan35 Kmr x 600.000,00 = 21.000.000,00"
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2 . 08,Belanja Sewa Sarana Mobilitas,11600000,
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2 . 08 . 01,Belanja Sewa Sarana Mobilitas Darat,11600000," Belanja Sewa Sarana Mobilitas Darat4 Hr x 2.900.000,00 = 11.600.000,00"
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,19100000,
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2 . 11 . 04,Belanja makanan dan minuman Lembur,10000000," Belanja Makan Minum Lembur Lap Keuangan, Kepeg dan Aset
Belanja Makan Minum Lembur Lap Keuangan , Kepeg dan Aset1 Ls x 10.000.000,00 = 10.000.000,00"
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2 . 11 . 05,Belanja Makanan dan Minuman Pelaksanaan Kegiatan,9100000," Belanja Makan Miunum Pelaksanaan Kegiatan
Makan Minum Rakerda140 Oh x 65.000,00 = 9.100.000,00"
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2 . 35,"Jasa Narasumber, Tenaga Ahli, Yuri, Entry Data, Petugas Fogging dan Petugas Lapangan",8200000,
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2 . 35 . 01,Jasa Nara Sumber/Moderator/Tenaga Ahli,4000000," HR Narasumber16 Jpl x 250.000,00 = 4.000.000,00"
1.01 . 1.01.01 . 06 . 08 . 5 . 2 . 2 . 35 . 05,Jasa Peserta Seminar/Simposium /Workshop/Sosialisasi,4200000," Jasa Peserta Seminar/Simposium/Workshop/SosialisasiUang Saku Peserta Rakerda140 oh x 30.000,00 = 4.200.000,00"
1.01 . 1.01.01 . 16,Program Wajib Belajar Pendidikan Dasar Sembilan Tahun,36675720875,
1.01 . 1.01.01 . 16 . 03,Penambahan ruang kelas sekolah,1259650000,"Sumber Dana : 
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Terbangunnya Ruang Kelas SD
Target : 10 ruang"
1.01 . 1.01.01 . 16 . 03 . 5 . 2 . 2,Belanja Barang dan Jasa,3550000,
1.01 . 1.01.01 . 16 . 03 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,700000,
1.01 . 1.01.01 . 16 . 03 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,700000," Belanja ATK
-Belanja ATK1 ls x 700.000,00 = 700.000,00"
1.01 . 1.01.01 . 16 . 03 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,2340000,
1.01 . 1.01.01 . 16 . 03 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,2340000," Penggandaan/Foto copi
-Foto copi18,720 lbr x 125,00 = 2.340.000,00"
1.01 . 1.01.01 . 16 . 03 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,510000,
1.01 . 1.01.01 . 16 . 03 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,510000," Belanja Makanan dan Minuman Rapat-MMR30 or x 17.000,00 = 510.000,00"
1.01 . 1.01.01 . 16 . 03 . 5 . 2 . 3,Belanja Modal,1256100000,
1.01 . 1.01.01 . 16 . 03 . 5 . 2 . 3 . 49,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Kerja,1256100000,
1.01 . 1.01.01 . 16 . 03 . 5 . 2 . 3 . 49 . 10,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Pendidikan,1256100000," Pembangunan Ruang Kelas Baru-Pembangunan Ruang Kelas Baru10 ruang x 120.000.000,00 = 1.200.000.000,00
-Belanja Konsultansi Perencana1 ls x 32.500.000,00 = 32.500.000,00
-Belanja Konsultansi Pengawasan1 ls x 17.500.000,00 = 17.500.000,00
-Hr. Panitia Pengadaan Barang/Jasa1 bjj x 2.750.000,00 = 2.750.000,00
-Hr. Tim PHO1 bjj x 2.750.000,00 = 2.750.000,00
Hr. Pejabat Pengadaan Konsultan Perencana1 or x 300.000,00 = 300.000,00
Hr. Pejabat Pengadaan Konsultan Pengawas1 or x 300.000,00 = 300.000,00"
1.01 . 1.01.01 . 16 . 05,Pembangunan laboratorium dan ruang pratikum sekolah,273125000,"Sumber Dana :
 Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Pembangunan sarana pendidikan
Target : 1 Ruang Laboratorium IPA"
1.01 . 1.01.01 . 16 . 05 . 5 . 2 . 2,Belanja Barang dan Jasa,13250000,
1.01 . 1.01.01 . 16 . 05 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,1000000,
1.01 . 1.01.01 . 16 . 05 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,1000000," ATK1 ls x 1.000.000,00 = 1.000.000,00"
1.01 . 1.01.01 . 16 . 05 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,1250000,
1.01 . 1.01.01 . 16 . 05 . 5 . 2 . 2 . 06 . 02,Belanja Penggandaan,1250000," PenggandaanFotocopy10,000 lembar x 125,00 = 1.250.000,00"
1.01 . 1.01.01 . 16 . 05 . 5 . 2 . 2 . 11,Belanja Makanan dan Minuman,1000000,
1.01 . 1.01.01 . 16 . 05 . 5 . 2 . 2 . 11 . 02,Belanja Makanan Dan Minuman Rapat,1000000," Makan minum rapat50 orang x 20.000,00 = 1.000.000,00"
1.01 . 1.01.01 . 16 . 05 . 5 . 2 . 2 . 21,Belanja Jasa Konsultansi,10000000,
1.01 . 1.01.01 . 16 . 05 . 5 . 2 . 2 . 21 . 02,Belanja Jasa Konsultansi Perencanaan,10000000," Belanja jasa konsultan1 ls x 10.000.000,00 = 10.000.000,00"
1.01 . 1.01.01 . 16 . 05 . 5 . 2 . 3,Belanja Modal,259875000,
1.01 . 1.01.01 . 16 . 05 . 5 . 2 . 3 . 49,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Kerja,259875000,
1.01 . 1.01.01 . 16 . 05 . 5 . 2 . 3 . 49 . 10,Belanja Modal Gedung dan Bangunan - Pengadaan Bangunan Gedung Tempat Pendidikan,259875000," Belanja modal Laboratorium Sekolah
Belanja gedung lab. IPA1 unit x 257.025.000,00 = 257.025.000,00
Panitia pengadaan1 keg x 1.950.000,00 = 1.950.000,00
Panitia penerima dan pemeriksa1 keg x 900.000,00 = 900.000,00"
1.01 . 1.01.01 . 16 . 31,Pemeliharaan rutin/berkala ruang unit kesehatan sekolah,48000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Terpeliharanya Gedung UKS
Target : 1 gedung"
1.01 . 1.01.01 . 16 . 31 . 5 . 2 . 3,Belanja Modal,48000000,
1.01 . 1.01.01 . 16 . 31 . 5 . 2 . 3 . 27,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Kantor,8000000,
1.01 . 1.01.01 . 16 . 31 . 5 . 2 . 3 . 27 . 05,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Kantor,8000000,"APBD 
Sarana dan Prasarana KantorPembuatan Pagar dan Toga UKS1 Keg x 8.000.000,00 = 8.000.000,00"
1.01 . 1.01.01 . 16 . 31 . 5 . 2 . 3 . 28,Belanja Modal Peralatan dan Mesin - Pengadaan Alat Rumah Tangga,40000000,
1.01 . 1.01.01 . 16 . 31 . 5 . 2 . 3 . 28 . 01,Belanja Modal Peralatan dan Mesin - Pengadaan Meubelair,40000000," Meja Kursi Kantor
Belanja Meja dan Kursi1 paket x 40.000.000,00 = 40.000.000,00"
1.01 . 1.01.01 . 16 . 70,"Pembinaaan minat, bakat, dan kreativitas siswa",408000000,"Sumber Dana : APBD
Lokasi Kegiatan : Kabupaten Bantul
Keluaran : Terlaksananya Lomba
Target : 10 lomba"
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2,Belanja Barang dan Jasa,408000000,
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 01,Belanja Bahan Pakai Habis,15389000,
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 01 . 01,Belanja Alat Tulis Kantor,5885000,"APBD 
ATK Lomba Dokter Kecil
ATK Kegiatan Lomba Dokter Kecil1 Keg x 750.000,00 = 750.000,00
ATK Lomba Budaya Mutu SD1 Keg x 650.000,00 = 650.000,00
ATK Lomba FLSSN SD1 keg x 550.000,00 = 550.000,00
ATK Lomba Perpustakaan SD1 keg x 500.000,00 = 500.000,00
ATK Lomba Olimpiade MIPA dan Karya Ilmiah SD1 Keg x 950.000,00 = 950.000,00
ATK Lomba O2SN SD1 Keg x 750.000,00 = 750.000,00
ATK Lomba Cerdas Cermat SD1 keg x 635.000,00 = 635.000,00
ATK Lomba Gladi Kawruh SD1 Keg x 550.000,00 = 550.000,00
ATK Lomba Ngudar Tembang SD1 keg x 550.000,00 = 550.000,00"
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 01 . 06,Belanja Bahan Bakar Minyak/Gas,9504000,"APBD
 BBM Lomba Dokter Kecil40 Ltr x 8.800,00 = 352.000,00
BBM Lomba Budaya Mutu SD400 ltr x 8.800,00 = 3.520.000,00
BBM Lomba FLSSN SD40 ltr x 8.800,00 = 352.000,00
BBM Lomba Perpustakaan
BBM Lomba Perpustakaan SD340 ltr x 8.800,00 = 2.992.000,00
BBM Lomba Olimpiade MIPA dan Karya Ilmiah SD40 ltr x 8.800,00 = 352.000,00
BBM Lomba O2SN SD100 ltr x 8.800,00 = 880.000,00
BBM Lomba Cerdas Cermat SD20 ltr x 8.800,00 = 176.000,00
BBM Lomba OSN Guru SD20 ltr x 8.800,00 = 176.000,00
BBM Lomba Gladi Kawruh SD40 ltr x 8.800,00 = 352.000,00
BBM Lomba Ngudar TembangBBM Lomba Ngudar Tembang SD40 ltr x 8.800,00 = 352.000,00"
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 02,Belanja Bahan/Material,14950000,
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 02 . 07,Belanja Cindera Mata,12950000,"APBD 
Tropy Lomba Dokter Kecil SDTropy Lomba Dokter Kecil1 Set x 300.000,00 = 300.000,00
Tropy Lomba Budaya Mutu SDTropy Lomba Budaya MutuSD1 set x 400.000,00 = 400.000,00
Tropy Lomba FLSSN SD13 set x 250.000,00 = 3.250.000,00
Tropy Lomba Perpustakaan SD1 Set x 400.000,00 = 400.000,00
Tropy Lomba Olimpiade MIPA dan Karya Ilmiah SD4 set x 250.000,00 = 1.000.000,00
Tropy Lomba O2SN SD24 set x 250.000,00 = 6.000.000,00
Tropy Lomba Cerdas Cermat SD1 set x 400.000,00 = 400.000,00
Tropy Lomba OSN Guru SD1 set x 400.000,00 = 400.000,00
Tropy Lomba Gladi Kawruh SD1 set x 400.000,00 = 400.000,00
Tropy Lomba Ngudar Tembang SD1 set x 400.000,00 = 400.000,00"
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 02 . 12,Belanja alat-alat/perlengkapan,2000000,"APBD
 Belanja Alat Perlengkapan Lomba O2SN-SD1 Keg x 2.000.000,00 = 2.000.000,00"
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 03,Belanja Jasa Kantor,500000,
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 03 . 14,Belanja Dekorasi,500000,"APBD 
Belanja Dekorasi Lomba FLSSN
-SDBelanja Dekorasri Lomba FLSSN_SD1 Keg x 500.000,00 = 500.000,00"
1.01 . 1.01.01 . 16 . 70 . 5 . 2 . 2 . 06,Belanja Cetak dan Penggandaan,7921000,
